 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal
intercept 0.0003515118066158105 -0.00047879406032938764 8.936795709356905e-06 -5.334203542621143e-08 0.0021114536702002613 -0.00013633998018512227 2.8169791781375848e-06 -1.868416787224247e-08 -3.0162826552542993e-07 1.1160247018990767e-06 -3.444301368442849e-07 3.5422316439648776e-09 -8.232674253294973e-08 -8.291576683556114e-08 3.122750539099637e-07 4.7626249773472364e-07 -3.667783007766266e-08 -2.410306552853632e-07 -5.638169642146703e-07 9.111748800090398e-09 -1.1247059037883043e-07 2.654578796359952e-07 -7.011485600963441e-08 1.7427609579665393e-07 -7.332217389284766e-07 -2.4548321130566627e-08 3.726761025416625e-08 -3.3377913671265017e-07 1.8307581687109385e-06 2.7202805210757065e-06 1.1960600852697828e-06
age -0.0004787940603283164 0.0022941586801518295 -4.4606228485772734e-05 2.78817551029293e-07 0.03479815885479733 -0.002109620915431204 4.097176708310638e-05 -2.559472820569886e-07 1.0751335913264339e-06 -7.707947808417261e-07 3.3363318355129066e-07 -6.137875134826513e-07 -2.1825198221870002e-08 2.588712018461319e-07 7.065702549347576e-08 -3.822244584836792e-07 4.981928596376357e-07 4.775539822171693e-07 5.269920802768617e-07 -2.7974743197014744e-07 5.129988227657678e-07 -5.346378385450956e-07 -1.395936534105287e-06 -2.7500347581390196e-07 2.2580249998033718e-06 6.903141997823712e-08 1.4432457169032798e-07 6.839657576386921e-07 -8.641230293978451e-06 2.4913751781255463e-06 -8.397380030232631e-06
age2 8.936795709371757e-06 -4.460622848580903e-05 8.751086106369835e-07 -5.518958403470261e-09 -0.000669676803005913 4.096115308641257e-05 -8.027076503405711e-07 5.059107599193123e-09 -1.757255540635209e-08 1.3523235152237268e-08 -7.027395522554778e-09 1.037795157127836e-08 -9.533001049017656e-10 -7.162171016472698e-09 -1.2165500562336245e-09 7.78982417876843e-09 -9.93093004740707e-09 -7.88577881147147e-09 -9.008613724529959e-09 6.401018783714173e-09 -9.161879539969467e-09 9.333285580667302e-09 2.5918744287924763e-08 5.319405897375377e-09 -4.5146344499653476e-08 -7.482531034310629e-10 -4.900208760469972e-09 -1.3360097148206858e-08 1.7391671534703523e-07 -4.689577601433283e-08 1.7021488939506378e-07
age3 -5.334203542605575e-08 2.788175510291575e-07 -5.518958403463068e-09 3.512990993226806e-11 4.1473728240175336e-06 -2.558216961304737e-07 5.058276183450471e-09 -3.217506289742332e-11 8.795143087666237e-11 -7.197159023973727e-11 4.306135209851017e-11 -5.720656045872655e-11 1.104896975949264e-11 5.863856034383482e-11 6.424076035573574e-12 -5.075655801596261e-11 6.591421558028358e-11 4.177698751866228e-11 4.5194982993315e-11 -4.744229124365185e-11 5.243274701730946e-11 -4.909375858520786e-11 -1.5484398177303983e-10 -3.495639061278103e-11 2.902308528297516e-10 2.3196558932648344e-12 4.312207479239334e-11 8.204533729798695e-11 -1.153473018665208e-09 3.0121537583650986e-10 -1.0383704015101368e-09
sex 0.0021114536702617746 0.03479815885490555 -0.0006696768030082418 4.147372824033608e-06 1.603701399471167 -0.09789202120257852 0.0019166882070874155 -1.2089109808824601e-05 -2.336409170414845e-05 1.890586672988839e-05 6.482570959200587e-06 -2.274269288091152e-05 -9.463895075017053e-06 -2.1501787010045956e-05 4.244646093624466e-05 1.4779666029559443e-05 8.054980844829129e-06 2.4392169259050524e-05 -1.3973656787947515e-05 -8.005573132067057e-06 1.5961732899180132e-05 6.86758045313211e-06 -4.919355652950616e-05 7.55739632732617e-06 4.8834218413400935e-06 1.9405431642596992e-05 -1.7849133253177864e-06 -1.098943553374793e-05 -0.0003362599855215324 0.00030292403470151747 6.909293496014604e-05
agesex -0.00013633998019398343 -0.0021096209154286157 4.096115308638794e-05 -2.558216961304898e-07 -0.09789202120257112 0.006030291315134154 -0.00011909382990738315 7.572510083697737e-07 1.5776105466786967e-06 -1.0927774405375308e-06 -3.625538135456326e-07 1.4030858377976134e-06 5.257526212144416e-07 1.273624438492349e-06 -2.5265058152353717e-06 -8.867670051030882e-07 -4.5134323840975225e-07 -1.453234614745405e-06 8.499494489371467e-07 6.169672031641761e-07 -9.661099888882978e-07 -4.880131688745159e-07 2.9773947245110052e-06 -4.0616361772266836e-07 -3.6677917479123457e-07 -1.0560697965027952e-06 -1.3013099162984815e-07 7.39742977974389e-07 2.0623423677814734e-05 -1.8257812996691705e-05 -2.577868215850971e-06
age2sex 2.8169791781417018e-06 4.097176708327419e-05 -8.027076503440664e-07 5.058276183473853e-09 0.0019166882070871067 -0.00011909382990737322 2.3725148873093712e-06 -1.5214026758388436e-08 -3.424482839359702e-08 2.041128458721399e-08 6.359780103237904e-09 -2.7334687312532376e-08 -9.675054327258023e-09 -2.392234684322411e-08 4.8650378971935873e-08 1.6598447650402353e-08 8.770923997279264e-09 2.8071924507326288e-08 -1.733006191234697e-08 -1.4392557597819178e-08 1.9075320571226377e-08 1.1590455170312216e-08 -5.815259056377549e-08 6.067277880623515e-09 8.61879473000065e-09 1.804902270394542e-08 6.913274651125291e-09 -1.6208435579046038e-08 -4.163285808191046e-07 3.522190913553181e-07 3.910553277190602e-08
age3sex -1.8684167872944473e-08 -2.559472820573067e-07 5.059107599201752e-09 -3.21750628974935e-11 -1.2089109808821623e-05 7.572510083696477e-07 -1.521402675838719e-08 9.840784584996878e-11 2.3498213612034526e-10 -1.2128167729747023e-10 -3.4007997549083164e-11 1.6855625690025713e-10 6.14768863367797e-11 1.4540019045376712e-10 -3.0399680634027177e-10 -1.0093368146624239e-10 -5.7486603632719114e-11 -1.7582401140561428e-10 1.1385240900301624e-10 1.0438572300801712e-10 -1.2128091404337259e-10 -8.690489498303433e-11 3.675579284616051e-10 -2.2073628744960826e-11 -6.375963454187877e-11 -9.830072021818774e-11 -6.96201979254817e-11 1.1257979869333298e-10 2.789285811479879e-09 -2.2220450861797433e-09 -2.5869254937757544e-10
pcs.V3 -3.016282655253175e-07 1.0751335913203403e-06 -1.7572555406226743e-08 8.795143087583449e-11 -2.3364091704270695e-05 1.5776105466865487e-06 -3.42448283937586e-08 2.34982136121413e-10 1.6544902410827355e-06 1.3102429679050706e-07 -4.265206272435151e-08 -1.5420161413912023e-08 -3.647997741678708e-09 3.694751920408264e-08 -3.174367960191264e-08 4.148808203452264e-09 1.2594581715371612e-08 -1.9255030471419802e-08 -3.9611006679621486e-10 2.1350541123685206e-08 1.0307071547819934e-08 -2.0204581243150198e-08 -1.4101269488553271e-08 -2.3237512130620603e-08 -1.4809818296850154e-08 -2.845639979519443e-08 2.368962744966958e-08 -1.9118526159944716e-09 7.009675540101684e-08 1.281784714813375e-07 7.56248970270368e-07
pcs.V4 1.11602470189838e-06 -7.707947808450369e-07 1.3523235152297748e-08 -7.197159024009071e-11 1.890586672961231e-05 -1.0927774405207853e-06 2.0411284586888533e-08 -1.2128167729543358e-10 1.3102429679051212e-07 1.758186561544516e-06 5.826851618414543e-08 1.8578311677813e-08 1.0966425290275931e-08 -4.10757463765311e-08 -5.8273287904126686e-09 4.593497716083975e-08 -4.252490517948236e-09 -8.590191102982596e-09 4.908246855742444e-09 1.0698235537475753e-08 -1.0323210684421365e-08 3.674923219690686e-09 6.058627087905312e-09 7.763461012193902e-09 2.0010514535260174e-08 7.740296497265333e-09 -1.0460758260750995e-08 -3.6245048224050884e-09 -3.750281541051701e-07 -1.5070237593373395e-07 3.513506849173574e-07
