 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal gpp gmp
intercept 0.009142451878531256 0.0033503890787142656 -0.00010607704032671073 1.0654483363658528e-06 0.009769931711443651 -0.0009510527316598528 2.9055461528345014e-05 -2.822488454514327e-07 -8.180619884682135e-07 1.907491158320797e-06 2.1919891971203613e-06 -5.918465383498161e-07 8.894472246488711e-07 -7.744313087590407e-06 -2.6989803064437024e-06 -1.8673793957072528e-06 -1.2466930363039707e-06 -3.640181306213713e-06 -8.203347025478231e-06 -3.3387438838652564e-06 -6.789842341795132e-07 2.3387898440459866e-06 3.967275373907983e-06 -4.822205313103222e-07 -2.2164989865825527e-07 -2.85394793693345e-06 5.51480201027371e-06 -4.266170204122783e-06 -2.5811458777140058e-05 5.8960850598113765e-05 7.205742108911715e-05 -0.00010467465479566574
age 0.0033503890787281846 0.0036960342420151943 -0.000107180368276286 9.778024926986939e-07 0.03643138763543248 -0.003376118181025835 9.75799543800549e-05 -8.87769199023444e-07 -3.5351605288085506e-07 -2.0299577870954459e-07 -2.7858867772505728e-06 1.0892776647383846e-06 -4.0694554315162753e-07 -9.140525477944835e-07 2.7488321967941705e-07 -8.017063039565161e-07 -5.649520507421731e-07 -3.077721021641731e-06 -1.835844719834026e-06 5.764292366114085e-07 -3.118834798499242e-07 9.303228151212028e-08 1.4308231861106278e-06 1.0642504545058866e-06 -2.0518256346250057e-06 -2.5566203468163976e-06 3.3977763291456877e-07 3.2326653476944185e-07 -1.9936192955449993e-06 2.9193066215446148e-05 7.997750734067481e-05 -9.035995827544391e-05
age2 -0.0001060770403271333 -0.00010718036827633643 3.1464261845258577e-06 -2.904309307601167e-08 -0.00104136592034229 9.766810815329607e-05 -2.8568642696787614e-06 2.6292731090977628e-08 1.9400438322436295e-09 2.1010761994543972e-08 7.352161923430033e-08 -2.925591942311419e-08 8.739130996431341e-09 3.1398436403594994e-08 5.5538041219137516e-09 3.453806853352359e-08 1.5551068610902896e-08 9.045202869015046e-08 6.760230795587726e-08 -1.4387225555117436e-08 3.173297990530217e-09 -1.2989317068892894e-08 -4.5478228637977307e-08 -2.0267468114546124e-08 4.975322801488436e-08 7.162033390158967e-08 -2.1268408590753282e-08 4.718683797190339e-09 9.916823861511908e-08 -7.258286342943341e-07 -2.3130644069547325e-06 2.3085720629874573e-06
age3 1.0654483363710413e-06 9.778024927003602e-07 -2.9043093076046602e-08 2.7134315419080184e-10 9.381342703449695e-06 -8.892815282528443e-07 2.6312750465733312e-08 -2.4507708933099846e-10 5.534903589270033e-11 -2.7765874273206866e-10 -6.0295215245243e-10 2.3617024535202897e-10 -6.034389660030873e-11 -3.5975514463623e-10 -1.7846161121939244e-10 -4.0091279472753385e-10 -1.201897437422338e-10 -8.324635784901316e-10 -7.530324554801612e-10 1.0993297292299872e-10 2.2457728179012508e-11 1.8937632102455916e-10 4.47422083879198e-10 8.616157676808993e-11 -3.5248805975300137e-10 -6.460748064689769e-10 3.080987108484569e-10 -1.6229591025313805e-10 -1.3967505389477668e-09 6.0019887451009735e-09 2.083381545912618e-08 -1.8774876585570848e-08
sex 0.009769931712016169 0.03643138763587966 -0.00104136592035521 9.381342703566938e-06 0.8114829379358723 -0.07417312736543077 0.002116444096316456 -1.9014906543623014e-05 1.9094816464075863e-05 -4.578732264029428e-06 -2.3656490609707426e-05 1.8844025223794276e-05 -3.0281033448740943e-05 4.323370973531913e-05 -7.658503859033706e-06 -1.2185597180039137e-05 -4.2444203065088476e-06 -6.084730008786862e-06 1.815057359065823e-05 4.5769171338921094e-05 2.19892258622327e-06 -9.192730746127074e-06 -1.7650124189207822e-05 -9.843018757733445e-06 -1.7221767571012958e-05 -2.5394538202718873e-05 4.809659402778601e-06 2.9178317298702308e-05 0.00034524450586634786 -0.00033199844699249035 0.0002998104486328057 0.0004925355909613494
agesex -0.0009510527317001055 -0.003376118181052321 9.766810815407416e-05 -8.892815282600402e-07 -0.07417312736542542 0.0068773790011677615 -0.00019875012393859382 1.8059437550875425e-06 -1.7180392680613701e-06 7.436572574504177e-07 2.3405849935614327e-06 -1.770905357362965e-06 2.6221352170957516e-06 -4.087552593971011e-06 1.0460374473070482e-06 1.3940658264505392e-06 3.861408330271716e-08 6.110248498436214e-07 -1.503559422074525e-06 -4.2371102171553735e-06 -5.918360921651328e-07 4.978686449050665e-07 1.5085919617267094e-06 1.3909914579280774e-06 1.0236317551695096e-06 2.3556140192459306e-06 -4.072557576976967e-07 -2.6059772152587607e-06 -3.1035418693380134e-05 3.202293403623142e-05 -3.545100488736274e-05 -4.021460488442976e-05
age2sex 2.9055461529387586e-05 9.757995438061754e-05 -2.856864269695754e-06 2.6312750465894775e-08 0.0021164440963161468 -0.0001987501239385794 5.8174979923546545e-06 -5.351262022050958e-08 4.960106428157242e-08 -3.1908077769800515e-08 -7.222023105301284e-08 5.245100521790094e-08 -7.277402966075304e-08 1.200114716201495e-07 -3.872135063680597e-08 -4.902722363761416e-08 1.0601502733831948e-08 -1.8289598124485545e-08 3.5158736887583226e-08 1.2267501777935315e-07 2.8447911693958545e-08 -5.120034685131391e-09 -4.157518365875517e-08 -5.408700830082271e-08 -1.502598561406873e-08 -7.005199363612619e-08 9.86600125907585e-09 7.079125049363318e-08 8.50930699597532e-07 -9.217963956969921e-07 1.0975878288216385e-06 1.1550429969512712e-06
age3sex -2.8224884546105583e-07 -8.877691990287112e-07 2.6292731091139947e-08 -2.450770893325558e-10 -1.9014906543618772e-05 1.8059437550872786e-06 -5.351262022050573e-08 4.985327087446374e-10 -4.780694980450196e-10 3.9143407078289636e-10 7.024630920178601e-10 -4.777773567433007e-10 6.385414025367039e-10 -1.0976243525378554e-09 4.378339315971614e-10 5.243798511446203e-10 -2.065463894620727e-10 1.6936459740605193e-10 -2.3446249734692174e-10 -1.1287797697393402e-09 -3.6988752432404764e-10 -8.634778320471572e-12 3.362593504565187e-10 6.104491732947037e-10 -1.0411359212526328e-11 6.567520604836839e-10 -9.919979882019714e-11 -5.987884515839643e-10 -7.035600032143102e-09 8.180938597032279e-09 -9.749543850036186e-09 -1.1458037023775473e-08
pcs.V3 -8.18061988456032e-07 -3.535160528654394e-07 1.940043831789213e-09 5.534903589692004e-11 1.9094816464304826e-05 -1.7180392680829417e-06 4.9601064282205665e-08 -4.780694980508603e-10 2.7828322917334545e-06 9.298950415881868e-08 -2.4293652792614257e-08 -4.225084971342355e-08 5.723726895578335e-08 3.310058736093062e-08 -1.799679759815185e-08 4.624960955100258e-08 -7.100441987688271e-08 8.68418752157049e-08 -7.107938887751342e-08 1.6010064364766247e-09 -2.4345212672339474e-09 9.86094287941205e-09 -6.578463967077138e-08 1.0551278056856993e-08 1.8671779957035808e-08 -2.4835971023979067e-09 6.802810806867447e-08 2.653533263897873e-08 3.489751067855052e-07 -2.306516723797002e-06 -4.609577401125886e-07 5.102898084044003e-06
pcs.V4 1.90749115831554e-06 -2.0299577870962323e-07 2.10107619945471e-08 -2.776587427321065e-10 -4.57873226393514e-06 7.436572574417243e-07 -3.190807776955062e-08 3.9143407078063717e-10 9.298950415882377e-08 2.647207620749746e-06 2.6919011330569167e-08 1.232257089620079e-08 2.7798544363577742e-08 -4.115302851449983e-08 -4.898758626723135e-08 2.9168429113608888e-08 7.325301704828232e-08 -4.202377094421616e-08 4.593113155433204e-08 -4.0024803935353367e-08 -1.110512416128436e-07 4.7850217977922495e-08 7.846518944447305e-08 2.7444474833533935e-08 3.735446156796681e-08 2.282631328705177e-08 9.164961651060584e-09 4.359647044431914e-08 -5.187662500803231e-07 -1.1770937971585713e-06 4.794425033005662e-07 1.058252458711912e-06
pcs.V5 2.191989197106253e-06 -2.785886777252073e-06 7.352161923434757e-08 -6.029521524528839e-10 -2.365649060948813e-05 2.340584993541035e-06 -7.222023105242141e-08 7.024630920124717e-10 -2.429365279260123e-08 2.6919011330569253e-08 2.4484745888866433e-06 3.278341456626775e-08 1.394399303402108e-08 2.995901986625148e-08 -3.327651970098146e-08 -4.880110538262848e-08 5.6798487320880846e-08 9.430606614441905e-08 -1.0253185598130653e-08 -2.248180460073166e-08 2.2623346114296142e-08 -3.379805653148694e-08 -5.1384369548762213e-08 -8.319441835148317e-08 3.643743890308477e-08 5.1699108834624424e-08 4.527382303513172e-08 2.4698943859049436e-08 -6.573460217790524e-07 -1.2143383726658528e-06 5.707790899901572e-07 -1.5010521047396652e-07
pcs.V6 -5.918465383379366e-07 1.0892776647442656e-06 -2.925591942328936e-08 2.361702453536692e-10 1.884402522375306e-05 -1.7709053573592355e-06 5.245100521779579e-08 -4.777773567423698e-10 -4.22508497134301e-08 1.2322570896199037e-08 3.27834145662639e-08 2.4171617824099915e-06 1.7306544086090493e-09 2.1088497189121218e-08 -1.1996164786009065e-08 -5.996215672342149e-08 7.41362575662244e-08 -8.314881580340464e-09 -3.412562560250888e-08 -2.5162572444839943e-08 2.6664452137860626e-08 4.621314602567597e-08 -9.311379420845267e-08 2.249532488897767e-08 -6.49712502767695e-09 1.8414760011213498e-08 -8.184145991933235e-08 5.181665986610745e-09 -3.970586330988737e-07 3.709232629220587e-07 -1.461667142431148e-06 -1.4755748577973065e-06
pcs.V7 8.894472246347002e-07 -4.0694554316417135e-07 8.739130996806016e-09 -6.034389660383851e-11 -3.0281033448886622e-05 2.622135217109644e-06 -7.277402966116557e-08 6.385414025405514e-10 5.7237268955787925e-08 2.779854436358321e-08 1.3943993034033908e-08 1.7306544086040022e-09 2.8077815757506925e-06 3.229955270000102e-08 -4.976675360910665e-08 -1.1546903413173349e-07 -1.5061517728150633e-08 -6.869583199947481e-08 -2.4403011324418476e-08 -7.246495019636729e-08 5.5385473781927505e-08 -1.1176883329434898e-08 -1.1013178656242346e-07 -9.40212880811334e-09 -2.826781383991759e-09 2.0003085423699043e-08 -3.802297161421448e-08 -2.7785662415937864e-08 4.652299749454943e-08 3.078888689524209e-06 -3.838874224104797e-06 -1.9760302316770846e-06
pcs.V8 -7.744313087555761e-06 -9.140525477488478e-07 3.1398436402264133e-08 -3.5975514462404077e-10 4.323370973584688e-05 -4.087552594020789e-06 1.2001147162161224e-07 -1.097624352551358e-09 3.3100587360929405e-08 -4.1153028514511695e-08 2.9959019866220566e-08 2.108849718913649e-08 3.2299552699991516e-08 2.720794672509803e-06 7.772934748049054e-08 5.520252475171397e-08 4.5061610329979226e-08 1.5749269752312213e-07 -1.7474786149532322e-08 -9.179845833781324e-08 -4.828039976260179e-08 -1.1990231754288249e-08 8.40812754509341e-09 2.401203001219731e-08 9.929830670795855e-08 6.109164146233812e-08 7.525712188548662e-09 -4.773208424686833e-08 -2.477955879256719e-07 5.961253406208882e-07 1.3332126075735854e-06 -1.5473848006221437e-06
