 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal gpp gmp
intercept 0.016366144130220823 0.021550368647094954 -0.0005504731042782557 4.597761926653102e-06 0.17224215229538598 -0.012863076810038851 0.0003135815238258673 -2.4942297633266187e-06 -6.767029471817282e-06 1.4678090814685005e-05 5.496366735754565e-06 -3.5627834766172043e-06 9.74647820862561e-07 -1.911723730786268e-05 -8.315193644476492e-06 -1.277943942326704e-06 -3.4657677647981133e-06 -8.828457444385439e-06 -2.1928889061658597e-05 -1.2748434511545565e-05 2.3739593108222103e-06 1.1649280364069518e-05 1.0159355001825935e-05 -4.416629091740906e-06 -5.509724633523581e-06 -7.554285850919886e-06 1.785923023333673e-05 -7.3314821297814615e-06 -3.1920356940259806e-05 0.00013750685195805507 0.0012572524338583177 -0.0013790988525434812
age 0.021550368647516437 0.111035523203011 -0.0026301892490962217 2.0290023762192972e-05 1.4387401491863698 -0.10432530202622618 0.002465969679374322 -1.8986821686507278e-05 -6.370827312815912e-05 1.695411152737858e-05 1.721994397727651e-05 -5.3699750753463295e-06 -1.2396188031405251e-05 -1.2782601650516526e-05 2.3327571931412347e-06 1.0803586943183973e-05 8.979320353209973e-06 -1.313109626399957e-05 1.2580772181985549e-05 -1.9590755371197853e-05 7.3895204860476415e-06 5.446555800052402e-06 3.1803394148577897e-06 7.866367258707094e-06 -1.5095581370575505e-05 2.5889899606194533e-05 1.1145763272730162e-05 2.8401720886793407e-05 -0.0003468282286421542 0.00047306237429030064 -0.000499569947307052 8.339631738361753e-05
age2 -0.0005504731042869491 -0.002630189249096509 6.258083398703223e-05 -4.849354434388316e-07 -0.03385211038942429 0.0024650186420526747 -5.85185903974215e-05 4.525292412048144e-07 1.4465818978020798e-06 -3.96778047037986e-07 -3.9087570881040005e-07 1.2185511721124811e-07 2.6814669076434113e-07 3.3547847164460133e-07 -1.3669395049788099e-08 -2.2918073474909747e-07 -1.9438338421173443e-07 3.5180524117045434e-07 -2.17550788249562e-07 4.6122752429522367e-07 -1.978678092019188e-07 -1.8481648542366859e-07 -1.1455611529878733e-07 -1.6650412306319677e-07 3.8549291336259434e-07 -5.563982221537565e-07 -3.027821714049113e-07 -6.193466706648589e-07 7.78128824300148e-06 -1.0916057528507515e-05 1.0539115421824876e-05 -1.438888627920007e-06
age3 4.597761926717237e-06 2.0290023762187426e-05 -4.849354434387815e-07 3.775397367552858e-09 0.00025941279989319984 -1.8967738160395255e-05 4.5225185124740486e-07 -3.513215596969524e-09 -1.0647549600369967e-08 3.0277971827140082e-09 2.9451590868894134e-09 -9.417791620847348e-10 -1.8860575772285508e-09 -2.9144509327556085e-09 -3.1719283610880225e-10 1.4968949916174457e-09 1.3720693529603973e-09 -3.019055210945721e-09 9.446551775294205e-10 -3.5764547164156257e-09 1.7163051238219889e-09 1.8272397934059266e-09 1.1828012035062357e-09 1.0547653463258885e-09 -3.07411931160662e-09 3.8316241423333155e-09 2.7413185969426674e-09 4.3106067335924326e-09 -5.787087921365139e-08 8.279520666846735e-08 -6.657509440165925e-08 2.095630489359128e-09
sex 0.17224215231409146 1.4387401492463374 -0.0338521103908586 0.0002594127999043931 37.32535951666839 -2.6808857779432542 0.06266243294536013 -0.00047639803077795153 -0.0007582818486342976 0.0004824282496526979 0.0005689460425387829 -0.00012459325990709215 -0.0004188419038315891 -0.00018297918857737358 0.00015953134916291993 0.0003700893596819022 -2.455780935885784e-05 0.0001234641740730546 4.493800400724912e-05 -0.0004460743290584455 -3.912659932792019e-05 -0.00022135137009075606 -0.0003487309310694354 0.00040593652718530515 -0.00012769367650967273 0.0004793263579562555 -1.9183240977433164e-05 0.00027466015974189086 -0.008506826486449577 0.007598147162055385 0.003335604680546952 -0.00962186596289834
agesex -0.012863076811398732 -0.10432530203053449 0.0024650186421559563 -1.8967738161202617e-05 -2.680885777942137 0.19345955200948647 -0.0045434276818732125 3.470578489017974e-05 5.293540392840322e-05 -3.36938021924904e-05 -3.9493400792415264e-05 8.01984716879897e-06 2.9262641033093444e-05 1.1670539837936596e-05 -1.0299728440534452e-05 -2.506581538821841e-05 1.4011048037779966e-06 -7.6047639392715174e-06 -3.3929234128444228e-06 3.0395822179948133e-05 1.6191534898626385e-06 1.4529773304641958e-05 2.420703615229006e-05 -2.7171239993323593e-05 9.53332231867163e-06 -3.232327059370954e-05 5.780147771581689e-07 -2.0050467391393427e-05 0.0005862612330825209 -0.0005039614558790414 -4.775463240970671e-05 0.0004048319841034036
age2sex 0.00031358152385856954 0.002465969679475553 -5.851859039984318e-05 4.522518512663148e-07 0.06266243294530222 -0.004543427681870923 0.00010723564087439386 -8.233363523772664e-07 -1.2015533277251852e-06 7.54220960072901e-07 8.952771072657486e-07 -1.6064421885143695e-07 -6.680786783973983e-07 -2.3564861297948623e-07 2.0582529987993915e-07 5.391133987036122e-07 -1.4875206850465492e-08 1.4662171628088312e-07 7.74832916444263e-08 -6.613257939491176e-07 9.272138820898787e-11 -3.0697967774136263e-07 -5.498226968619961e-07 5.796631284484639e-07 -2.2231262601118788e-07 7.039707450198746e-07 -9.96221238676086e-10 4.7464872763889347e-07 -1.3216514285594217e-05 1.1091788353670838e-05 -5.377925752614955e-06 -1.067223780518009e-06
age3sex -2.4942297635607517e-06 -1.8986821687272687e-05 4.5252924122321234e-07 -3.5132155971134923e-09 -0.00047639803077722804 3.470578489014197e-05 -8.2333635237679e-07 6.3559077791979994e-09 8.823334837192588e-09 -5.378399588877446e-09 -6.631887611406668e-09 1.020702661724851e-09 4.963911500894922e-09 1.4932026370709412e-09 -1.1902202237431118e-09 -3.664213806269847e-09 -8.614071782406115e-11 -8.848543268188022e-10 -5.464856125839988e-10 4.570721589315752e-09 -3.762524304411259e-10 2.1325794383323444e-09 4.026797899571908e-09 -3.933261349467258e-09 1.5460320959710594e-09 -4.976700340168793e-09 -1.0858592616887763e-10 -3.6528355946546962e-09 9.819703261137525e-08 -8.120765264125512e-08 1.0513667241128668e-07 -6.887902595135189e-08
pcs.V3 -6.7670294719624366e-06 -6.37082731279631e-05 1.4465818977974209e-06 -1.0647549600334212e-08 -0.0007582818486012882 5.293540392602004e-05 -1.2015533276692732e-06 8.82333483676657e-09 7.190004680543678e-06 6.908403504095527e-07 1.602122421115248e-07 -1.0773944403584935e-07 4.194846636156625e-08 2.2580578641162013e-07 -2.5104040008769673e-07 1.7378678229693925e-07 -3.770271609477391e-07 1.3214405351428109e-08 8.261113855363746e-08 1.0759466337967632e-08 1.9577822240375843e-07 1.286419830857778e-07 1.648788815430988e-08 3.7645987648049024e-08 -1.1509179396917723e-07 -9.751627637510307e-08 3.3214769942192907e-07 -1.6193379302672e-07 2.16243308153105e-06 -3.6010185970557584e-06 -2.5030843009522397e-05 3.097960635838122e-05
pcs.V4 1.4678090814898659e-05 1.695411152808882e-05 -3.9677804705507116e-07 3.027797182847804e-09 0.00048242824965254145 -3.369380219249381e-05 7.542209600733943e-07 -5.378399588884842e-09 6.908403504091602e-07 6.966341207726553e-06 2.660039483378798e-07 2.3964844150844403e-07 -2.2658775290096946e-07 -1.856523103386973e-07 -3.9202200860192425e-08 2.7966176835338237e-07 1.4558791240767973e-07 -2.3364377160412617e-07 1.35801728203322e-07 -3.7116996019640463e-08 -3.3225565734850753e-07 1.5725959652506483e-07 1.761966303268395e-07 -8.54858118583367e-08 1.9518855243186563e-07 1.2335430193751583e-07 5.251728913677457e-08 -1.362359152388896e-07 -3.250685206886264e-07 -6.11049193595929e-06 -1.662597541584218e-07 8.952779535832698e-06
pcs.V5 5.496366736015525e-06 1.7219943978230536e-05 -3.908757088332385e-07 2.945159087067536e-09 0.0005689460425419395 -3.9493400792661215e-05 8.952771072720288e-07 -6.631887611459027e-09 1.6021224211101244e-07 2.6600394833792184e-07 5.368562117112784e-06 5.7937381001617244e-11 -1.0792532785606546e-07 -1.7414219958175204e-08 -3.419519952138557e-07 -9.211376137809108e-08 -1.5982589013959872e-07 3.0998426400452573e-07 1.2713928266813604e-07 -1.2367188752234665e-07 1.157933567485646e-07 -6.147952745348427e-08 -1.150884018677404e-09 -2.5725738154432364e-07 1.3375449113130438e-07 1.1319050745551016e-07 1.5938846782598306e-07 -3.4262854234817544e-08 -3.7286751207153514e-06 -2.5091328815086933e-06 -1.2793031353433467e-06 7.144238827619281e-06
pcs.V6 -3.562783476651464e-06 -5.3699750754488205e-06 1.2185511721370911e-07 -9.417791621039674e-10 -0.00012459325990623062 8.019847168738654e-06 -1.6064421885007614e-07 1.0207026617149698e-09 -1.077394440357904e-07 2.39648441508452e-07 5.793738101996203e-11 5.306313529745181e-06 -3.95015202314349e-08 1.256376364829771e-07 1.4542815874828292e-07 -2.2576460623557827e-07 3.568193952197776e-07 1.0191312678065895e-08 7.056339929281446e-08 4.0394689551251274e-08 -2.7018785706517434e-08 3.5931937577407746e-08 -3.5417419257849234e-07 1.1190495065701834e-07 -3.6037033051690266e-08 5.161631220054559e-08 -1.6069303326845466e-07 1.855719531550183e-07 2.282461879910732e-07 4.3351840190405815e-06 -5.741799398915663e-06 -7.42495163015908e-06
pcs.V7 9.746478206603939e-07 -1.2396188032177568e-05 2.6814669078290825e-07 -1.8860575773737396e-09 -0.00041884190383558047 2.926264103339535e-05 -6.680786784048716e-07 4.963911500955336e-09 4.1948466361974735e-08 -2.2658775290102123e-07 -1.0792532785608918e-07 -3.950152023141719e-08 6.25136992394015e-06 1.1460555304430698e-07 -4.8188049408010675e-08 -3.0240201869854534e-07 1.3630137410250245e-07 -3.463833224693506e-07 -5.7907483706181786e-08 -3.651376581182839e-07 1.7859720885584324e-07 -4.8676790066814434e-08 -2.109119970912924e-07 -2.141084258891653e-08 1.063261010998942e-07 6.690984051129498e-08 8.967929057207239e-09 -7.371637978759877e-08 -1.4391433395078526e-07 1.0892465221384482e-05 -5.631775727205987e-06 -1.3263849728324013e-05
pcs.V8 -1.9117237307883583e-05 -1.2782601650398283e-05 3.354784716418102e-07 -2.9144509327341787e-09 -0.00018297918856832602 1.1670539837282913e-05 -2.3564861296413447e-07 1.4932026369538178e-09 2.258057864115866e-07 -1.8565231033858944e-07 -1.74142199580367e-08 1.2563763648295935e-07 1.146055530441977e-07 5.9292404406775045e-06 1.1080539509024977e-07 2.75714532986878e-08 2.8898936458239875e-07 3.171994054273084e-07 2.1883325248686652e-07 -2.7531988838351764e-07 -3.659475297359531e-08 -1.3425722454496573e-07 -1.0229086335724109e-07 4.328105669367341e-08 2.791140472814808e-07 2.8091573809709475e-07 5.985327684104556e-08 -1.801779505232018e-07 8.949351898647228e-07 1.620872864260771e-06 -1.5706737104505317e-05 1.6550827277933497e-05
pcs.V9 -8.315193644392116e-06 2.3327571935549882e-06 -1.3669395059670014e-08 -3.17192836031904e-10 0.00015953134916946003 -1.0299728441012963e-05 2.0582529989134847e-07 -1.1902202238316865e-09 -2.5104040008790113e-07 -3.9202200860109925e-08 -3.4195199521377116e-07 1.454281587482655e-07 -4.8188049408067566e-08 1.1080539509019936e-07 6.210548379594231e-06 9.816518468797468e-08 2.3292214991456602e-07 -8.044878870452817e-08 -1.0439201339739258e-07 -3.0653539856391195e-07 1.2046379833952177e-07 -2.569688020406797e-08 1.7268107212623457e-07 -3.3567088058114944e-08 -4.7134680765144563e-07 -2.485430551204183e-07 -1.2283224356497072e-07 5.310020232496902e-08 2.652734398126292e-06 1.471670314630933e-07 1.3991057144198213e-05 -1.693571448723475e-05
pcs.V10 -1.2779439421649245e-06 1.080358694387399e-05 -2.2918073476559733e-07 1.4968949917458655e-09 0.00037008935968693116 -2.506581538859314e-05 5.391133987127376e-07 -3.664213806342359e-09 1.737867822965812e-07 2.7966176835344764e-07 -9.211376137804526e-08 -2.2576460623559675e-07 -3.024020186985646e-07 2.7571453298593412e-08 9.816518468793442e-08 6.281903310523523e-06 3.317347398310138e-08 2.040477198952971e-07 2.9255683864211777e-07 2.0776374309249404e-07 8.947448245386716e-08 6.055172192485624e-08 5.558642076141832e-07 -1.2399064012833204e-08 1.3226620949370139e-08 2.196796157399726e-07 3.903082351252332e-08 -2.1110528497936843e-07 1.2656466962860777e-06 -7.174341434351333e-06 1.9124707139173957e-05 -7.406112453972822e-06
pcs.V11 -3.4657677648575763e-06 8.979320352828557e-06 -1.9438338420262118e-07 1.3720693528894848e-09 -2.4557809367843365e-05 1.401104804432812e-06 -1.4875206866001192e-08 -8.614071770415012e-11 -3.770271609475605e-07 1.455879124075707e-07 -1.5982589013972117e-07 3.568193952197981e-07 1.3630137410259163e-07 2.889893645824394e-07 2.3292214991454633e-07 3.317347398303146e-08 6.2712483586197305e-06 3.798462173963793e-08 2.473827743732207e-07 -1.173638913935076e-07 1.6404127702673049e-07 -1.5251470971134676e-07 1.8292222520340787e-08 3.34750122218276e-07 -1.4297717207949525e-07 1.3689901527577692e-07 -1.817205627733702e-07 1.6219426477732204e-07 8.337694050449237e-07 -2.479452576497144e-06 7.911980096285822e-06 -9.052086560249865e-07
pcs.V12 -8.828457444239288e-06 -1.3131096263078052e-05 3.518052411484481e-07 -3.0190552107745985e-09 0.0001234641740938259 -7.604763940784891e-06 1.4662171631678368e-07 -8.848543270958821e-10 1.3214405350993276e-08 -2.3364377160387249e-07 3.099842640048101e-07 1.0191312678016893e-08 -3.463833224695565e-07 3.1719940542720876e-07 -8.044878870448516e-08 2.0404771989545717e-07 3.798462173964305e-08 5.849150862473293e-06 -1.416550524783708e-07 -8.756821450111159e-09 -3.840075657293765e-08 -2.2134564458009693e-07 3.118029446583672e-08 -2.2252323358017578e-07 -4.8950273579912256e-08 1.2445607896714596e-07 -1.6136286156748241e-07 1.4218495153578792e-07 1.2449612511904948e-06 -6.528848832322698e-06 -3.7889360923759915e-06 1.0613538632357138e-05
pcs.V13 -2.192888906170298e-05 1.2580772181650464e-05 -2.1755078824156722e-07 9.446551774673152e-10 4.493800399844092e-05 -3.3929234122036817e-06 7.748329162925468e-08 -5.46485612467146e-10 8.261113855379522e-08 1.3580172820321954e-07 1.2713928266801524e-07 7.056339929283432e-08 -5.790748370609088e-08 2.188332524868979e-07 -1.0439201339741929e-07 2.925568386420453e-07 2.473827743732249e-07 -1.4165505247839122e-07 6.0839340895569206e-06 -8.192136041078399e-08 3.2247573522447686e-07 1.8275279299512333e-07 -1.788372333577327e-07 4.221030906111896e-08 -1.9586515810229864e-07 1.6401890308855634e-07 -1.8907613070710555e-07 -9.202644582568066e-09 6.23890363184822e-07 1.124974027918399e-06 -2.127759934668996e-05 2.1558499583965047e-05
