 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband maternal gpm gmm
intercept 0.002345400370522124 0.0008224868839665375 -2.5073941335727176e-05 2.423748347611158e-07 -0.0028820243170156437 0.00029365643015798334 -9.343723529442295e-06 9.318554752454283e-08 -2.1537618869459313e-06 2.2897005358721816e-06 7.403647726079207e-07 8.409266111755885e-07 1.0365664805806374e-06 -9.988829007913353e-07 1.998098777658011e-06 -1.4634516617362158e-07 -3.5568500718135274e-07 -3.333362627703882e-08 2.4937028009127354e-07 -1.2112325411080987e-06 -4.0656668509763057e-07 1.0852616483943627e-06 9.83695227126308e-07 2.2303577201910057e-07 -1.6390868635884907e-06 -1.6180356492522906e-07 -1.3870003737083243e-06 -1.868028382892794e-06 -1.0844173576107907e-06 -2.5176654926646008e-05 3.515700353203513e-05 4.06239299738946e-06
age 0.0008224868839646259 0.001693651510484926 -4.651718874848143e-05 3.992439801101834e-07 0.01737502723470935 -0.0015419197158966487 4.2280871719884185e-05 -3.623312172863094e-07 -1.3845066601005973e-06 6.907795496406255e-07 -8.427423317931673e-07 1.4287462632814563e-06 8.921434406250304e-08 -1.5280711277328055e-07 1.232924968423078e-06 4.99088512490722e-07 3.494753100765593e-07 -1.6425854718919398e-06 6.770112583754805e-07 2.8932229453317326e-07 -7.202685756113176e-07 -2.8251626991493633e-08 4.4168052340926346e-07 9.96546156715038e-07 -1.2375844188718134e-06 -1.0140326979961344e-07 -1.0863256037975003e-06 2.3451699546587912e-07 7.382984682316712e-06 -6.004056548711241e-06 4.2565987962975234e-05 -3.83826932347094e-05
age2 -2.507394133568206e-05 -4.651718874851644e-05 1.2941569540752224e-06 -1.1240094706950291e-08 -0.00046906109698437127 4.218449650432425e-05 -1.1716103804815487e-06 1.0158792657981138e-08 3.8314874775328884e-08 -1.4844080835916073e-08 1.9169927177903368e-08 -3.923558296008083e-08 -4.4351110181753066e-09 3.830506732042017e-09 -3.3129798230620974e-08 -9.779488918368386e-09 -1.029804337835141e-08 4.037200262970094e-08 -1.9941017207668135e-08 -7.032071282198297e-09 1.6681856771846177e-08 -5.121624329793276e-09 -1.4729587036222892e-08 -2.014687394285946e-08 3.5610395702560635e-08 1.2362157757698907e-09 3.348234523558963e-08 -2.7883038713991694e-09 -1.9805276494903016e-07 8.656321103842029e-08 -1.2156083082915173e-06 1.1378403596444251e-06
age3 2.423748347606378e-07 3.992439801100741e-07 -1.1240094706939543e-08 9.87996785312171e-11 3.967156897758495e-06 -3.6081812583309163e-07 1.0140119446154915e-08 -8.896983540875097e-11 -3.2805039664856256e-10 1.1387157084795563e-10 -1.3304277069317272e-10 3.364834248845329e-10 5.4217682241025775e-11 -4.0378796838143964e-11 2.81452357710586e-10 5.837147340892839e-11 9.643577214976965e-11 -3.017918582542864e-10 1.7447454035936717e-10 4.55023251879938e-11 -1.2666935127061434e-10 8.504886332283775e-11 1.4110422773806178e-10 1.2139225849793321e-10 -3.188819841131987e-10 1.48543141503013e-12 -3.09995984292785e-10 -7.0079317396205775e-12 1.8037655294730858e-09 -5.189368046104148e-10 1.0683441031369945e-08 -9.961072049303662e-09
sex -0.0028820243170565134 0.017375027234675145 -0.0004690610969834647 3.967156897750888e-06 0.5107581588136901 -0.04514945590429463 0.0012381544393902137 -1.0645997388852253e-05 -4.815343980694345e-06 -1.60703499910285e-06 2.8809939592153114e-06 1.2936148343515094e-05 -2.1329687053786512e-05 1.9420159681592304e-05 -1.191890373753549e-05 1.8673125353535955e-06 -4.083189211759601e-06 -1.584012338447824e-05 1.1073363243057727e-05 1.9618350985414975e-05 -3.643117806801897e-06 2.5074646255423573e-06 -8.35870511549467e-06 -2.3410493277454885e-06 4.449326636791801e-06 7.863370479448327e-06 6.364358688164082e-06 1.9857154350058068e-05 0.00027534238849606315 0.0004404287478275489 0.00030192352881546695 -0.0012783856432146247
agesex 0.00029365643016248673 -0.0015419197158890582 4.2184496504120954e-05 -3.608181258313971e-07 -0.04514945590429157 0.004053809479228592 -0.00011265349984570685 9.795886612257152e-07 4.2887038360846364e-07 1.4379462694625025e-07 -2.577327126270328e-07 -1.065014191372731e-06 1.7979875603063116e-06 -1.9290913047864524e-06 1.380678003877305e-06 -8.564746955667977e-08 2.1228436991034134e-07 1.2555083452959196e-06 -9.94314703129982e-07 -1.811464222212377e-06 1.7688895516081104e-07 -2.960964662443865e-07 5.223748644028109e-07 6.070460760904161e-07 -5.318942210272164e-07 -8.483544421905821e-07 -5.218024198702779e-07 -1.8412574675903684e-06 -2.3903851775699033e-05 -4.343974168045319e-05 -2.0413029451386834e-05 0.00010992516793703583
age2sex -9.343723529580704e-06 4.2280871719823673e-05 -1.171610380479856e-06 1.014011944613962e-08 0.0012381544393900376 -0.00011265349984569869 3.1711624934478822e-06 -2.7904357253484685e-08 -1.0414239591448825e-08 -4.59432860758086e-09 6.4158726664463525e-09 2.9187152183439276e-08 -4.79736131582361e-08 5.6290259297752644e-08 -4.518010786316312e-08 1.4357044428584723e-10 -3.6654062113388303e-10 -2.8795334242802515e-08 2.545582948022204e-08 5.155777263555633e-08 -2.891801403624964e-09 1.039137566678261e-08 -1.1413686760671843e-08 -2.6023327453803605e-08 1.6915606428769683e-08 2.7227320282594923e-08 1.3047761608591244e-08 5.2174275837183595e-08 6.730963052679993e-07 1.2784575328402194e-06 4.389732062770652e-07 -2.9315475020388263e-06
age3sex 9.31855475254365e-08 -3.623312172850743e-07 1.015879265794744e-08 -8.896983540846515e-11 -1.0645997388849937e-05 9.795886612255729e-07 -2.79043572534827e-08 2.484719292108003e-10 6.155595469052154e-11 5.834425154178568e-11 -5.0357197231924227e-11 -2.572518587050037e-10 4.0175543053117054e-10 -4.887021164322425e-10 4.470229208281967e-10 5.687004102425388e-12 -4.4966788563241724e-11 1.956652315751258e-10 -1.9984898496843336e-10 -4.535765455093492e-10 2.1547945224227735e-11 -8.804469538992163e-11 8.110084490607382e-11 2.8917250328941736e-10 -1.6286340867125094e-10 -2.674033904688529e-10 -1.1300685163185057e-10 -4.704712936038536e-10 -6.169885020069611e-09 -1.1185079891182183e-08 -2.9809492985064484e-09 2.4320031920895185e-08
pcs.V3 -2.1537618869455302e-06 -1.3845066601019858e-06 3.831487477536856e-08 -3.2805039664891504e-10 -4.815343980741353e-06 4.288703836127648e-07 -1.041423959157073e-08 6.155595469160163e-11 2.2293980695352574e-06 7.934811691877138e-08 -8.122640350613057e-08 3.3049191258331855e-09 4.036889618827374e-08 4.217827439318058e-08 4.3425205325782566e-08 5.824126401199966e-08 -2.2664207771857744e-08 3.063192245167492e-08 -3.355967802369181e-08 -5.496189319734486e-09 2.6470633020881762e-08 -1.0639082562916542e-08 -3.471173863142183e-08 2.250408342961685e-08 1.3384227945771297e-08 -1.0360434007679281e-08 3.647942262704098e-08 2.4533155455455515e-09 2.0135213175693984e-07 5.717552812554555e-07 -3.536475642480604e-07 7.616029947153099e-07
pcs.V4 2.289700535871784e-06 6.907795496425062e-07 -1.484408083596869e-08 1.1387157084841345e-10 -1.6070349990534222e-06 1.4379462694170724e-07 -4.594328607451777e-09 5.834425154064014e-11 7.934811691877035e-08 2.227158920766582e-06 3.081259630318658e-08 2.342417474971988e-08 2.4394742311087833e-08 -2.2281160018490965e-08 -4.104321851832329e-08 1.888057899343022e-08 -1.1315043612247355e-08 -2.3060758457034695e-08 3.687178917181827e-08 -6.633615872241955e-08 -4.840865387633448e-08 4.450217203140004e-08 4.709261560810101e-08 8.490059343134856e-09 4.2734980452201634e-08 -3.729600677000788e-09 -2.4037666547017073e-08 1.027920048339551e-08 -5.233169686412689e-07 -8.480497731049013e-07 1.2470227503927129e-06 9.748084686897536e-08
