 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal
intercept 0.00010639563760013884 6.588086358318547e-06 -1.8379655542940723e-07 1.8032234964969906e-09 -1.879740789274927e-05 1.6686210824843487e-06 -4.654860587889789e-08 4.30275006737011e-10 1.998525263104998e-07 2.400086389834168e-07 -1.6231145782867371e-07 -6.673944614060486e-08 -8.111291635807147e-08 5.865956954167405e-08 -6.898618308876592e-08 6.441380916542624e-08 -1.874413007323526e-08 -7.863778686897188e-08 -6.970425008761937e-08 -5.5894980995291604e-08 2.0738568889436362e-08 3.2919550044844745e-08 -2.0318294682222777e-08 -3.6274761834145816e-08 2.606932626669098e-08 -2.862015431850379e-08 3.9506136899798746e-08 -3.556422270468803e-08 8.447393137943607e-07 4.466076474711714e-08 6.87001425018249e-08
age 6.588086358219645e-06 0.0002460083404546188 -5.657208541902655e-06 4.039946861465467e-08 0.003041828547859495 -0.00023008605738974197 5.27526038058303e-06 -3.7523474803910854e-08 -7.347664399857208e-08 2.0725474291324705e-07 -1.3195659450570112e-07 2.0259689539022312e-07 1.1446880752125769e-07 8.314283990450914e-08 1.1023925369854223e-07 5.484432681159333e-08 8.261345687168264e-08 -3.299007197045387e-07 -1.9578517675065904e-08 2.280820296996223e-08 -1.5299665025573114e-07 -2.3823272800392479e-07 -1.987720652497695e-07 2.1998973649850054e-07 1.669771741516781e-07 -1.7201000903452686e-07 1.4984379957386433e-07 3.2273090638526604e-07 1.298975784357617e-06 1.043654610376261e-06 -5.5057631370435115e-06
age2 -1.837965554290678e-07 -5.657208541902687e-06 1.325685179720633e-07 -9.626233490226466e-10 -6.836813175996678e-05 5.283390300862387e-06 -1.234839197418686e-07 8.933527953680621e-10 3.4809292796290285e-09 -4.4647909058942625e-09 2.2957608751106637e-09 -4.858195513807828e-09 -2.7773584539175865e-09 -2.669216151445745e-09 -1.930019335738826e-09 -6.510112999622575e-10 -1.8315405508648726e-09 7.441680483838651e-09 7.595155079289148e-10 -4.002146025452126e-10 3.2353365691959274e-09 4.68793063074026e-09 3.557408723229962e-09 -4.373057307518399e-09 -4.427796471132218e-09 3.680956092893537e-09 -3.847837178606801e-09 -7.379205880454611e-09 -1.900023112748764e-08 -2.3422384751844006e-08 1.0819798574093818e-07
age3 1.8032234964856357e-09 4.03994686146559e-08 -9.626233490226726e-10 7.102868248680293e-12 4.787661532963496e-07 -3.763862628835076e-08 8.947902685034862e-10 -6.579398954270674e-12 -3.52125734798571e-11 3.3345840343609924e-11 -1.5352117645062934e-11 3.4861880051858004e-11 1.90387249200423e-11 2.3526138231562187e-11 1.0505917691892094e-11 2.3524385065480546e-12 1.4472652938143614e-11 -5.208194232110253e-11 -9.536635681716381e-12 1.0517641024393693e-12 -2.2266418243327502e-11 -2.7835341914338323e-11 -2.0112426490963673e-11 2.6664271022569033e-11 3.502922576760453e-11 -2.4541389677777458e-11 2.977719727424868e-11 5.161798170028106e-11 5.783470243739697e-11 1.7748924485965947e-10 -6.413190379753589e-10
sex -1.8797407890186403e-05 0.0030418285478642807 -6.836813176008123e-05 4.787661532972046e-07 0.10510968601316961 -0.007869717891830314 0.00017968024614324745 -1.2782909269388325e-06 -1.3699360162818085e-06 -7.289270136341114e-07 1.435490446272231e-07 1.915153420518581e-06 -1.8816157814726587e-06 -1.3535778798513113e-06 2.4200875364009537e-06 -7.583501663481418e-07 -1.707584264797634e-06 -2.752470065603145e-06 -6.896831304529407e-07 2.336852994558936e-06 2.5538466368575155e-07 -2.334269060717169e-06 -3.816811965879985e-06 2.0014373201260735e-06 1.0454101897740966e-07 -2.115305102687625e-06 3.7827277510489612e-06 1.3085622516750946e-06 2.2502791918510025e-05 2.510442453590211e-05 -5.953501784198832e-05
agesex 1.6686210824445068e-06 -0.0002300860573901087 5.283390300871135e-06 -3.7638626288415477e-08 -0.00786971789183076 0.0006051508405995826 -1.4101793184551364e-05 1.0197742380868123e-07 1.498393393592446e-07 7.041574213375217e-08 -1.6842129648643813e-08 -1.0960490497769922e-07 1.1634796609231987e-07 5.604333612956156e-08 -1.072198799169107e-07 7.343553849555034e-08 1.2555366269838616e-07 2.135578891953559e-07 3.5997624667252846e-08 -1.6960328296725964e-07 -5.884875311954607e-08 1.525704298901272e-07 2.5381756179284213e-07 -8.787756619618525e-08 -8.581013306920258e-08 1.7221091110849844e-07 -3.191663167188769e-07 -1.0844736005588076e-07 -1.239855526225546e-06 -1.6549178959571517e-06 4.144122850672356e-06
age2sex -4.654860587222675e-08 5.2752603805943046e-06 -1.2348391974213188e-07 8.94790268505412e-10 0.00017968024614326708 -1.4101793184552072e-05 3.347806397678583e-07 -2.4609854760490114e-09 -4.581371120710713e-09 -1.8354882433184222e-09 2.8079778759286443e-10 2.2791784455864462e-09 -2.445618338491209e-09 -5.019768253417719e-10 1.376379157914563e-09 -2.2164344381384858e-09 -2.4397588614628405e-09 -4.7526291960918914e-09 -1.0172600384523563e-09 3.6324140168406246e-09 2.083924530319817e-09 -2.6123906994500355e-09 -5.556043983379441e-09 5.514948698390544e-10 3.1559697462950842e-09 -4.416135248825995e-09 7.808646850110428e-09 2.242492888241568e-09 1.2945006240121509e-08 3.5795220416432546e-08 -7.841726226816146e-08
age3sex 4.302750067985617e-10 -3.752347480402964e-08 8.933527953708283e-10 -6.579398954290499e-12 -1.27829092693903e-06 1.0197742380869061e-07 -2.4609854760491107e-09 1.8374615809416875e-11 3.80807696616929e-11 1.5843844036799876e-11 3.9070711703184485e-13 -1.7237416647775324e-11 1.867022150535808e-11 1.815263378727179e-13 -4.912895434944165e-12 1.758115977722525e-11 1.3450409601820786e-11 3.19463945791824e-11 8.757697569998986e-12 -2.3897970480238908e-11 -1.848817953124011e-11 1.282315160454352e-11 3.90390487247962e-11 6.7439211256427945e-12 -2.8615309387038248e-11 3.490985349056689e-11 -5.898800896940615e-11 -1.4498505177659768e-11 5.345391797659223e-11 -2.731020627658023e-10 4.258645864285594e-10
pcs.V3 1.9985252631052396e-07 -7.347664399864968e-08 3.4809292796308107e-09 -3.5212573479869794e-11 -1.3699360162796911e-06 1.498393393590593e-07 -4.581371120705906e-09 3.8080769661655016e-11 1.1263571833560579e-06 7.98175717426732e-08 -2.934965371803466e-08 -3.785621739962646e-09 6.382895413138731e-09 1.4983913403327955e-08 -5.708993242448924e-09 8.423297071342307e-09 6.97465918421322e-09 3.1970798901862397e-09 -7.092451166164095e-09 8.304409415750206e-09 6.571187431155487e-10 -1.2042750626485948e-08 -7.239424462797556e-09 -9.091717569832757e-09 -1.999928856155222e-09 -1.0457777238645574e-08 7.969745618841687e-09 9.055422567045623e-10 2.130876160473817e-09 2.0896899521235278e-07 4.1073358099856046e-07
pcs.V4 2.4000863898339887e-07 2.0725474291320203e-07 -4.464790905893206e-09 3.3345840343602176e-11 -7.289270136330642e-07 7.04157421336658e-08 -1.8354882433162896e-09 1.5843844036783794e-11 7.981757174267314e-08 1.1943306990424008e-06 2.5874104574860933e-08 -2.1872850725957613e-10 1.6446368841132584e-08 -2.115449182459156e-08 -4.136192394423681e-09 2.1645108555399124e-08 -2.8180132987272744e-09 -5.367961146565334e-09 1.1349365027799286e-08 -7.1757933346058e-09 -6.3429334215470445e-09 1.3864277328009725e-08 1.059363709207834e-08 5.0637767423943934e-09 5.8726627079292325e-09 -3.5314488121156308e-09 -3.89766342376774e-09 1.340458377739124e-09 -1.9481149420419797e-07 -1.0653109817178712e-07 9.604494446436905e-08
