 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband maternal gpm gmm
intercept 0.002231137708456605 0.0007974798647131747 -2.4286478248690224e-05 2.3462884158028126e-07 -0.0026048329986758274 0.0002657327352534448 -8.453197621713331e-06 8.414212097607971e-08 -2.039490728711061e-06 2.367218665135358e-06 3.5159184770930006e-07 7.974079114702516e-07 8.934802000507754e-07 -1.1670876431026485e-06 1.578927769585286e-06 -7.118084553833858e-08 -2.722147949746303e-07 9.446326899366918e-08 2.47562839716409e-07 -1.3568694813370749e-06 -3.767496935230931e-07 1.2125389603383216e-06 9.479769052496807e-07 3.2518683942737067e-07 -1.727990719137641e-06 -2.1077147244942818e-07 -1.3967694621746026e-06 -2.046569688171172e-06 -1.6764348468624993e-06 -1.2910463853694018e-05 2.772230024128077e-05 -8.579141587149e-06
age 0.0007974798647179228 0.001654895286708152 -4.536752547721602e-05 3.889056656671151e-07 0.0172915961035677 -0.0015300261236829266 4.186308392767561e-05 -3.582089803314681e-07 -1.7149301319337016e-06 7.049679409598664e-07 -7.573710957715686e-07 1.3011780291209863e-06 -2.71798000389113e-07 -3.6278553850460627e-07 7.717950794930017e-07 4.555072121364139e-07 1.4664740154059194e-07 -1.1747287139706917e-06 5.000800030099663e-07 1.565800323028371e-07 -3.619594745186086e-07 8.398004920202613e-08 6.685136817187073e-07 7.487043051227422e-07 -1.4000360805860648e-06 -5.509017185623882e-07 -1.3280445877068573e-06 4.5847715061706615e-08 6.801575179662974e-06 1.2362822554096855e-07 2.898485709351384e-05 -3.661559286654268e-05
age2 -2.4286478248832762e-05 -4.536752547720607e-05 1.259979738979549e-06 -1.0931797480538247e-08 -0.0004662277649132033 4.181453667217536e-05 -1.1590211986272515e-06 1.0036861724114364e-08 4.64165539739085e-08 -1.5188510118914337e-08 1.8237800581900627e-08 -3.5972745832062826e-08 5.3217369689462395e-09 9.471427070026664e-09 -2.097820409445493e-08 -8.821206481414383e-09 -4.903958597858567e-09 2.761622828217139e-08 -1.5882016146134536e-08 -2.773342117505685e-09 7.4466460377450985e-09 -7.750662351511385e-09 -2.0163430441127322e-08 -1.3951057738081187e-08 4.042255576675233e-08 1.1830750047090534e-08 3.9906298518511545e-08 1.7531119734567095e-09 -1.8158184591447505e-07 -8.96217500728506e-08 -8.182681162633452e-07 1.073618154896412e-06
age3 2.3462884158161023e-07 3.889056656676088e-07 -1.09317974805528e-08 9.600788082820765e-11 3.940351733071755e-06 -3.5746438174793775e-07 1.0028055518055761e-08 -8.789925176721765e-11 -3.881286259718399e-10 1.1512490769496796e-10 -1.3667379961779065e-10 3.1025716693245e-10 -2.9661924430643904e-11 -9.0523444970754e-11 1.7868773619353645e-10 5.3340053094287415e-11 5.0499674269233026e-11 -1.9386004335792813e-10 1.4570918718341865e-10 5.401140754841489e-12 -5.1951434847677094e-11 1.0233876061249801e-10 1.8223113652139868e-10 7.37139416283555e-11 -3.621429028581304e-10 -7.763974317100614e-11 -3.6110277890522496e-10 -4.4422568131712165e-11 1.6420751308273808e-09 1.1216596304397845e-09 7.24891901362408e-09 -9.532580875881991e-09
sex -0.0026048329985611535 0.01729159610366107 -0.0004662277649158003 3.940351733094372e-06 0.5026077013677523 -0.04434643759090023 0.0012143837117812976 -1.043072802389909e-05 -6.134610757981211e-06 -2.8190148966442912e-06 8.088580236130564e-06 8.575536242314152e-06 -2.483541959577511e-05 2.1998263601385462e-05 -1.397151813421671e-05 2.3725481230597344e-06 -8.536314221053864e-06 -9.090080763737531e-06 8.10456788840474e-06 1.763284288978112e-05 5.6464847605287085e-06 2.177293906784643e-06 -4.853509347298103e-06 -3.7153725193135504e-06 7.3422854398551545e-06 4.813949703078651e-06 2.173324745544643e-06 1.6293668673226034e-05 0.0002440998326358054 0.0004677656767274325 0.00019687799046198763 -0.001193633668460108
agesex 0.0002657327352423482 -0.0015300261236889019 4.1814536672345246e-05 -3.574643817494677e-07 -0.04434643759090682 0.003974818050356308 -0.00011031141800621746 9.583278566722958e-07 5.106114089050261e-07 2.7048338264852094e-07 -6.579940065455084e-07 -7.18581470596703e-07 2.0648977197847953e-06 -2.1283853871496253e-06 1.5500809795069748e-06 -7.390852487011316e-08 6.212830012048279e-07 6.991475930265835e-07 -7.576143617295096e-07 -1.611070467395524e-06 -6.431307473916943e-07 -2.5427138445686824e-07 2.4913534787556036e-07 7.047471708931995e-07 -7.40253281832376e-07 -6.260882565737876e-07 -1.51291699712828e-07 -1.5552430362322185e-06 -2.126912439214284e-05 -4.605813333995963e-05 -1.0491964660538619e-05 0.00010273758538190067
age2sex -8.453197621417086e-06 4.186308392800153e-05 -1.1590211986361748e-06 1.002805551813211e-08 0.0012143837117816725 -0.00011031141800623475 3.1014049636191717e-06 -2.72680063273506e-08 -1.1617338371772418e-08 -8.974028235252359e-09 1.6237278942608497e-08 2.0382174959984522e-08 -5.458651533395589e-08 6.035929475221663e-08 -4.9458445332729965e-08 -7.937712408161182e-10 -1.2056653844075525e-08 -1.4361038108789142e-08 1.9855273098724535e-08 4.6088983798193254e-08 1.895517626286713e-08 8.48967695701922e-09 -4.602099224193523e-09 -2.8766543255033417e-08 2.1200034151714777e-08 2.2251930143556418e-08 3.3652320901742088e-09 4.4610158833388045e-08 6.026852949649284e-07 1.3514658859305406e-06 1.6770440504725805e-07 -2.7478710681576206e-06
age3sex 8.41421209734672e-08 -3.5820898033423114e-07 1.0036861724190326e-08 -8.789925176787073e-11 -1.0430728023904057e-05 9.583278566725993e-07 -2.7268006327354866e-08 2.4263401999122314e-10 6.372212216862513e-11 1.0303611981674625e-10 -1.2542470413449643e-10 -1.847493815479047e-10 4.5752919403099064e-10 -5.090962033286902e-10 4.822455164689808e-10 1.6130989695246852e-11 6.035007996487684e-11 7.763509513032703e-11 -1.5818938656861168e-10 -4.0833091724309267e-10 -1.5846096061651198e-10 -6.299513757936922e-11 2.7385468415547868e-11 3.1575956466767774e-10 -1.882252806221444e-10 -2.3200828635373178e-10 -3.477915964258458e-11 -4.049915326273865e-10 -5.561597278549815e-09 -1.184076760986097e-08 -8.008657413775654e-10 2.2967862488159613e-08
pcs.V3 -2.039490728713444e-06 -1.7149301319306766e-06 4.641655397382339e-08 -3.881286259710888e-10 -6.1346107578313235e-06 5.106114088913492e-07 -1.1617338371386047e-08 6.372212216521025e-11 2.0618324767652735e-06 1.0699387952327629e-07 -6.422971894640644e-08 -3.828549861607689e-09 4.5958169022935195e-08 4.1361852831179186e-08 3.941928727388775e-08 5.37950077921019e-08 -2.296955091541439e-08 2.445520789765933e-08 -2.7495251607136977e-08 -1.622164612675069e-08 1.753495134659147e-08 -1.382605313231499e-08 -2.926835830458186e-08 3.005642090976034e-08 1.5768092126163756e-08 -7.151307003383194e-09 3.730004299455593e-08 -2.8342188211337092e-09 9.220174248278525e-08 5.783569995057303e-07 -1.6999832045162482e-07 5.086283166124038e-07
pcs.V4 2.367218665135312e-06 7.049679409557314e-07 -1.5188510118800554e-08 1.1512490769398853e-10 -2.819014896745143e-06 2.7048338265758493e-07 -8.974028235504523e-09 1.0303611981894093e-10 1.0699387952327829e-07 2.1028706947482757e-06 5.854761726219146e-08 2.793122426427788e-08 2.2051715975954425e-08 -2.884713037380612e-08 -4.119072550501128e-08 2.3037374519650438e-08 -1.4031619244127189e-09 -1.5108457204841047e-08 3.239144573325165e-08 -7.250222079504127e-08 -4.423956195436281e-08 3.295896405441163e-08 4.5664278722013366e-08 1.1831132947786273e-08 4.915778668949509e-08 1.0853995873606226e-08 -3.0805496019449123e-08 -7.055816741120457e-09 -5.758758825211925e-07 -7.664503878034658e-07 1.2639985673976535e-06 -1.5947392472529333e-08
