 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband
intercept 9.498313130006004e-05 7.876138965086543e-06 -2.2440834263858545e-07 2.1681766101528653e-09 -3.0515585859669092e-05 2.3775700088426122e-06 -6.270792863155806e-08 5.638283037732075e-10 2.406804761745121e-07 3.3476023501788004e-07 -2.432793731374222e-07 -2.0641699990275685e-07 -3.7878534515635524e-08 5.402588800738554e-08 -7.62548242245398e-08 7.155291390486116e-08 1.4726842736483318e-08 -1.1475687904144352e-07 -1.2779941269262922e-07 -2.746831610863786e-08 -3.45938266008401e-08 2.306905079607863e-08 -2.02994827470631e-08 -2.4133349510210214e-08 6.39301853014214e-08 -1.0607927523655923e-08 3.520848828283107e-08 -6.5333075692060594e-09 1.2111547643946885e-06
age 7.876138965037549e-06 0.0003141251367717026 -7.213954865586329e-06 5.1451688037453576e-08 0.004081047512014102 -0.00030849598490288055 7.0784763825837626e-06 -5.042526247776642e-08 -1.0678267353868227e-07 2.7182441370409775e-07 1.2329310419896215e-09 2.52176546019569e-07 -1.8985214879059524e-08 2.4041285064085234e-08 5.61851040356152e-09 9.590084046859499e-08 1.5650063353503426e-07 -3.946142537879192e-07 -1.4815438038158683e-07 3.7434781574582375e-08 -1.0996679594382758e-07 -1.6238097189483203e-07 -1.9406523365451126e-07 2.1699873619324876e-07 2.802833517288817e-07 -3.749807732402808e-07 1.682910795594992e-07 3.3069225350068623e-07 -9.680800117558212e-07
age2 -2.244083426400909e-07 -7.213954865585328e-06 1.6887284989635876e-07 -1.2249463892271853e-09 -9.169709311924604e-05 7.082401326376937e-06 -1.656683762755083e-07 1.200372174291895e-09 5.162854037877003e-09 -6.142044760801451e-09 -9.802407828427208e-10 -6.242981098303772e-09 3.5340293623458623e-10 -1.4220583409398958e-09 5.694740293548599e-10 -1.2743048606097146e-09 -3.748944257518875e-09 8.520437680345391e-09 3.9383883833297985e-09 -7.354071800144666e-10 2.144068702808647e-09 2.472845497382756e-09 3.659041915798098e-09 -3.873687445232888e-09 -7.139800824773173e-09 8.378266224945207e-09 -4.350922215397625e-09 -7.647601048160356e-09 2.61332570558576e-08
age3 2.168176610153878e-09 5.145168803746006e-08 -1.224946389227475e-09 9.02957891024585e-12 6.424104806771764e-07 -5.0479316543846106e-08 1.2010212810104356e-09 -8.844012560956369e-12 -5.26537600599305e-11 4.6797284602948736e-11 9.266594036076163e-12 4.6199508186525215e-11 -3.964346362821847e-12 1.4755701167198223e-11 -8.016071085647548e-12 4.826501401554464e-12 2.973436488613451e-11 -5.7007677681533935e-11 -3.4586964059524594e-11 4.350889990707053e-12 -1.4064423515172491e-11 -9.387969536135164e-12 -2.2854401712531885e-11 1.9943152066656904e-11 5.5372893613841984e-11 -5.862145673739882e-11 3.381361591536808e-11 5.3744601610500057e-11 -2.064767688670009e-10
sex -3.0515585861121855e-05 0.0040810475120189324 -9.169709311935965e-05 6.424104806780012e-07 0.13833131617837477 -0.010348542825665597 0.00023625667596949174 -1.6811492999172159e-06 -2.348303423245155e-06 -1.9448510134487458e-07 2.1077420731561893e-06 1.6232514754778981e-06 -4.466163186763492e-06 -1.7019223961728298e-06 2.867577501308915e-06 5.472932424085629e-07 -6.731069993677833e-07 -2.9490104357296303e-06 -3.540945483975446e-06 3.080105853823888e-06 1.628525429138534e-06 -3.266687836700439e-07 -3.465190703749814e-06 1.0788064893563485e-06 1.5732286341576446e-06 -4.34453159253391e-06 3.5749849465707176e-06 4.029885408757498e-07 4.756174926483708e-06
agesex 2.3775700088183583e-06 -0.0003084959849033789 7.082401326388507e-06 -5.0479316543929744e-08 -0.010348542825665993 0.0007952184121462376 -1.8532090548948766e-05 1.3405864656737606e-07 2.547527247463822e-07 2.580655395915021e-08 -1.6551937831880206e-07 -7.965433152706248e-08 2.8941725888641147e-07 6.34463333991675e-08 -1.1853586350745478e-07 -3.763220490763247e-09 5.113049666867534e-08 2.293248292788959e-07 2.5228939791783646e-07 -2.1900279800665622e-07 -1.8274164078544926e-07 -2.5566863850238146e-08 2.402760953471009e-07 1.4329184587590056e-09 -2.0040044634616055e-07 3.485881043612995e-07 -3.1617351106623997e-07 -4.7897074320382476e-08 1.2316417631979685e-07
age2sex -6.270792864002822e-08 7.078476382594863e-06 -1.6566837627576543e-07 1.2010212810122622e-09 0.00023625667596950808 -1.85320905489493e-05 4.40025863012255e-07 -3.235847913102703e-09 -7.622231038258243e-09 -9.324387774626107e-10 4.025519815779394e-09 1.5471826293069845e-09 -6.056703577227719e-09 -6.452792101523076e-10 1.343125311450562e-09 -8.914036751282192e-10 -7.367942052856206e-10 -4.921075735847569e-09 -6.087458473586801e-09 4.742573650364761e-09 5.283775751979127e-09 2.0225733762251565e-09 -5.660776291896098e-09 -2.099241869277733e-09 5.683357873420642e-09 -8.890115901261501e-09 8.016562001574637e-09 8.059390141765113e-10 -1.3331907786755489e-08
age3sex 5.638283037538361e-10 -5.042526247780562e-08 1.2003721742928465e-09 -8.844012560963597e-12 -1.6811492999173774e-06 1.3405864656738312e-07 -3.2358479131027765e-09 2.4168895513788944e-11 6.308240331001592e-11 1.1211949089021105e-11 -2.9517774853590105e-11 -1.2146075136873864e-11 4.2424904817328e-11 2.399210549462898e-12 -2.81267096396698e-12 1.1030791138547902e-11 1.3189327510223675e-12 3.174003777677054e-11 4.5479483131504443e-11 -3.239370212646785e-11 -4.3369913861155146e-11 -2.273403474683566e-11 4.3077659330156786e-11 3.0260909586269425e-11 -4.614634214443414e-11 7.01036873093273e-11 -6.134548304098921e-11 -3.425953673846663e-12 1.902449828371581e-10
pcs.V3 2.406804761745228e-07 -1.067826735389215e-07 5.162854037882549e-09 -5.2653760059970504e-11 -2.348303423247016e-06 2.5475272474653017e-07 -7.622231038261862e-09 6.308240331004346e-11 1.073166131691668e-06 1.1454376235734927e-07 -2.7418336928139858e-08 -7.070820071367902e-09 6.684579895000055e-09 1.652993399904736e-08 -5.169529137387646e-09 1.53000061487096e-08 8.3316713050532e-09 -8.52777425024775e-10 -2.819523296606222e-09 1.1246800965797272e-08 -3.359764640054574e-09 -1.6527019770321437e-08 -1.274484329676385e-08 -6.992587514845779e-09 2.716873756602157e-10 -1.605176732185963e-08 7.246956103412676e-09 3.1885833765925526e-09 2.6512690851892674e-07
pcs.V4 3.3476023501789576e-07 2.718244137038548e-07 -6.142044760796003e-09 4.679728460291079e-11 -1.944851013524567e-07 2.5806553959723525e-08 -9.324387774757803e-10 1.1211949089115264e-11 1.1454376235734936e-07 1.160522402123972e-06 4.975872479976426e-08 3.874876638301722e-09 1.6386379792673314e-08 -3.142247801101709e-08 -1.0345930072224997e-08 3.096248453692964e-08 -1.0128119189875167e-09 -1.1683764003920918e-09 9.421066400636014e-09 -9.437720456963138e-09 -1.0074091993469345e-08 1.739933749491328e-08 1.631690162160964e-08 5.730228704856907e-09 1.4887866124417598e-08 7.3948785838439405e-09 -4.864908819205814e-09 -8.189477608668321e-10 -2.176793182199449e-07
