 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal gpp gmp gpm gmm
intercept 0.029301151627656823 0.010769114149606067 -0.0003472267629053334 3.5544164368210567e-06 0.04906319383278853 -0.005017291606484177 0.0001620379413055694 -1.6665362353474276e-06 8.575986920938805e-07 2.5944637417969428e-06 4.4541056232713945e-06 -8.530887825464616e-06 2.7694416038639295e-06 -1.663876751355589e-05 4.743660160894381e-06 2.2710551992280255e-06 -5.748861523512801e-06 -2.7893664014803138e-06 -1.65692859297986e-05 -4.003511941567577e-06 -8.807720763894222e-06 8.782857852142149e-07 2.2074247418144066e-06 1.7757285835421255e-06 5.405574834681143e-06 9.202080400537719e-07 1.2864043973504379e-05 -9.891836776810671e-06 -9.376692040211358e-05 0.00013712277955950597 -0.0002731435031697061 -1.3091846402783751e-05 -0.00019838076823586577 0.0005725796210052869 -7.412451161685772e-05
age 0.010769114149559268 0.008288695672575373 -0.0002491450718196196 2.3683555416230775e-06 0.07724269070124046 -0.007390139042430403 0.00022170456757870084 -2.1054106930823506e-06 2.93506334187198e-06 -2.3741536353122173e-06 -6.592697344014754e-06 -7.303945479640964e-08 1.139428682676113e-06 -1.693469111817282e-06 2.989784685770765e-06 1.3718393310560011e-06 -2.798436962151904e-07 -4.024767441955959e-06 -5.283209170977761e-06 2.0813106307167573e-06 -3.3529988966520834e-06 -1.2431662647402422e-06 1.2732483317203215e-06 1.9326340521680685e-06 5.947128247519091e-07 -3.59611866192946e-06 2.065521313295383e-06 -1.0729696385053713e-06 6.989541543254862e-06 1.9422078633045508e-05 -0.00012034292968352341 9.424197753785305e-05 -0.00014045695412825756 0.00027528174151889397 -0.00011992128140979163
age2 -0.00034722676290375066 -0.00024914507181944095 7.575413120371127e-06 -7.279975693734567e-08 -0.002299925512456002 0.00022249319261968248 -6.7490864955905515e-06 6.477660312113351e-08 -1.070910812337803e-07 1.016567875199724e-07 1.824696872420202e-07 1.6203960353876572e-08 -3.559775836700805e-08 5.80687047735025e-08 -7.195924026711478e-08 -3.185443972181722e-08 1.2995593936865816e-08 1.073534178759044e-07 1.9244418718792852e-07 -6.561533233384051e-08 9.919460075189613e-08 2.0241841865602992e-08 -3.7550234577787164e-08 -3.8336662789535364e-08 -2.996026842192155e-08 9.86660322827667e-08 -8.295199774868558e-08 5.5856543565614196e-08 -3.354967935408196e-08 -3.489658759619712e-07 3.4229661230472248e-06 -2.5046834520714994e-06 3.3143825161519616e-06 -8.310442855075826e-06 3.678590923164708e-06
age3 3.554416436806931e-06 2.368355541624124e-06 -7.27997569374177e-08 7.073697121676e-10 2.172677764674344e-05 -2.1226792398410218e-06 6.507123288327333e-08 -6.31281411105804e-10 1.1777240626487833e-09 -1.1404471769835093e-09 -1.5992582681105525e-09 -3.0162571792271734e-10 3.159539806668507e-10 -6.58551664675933e-10 5.450215650314688e-10 2.871607096280942e-10 -1.6209711786012688e-10 -8.73777915789721e-10 -2.143368650687803e-09 6.439852951798979e-10 -9.422886436537043e-10 -9.010915157105665e-11 3.3357896719524826e-10 1.9087279162651052e-10 4.194599048832168e-10 -8.489417801037057e-10 1.0325861202182428e-09 -7.177447590753485e-10 -7.663969277189626e-10 1.5650475686227168e-09 -3.2678161832978214e-08 1.9943180133191385e-08 -2.4567341294625287e-08 7.975303490597318e-08 -3.424307531911352e-08
sex 0.04906319383107757 0.07724269070040526 -0.0022999255124306235 2.1726777646499805e-05 1.6284850171324825 -0.15249373008472994 0.004474180067779956 -4.149561942614951e-05 7.046608307615438e-05 -5.1746792510197924e-05 -7.897029550908015e-05 2.6237774766158404e-05 -5.830309085110404e-05 9.7613806679125e-05 -3.7215560288650835e-06 3.3782127381008346e-05 7.53278487028744e-06 7.361688502917833e-06 -1.656765102999878e-05 8.897956188281446e-05 -1.0867012786490424e-05 -1.9147555445149915e-05 -3.1937905395246923e-05 -5.014856866128298e-05 -8.729618900880356e-06 -3.0003375736377372e-05 4.0712053965749566e-05 4.467528512819098e-05 0.0014568853999593488 -0.002307513083909581 0.0015512099511845994 0.0025498819129250324 0.0004957922890782751 0.00014611820418108847 -0.004003560319985283
agesex -0.0050172916063085295 -0.007390139042339138 0.00022249319261694294 -2.1226792398150128e-06 -0.1524937300847331 0.01446500173070434 -0.00042931945908863885 4.022709408097997e-06 -6.982118877065222e-06 5.522802255481256e-06 8.196223505660756e-06 -2.4996028911546764e-06 5.094137057462987e-06 -9.627860897837887e-06 7.759052452027524e-07 -3.1574868843381323e-06 -1.3697498837839165e-06 -9.574884281361511e-07 2.728080143601493e-06 -8.656418899159097e-06 4.236876560315405e-07 1.5196385210885244e-06 2.3909395728571764e-06 5.588644278236655e-06 9.408704913275584e-08 3.035658280396544e-06 -3.8108815931445477e-06 -3.812769025788377e-06 -0.000134231236425214 0.00021868284463692504 -0.00013553734317187668 -0.0002476505958081284 -3.8628185654026945e-05 -1.74725926424557e-05 0.0003590532696469139
age2sex 0.00016203794130078297 0.0002217045675765617 -6.749086495525051e-06 6.507123288263824e-08 0.00447418006778027 -0.0004293194590886599 1.288977230031148e-05 -1.2211327582705792e-07 2.1884718381601034e-07 -1.8681741667221832e-07 -2.6486082015645187e-07 7.603162787156965e-08 -1.4388841049752058e-07 2.952353892415658e-07 -3.392647723641616e-08 9.316289992719844e-08 5.8633894492310974e-08 3.827082451482317e-08 -1.2247528077161517e-07 2.635799797353848e-07 1.7836847247679291e-09 -3.5368893694496706e-08 -5.8245530244566285e-08 -1.8685674879490458e-07 1.676671913099902e-08 -9.841748053462588e-08 1.13393746414289e-07 9.93867686702667e-08 3.90733251671904e-06 -6.512619479375095e-06 3.60747931022666e-06 7.12197104947474e-06 1.3754266014480786e-06 6.772152098698741e-07 -1.0044994234595712e-05
age3sex -1.666536235297457e-06 -2.1054106930547716e-06 6.477660312030966e-08 -6.312814110980367e-10 -4.149561942615588e-05 4.02270940809852e-06 -1.2211327582706758e-07 1.1699540388682073e-09 -2.2098760421690135e-09 1.97438938406249e-09 2.6824280697269403e-09 -7.174099363716201e-10 1.303133499629663e-09 -2.827825188720351e-09 4.2685115733593867e-10 -8.91496274680244e-10 -6.85492635495741e-10 -4.576664980518467e-10 1.5431280739767478e-09 -2.5403367027126442e-09 -1.198898998988318e-10 2.80090542470589e-10 4.1172521883183066e-10 1.9166943816786472e-09 -3.5476909341914443e-10 9.938334378168186e-10 -1.1503544011010579e-09 -8.257808176277647e-10 -3.6016084858699215e-08 6.139253262186935e-08 -2.8178733251884508e-08 -6.054917408879553e-08 -1.8965692133417368e-08 -8.505036657378004e-09 8.767956757028459e-08
pcs.V3 8.575986919950793e-07 2.935063341813953e-06 -1.0709108123204428e-07 1.1777240626323588e-09 7.046608307600827e-05 -6.982118877051102e-06 2.1884718381557735e-07 -2.209876042164761e-09 4.857659863900984e-06 3.76851783258285e-08 -1.0913127306677043e-07 -1.0688281914730231e-07 1.1226037087830475e-07 8.687983152957162e-08 -4.029661827424214e-08 1.004673471227132e-07 -1.2232249821471365e-07 1.6266782210748793e-07 -1.4247633463988257e-07 -2.9759366071276753e-08 3.997386964576908e-08 -1.8154320222637473e-08 -1.796778895220164e-07 3.127219589429419e-08 6.389977692412051e-08 -3.2512535020163866e-08 1.5519687700273614e-07 8.32322280817154e-08 1.3466188523139627e-07 -5.590557132757501e-06 -3.354654245712437e-06 2.3494302389878857e-06 1.0626231005523766e-05 6.22981314049839e-06 2.964095631158865e-06
pcs.V4 2.5944637418801434e-06 -2.3741536352641516e-06 1.0165678751852323e-07 -1.1404471769696838e-09 -5.17467925100143e-05 5.5228022554635685e-06 -1.868174166716801e-07 1.9743893840572675e-09 3.768517832583157e-08 4.490052813216426e-06 8.898513189070975e-09 8.549257777585617e-08 1.041303989509978e-07 8.471686643660668e-09 -1.162840413010634e-07 2.984048336044422e-09 9.352642828563645e-08 -7.21156368384285e-08 5.536589052079404e-08 -1.2937091306103736e-07 -2.164971226811273e-07 1.0803997147706588e-07 1.2934409294600865e-07 7.005567117143224e-08 1.4037141618980384e-07 6.93100782382915e-08 -7.766061391272675e-08 4.687119817411338e-08 -1.4099514935009041e-06 -2.547499448424765e-06 -6.244126998337628e-07 2.869250595142854e-06 1.29923324930614e-07 2.671969012229412e-06 -3.2795829350361784e-06
