 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal gpp gmp
intercept 0.010270653939765938 0.003766696653394188 -0.00011911716160866467 1.1956022079164917e-06 0.010875368356224529 -0.0010542763111762612 3.207639920753657e-05 -3.100778234301552e-07 -5.670506407072708e-07 2.236489512474635e-06 1.9799493252609797e-06 -8.621124481127959e-07 1.2271202264571227e-06 -8.88720170325167e-06 -3.021333063203747e-06 -2.213902747193327e-06 -1.5177089759538306e-06 -4.225675198017489e-06 -1.0283716170549076e-05 -4.219527834034892e-06 -6.982543460764209e-07 2.751296589092951e-06 3.6502255932671654e-06 -1.2457851757085525e-06 -4.1268931722763066e-07 -3.6491529073551123e-06 6.911300087513358e-06 -4.497372598056089e-06 -3.5158654685772254e-05 5.998842739006584e-05 8.319692315191256e-05 -0.00010863438929962389
age 0.0037666966533647307 0.004204316332982466 -0.00012198475563336457 1.1137850833490604e-06 0.042631957925786786 -0.003956849890173267 0.00011457170536843018 -1.0443019259289349e-06 -2.2432337691074095e-07 -6.849309143360232e-08 -2.8808199316294115e-06 9.552155048943638e-07 -1.7867809196875224e-07 -1.3202811216965818e-06 1.4797708178950965e-07 -1.1252118044853292e-06 -1.0486547833004167e-06 -3.6425672490943457e-06 -2.0269311899375274e-06 8.278215592797316e-07 -6.210913655389862e-08 3.534110379657718e-07 1.3725719386133646e-06 6.02911317882616e-07 -2.31724257920527e-06 -2.6779783093712757e-06 2.5653845864081993e-07 3.077641205144678e-07 -1.7341317048822205e-06 2.628049631256426e-05 9.492450992994196e-05 -9.771911814295195e-05
age2 -0.00011911716160772387 -0.00012198475563316914 3.582301833654331e-06 -3.308856467761223e-08 -0.0012202056264969743 0.00011460620465228243 -3.3579578247551644e-06 3.0957706741264324e-08 -1.3421856320873506e-09 1.8188763174954376e-08 7.524239534960534e-08 -2.6320033623412756e-08 2.225528141443156e-09 4.389236972034509e-08 1.1098449047273715e-08 4.590741779304335e-08 2.8983081814932736e-08 1.070880332677415e-07 7.600151954055584e-08 -2.0764418054279076e-08 -4.879110298089394e-09 -2.0536207616658414e-08 -4.2435074486136785e-08 -5.201106617651379e-09 5.673125603354324e-08 7.592308282563941e-08 -2.0263308941730774e-08 6.0035204281959075e-09 9.713711808872954e-08 -6.607325336880692e-07 -2.7419202833788778e-06 2.541497636387195e-06
age3 1.195602207907437e-06 1.113785083346757e-06 -3.308856467759543e-08 3.092999814253746e-10 1.100761784494321e-05 -1.0448353033716812e-06 3.0963496388459166e-08 -2.8884786181791605e-10 8.693427816950337e-11 -2.598340092944108e-10 -6.088096290726759e-10 2.141596552526909e-10 -1.6236940468313338e-12 -4.797720193006578e-10 -2.473729052653796e-10 -5.225438396456948e-10 -2.374073804590789e-10 -9.83606750475199e-10 -8.610617901010669e-10 1.5428750572993286e-10 1.0368671970489467e-10 2.538782444347519e-10 4.0829650242107933e-10 -6.685986319467568e-11 -4.0426156731884554e-10 -6.938125399702265e-10 3.172978577677554e-10 -1.7881106825252474e-10 -1.4999568923928278e-09 5.5983553061870875e-09 2.475730251971622e-08 -2.1059879346845366e-08
sex 0.010875368355376584 0.042631957925198916 -0.0012202056264800961 1.1007617844790688e-05 0.9528083647093797 -0.08726547675174132 0.0024958304326557395 -2.247970042388935e-05 2.5279818921932832e-05 -1.3574566894323026e-06 -2.2026762975497413e-05 1.929018338412959e-05 -3.078251798616742e-05 4.3918677915687645e-05 -9.06333490867887e-06 -1.842072803686315e-05 -9.035884987386873e-06 -7.855352256486362e-06 2.4013299515941016e-05 5.148681305329255e-05 6.602268480588631e-06 -7.233971011037495e-06 -1.8683010145610996e-05 -1.916258530944003e-05 -1.7876283081385237e-05 -2.4303550892809253e-05 1.7114111984173139e-06 2.921233435834873e-05 0.00043833761997480756 -0.0005696739989723787 0.000378808179833014 0.0008137570227328467
agesex -0.0010542763110954116 -0.003956849890123171 0.00011460620465081132 -1.0448353033581213e-06 -0.08726547675172726 0.008106916525986019 -0.0002348138647789303 2.138861921781125e-06 -2.238416100872734e-06 5.133686428662543e-07 2.19500602343296e-06 -1.8489247200446773e-06 2.6614014210190633e-06 -4.217674048773676e-06 1.2552584299129393e-06 2.0838968712722845e-06 4.484070957481925e-07 8.719296515425595e-07 -2.0100770722843357e-06 -4.837612465737501e-06 -1.0648838553275425e-06 3.005275446645143e-07 1.6796851581080792e-06 2.3241729795899615e-06 1.020914372814029e-06 2.2889895259780097e-06 -3.700626065927509e-08 -2.573742163886921e-06 -3.970303601239693e-05 5.195159823044876e-05 -4.385624126874846e-05 -6.520415777704235e-05
age2sex 3.207639920481206e-05 0.00011457170536630936 -3.357957824694394e-06 3.096349638791276e-08 0.0024958304326549064 -0.00023481386477889075 6.8881215170068535e-06 -6.351069192722113e-08 6.313992748303075e-08 -2.705928808331818e-08 -6.704234835557308e-08 5.5753382540617845e-08 -7.37169392330656e-08 1.2512349700011457e-07 -4.7370110341458154e-08 -7.207978214379948e-08 -2.7875092334224416e-10 -2.7545839529687116e-08 4.8288812739181555e-08 1.4157535556635528e-07 4.422830608283938e-08 -1.0708687554932536e-10 -4.834421800244846e-08 -8.293830019682052e-08 -1.2726295243291734e-08 -6.865873581381501e-08 -3.0490644081700947e-09 6.953639870957262e-08 1.0973652533164199e-06 -1.4264312530610052e-06 1.3709912528941992e-06 1.736166006658792e-06
age3sex -3.1007782340858146e-07 -1.0443019259145247e-06 3.095770674084481e-08 -2.8884786181407974e-10 -2.2479700423878053e-05 2.138861921780419e-06 -6.35106919272111e-08 5.930218807159776e-10 -5.930014117515558e-10 3.6727774685393766e-10 6.396849704609871e-10 -5.145065317532061e-10 6.474565246604026e-10 -1.1562335442003542e-09 5.442154698140146e-10 7.623394474817083e-10 -1.1561249526697022e-10 2.591979390839006e-10 -3.433031262021177e-10 -1.3082447336300188e-09 -5.356221814973678e-10 -3.709394991234576e-11 4.085892444658962e-10 8.853552299839917e-10 -5.708943921376249e-11 6.451057150463201e-10 3.3161548510886166e-11 -5.92405376946043e-10 -9.139311289346418e-09 1.2040725717367468e-08 -1.2602654874726232e-08 -1.5417409118579348e-08
pcs.V3 -5.670506407313151e-07 -2.2432337692949177e-07 -1.342185631533327e-09 8.693427816434168e-11 2.5279818921786804e-05 -2.2384161008591286e-06 6.31399274826353e-08 -5.93001411747934e-10 2.890089701239203e-06 1.3048904427023096e-07 -1.5433121674521084e-08 -3.771006531043746e-08 5.689928808443682e-08 3.165315197061817e-08 -9.881857396998148e-09 5.705718231079822e-08 -7.601387245391587e-08 9.588554815534581e-08 -5.398224395422812e-08 -3.2759376187988964e-10 -8.514406151380137e-09 1.4928391764874605e-08 -7.408418608853665e-08 2.4463262765168655e-08 1.8402353003956062e-08 -9.750624765725846e-09 7.414408575741589e-08 2.788323256706296e-08 3.720750239323888e-07 -2.420636645305466e-06 -3.991411666410128e-07 5.260571476731196e-06
pcs.V4 2.2364895124860302e-06 -6.84930914260252e-08 1.8188763174733102e-08 -2.5983400929238033e-10 -1.3574566894306307e-06 5.133686428661817e-07 -2.7059288083318608e-08 3.6727774685396304e-10 1.304890442702285e-07 2.7627837277219274e-06 4.685702686232135e-08 1.2878869755942162e-08 3.554056077853648e-08 -4.490660059974619e-08 -5.659915033428755e-08 3.910223997158924e-08 8.10571514103961e-08 -4.189925047983704e-08 4.2646854661423754e-08 -3.69901075331825e-08 -1.2524022612038459e-07 5.723236926426596e-08 8.008435644658522e-08 3.070190930736656e-08 4.504258499108078e-08 3.269907685798513e-08 1.390406105396061e-08 4.652597638983961e-08 -5.992327510871258e-07 -1.2061078260762927e-06 5.440277808449013e-07 1.1266772383952683e-06
