 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal gpp gmp gpm gmm
intercept 0.02404255911494801 0.009234115959880386 -0.0002966801105918715 3.0297001658425797e-06 0.04477814074944622 -0.004582903981185523 0.0001484554232698184 -1.5333938802475323e-06 3.1359036427044152e-06 3.7448980953333027e-06 1.4300698408420149e-06 -5.464336557267042e-06 1.6949616933749452e-06 -1.2648093937855905e-05 1.8682583344010026e-06 -8.917853319425053e-07 -2.9055126664675448e-06 -1.8586058574753367e-06 -1.9810176472519982e-05 -3.7742256762822354e-06 -2.5988014698915138e-06 -1.2942791940929544e-06 3.460136792909844e-07 -1.1188868076308008e-06 6.047355819038308e-06 -1.8783635445966974e-06 1.5132703022609864e-05 -7.220723667257362e-06 -0.00011717482677618727 5.9524413565471855e-05 -0.00018782164030412931 5.170378394729288e-05 -0.00010635242622847234 0.0003280650264759527 -6.259309926269376e-05
age 0.009234115959819603 0.007263667400302544 -0.00021848590253973133 2.0813556122537664e-06 0.07292622160217661 -0.0069865172048557645 0.00021005177366098282 -2.000461562011533e-06 2.4179239368901496e-06 -7.032255045742597e-07 -4.010604706896275e-06 -1.9593464670267873e-07 -1.3914847368690403e-07 -1.329049220741388e-06 3.0249565063211735e-07 -1.2509162539140412e-06 -8.36774446510819e-07 -2.3827057067253167e-06 -5.953046275753336e-06 2.4043662548897026e-06 -1.4445118909480776e-07 -2.325630128854381e-06 6.472868810709829e-07 -7.388450534362233e-07 9.907733653023907e-07 -4.2076481711558715e-06 2.7703906246613833e-06 -3.605243141170739e-07 -5.4633626095865155e-06 1.755343154198859e-05 -9.696243309622387e-05 7.793755977842593e-05 -0.00010871522151478245 0.00016360306740759086 -6.488718060969384e-05
age2 -0.00029668011059020313 -0.0002184859025399672 6.6436868023176905e-06 -6.394613355099287e-08 -0.002170926361870941 0.00021024437972335747 -6.389421508619391e-06 6.147756707829722e-08 -9.02399682654838e-08 4.426399942084153e-08 1.1220600393436831e-07 1.3428982236750445e-08 3.832511615952192e-09 4.003918944219146e-08 -1.2703481535719023e-10 4.804344082055089e-08 2.4092354712077794e-08 5.8542551114685835e-08 2.0717211684068022e-07 -6.831120050515107e-08 -2.8647908137170863e-09 6.050212151890434e-08 -9.846390017561884e-09 3.83108722919808e-08 -4.113274742068431e-08 1.1561141143962087e-07 -1.051184845554667e-07 2.5472223526627786e-08 3.741707438316735e-07 -4.1445608913408184e-07 2.7060447630439973e-06 -2.3019739764222275e-06 2.840753196785807e-06 -5.0156243149777104e-06 2.168699259457422e-06
age3 3.0297001658297336e-06 2.0813556122598337e-06 -6.394613355110758e-08 6.219471171506342e-10 2.0498660313240615e-05 -2.004402773553381e-06 6.154117975717081e-08 -5.983068773635475e-10 1.0181634474424245e-09 -5.601095499185375e-10 -9.94800735540922e-10 -2.121751944158606e-10 -5.762928785078598e-11 -4.175508098605746e-10 -8.487925453617632e-11 -4.987232349625788e-10 -2.0955185453950264e-10 -4.1937720650974427e-10 -2.2521236148881626e-09 5.998955117985175e-10 8.620146355328178e-11 -5.413487341393934e-10 1.2253143994657806e-11 -4.95828401818446e-10 5.348287287695556e-10 -9.961129220987884e-10 1.2597309820919563e-09 -3.670336945257599e-10 -5.0023294972265146e-09 2.917732723775909e-09 -2.5525972557420214e-08 2.1139531353447995e-08 -2.3737268546432798e-08 4.853896166101418e-08 -2.133826455059845e-08
sex 0.044778140747979374 0.07292622160161719 -0.002170926361853587 2.0498660313069027e-05 1.5181685329282724 -0.14247731883849607 0.0041899264989943025 -3.895549191547134e-05 5.921118276835039e-05 -3.601833639509028e-05 -2.9723914461782746e-05 2.6114552635393033e-06 -6.327627872266322e-05 9.058619676553483e-05 -1.4769862608556269e-05 -1.2254392054428078e-06 -6.022412157885743e-06 2.8195671632621077e-05 -6.4846528529788e-07 7.239448099189568e-05 2.578356256772358e-05 -3.5130545394370695e-05 -2.160260265735842e-05 -7.442671580646668e-05 1.0808965423521873e-05 -2.6141648961284836e-05 2.0538567859308975e-05 3.736090067013221e-05 0.0011793991806681142 -0.0015634181781981045 0.0008936575299266672 0.0012519014954376936 0.0007515805995600885 -8.275055033486793e-05 -0.002909499439859776
agesex -0.004582903981005681 -0.006986517204746499 0.00021024437972013424 -2.004402773523367e-06 -0.14247731883849452 0.013540990121440563 -0.0004027036134891289 3.7815430219880705e-06 -5.904335959533633e-06 4.0024553439167435e-06 3.343622149398796e-06 -2.9194538533449723e-07 5.664386940692751e-06 -8.953668412002963e-06 1.937458538673809e-06 5.409351675040141e-07 -2.688265579421023e-08 -2.815186908552046e-06 8.561977359504609e-07 -7.010980076718147e-06 -3.033837194785363e-06 3.165341273316295e-06 1.9964551622048804e-06 7.598232494931177e-06 -1.6562943282420696e-06 2.57468218363555e-06 -2.059608709802165e-06 -3.426831763366876e-06 -0.00010713607043092643 0.00014231778237946112 -8.036230087816249e-05 -0.00013193447237058322 -4.9698127479616975e-05 1.531646653728365e-06 0.000266276088328076
age2sex 0.00014845542326505834 0.00021005177365871793 -6.389421508551149e-06 6.154117975651748e-08 0.004189926498994341 -0.00040270361348913685 1.2111062616126182e-05 -1.149473645565917e-07 1.852018477066989e-07 -1.3960739545378926e-07 -1.1352509905540605e-07 1.2866338761135501e-08 -1.6369933345803913e-07 2.7394612624181437e-07 -7.181503251209498e-08 -2.5733130249409676e-08 1.8903833376390202e-08 9.186286990320731e-08 -5.63708966760694e-08 2.1173952660629466e-07 1.0535663639154216e-07 -9.059887192242445e-08 -6.166081905469072e-08 -2.3951586755109415e-07 6.641507911247547e-08 -7.92655673826945e-08 6.771625992599596e-08 9.540021825927339e-08 3.0744936836715875e-06 -4.049543874484569e-06 2.1362743990424336e-06 4.051118811676836e-06 1.1147936212345446e-06 1.5543193376915582e-07 -7.518125341123404e-06
age3sex -1.5333938801982536e-06 -2.0004615619825078e-06 6.147756707743651e-08 -5.983068773554957e-10 -3.895549191547426e-05 3.7815430219883856e-06 -1.1494736455659884e-07 1.1029267865196128e-09 -1.8734285664331056e-09 1.5129437377131987e-09 1.1997498732200797e-09 -1.5311718001502588e-10 1.5143980657736428e-09 -2.624602056193656e-09 8.26330964187271e-10 3.043017815173225e-10 -3.2989305665170106e-10 -9.608786785363742e-10 8.421785309944994e-10 -2.001197412538962e-09 -1.1192718851736532e-09 8.749579883328562e-10 5.682612436654344e-10 2.338976307330376e-09 -8.085732049443473e-10 7.450376569360019e-10 -7.830641058557107e-10 -8.403069595312817e-10 -2.792160304527344e-08 3.639616364640698e-08 -1.557013269073109e-08 -3.740292302229144e-08 -8.99794172288493e-09 -4.076166543278808e-09 6.565966043030551e-08
pcs.V3 3.1359036426242576e-06 2.4179239368369306e-06 -9.023996826390788e-08 1.0181634474276662e-09 5.9211182768163274e-05 -5.9043359595158685e-06 1.8520184770616588e-07 -1.873428566427987e-09 2.991731227765524e-06 1.5347561603687823e-07 -3.25964126493327e-08 -4.0173521761994296e-08 1.0306722159303785e-07 1.00024521988181e-07 9.74050811565908e-09 7.075016078939803e-08 -6.885385469471182e-08 1.1202798951246707e-07 -7.198935532984141e-08 -7.27003913469716e-08 2.5152693156796365e-08 -2.6337987132031985e-08 -1.1551616978776905e-07 6.352634162521105e-08 4.9028008198280424e-08 -1.6005689115923097e-08 1.1482606921879978e-07 4.526333380747321e-08 -2.4582021084293096e-07 -2.8405458571185706e-06 -2.261382425145955e-06 1.2961771879684027e-06 5.846321450022833e-06 4.648995227247782e-06 1.7403245660354952e-06
pcs.V4 3.7448980953936762e-06 -7.032255045265764e-07 4.426399941942456e-08 -5.601095499052271e-10 -3.601833639472056e-05 4.00245534388169e-06 -1.396073954527459e-07 1.5129437377033467e-09 1.5347561603688744e-07 2.8607847121654215e-06 7.978946952920777e-08 4.140336171529643e-08 6.624596819651175e-08 -2.9200760443531373e-08 -8.479607825423075e-08 2.6214667210370264e-08 9.026323573082492e-08 -3.837034517382843e-08 1.503278934292238e-08 -1.0828884438929033e-07 -1.675056926407554e-07 7.253092412093131e-08 1.054226184761163e-07 6.049873784086682e-08 1.1120229746862544e-07 6.580474942133481e-08 -4.3458385625951873e-08 -5.374008678334741e-09 -1.2328156449715945e-06 -1.1420903342228263e-06 -4.0582676350548077e-07 1.3810609119019702e-06 3.214178414153863e-07 2.2902731139185557e-06 -2.158171228835624e-06
