 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband
intercept 0.0003548200840304541 -0.0004862413932229307 9.076046721799079e-06 -5.417791100127098e-08 0.002143469369460428 -0.0001383976208531664 2.85908763774395e-06 -1.8959683588072235e-08 -3.1476390672336537e-07 1.1319971409988608e-06 -3.4850824200852704e-07 4.997781972506564e-09 -7.836837205840912e-08 -9.005069670259433e-08 3.167499480141638e-07 4.860452572476944e-07 -3.777342223297625e-08 -2.4122998527181054e-07 -5.748104058927661e-07 1.6548301784308437e-08 -1.242242401563051e-07 2.6691295873961285e-07 -6.781661389668474e-08 1.720376139882635e-07 -7.429535989932546e-07 -2.3146706146840812e-08 3.635203185867608e-08 -3.350111460219647e-07 3.494602343528582e-06
age -0.0004862413932247958 0.002336526633551082 -4.5436673944897675e-05 2.840505295517404e-07 0.035545612340655716 -0.0021553378804320053 4.186737837789397e-05 -2.6158721763777596e-07 1.1158484075281787e-06 -7.727840188530523e-07 3.2371987937504324e-07 -6.218728954729095e-07 -2.4827683328433032e-08 2.629012463058338e-07 8.582691062834677e-08 -3.947193428102032e-07 5.165303412275018e-07 4.978224129982924e-07 5.319862805382045e-07 -2.824977282033977e-07 5.460377293260816e-07 -5.41460082680251e-07 -1.4211224922641128e-06 -2.6924881721277357e-07 2.307908894628688e-06 6.394531225072329e-08 1.5464235658521513e-07 7.078027621791083e-07 -1.114941932026594e-05
age2 9.076046721941793e-06 -4.543667394504892e-05 8.915367170367424e-07 -5.623424161933648e-09 -0.0006842084576221641 4.18578137309265e-05 -8.204326941845953e-07 5.171734096159099e-09 -1.8302094938709104e-08 1.3520164938378395e-08 -6.847855533596581e-09 1.0510247890811932e-08 -8.841822093405758e-10 -7.258085988672343e-09 -1.5036028962293548e-09 8.047284634508667e-09 -1.0303767872324548e-08 -8.285768488853969e-09 -9.089279736178302e-09 6.465943926540527e-09 -9.782686837765088e-09 9.432369124285765e-09 2.6396215590171056e-08 5.208774432209681e-09 -4.614736090160905e-08 -6.311372079573503e-10 -5.136639332427155e-09 -1.382155654663296e-08 2.2621233760658406e-07
age3 -5.4177911001688857e-08 2.840505295519851e-07 -5.623424161921185e-09 3.580043705216408e-11 4.238156357512107e-06 -2.614703992227071e-07 5.170939681572608e-09 -3.2897585265538275e-11 9.185558773710509e-11 -7.164331632479146e-11 4.210714485938878e-11 -5.7845641716633284e-11 1.053556071411398e-11 5.932442598117905e-11 8.113772302249181e-12 -5.236253931736695e-11 6.834785032527879e-11 4.4275680019755434e-11 4.538537019775921e-11 -4.7834610378793865e-11 5.6072337731758077e-11 -4.9410373357951537e-11 -1.5778493532073877e-10 -3.452315859809991e-11 2.966295105883203e-10 1.3627781479809777e-12 4.47773541095295e-11 8.486261274934788e-11 -1.4678972498031728e-09
sex 0.0021434693693816696 0.0355456123408067 -0.0006842084576251104 4.238156357530526e-06 1.6355692233734276 -0.09984439530031197 0.0019549923601069204 -1.2330790108846698e-05 -2.4132235323373227e-05 1.9320975520074108e-05 6.711878466976155e-06 -2.248661170992761e-05 -9.26832416138445e-06 -2.232429595580901e-05 4.374627587600651e-05 1.555531273326275e-05 8.179624756283719e-06 2.5035522416215512e-05 -1.4852343142502686e-05 -7.442940162889146e-06 1.62488982244299e-05 7.067058002905859e-06 -5.007959254744e-05 6.998344064281051e-06 4.9568368998474495e-06 1.900945317338841e-05 -1.8349288256961292e-06 -1.0663676543382124e-05 -0.00018517978753611433
agesex -0.00013839762083927787 -0.0021553378804537444 4.1857813731340207e-05 -2.614703992252277e-07 -0.09984439530030532 0.0061510119010520095 -0.00012148326921219713 7.7245348208648e-07 1.6242197511593987e-06 -1.1182306634507527e-06 -3.723279819403874e-07 1.3906169656240912e-06 5.128655893733778e-07 1.3228467192316635e-06 -2.6056355895420015e-06 -9.323576019781726e-07 -4.595579305333207e-07 -1.4948609278674097e-06 9.021497286476205e-07 5.844338878652533e-07 -9.86539904818027e-07 -5.018392562947898e-07 3.031642273269676e-06 -3.7251768829825304e-07 -3.717168907522818e-07 -1.0323759030836263e-06 -1.3176921953584458e-07 7.198091352486795e-07 1.2148692873645563e-05
age2sex 2.8590876376255815e-06 4.186737837806198e-05 -8.204326941880466e-07 5.17093968159523e-09 0.0019549923601066715 -0.00012148326921218976 2.42023566406309e-06 -1.5520341533977864e-08 -3.5213257563915584e-08 2.0895511027503663e-08 6.5178676303132594e-09 -2.7136621400639882e-08 -9.409910310611496e-09 -2.487752143568935e-08 5.0189597819534435e-08 1.746934462762605e-08 8.940267139770179e-09 2.891211541951382e-08 -1.8365308210804714e-08 -1.3777027689868502e-08 1.951132398010933e-08 1.191808419876722e-08 -5.923762582321908e-08 5.355054963424728e-09 8.705430193703226e-09 1.754663156080138e-08 7.0187128584570955e-09 -1.583171071767677e-08 -2.5726403465883497e-07
age3sex -1.895968358748317e-08 -2.615872176386566e-07 5.171734096176649e-09 -3.289758526565009e-11 -1.2330790108844442e-05 7.724534820863923e-07 -1.5520341533977063e-08 1.0039197598772645e-10 2.416417459128116e-10 -1.2416719781010153e-10 -3.498843062112434e-11 1.6745810457411866e-10 5.972679378942233e-11 1.5146344485048468e-10 -3.136147936793945e-10 -1.0641616183196516e-10 -5.856853661563137e-11 -1.8121723206987174e-10 1.2059112852750817e-10 1.0050421995215808e-10 -1.241645686471668e-10 -8.939166545698079e-11 3.746066890800943e-10 -1.6908822250357326e-11 -6.415374927890799e-11 -9.470115105411529e-11 -7.065571810113201e-11 1.1029695764365888e-10 1.7831921772258154e-09
pcs.V3 -3.147639067244274e-07 1.1158484075231192e-06 -1.8302094938607867e-08 9.185558773645363e-11 -2.4132235323626086e-05 1.6242197511751853e-06 -3.521325756423124e-08 2.4164174591484126e-10 1.657954448111074e-06 1.326534619982811e-07 -4.119447805588478e-08 -1.4760934987772455e-08 -3.409997709970702e-09 3.6856806926931767e-08 -3.2158569295482436e-08 5.6223343282763335e-09 1.2473589245496513e-08 -2.0547833341055447e-08 -1.5326410999794401e-09 2.246515393426108e-08 9.486800490325537e-09 -2.022677573184561e-08 -1.4645267000151767e-08 -2.4685167055539066e-08 -1.555398227427332e-08 -3.074529152837658e-08 2.3228663558041397e-08 -2.1156003216437905e-09 4.2377768090680245e-07
pcs.V4 1.1319971409976142e-06 -7.727840188475449e-07 1.3520164938271269e-08 -7.164331632412246e-11 1.9320975520251087e-05 -1.1182306634617072e-06 2.089551102772082e-08 -1.241671978114857e-10 1.32653461998281e-07 1.7652995265861079e-06 6.017087652352668e-08 1.8726917319239322e-08 1.1056417137433682e-08 -4.175881439238131e-08 -6.225050236189246e-09 4.675269365136045e-08 -4.187253294291603e-09 -9.46490414214054e-09 4.4601989470621395e-09 1.060211508601957e-08 -1.082852999030864e-08 3.862766517370372e-09 6.014346799094296e-09 7.63335916759739e-09 2.0100728163515116e-08 7.4359315087528e-09 -1.0571099089920602e-08 -3.728232688768316e-09 -3.0275516928843827e-07
