 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal
intercept 8.966972104943609e-05 6.953332461487444e-06 -1.902712820679335e-07 1.8394493578655888e-09 -2.7916251425586183e-05 2.5516292312217495e-06 -7.214599898906319e-08 6.601680342016798e-10 1.91849270950663e-07 2.664828547947809e-07 -2.1974647377413325e-07 -1.3530292600055412e-07 -5.140838415052839e-08 6.282380551631428e-08 -8.317128411026592e-08 5.468432994876695e-08 1.9403780497909285e-09 -1.0491351322463293e-07 -9.479356314036944e-08 -4.726787599074605e-08 -2.3394674339820868e-08 2.425115997623517e-08 -3.17467840224235e-08 -2.6998211487235082e-08 3.0312918856393834e-08 -1.7192906669921114e-08 5.154098199282068e-08 -1.301963537690768e-08 7.889762844861514e-07 1.6031753541186855e-07 -3.392513541509356e-07
age 6.953332461513428e-06 0.0002657495831283338 -6.117825841183635e-06 4.370303299560753e-08 0.0033283832265121873 -0.00025224702184108643 5.795904814736636e-06 -4.131777493927314e-08 -7.609274257221568e-08 2.1478114586493607e-07 -8.815124155558722e-08 1.886784029934531e-07 4.244646221153844e-08 5.8033769126877096e-08 1.2320316405393443e-07 1.0670290225832528e-07 1.1030731232015094e-07 -3.291190292009878e-07 -8.6093538156078e-08 6.892684420340465e-08 -1.706369506016224e-07 -1.578069602227681e-07 -2.1057594137290487e-07 2.2467473320725676e-07 1.670069212948473e-07 -1.9682227983507432e-07 1.2677169638003489e-07 3.335206261993028e-07 1.0909351855447341e-06 9.97419587587368e-07 -5.458600896901939e-06
age2 -1.902712820683466e-07 -6.117825841184925e-06 1.435745461568345e-07 -1.043206550674273e-09 -7.490260492302631e-05 5.798923195971303e-06 -1.3582312325335307e-07 9.847834475108879e-10 3.93440144555834e-09 -4.837587348506807e-09 1.3002033925000733e-09 -4.678992676606153e-09 -1.0774934046306332e-09 -2.065182768205363e-09 -2.200839557820493e-09 -1.7631402144087412e-09 -2.537986956778977e-09 7.260952353414973e-09 2.2884511420618056e-09 -1.3657848823066476e-09 3.6531406232941537e-09 2.6756826433742006e-09 3.808455308376712e-09 -4.284311667169243e-09 -4.422296492774402e-09 4.334668178743607e-09 -3.353554276530303e-09 -7.60235759197254e-09 -1.2957757504861014e-08 -2.3499235775931426e-08 1.070181614701365e-07
age3 1.8394493578650703e-09 4.370303299561261e-08 -1.043206550674175e-09 7.704121577614802e-12 5.252557649223871e-07 -4.1365523663013436e-08 9.854450890010458e-10 -7.261603081424179e-12 -4.103117169608362e-11 3.769819710031002e-11 -8.265340334945259e-12 3.420993549522401e-11 6.7110370702820215e-12 1.9014325696275254e-11 1.1996318236038648e-11 9.291727868942908e-12 1.988011490429131e-11 -4.96825476996978e-11 -2.0952745556449362e-11 7.5227376382682e-12 -2.5398235670945643e-11 -1.2343869704889527e-11 -2.195120585606305e-11 2.442387676065967e-11 3.5052641240562867e-11 -2.9454564981598945e-11 2.6647648683275842e-11 5.280896702646479e-11 7.685047454301588e-12 1.859050967326928e-10 -6.336372071099189e-10
sex -2.7916251425230318e-05 0.003328383226516928 -7.490260492314324e-05 5.252557649232713e-07 0.11594228894477544 -0.008702550720637992 0.00019925911475046024 -1.421662003906066e-06 -1.3849141745292982e-06 -3.528959140428182e-07 5.437742751963685e-07 1.4115505361603282e-06 -2.3640774884114065e-06 -7.908939003816646e-07 2.4207843249451415e-06 1.0274850046642304e-08 -5.124874832942208e-07 -2.731122177138679e-06 -1.446759636827758e-06 2.4508703690706215e-06 1.190652599457324e-07 -1.5489751957973636e-06 -3.552585371575427e-06 2.4255491166324712e-06 -7.544040447851705e-07 -2.5798586398509963e-06 4.008444033450699e-06 6.062804518485752e-07 2.2801631919544226e-05 2.012887197815446e-05 -5.849932542496242e-05
agesex 2.5516292311261153e-06 -0.00025224702184145734 5.798923195980416e-06 -4.1365523663082344e-08 -0.008702550720637475 0.0006707714337245327 -1.5674265995586735e-05 1.136676915797063e-07 1.6047286538715996e-07 4.038205980726539e-08 -4.123975556202845e-08 -7.293820041662745e-08 1.412314032524916e-07 9.858307410836486e-09 -1.0670658520410128e-07 1.4374725081388287e-08 3.192424538070301e-08 2.1406967782436068e-07 8.266161824698956e-08 -1.7649455172921088e-07 -5.369834642479205e-08 8.700431435631124e-08 2.318194543024296e-07 -9.9516922128188e-08 -1.4873092718164044e-08 2.0943669205967762e-07 -3.416023928234211e-07 -4.729981722190525e-08 -1.2517939737998988e-06 -1.2059665766089378e-06 4.172593828779032e-06
age2sex -7.214599898999602e-08 5.795904814746269e-06 -1.3582312325358936e-07 9.854450890028187e-10 0.00019925911475043883 -1.5674265995586034e-05 3.731178305417896e-07 -2.7502526701954713e-09 -4.976616141034481e-09 -1.1399770251480706e-09 8.269550874120834e-10 1.4395240954862788e-09 -2.796563628526979e-09 5.232609457622822e-10 1.3007732460434024e-09 -9.799140474884642e-10 -2.4860784166680246e-10 -4.677788862107762e-09 -1.9745136845000705e-09 3.6948680953115203e-09 2.0524858075875157e-09 -9.446633019808853e-10 -5.005764872861975e-09 3.7903228821563266e-10 1.3379028157218298e-09 -5.349678864941066e-09 8.541354519061423e-09 6.645717225500333e-10 1.2163254702114482e-08 2.30468113831214e-08 -7.965191560583865e-08
age3sex 6.601680342042391e-10 -4.131777493932911e-08 9.847834475122932e-10 -7.261603081434923e-12 -1.4216620039058607e-06 1.1366769157969734e-07 -2.7502526701953807e-09 2.058724637303267e-11 4.159096458409204e-11 1.1016173807806946e-11 -3.949193738275691e-12 -1.1101417370780174e-11 1.961461322264499e-11 -6.464472610542839e-12 -3.427171695364124e-12 1.053192649701643e-11 -2.3193313305693727e-12 3.076915070582782e-11 1.5000330351780782e-11 -2.3516908679235197e-11 -1.8906082010877266e-11 1.2023257866875345e-13 3.483661890519738e-11 1.1062713914704455e-11 -1.4454012187080975e-11 4.2002689018055096e-11 -6.567287021791145e-11 -2.064820225366401e-12 6.749084650522495e-11 -1.6004664338492174e-10 4.359818309407385e-10
pcs.V3 1.9184927095060532e-07 -7.609274257218704e-08 3.9344014455577965e-09 -4.1031171696080534e-11 -1.3849141745258277e-06 1.6047286538689722e-07 -4.9766161410283905e-09 4.159096458404804e-11 9.806598989627158e-07 8.171653317409688e-08 -3.0271377653941614e-08 -5.257558484847674e-09 6.041428170363242e-09 1.3913930493300251e-08 -4.834123504208758e-09 9.09555590559301e-09 9.189815806299213e-09 1.0581867885286502e-09 -3.33457454534104e-09 1.086675861276081e-08 -5.996941480191083e-10 -1.3273645727058216e-08 -1.1908996974149757e-08 -6.288545741419331e-09 -3.193643035535627e-09 -1.5389495646290263e-08 6.601965616913638e-09 3.9316230268228375e-09 -2.0470712912317544e-08 1.9794418666657695e-07 3.7507011892633253e-07
pcs.V4 2.6648285479477754e-07 2.1478114586479374e-07 -4.837587348503438e-09 3.7698197100285325e-11 -3.5289591404680904e-07 4.038205980758583e-08 -1.1399770251558414e-09 1.1016173807865154e-11 8.171653317409697e-08 1.0429919581109862e-06 2.970268169680403e-08 1.271196627201674e-09 1.6283219387167525e-08 -2.4303410337852585e-08 -1.0599094169609379e-08 2.258769727807023e-08 -1.436591701556508e-09 -5.653348721237409e-09 1.065051959706799e-08 -6.441430103404703e-09 -9.256044610287752e-09 1.14698348385321e-08 9.526339457373237e-09 7.416997481781013e-09 7.539362336854829e-09 9.290263884203695e-10 -1.308171370699962e-09 3.541481259449148e-09 -2.2588504208096378e-07 -4.989784217784489e-08 1.1718691481506225e-07
pcs.V5 -2.1974647377414336e-07 -8.815124155564908e-08 1.3002033925015357e-09 -8.265340334955951e-12 5.43774275193864e-07 -4.1239755561829306e-08 8.269550874072975e-10 -3.949193738240128e-12 -3.027137765394151e-08 2.9702681696804043e-08 1.0911000542620235e-06 4.885844745474204e-09 -1.1391457688045322e-09 -1.9668486364728692e-08 7.3351436639197535e-09 -4.15586893701738e-09 1.3940209170892884e-08 1.6848225962900568e-08 8.2775347309992e-09 6.992551944350894e-09 7.593706015404436e-09 1.0265143828497868e-08 -1.3505534208415204e-08 -6.4990806558155976e-09 1.7763974808499648e-09 9.96471887873113e-09 2.0476194825101087e-09 2.210792350359149e-09 1.2019660489877363e-08 -2.8700351865537805e-07 -2.8365056820976975e-07
pcs.V6 -1.353029260005586e-07 1.8867840299336008e-07 -4.678992676604161e-09 3.42099354952107e-11 1.4115505361560134e-06 -7.29382004163057e-08 1.4395240954789778e-09 -1.1101417370728492e-11 -5.257558484847645e-09 1.2711966272017013e-09 4.8858447454741905e-09 1.0736133779156853e-06 5.803466632645555e-09 -1.994525950713631e-09 8.059983714331778e-09 -1.039064519781607e-08 2.0216453058358667e-08 -7.485508611265265e-10 -9.606477397126616e-09 -1.018905209705238e-08 -1.446092911440559e-10 5.059544648052063e-09 -4.0410706386850375e-09 4.067389536999575e-09 2.506957328598947e-09 4.61095023001838e-09 -2.4982337351888575e-08 -1.1520614950337124e-08 -1.9674654439130015e-08 -3.341736460111371e-07 -1.7507093380135128e-07
