 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal gpp gmp
intercept 0.010463348298656576 0.003846012740580121 -0.00012170890467453581 1.2217996255247675e-06 0.011218044799469272 -0.0010912052661014831 3.3289623710934814e-05 -3.226876701462369e-07 -9.638868411207124e-07 2.1051048388334643e-06 2.343875051548027e-06 -8.548334790193453e-07 1.218028695361412e-06 -9.042795842557624e-06 -3.190407859726763e-06 -2.097821954501217e-06 -1.588509557622158e-06 -4.538999499402004e-06 -9.556559362093092e-06 -3.8084509562886553e-06 -8.90149708139886e-07 2.781423890462722e-06 4.122136771616719e-06 -7.770481453319456e-07 -3.3824246846450683e-07 -3.432658749608471e-06 6.286588708246547e-06 -4.925323928691078e-06 -2.8727354894084705e-05 6.456981842073563e-05 9.357007897768239e-05 -0.00012553400967465272
age 0.0038460127405514693 0.004273276049345368 -0.0001239435822454887 1.1308448211408096e-06 0.04252594661089831 -0.003944737025547453 0.00011409888444202915 -1.038623772824739e-06 -5.409205869190507e-07 -3.6817825730159893e-07 -2.9937131326588455e-06 1.0539659958315687e-06 -1.8793592347065982e-07 -1.063605943919276e-06 1.5860386939413363e-07 -1.1723313016461467e-06 -7.429173869738625e-07 -3.4620057227292283e-06 -2.0191887691447447e-06 9.161509981061289e-07 -6.120797600061782e-07 1.965779666021996e-07 1.3665317253939702e-06 1.0252742374114759e-06 -2.165216234507981e-06 -2.986277464133195e-06 2.3721154962571024e-08 2.6423849896473473e-07 -5.304385343737692e-07 2.892397519406877e-05 9.545512234705011e-05 -9.917755848464582e-05
age2 -0.00012170890467367725 -0.0001239435822453547 3.638933426789447e-06 -3.358993623695218e-08 -0.001216293777365218 0.00011417715242410028 -3.341994131480324e-06 3.077195301874755e-08 7.045806412166936e-09 2.7578600981938548e-08 7.825562829903005e-08 -2.822963579069086e-08 2.718292530826931e-09 3.7049495462669737e-08 1.1382534953400582e-08 4.712272160857225e-08 2.061064409966754e-08 1.0362025750489975e-07 7.56476141983772e-08 -2.525720075103393e-08 1.0687596533628123e-08 -1.72602304125213e-08 -4.349043700061495e-08 -1.7845989949160414e-08 5.2118516343839085e-08 8.455974391286656e-08 -1.3102558067359382e-08 8.855591522723544e-09 6.474741767714444e-08 -7.221552411447023e-07 -2.781737788316313e-06 2.5677394447859326e-06
age3 1.2217996255179478e-06 1.1308448211417672e-06 -3.358993623700952e-08 3.1380616964914713e-10 1.0961357118932332e-05 -1.0399154152499676e-06 3.078801366645315e-08 -2.868691433410188e-10 1.5327795110570616e-11 -3.469951717310554e-10 -6.362221476553215e-10 2.2613548772010828e-10 -1.0185757102017486e-11 -4.26119882317547e-10 -2.527051364333106e-10 -5.299656227133526e-10 -1.6331982425106952e-10 -9.68191499579016e-10 -8.537015362999993e-10 2.1271656907011865e-10 -3.271093567131277e-11 2.3597826183069933e-10 4.304840583164558e-10 5.149691224944714e-11 -3.634611829591682e-10 -7.674590244701889e-10 2.4864464895949257e-10 -2.1751392102928324e-10 -1.178025628207823e-09 6.048442087010619e-09 2.5177896497392264e-08 -2.1139604915066924e-08
sex 0.01121804479867789 0.04252594661026568 -0.0012162937773471582 1.0961357118770227e-05 0.9448686931076586 -0.08644899683634508 0.0024691015973911964 -2.22050124306651e-05 2.086317595420692e-05 -5.174888147825787e-06 -2.3353059349969832e-05 2.2919038492242266e-05 -3.587746469774229e-05 4.622333403404712e-05 -8.22583147203617e-06 -2.1927611480288206e-05 -3.860357725751216e-06 -4.792587602602349e-06 1.9602561737422307e-05 5.614425631318626e-05 1.7512257353811237e-06 -7.507248747036458e-06 -1.972715076517955e-05 -1.2452891346137547e-05 -1.610149038976548e-05 -2.8210810890612655e-05 2.010253078454562e-06 3.1301505513247355e-05 0.0004153369222535492 -0.0005242621422819254 0.00034322187279670286 0.000802211955452499
agesex -0.0010912052660337673 -0.0039447370254951574 0.00011417715242260458 -1.0399154152365055e-06 -0.08644899683633923 0.008022891699327564 -0.00023206629504924243 2.1106373339724065e-06 -1.8754273889462801e-06 8.838403436496686e-07 2.3101297625672676e-06 -2.141543226413662e-06 3.1270430437940335e-06 -4.439486877598048e-06 1.1693444545170502e-06 2.359663290621559e-06 -2.2309597064887415e-08 5.693577567383762e-07 -1.5829058703107984e-06 -5.276326576682117e-06 -6.100272806755398e-07 2.9480072994308856e-07 1.7373647029000726e-06 1.688134647502181e-06 8.587843692929167e-07 2.6820356830866564e-06 -8.615832874810734e-08 -2.7117406836228734e-06 -3.763930596846921e-05 4.861192504290156e-05 -4.0411106351738454e-05 -6.62458178790713e-05
age2sex 3.328962370924995e-05 0.00011409888444081998 -3.341994131445297e-06 3.078801366613425e-08 0.0024691015973908733 -0.0002320662950492284 6.798521796639749e-06 -6.259142671406817e-08 5.374270164087976e-08 -3.792631408325976e-08 -7.140336018361941e-08 6.344178233875301e-08 -8.72243199850047e-08 1.3192072008772873e-07 -4.4330162243977424e-08 -7.875714767092753e-08 1.3759753593965495e-08 -1.912167267590691e-08 3.539304408554511e-08 1.5476648757713703e-07 3.126347314274931e-08 1.3322242924197184e-09 -4.8593022051593165e-08 -6.422711553766994e-08 -8.510675394681914e-09 -8.070781171528494e-08 -1.1335339300620078e-09 7.211784008892068e-08 1.0372608916691974e-06 -1.3556722990221308e-06 1.243621886324388e-06 1.8481403590769262e-06
age3sex -3.226876701293557e-07 -1.038623772810339e-06 3.0771953018336266e-08 -2.8686914333733505e-10 -2.2205012430661144e-05 2.1106373339721837e-06 -6.259142671406542e-08 5.835852204520256e-10 -5.178312942028416e-10 4.6400831612735104e-10 6.961946206816797e-10 -5.805084236482342e-10 7.707037927144754e-10 -1.2187994424314029e-09 5.083486278080225e-10 8.098612549238176e-10 -2.505786835293516e-10 1.8875764360677781e-10 -2.1958254812191045e-10 -1.4359141997089128e-09 -4.200496674828918e-10 -6.342243064524944e-11 3.9726995293055315e-10 7.147848832616021e-10 -8.84365957414239e-11 7.612435096102946e-10 8.852296362547656e-12 -6.027793816476716e-10 -8.61749030526461e-09 1.1651035849859444e-08 -1.0901620837531473e-08 -1.73795818710727e-08
pcs.V3 -9.638868411366567e-07 -5.40920586944715e-07 7.045806412906569e-09 1.532779510386543e-11 2.086317595384974e-05 -1.8754273889131088e-06 5.374270163991931e-08 -5.178312941940932e-10 3.1142242360695643e-06 1.1723403399980421e-07 -3.806184109824874e-08 -4.7162470103799666e-08 5.929329050915376e-08 3.702022964849779e-08 -2.1012511939980947e-08 5.752488898815062e-08 -8.132483423639632e-08 1.0169066706122479e-07 -7.94926614162199e-08 3.1189290754956493e-09 -6.366074272185238e-09 8.224773002611356e-09 -7.349832836981027e-08 1.9773294188770063e-08 2.2513908659762714e-08 -1.376194389472296e-08 7.466071476018624e-08 2.592830494658541e-08 4.368821698599745e-07 -2.44519493812756e-06 -5.449574125800957e-07 5.524901014940721e-06
pcs.V4 2.105104838839402e-06 -3.681782572992234e-07 2.757860098187075e-08 -3.4699517173044745e-10 -5.174888147882188e-06 8.83840343654992e-07 -3.792631408341605e-08 4.6400831612878806e-10 1.1723403399979885e-07 2.963469813360067e-06 3.6586968908633066e-08 1.0824263721628422e-08 3.436581776029618e-08 -4.206850697938126e-08 -6.269353776960929e-08 3.956582345203498e-08 7.685401849691226e-08 -4.679009528475886e-08 4.854836605855271e-08 -4.141582625159517e-08 -1.2538527436846526e-07 5.976844366946984e-08 8.53341129844713e-08 2.6609679612303774e-08 4.4888867587611875e-08 3.344748375086841e-08 8.707239215634427e-09 4.834296571451012e-08 -6.045855080579898e-07 -1.399191987765937e-06 4.504052573622178e-07 1.3609127152457895e-06
