 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal maternal gpp gpm gmp gmm
intercept 0.0008024782885930566 -2.515485604809737e-07 -2.4958765975412896e-05 1.3072289371907986e-06 5.438046321783481e-07 2.5101771368298045e-07 2.5957019420322263e-06 2.622498742277612e-06 -9.08399626260805e-07 2.70670446574847e-06 -1.1490471458741515e-06 4.316837736004722e-07 -8.03014185354851e-07 -1.8785230154678657e-06 -1.6143052138689123e-06 -1.6604863469612014e-06 1.1003063910245767e-06 -1.9151309282246954e-06 -8.356275352932044e-07 7.037145903029293e-07 -5.051028691346701e-07 1.5743617520335246e-05 5.838508777420061e-06 1.2000410501628453e-05 -6.97544082531469e-05 3.257694828432832e-05 -0.00014374985592171941 4.657839655204991e-05
PC1 -2.5154856048097407e-07 2.7350900887970677e-06 -1.531293580452639e-06 -3.1754206076021745e-07 -3.08009018499914e-08 -2.866254104399341e-07 6.181412434366292e-08 1.4086477679180642e-07 8.090854918441672e-08 3.1981546907026e-08 2.1898494031235766e-07 -3.355617673212967e-08 6.609902206996711e-07 -1.3117217925056737e-07 -2.8540367499734597e-07 -7.385077460355625e-07 -6.830288475715178e-07 2.726332907784447e-07 1.75533845995474e-08 1.6183425596297671e-07 8.535104069022136e-08 3.7893462460567383e-07 5.610866624713774e-06 2.886362440235043e-06 3.892620551189114e-06 -7.861382193174524e-09 -8.047933356157623e-07 8.626515127884583e-07
PC2 -2.49587659754129e-05 -1.5312935804526392e-06 4.941267826733888e-05 9.594049537544867e-07 1.554407256061118e-06 -6.197956547684291e-07 -6.624165811839088e-07 -4.989972926751501e-07 8.773548631817326e-07 -5.672876691009967e-07 1.6934385937269603e-07 -1.1744872033342487e-07 -9.213988002962941e-07 7.910237869400832e-07 -8.448626594159663e-07 1.047061420519162e-07 1.9060097788170166e-07 6.976465977825249e-07 1.3344529006519738e-07 -1.393534180935908e-07 -2.317684232796841e-07 -4.679635324517427e-06 -3.1939538190776138e-06 1.1972738765207e-05 2.35293030873711e-05 -1.083154760800282e-05 5.899387540181869e-06 -1.5820898557450012e-05
PC3 1.3072289371907999e-06 -3.175420607602172e-07 9.594049537544865e-07 5.231282085860334e-06 1.2781107807364716e-07 1.1708467393846043e-06 4.777451406472065e-08 5.1582779420272e-07 -2.0336367363411e-07 -9.787053759984697e-07 -1.220654079545608e-07 3.903250028244041e-07 6.794594508467846e-08 -7.240630566416753e-07 1.174881808896002e-07 7.509028743047097e-09 2.2141308899110206e-07 -3.7344181111381486e-07 -5.641306774342422e-07 4.224376037731377e-07 1.650737288085172e-07 3.656226294046781e-07 3.968180544857425e-06 3.998206051199513e-06 -1.2578530809616963e-05 1.1239617731298427e-05 7.496783095206638e-06 -1.6332632778702567e-06
PC4 5.438046321783495e-07 -3.0800901849991425e-08 1.5544072560611187e-06 1.2781107807364705e-07 9.720477580014715e-06 1.5916234715422466e-06 -5.12721451014414e-07 1.2708837876007578e-07 -1.3349180872902797e-06 4.938033034722458e-07 4.214184138653966e-07 2.7410839567630336e-07 -1.0365808458959595e-06 -6.946077275704107e-07 1.502769819853286e-07 -1.1061322425096826e-07 1.10477169324409e-07 6.4004199566763154e-09 -4.724361563750752e-07 -1.3186956349577665e-07 1.0226087704804102e-07 -3.3760118630521424e-06 6.591277504773712e-06 -1.2140910973460343e-06 3.927136835125726e-06 -8.85683900973529e-06 1.4402987330972886e-05 -7.6109075483936655e-06
PC5 2.510177136829819e-07 -2.866254104399338e-07 -6.197956547684291e-07 1.1708467393846041e-06 1.5916234715422466e-06 1.6987343292095676e-05 3.8920447955061955e-07 9.635299851244971e-07 -6.525569057141158e-07 -4.969590873738179e-07 -2.805959485755247e-07 -9.168584791986537e-07 6.810702120876663e-07 -1.234817635202833e-06 3.9044172071842607e-07 5.664956577110133e-08 -9.97725888905434e-08 8.663557915453305e-07 -1.303498760730413e-07 1.528027201391196e-07 -2.1934963553265269e-07 -3.453674158707683e-06 -5.943469727352925e-07 2.3724832694551696e-06 -3.742855592674306e-06 -2.285205096027895e-06 -7.208312728724541e-06 1.7300372264187037e-06
PC6 2.5957019420322292e-06 6.181412434366275e-08 -6.624165811839095e-07 4.777451406472037e-08 -5.12721451014414e-07 3.892044795506192e-07 1.5934138528666684e-05 6.988006565011058e-08 1.7139274209911458e-07 1.9493626739443715e-07 5.4402291476016214e-08 -3.76434157226427e-07 -9.902503700729903e-08 -1.3988317836811334e-07 -2.857661525039818e-07 -1.316374949348861e-07 -5.98597621295521e-08 2.7563457646187676e-07 -3.715968312380406e-07 -3.343343065377906e-07 -6.006854757114434e-07 -2.530282300339209e-06 -6.934229434686768e-07 3.648974106750449e-06 -1.2569716572879165e-05 1.4762185154094397e-05 -4.889677445830191e-06 2.9770801878596017e-06
PC7 2.6224987422776114e-06 1.4086477679180666e-07 -4.989972926751501e-07 5.158277942027195e-07 1.2708837876007578e-07 9.635299851244971e-07 6.988006565011069e-08 1.3657005828128292e-05 1.0126705427689746e-06 -3.0664025474448253e-07 -1.742997084178651e-07 1.114524511344682e-06 3.118672663993608e-07 1.5264640606952774e-07 -4.2767113060062295e-07 -4.2621710382580105e-07 6.13707315924771e-08 -4.757703065472287e-07 8.012280304134011e-08 -4.099246929167222e-08 -3.919364626076047e-07 1.1159051827555446e-06 -9.231949292836888e-07 1.0473014218271242e-06 -2.132775454897801e-06 1.373429153717276e-05 -1.3565298919630366e-05 5.592370932901011e-06
PC8 -9.083996262608066e-07 8.090854918441671e-08 8.773548631817318e-07 -2.0336367363411004e-07 -1.3349180872902799e-06 -6.525569057141163e-07 1.7139274209911429e-07 1.0126705427689743e-06 1.5033329769645074e-05 3.507281844614277e-07 3.428299190820252e-07 -8.4162108604019e-07 3.4935420593973064e-07 -1.3577572397411964e-07 -5.570194463134256e-07 -4.270925844858381e-07 2.865299129978446e-07 9.028365222933106e-08 -8.33833364607185e-07 -2.725585166637351e-07 7.885121241242833e-08 1.0461041227362664e-06 -1.8359400570860541e-06 -2.786396005457159e-06 5.146703982809397e-06 4.945669366721413e-06 -2.879349825342219e-06 -6.468589429391624e-07
PC9 2.7067044657484682e-06 3.1981546907025745e-08 -5.672876691009959e-07 -9.787053759984695e-07 4.938033034722459e-07 -4.969590873738183e-07 1.9493626739443686e-07 -3.066402547444823e-07 3.5072818446142797e-07 1.3066340439626154e-05 -9.063242259766238e-08 -1.0051221926842313e-08 -4.05800524406433e-07 1.2479989711152417e-07 -8.893690038804034e-07 3.808456934398289e-07 4.462000463528905e-07 4.5990852128117955e-07 -6.162110541776565e-07 -3.269680446186838e-07 -7.254846282252084e-07 -1.0223622270806964e-06 9.058898753504906e-06 3.7886435698962896e-06 -5.017919216452147e-06 -6.339357012509279e-06 -8.779246129452751e-06 6.867597990816221e-06
PC10 -1.1490471458741553e-06 2.1898494031235769e-07 1.6934385937269646e-07 -1.2206540795456086e-07 4.2141841386539655e-07 -2.805959485755248e-07 5.4402291476016055e-08 -1.7429970841786496e-07 3.428299190820252e-07 -9.063242259766241e-08 1.3058680004246757e-05 -4.774004030766421e-07 -1.4134341801069441e-08 -3.03664591034199e-07 -2.8008748801324123e-08 1.269842624398401e-07 -3.3968700799440195e-07 1.2418299955643047e-07 2.5141478231124436e-07 4.2914465635649917e-07 1.0886663518954145e-07 2.2582555878606714e-06 1.127795442149532e-06 2.8938947804756772e-06 1.0456985991212946e-05 -1.1127255346190229e-05 -6.1825920573251575e-06 1.676532188854743e-06
