 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband
intercept 0.0007533463666174628 -5.2603685052509585e-08 -2.3388034025893384e-05 1.749518176307306e-06 9.677410761645918e-07 6.912207532949448e-09 2.1576862017107025e-06 2.347372884986887e-06 -3.609831448595742e-07 2.4683469298446393e-06 -1.3265911791934532e-06 4.612493826839829e-07 -4.682728265090755e-07 -1.8687715591744035e-06 -1.5624495043864053e-06 -1.973313582692506e-06 1.15537997989508e-06 -1.6462140822765229e-06 -7.247396704349798e-07 1.0506081746294464e-06 -7.762649809383026e-07 2.8904841072839125e-06
PC1 -5.2603685052508765e-08 2.5273910949497563e-06 -1.6035240546030318e-06 -3.190675184722145e-07 -7.272085249068407e-08 -3.3903410622530203e-07 6.446524569658537e-08 1.0480277683621408e-07 4.3504886592930436e-08 -2.9388440688963974e-09 1.9479469584692058e-07 -1.1828317648812567e-08 6.321976178288659e-07 -1.1355420150956069e-07 -2.727519808982458e-07 -6.833201979078623e-07 -6.475928564463296e-07 2.045687082121265e-07 2.5871393435234797e-08 1.8977981651710008e-07 1.998604370622651e-08 4.250009628437271e-06
PC2 -2.3388034025893387e-05 -1.6035240546030318e-06 4.800503342948134e-05 8.784078048189797e-07 1.3773332750004521e-06 -5.529827569326787e-07 -4.724393778028922e-07 -5.620612396980603e-07 1.100513628833202e-06 -3.242729964332251e-07 -2.6160022691806127e-08 1.4352027212666834e-08 -9.99738121423668e-07 9.162667182361346e-07 -1.0210610712780908e-06 8.500128867147975e-08 1.0985051501599537e-07 7.488718787152811e-07 1.4892699225418558e-07 -4.5161196899654167e-07 -2.961357063262392e-07 -9.575386905306959e-08
PC3 1.7495181763073048e-06 -3.190675184722146e-07 8.784078048189796e-07 4.901733779914226e-06 1.437118350772355e-07 1.1789967405425501e-06 1.1148531861811246e-08 5.089008918480084e-07 -2.3624769303047949e-07 -9.621329087565239e-07 -6.379055489075237e-08 4.314882841061384e-07 5.62191715868703e-08 -7.449915986938075e-07 9.27627038010151e-08 -2.5152299536473547e-08 2.811530499141824e-07 -3.983002540355012e-07 -5.453283167479445e-07 4.0716835237145335e-07 1.2126056333605094e-07 4.227305249434926e-06
PC4 9.67741076164591e-07 -7.2720852490684e-08 1.3773332750004523e-06 1.437118350772355e-07 9.15154881738721e-06 1.651253991850527e-06 -4.1956679261644226e-07 2.530735538119379e-07 -1.3288462426867766e-06 4.84624820348544e-07 3.6651129985153315e-07 2.5916707224580624e-07 -1.0527032942913897e-06 -6.62901409068754e-07 5.989076581229509e-08 7.270863330820192e-09 6.085626457671456e-08 -5.878727793774087e-08 -4.766473367637938e-07 -1.244472055701551e-07 9.456345490917421e-08 -8.243251296096241e-07
PC5 6.9122075329466585e-09 -3.3903410622530166e-07 -5.52982756932679e-07 1.1789967405425495e-06 1.6512539918505272e-06 1.6679081154852004e-05 3.9164172154879993e-07 9.702142959062953e-07 -7.708088363818627e-07 -6.119814321984045e-07 -4.471198153036731e-07 -8.828222843215031e-07 5.7286640612895e-07 -1.2458932303470872e-06 5.0845366488386e-07 6.018569109741448e-08 -5.4625098036385755e-08 7.950674181380542e-07 -1.8463836136056432e-07 2.111529312112098e-07 -1.2990664737404243e-07 -4.547956578141556e-06
PC6 2.1576862017107016e-06 6.446524569658555e-08 -4.7243937780289197e-07 1.114853186181143e-08 -4.1956679261644226e-07 3.916417215488e-07 1.5672642275817395e-05 -9.408971857291192e-08 2.824273428643018e-07 2.0446370556122252e-07 1.0638616848353148e-07 -3.63402441926357e-07 -3.9002116396143556e-08 -1.6984732700483102e-07 -2.0206066835001038e-07 -1.0952165949311247e-07 -8.992061622075324e-08 2.825784111266477e-07 -4.331449696446008e-07 -2.3194072306267663e-07 -5.382628372278406e-07 -9.033219528765599e-07
PC7 2.3473728849868866e-06 1.0480277683621407e-07 -5.620612396980598e-07 5.089008918480088e-07 2.530735538119381e-07 9.702142959062953e-07 -9.408971857291202e-08 1.3381342453590727e-05 1.0041343066881215e-06 -2.750701790443338e-07 -1.134530834193558e-07 1.2379496956369158e-06 4.2530292617192964e-07 2.4637639476344155e-07 -3.62126309544719e-07 -5.480635349816294e-07 1.3691331821056929e-07 -4.2570025382242386e-07 6.690399620170214e-08 5.080029724966577e-08 -4.87865435933849e-07 1.4531046641618132e-06
PC8 -3.60983144859575e-07 4.350488659293048e-08 1.1005136288332015e-06 -2.362476930304795e-07 -1.3288462426867766e-06 -7.708088363818632e-07 2.824273428643018e-07 1.0041343066881221e-06 1.48382433216512e-05 3.377131624244523e-07 3.752386908067063e-07 -8.110608736608259e-07 3.702340806037918e-07 -1.2453347141054687e-07 -5.173617675111939e-07 -4.604943154076516e-07 4.029288243343026e-07 1.0140536451711288e-07 -7.745734318726453e-07 -2.699314414911191e-07 1.2454270802507276e-07 3.86356306733838e-07
PC9 2.468346929844641e-06 -2.9388440688964727e-09 -3.242729964332242e-07 -9.62132908756524e-07 4.846248203485437e-07 -6.119814321984052e-07 2.044637055612226e-07 -2.7507017904433386e-07 3.3771316242445213e-07 1.2739950532488831e-05 -2.0220335938609337e-07 -4.230589774473292e-08 -4.502988146301304e-07 1.1314448742830098e-07 -8.470255543076932e-07 4.738967908626525e-07 3.981647122692921e-07 4.236515858095915e-07 -5.522600698339712e-07 -2.7878010839252495e-07 -7.478852490594285e-07 1.8238628807202519e-06
PC10 -1.3265911791934558e-06 1.9479469584692045e-07 -2.616002269180603e-08 -6.379055489075204e-08 3.6651129985153293e-07 -4.471198153036728e-07 1.0638616848353135e-07 -1.1345308341935523e-07 3.752386908067067e-07 -2.022033593860935e-07 1.2840333910281074e-05 -4.908972368361859e-07 -5.1672301874215996e-08 -3.014638425427432e-07 -2.723992943932378e-08 2.128086283686341e-07 -3.6394426765490145e-07 5.8639722793635314e-08 1.4403779642350576e-07 4.3786098309663714e-07 1.0778406460820919e-07 2.88675777518695e-06
PC11 4.612493826839834e-07 -1.1828317648812534e-08 1.4352027212667406e-08 4.3148828410613855e-07 2.5916707224580666e-07 -8.82822284321503e-07 -3.634024419263569e-07 1.2379496956369156e-06 -8.110608736608264e-07 -4.230589774473277e-08 -4.908972368361862e-07 1.2576697161979367e-05 -8.312794463501786e-09 -1.6906062549071781e-07 -4.493591473990622e-07 3.8418052261017647e-07 2.5152393845991884e-07 4.7048828564795813e-07 4.4080430883518124e-08 6.574101340529998e-07 2.402552420152987e-07 -1.1908423306472028e-06
PC12 -4.682728265090761e-07 6.32197617828866e-07 -9.997381214236683e-07 5.6219171586870484e-08 -1.05270329429139e-06 5.728664061289501e-07 -3.900211639614406e-08 4.253029261719297e-07 3.702340806037918e-07 -4.502988146301303e-07 -5.167230187421597e-08 -8.31279446350167e-09 1.1490853364771984e-05 1.5998391248839282e-08 -4.475417724141503e-08 -5.160797586005687e-07 2.0760800413393878e-07 -1.5769677730108765e-07 -1.6303513113602836e-07 -1.6853194797297474e-07 -6.063972613935438e-07 8.267010194923056e-07
PC13 -1.868771559174404e-06 -1.1355420150956058e-07 9.162667182361347e-07 -7.449915986938077e-07 -6.629014090687535e-07 -1.245893230347087e-06 -1.6984732700483102e-07 2.4637639476344144e-07 -1.2453347141054753e-07 1.13144487428301e-07 -3.014638425427434e-07 -1.6906062549071792e-07 1.5998391248839266e-08 1.1870421209507016e-05 -6.392772490234143e-07 1.0050158199798903e-06 1.8734968234089646e-07 1.7107959144629395e-07 -1.0166208843267669e-07 5.818612704500958e-09 1.9179464989351348e-07 3.262258356080661e-06
PC14 -1.5624495043864061e-06 -2.7275198089824566e-07 -1.0210610712780902e-06 9.276270380101509e-08 5.989076581229479e-08 5.084536648838596e-07 -2.0206066835001e-07 -3.621263095447187e-07 -5.173617675111938e-07 -8.470255543076937e-07 -2.7239929439323883e-08 -4.4935914739906213e-07 -4.475417724141523e-08 -6.392772490234134e-07 1.2306522352612692e-05 -1.158765118610993e-07 4.969085115571034e-08 1.188501490390078e-08 1.695725825667543e-07 -7.260839814461175e-08 1.2484852874432127e-07 -5.819579176527238e-07
PC15 -1.973313582692506e-06 -6.833201979078622e-07 8.500128867148056e-08 -2.515229953647334e-08 7.270863330820419e-09 6.018569109741433e-08 -1.0952165949311254e-07 -5.480635349816293e-07 -4.604943154076514e-07 4.738967908626528e-07 2.1280862836863444e-07 3.841805226101767e-07 -5.160797586005687e-07 1.00501581997989e-06 -1.1587651186109932e-07 1.1648121516424777e-05 3.7082517667257435e-07 -6.882930408079372e-07 -1.1452455887159437e-07 -1.3830026066559953e-07 1.1424170386547265e-07 2.7579580174922517e-06
PC16 1.1553799798950795e-06 -6.475928564463295e-07 1.0985051501599506e-07 2.8115304991418254e-07 6.085626457671489e-08 -5.462509803638596e-08 -8.992061622075286e-08 1.3691331821056897e-07 4.029288243343028e-07 3.9816471226929206e-07 -3.6394426765490156e-07 2.5152393845991884e-07 2.076080041339393e-07 1.8734968234089643e-07 4.96908511557102e-08 3.708251766725741e-07 1.1914692721308892e-05 -3.867337314611997e-07 -2.712669740537215e-09 -6.486633515590839e-07 -2.0545398926530842e-07 -1.5321582799182314e-06
PC17 -1.6462140822765218e-06 2.0456870821212652e-07 7.488718787152806e-07 -3.983002540355012e-07 -5.8787277937740866e-08 7.95067418138055e-07 2.8257841112664793e-07 -4.257002538224241e-07 1.0140536451711262e-07 4.2365158580959117e-07 5.8639722793635334e-08 4.704882856479581e-07 -1.5769677730108747e-07 1.710795914462939e-07 1.1885014903900612e-08 -6.882930408079364e-07 -3.867337314611995e-07 1.0762683345654659e-05 3.704512572743271e-07 -1.600381716166791e-07 1.182933305076972e-07 -3.557133895717796e-06
PC18 -7.247396704349817e-07 2.587139343523481e-08 1.489269922541855e-07 -5.453283167479446e-07 -4.7664733676379364e-07 -1.84638361360564e-07 -4.3314496964460075e-07 6.690399620170241e-08 -7.745734318726447e-07 -5.522600698339713e-07 1.440377964235059e-07 4.4080430883518084e-08 -1.6303513113602812e-07 -1.0166208843267674e-07 1.6957258256675395e-07 -1.1452455887159444e-07 -2.712669740536861e-09 3.70451257274327e-07 1.074614742496687e-05 -2.418246763898042e-07 6.671635918846576e-08 -9.791492969076506e-07
PC19 1.0506081746294483e-06 1.8977981651709992e-07 -4.5161196899654167e-07 4.071683523714537e-07 -1.2444720557015495e-07 2.1115293121120973e-07 -2.3194072306267668e-07 5.0800297249665916e-08 -2.699314414911192e-07 -2.7878010839252463e-07 4.378609830966368e-07 6.574101340530004e-07 -1.68531947972975e-07 5.81861270450088e-09 -7.26083981446116e-08 -1.3830026066559942e-07 -6.486633515590832e-07 -1.6003817161667964e-07 -2.4182467638980377e-07 1.0899435337663227e-05 5.871055950215662e-07 -9.68843760142097e-07
PC20 -7.762649809383053e-07 1.998604370622658e-08 -2.9613570632623955e-07 1.2126056333605116e-07 9.456345490917436e-08 -1.2990664737404243e-07 -5.382628372278406e-07 -4.878654359338487e-07 1.245427080250726e-07 -7.478852490594287e-07 1.0778406460820926e-07 2.402552420152985e-07 -6.063972613935435e-07 1.9179464989351333e-07 1.2484852874432122e-07 1.1424170386547249e-07 -2.054539892653086e-07 1.1829333050769674e-07 6.67163591884659e-08 5.871055950215656e-07 1.0117103236292461e-05 1.8784874502574322e-07
proband 2.8904841072839074e-06 4.25000962843727e-06 -9.575386905306169e-08 4.227305249434925e-06 -8.243251296096245e-07 -4.547956578141554e-06 -9.033219528765622e-07 1.4531046641618137e-06 3.8635630673383633e-07 1.8238628807202504e-06 2.8867577751869506e-06 -1.1908423306472032e-06 8.267010194923033e-07 3.2622583560806623e-06 -5.819579176527233e-07 2.7579580174922517e-06 -1.5321582799182291e-06 -3.5571338957177944e-06 -9.7914929690765e-07 -9.688437601420975e-07 1.8784874502574255e-07 0.0005499226190800794
