 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal maternal
intercept 0.0005289243746575807 -3.330095930601981e-07 -2.361041309608921e-05 7.894107646864211e-07 -6.42964457023013e-07 1.6957159797200006e-06 2.6275173085536867e-06 5.594141924441846e-07 4.4013214345938223e-07 1.8127239947355874e-06 -5.006465104820871e-07 1.5770806380443544e-06 -4.2013227477961244e-07 -9.48846886787812e-07 -1.3221071078723864e-06 -2.023614009914846e-06 4.2159153195619924e-07 -2.539335731626597e-06 -1.0160364909131296e-06 1.214641315557383e-06 -1.4211154563761942e-06 2.3865259374160573e-05 -1.929262945305903e-05 -3.4795065588703436e-05
PC1 -3.3300959306019704e-07 1.9024123681318887e-06 -1.5090070567853743e-06 -1.8885732212737272e-07 -9.103574059796397e-08 -2.6716517571791924e-07 1.153498294326004e-07 5.2974603327958503e-08 3.713813138064702e-08 6.154567846964014e-08 1.4618889742189534e-07 -9.93886789257015e-09 5.852648486304933e-07 -7.758091629923301e-08 -2.794266423386111e-07 -7.212348258075521e-07 -6.842308309912123e-07 3.064224223627496e-07 2.6681823919472648e-08 1.498099842894326e-07 7.586866703968561e-08 3.896669299932544e-07 5.00052480000073e-06 2.0624738564643792e-06
PC2 -2.3610413096089212e-05 -1.5090070567853737e-06 4.577294911906552e-05 1.0081429966797959e-06 1.3993359536109009e-06 -5.438995940810284e-07 -4.9148291164265e-07 -7.95732215261592e-07 1.1922944978036952e-06 -1.4950750219359966e-07 8.252449278733153e-09 -2.4689075909051744e-07 -1.263214630437266e-06 8.276213361314015e-07 -1.1716239742997396e-06 4.54018731412446e-08 2.597797887813066e-07 6.641351003982556e-07 1.1747731141221632e-07 -7.057528076572504e-07 -3.5645713525465663e-07 -3.60038318280747e-06 -1.0391825408104885e-07 8.632927813229882e-06
PC3 7.894107646864207e-07 -1.888573221273727e-07 1.0081429966797963e-06 3.8086843231557766e-06 2.0218323753618738e-07 1.1440769716685006e-06 4.248753007730037e-08 5.349223593022795e-07 -1.3996624839037284e-07 -9.309465992878578e-07 -8.229460603053826e-08 4.1107090664938775e-07 5.100989193442709e-08 -7.01149061115701e-07 8.625496462725978e-08 -1.714816681171258e-08 2.2134087807035602e-07 -5.255062993865674e-07 -5.46029967865811e-07 4.5717123928128435e-07 1.2725751767669262e-07 5.698895545774684e-07 2.0199496285189914e-06 3.6192345119738697e-06
PC4 -6.429644570230132e-07 -9.103574059796404e-08 1.3993359536109015e-06 2.021832375361874e-07 7.0021952407731e-06 1.6858024580542775e-06 -3.532722027300765e-07 2.926562701967511e-07 -1.2850239685096372e-06 3.708548236292151e-07 2.985572519604396e-07 2.7225182578187385e-07 -9.544898995322018e-07 -5.697112918992224e-07 6.394489855807634e-09 -6.795635930448735e-08 4.453964501989652e-08 1.3115244622522147e-07 -5.492040747641399e-07 -1.812149991673261e-07 1.5588132010731753e-07 -2.363910115828851e-06 3.841773022745632e-06 7.896202368978135e-07
PC5 1.69571597972e-06 -2.6716517571791934e-07 -5.438995940810277e-07 1.1440769716685006e-06 1.6858024580542777e-06 1.4748137292937971e-05 3.0454926042151036e-07 1.0889985301678062e-06 -9.98593974196185e-07 -6.666375044154629e-07 -5.71110833054926e-07 -9.90636390180575e-07 4.2825412861918387e-07 -1.4320342110743326e-06 5.579299807851868e-07 1.3031492126197103e-07 -1.8401403673536363e-08 7.650001552535272e-07 -2.212031742084049e-07 3.5601704642193857e-07 -4.7978725013209714e-08 -2.0668257334333593e-06 -4.113739098041518e-06 5.092811858924303e-07
PC6 2.6275173085536838e-06 1.1534982943260029e-07 -4.914829116426495e-07 4.2487530077300186e-08 -3.532722027300763e-07 3.0454926042151014e-07 1.4199130979883971e-05 -1.7979339891951609e-07 1.6652672716006562e-07 2.045551426380185e-07 1.5404775040358569e-09 -3.137642657293014e-07 -1.577329281628348e-07 -2.0756122784321706e-07 -2.4325780434460794e-07 -1.6532727340729187e-07 -6.290899902826034e-08 2.856860639477118e-07 -3.2176346799932054e-07 -2.506675320549157e-07 -4.880518606138041e-07 -2.2913631297674874e-06 -5.599648885190976e-07 2.383923752513464e-06
PC7 5.594141924441844e-07 5.297460332795846e-08 -7.957322152615918e-07 5.349223593022797e-07 2.926562701967513e-07 1.0889985301678068e-06 -1.7979339891951577e-07 1.2156698170599611e-05 1.0506558798256798e-06 -2.3489102754141473e-07 -1.383632817375667e-07 1.3665300759086085e-06 3.7632007503921565e-07 3.020734398583203e-07 -4.798219997288239e-07 -5.365423823820655e-07 -3.253570091986128e-08 -5.399352178368438e-07 7.340459367021493e-08 1.1080174724845684e-07 -4.1904970402914886e-07 -2.7509499693406556e-07 3.172185737112371e-06 -1.0348521030518673e-06
PC8 4.4013214345938245e-07 3.7138131380646995e-08 1.1922944978036954e-06 -1.3996624839037316e-07 -1.2850239685096372e-06 -9.98593974196185e-07 1.665267271600655e-07 1.0506558798256787e-06 1.3796264952546429e-05 4.704088376611372e-07 5.47638810333227e-07 -8.839127898730658e-07 1.6375691551810754e-07 -1.7790600754415874e-07 -5.023589036754148e-07 -5.383982665886262e-07 3.5308454558279727e-07 1.123344704028914e-07 -8.509255166030869e-07 -1.7753994327315385e-07 1.5891748871822546e-07 -8.711793669184501e-07 4.281342852428024e-06 -1.8233207679499437e-06
PC9 1.8127239947355884e-06 6.154567846964004e-08 -1.4950750219359993e-07 -9.309465992878572e-07 3.708548236292149e-07 -6.666375044154632e-07 2.045551426380181e-07 -2.348910275414144e-07 4.704088376611373e-07 1.1475945863618026e-05 -2.056361294248295e-07 -1.0568684597731336e-09 -4.2402420968210634e-07 1.48695315073811e-07 -8.877225340996282e-07 3.7184863232898617e-07 2.681170334670697e-07 5.475593699642817e-07 -4.610425722038257e-07 -2.1281269316035656e-07 -7.061864192932164e-07 2.4568518371076485e-07 2.495654991348067e-06 2.767315313750675e-06
