 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal maternal
intercept 0.0002493766879598402 1.717437725186249e-06 -1.6242344532923432e-06 -9.984623910281957e-06 4.139846473456119e-06 6.246622054354669e-06 1.0758994614442522e-07 1.7091043524754387e-06 -9.603780002329995e-07 5.774515528369018e-07 -1.513954967473892e-08 3.863160114027578e-07 -1.8699858508123628e-07 2.6725904825632764e-07 5.989315938513987e-08 2.6137521442462225e-07 7.426948883582768e-07 1.5701887112737734e-07 -7.316111218116031e-07 -1.377411564820755e-07 -5.020300443913428e-07 2.893894873908988e-07 1.3702964556798284e-06 1.2813821315340075e-07 1.8473895744180463e-07 -8.043974226807368e-07 -4.194809975575801e-06 1.237823011623942e-05 -9.020384629313599e-07
AGE 1.717437725186231e-06 6.564164775337665e-07 4.2382378948164916e-07 6.202434379454676e-07 -6.063543637652916e-07 -5.011863519199748e-07 -1.744473449520776e-08 4.250569283302659e-08 -4.1935377692617626e-08 2.1382915532458225e-08 7.134363109914447e-08 3.60867631631185e-08 -4.4933046151945506e-08 1.2824004365329212e-08 1.7916973967658458e-08 4.2651118320299355e-08 5.8834257681474556e-08 -7.190120608944773e-10 -6.067333942944698e-08 1.681947732311931e-08 4.5791342612101376e-09 -1.136997758310997e-08 3.8322070266260735e-09 -7.819130572331752e-09 8.150195149517785e-09 -3.652271193221003e-08 -3.501678951875622e-07 -1.268897322599118e-09 6.28541383825046e-07
sex -1.6242344532922545e-06 4.238237894816497e-07 0.0010630825930476196 7.280243248475599e-05 -0.00028042599366070374 -5.964398095154087e-05 2.8593026268733925e-07 3.154703937863757e-07 -1.5793638429660869e-07 2.790502092719307e-07 1.3576970437517158e-06 -7.607079612712846e-07 -1.7788521896900853e-07 1.75220350695737e-07 -5.44401027130398e-07 1.4430716729597493e-08 4.915072241900254e-07 -5.780336372782326e-07 -1.9209418509230122e-07 4.170456909269312e-07 -1.613905825185963e-07 -8.075261707255443e-07 1.9264377797091043e-07 -3.9270756211477347e-07 -3.245731558987297e-07 3.599549378037445e-07 -1.6479727347205499e-06 -5.8802473529319834e-06 1.1179993291246403e-05
age_sex -9.98462391028195e-06 6.202434379454677e-07 7.280243248475614e-05 0.0005609626211911427 -5.7356235068443055e-05 -0.00020580936241859342 3.808013952440771e-07 1.3593492408775295e-07 1.0784577021585725e-07 4.857902582274443e-07 4.339714184443087e-08 1.2885423811503197e-08 -4.363627965935979e-07 4.4054895636980446e-08 2.334639333284644e-08 9.935565480094305e-07 -6.679092209551681e-07 -8.080387679037446e-08 5.00909702279221e-07 6.321313785310233e-08 -2.2870845915032297e-07 -3.2501179968154223e-07 -9.371440398495752e-07 -2.602143280621303e-07 2.9943063812030206e-08 2.1360752112869226e-07 -8.95122885470709e-06 5.475751897458743e-06 5.759114280071601e-06
age2_sex 4.139846473456094e-06 -6.063543637652918e-07 -0.00028042599366070385 -5.735623506844301e-05 0.00016201530323162563 5.095844570462905e-05 -2.038915048434882e-08 -6.574624254780064e-08 1.8848869216203577e-07 -1.8790854820376425e-07 -4.337015987143399e-07 1.4768835242066766e-07 5.97479608157159e-08 -8.047155075980703e-08 2.624980916886301e-07 -1.303404847185511e-07 1.0911123037539221e-07 2.065093392851562e-07 1.369005082422416e-07 -3.2626843103626497e-07 7.236133252145934e-08 -6.236967986105584e-08 5.530276097761592e-08 -1.6880769529338352e-09 9.471088470911138e-08 5.1877795210760095e-08 6.91319983672094e-06 -3.97688149358837e-06 -6.16776563296367e-06
age3_sex 6.246622054354661e-06 -5.011863519199748e-07 -5.964398095154095e-05 -0.0002058093624185934 5.095844570462906e-05 0.00010604399896776042 -7.503944323857908e-08 -2.724974027856201e-09 1.0446399849313315e-07 -1.687155652210677e-07 -1.11019588469587e-07 5.0454967661754234e-08 1.192747997274208e-07 -1.6853231042349807e-08 -9.409769773040159e-08 -2.923618752002463e-07 2.713303739204544e-07 -1.0222742116041031e-09 -2.0146653509508868e-07 -1.837733566901777e-07 1.8281410743161825e-08 5.267117840503897e-08 2.5463017762755057e-07 1.9264631962270836e-08 -8.777576837549454e-09 5.4931538442801935e-08 5.601080433611258e-06 -4.885889991463641e-06 -4.895715530146361e-06
PC.PC1 1.0758994614442329e-07 -1.7444734495207777e-08 2.8593026268733904e-07 3.808013952440777e-07 -2.0389150484348778e-08 -7.503944323857932e-08 4.82078647068262e-07 -1.175140605513777e-08 -9.89652515817763e-09 -2.266988417214826e-08 -3.9540732951152365e-08 8.655188454003741e-09 -4.208650524086996e-09 2.488108852695654e-08 4.586090002431626e-08 -1.252456522459092e-08 -1.4677895566775697e-08 2.0823483037026244e-08 -2.1749740897400963e-09 -2.3173866426180395e-08 3.665233598007007e-08 3.2653861536241505e-09 1.0204139178978392e-08 -1.5355931635088843e-08 -7.889910539004391e-09 -5.188339611530108e-09 -3.743655017148575e-08 7.465800761392362e-07 4.827161402345857e-07
PC.PC2 1.7091043524754728e-06 4.250569283302687e-08 3.154703937863753e-07 1.3593492408775277e-07 -6.574624254780027e-08 -2.724974027855805e-09 -1.1751406055137786e-08 9.234222100542345e-07 -5.809219215938872e-08 5.839456754951662e-08 1.541832091138594e-08 -1.6637758588299026e-08 -1.0647902510787782e-09 -2.4932613216040327e-08 1.4920753059828888e-08 1.8441851737989386e-08 7.507925594894558e-09 -1.382707973713169e-08 -5.289600986946388e-09 -7.850454568626305e-09 -2.1184781589850475e-08 4.3087959460008677e-08 8.860643521443267e-09 -1.852287017969214e-09 6.656003092637307e-09 1.2244486501843158e-08 -1.1430224046048757e-07 4.985360135378368e-07 6.624617577483123e-07
PC.PC3 -9.603780002330048e-07 -4.193537769261772e-08 -1.5793638429660922e-07 1.0784577021585742e-07 1.8848869216203566e-07 1.0446399849313294e-07 -9.8965251581778e-09 -5.809219215938873e-08 1.0103146337777826e-06 2.4752728151682964e-08 5.961275095900238e-08 4.729529497039712e-09 2.3343129377296815e-08 -5.516133505732151e-08 3.7048529719803737e-09 3.1114195003361406e-08 -1.2417493895090617e-08 -2.4080637647111744e-08 -4.074384023290625e-09 3.06468328258175e-08 2.5187529495570568e-08 -4.566475589955624e-08 -4.9815708524673285e-09 5.644593115864255e-08 1.7865867641850244e-08 -8.485133753574531e-10 -1.915355582972893e-07 -1.143083334905345e-06 -1.0921056691157075e-06
PC.PC4 5.774515528369031e-07 2.138291553245822e-08 2.790502092719317e-07 4.857902582274439e-07 -1.879085482037644e-07 -1.687155652210676e-07 -2.2669884172148263e-08 5.839456754951689e-08 2.475272815168269e-08 1.296341662689067e-06 9.820977116353328e-08 -4.645010502623488e-08 1.2364748752254443e-07 5.6661277744939695e-08 9.104019282491685e-09 -3.0764620169781735e-08 -1.60494113667515e-08 6.05691831847484e-08 -1.7755021019321906e-08 5.341591114990553e-08 3.942784113371146e-09 4.348686281249372e-08 -4.875197011506368e-09 1.3653894456833185e-09 -9.014840763497119e-09 -4.2970111936512064e-08 -4.529232105264795e-07 -2.9270176438969303e-07 -3.3220236742191906e-07
PC.PC5 -1.5139549674740514e-08 7.134363109914444e-08 1.3576970437517167e-06 4.339714184443063e-08 -4.3370159871434005e-07 -1.1101958846958695e-07 -3.954073295115249e-08 1.541832091138591e-08 5.961275095900224e-08 9.820977116353363e-08 1.7280851929477254e-06 4.0141652707740673e-08 5.660962015916878e-09 -2.418398783851068e-08 -1.0229890147413985e-08 2.7761404783997724e-08 1.2976597444380745e-08 2.4593936410133606e-08 -6.740880159485147e-09 -2.906270239542238e-08 -1.7513468238346726e-08 -3.470970445175185e-08 -5.4061572872919194e-09 1.0183329186883505e-07 2.1287052834484416e-08 5.609551495318315e-08 3.7799950687004956e-08 -8.664784795384232e-07 -6.29447842685723e-07
PC.PC6 3.8631601140275783e-07 3.6086763163118447e-08 -7.60707961271284e-07 1.2885423811504508e-08 1.4768835242066716e-07 5.045496766175356e-08 8.655188454003726e-09 -1.6637758588299126e-08 4.7295294970397445e-09 -4.645010502623486e-08 4.014165270774068e-08 1.912896085822645e-06 9.744522420062543e-08 -2.4339443016417437e-08 -8.992493966520394e-08 1.549015250800852e-08 -1.9644006731687838e-08 -4.6892061553325706e-09 -2.5174062170241702e-08 1.8855572720605527e-08 3.5157858862144026e-08 -5.858256828467745e-08 -1.2032749764991146e-07 2.6113299586709848e-09 -2.0450404885534933e-08 -1.6692928968011364e-08 -3.485943398099436e-08 6.413372477698679e-07 -6.39842831502909e-07
PC.PC7 -1.8699858508123252e-07 -4.493304615194548e-08 -1.7788521896900858e-07 -4.363627965935987e-07 5.974796081571605e-08 1.1927479972742123e-07 -4.2086505240869346e-09 -1.064790251078714e-09 2.334312937729678e-08 1.2364748752254435e-07 5.660962015916796e-09 9.744522420062542e-08 1.5173026297843995e-06 1.480874582146497e-07 2.4157027037369973e-08 -3.600111848871263e-08 -1.7157117539197282e-08 -5.5608040577562223e-08 7.488092085280298e-09 1.2712589016130928e-08 1.4721749786830212e-08 -2.067594089698517e-09 -2.4572027068893754e-08 -4.2019355014110654e-08 -7.324013736756283e-09 -3.6529882989972016e-09 1.1362749169809519e-08 1.1449938541020005e-06 4.5592047282795193e-07
PC.PC8 2.6725904825632727e-07 1.2824004365329146e-08 1.7522035069573627e-07 4.4054895636978295e-08 -8.047155075980648e-08 -1.6853231042348937e-08 2.488108852695657e-08 -2.4932613216040357e-08 -5.516133505732156e-08 5.666127774493969e-08 -2.418398783851076e-08 -2.4339443016417506e-08 1.4808745821465002e-07 2.104516093697886e-06 -4.269498411738389e-08 -9.162138263378399e-08 3.2390663414986386e-09 -3.829833582380126e-08 1.599631161139202e-08 -2.741137688506774e-08 -2.3748161469522515e-10 8.934696297561887e-08 -8.866875979805144e-08 -3.3473272804135546e-07 1.4322131455063673e-08 -6.331108174864705e-08 -6.146730214410053e-08 8.667661279969214e-09 3.867631462768982e-07
PC.PC9 5.989315938513925e-08 1.791697396765847e-08 -5.44401027130398e-07 2.3346393332848273e-08 2.6249809168862967e-07 -9.409769773040237e-08 4.58609000243162e-08 1.4920753059828917e-08 3.7048529719804005e-09 9.10401928249166e-09 -1.0229890147413937e-08 -8.992493966520389e-08 2.4157027037369993e-08 -4.269498411738401e-08 2.0825256594520094e-06 7.130668784264184e-08 1.1047461490103065e-07 5.787564280494807e-10 -1.6519071893772315e-07 -8.333793509430793e-09 -3.316634475030628e-08 -6.854845280055951e-09 5.4388275225424156e-08 8.068011495016395e-10 1.8923203147560096e-08 -5.4671650592696074e-08 -3.7276452400669395e-07 8.31581998586927e-07 1.7324876750218582e-07
PC.PC10 2.613752144246214e-07 4.2651118320299395e-08 1.4430716729597539e-08 9.935565480094311e-07 -1.30340484718551e-07 -2.923618752002468e-07 -1.2524565224590932e-08 1.844185173798933e-08 3.111419500336143e-08 -3.076462016978182e-08 2.776140478399782e-08 1.5490152508008487e-08 -3.6001118488712636e-08 -9.16213826337841e-08 7.130668784264203e-08 2.5132097022194325e-06 -1.3003151476548058e-07 4.265693636973816e-08 5.1308749567262884e-08 5.3339292364933543e-08 -4.4805426355086356e-08 -4.120520769030067e-08 2.398471046357642e-08 2.3541112431569883e-07 2.069050805920035e-08 7.581284434737232e-08 2.527307861345934e-07 5.639370353377899e-08 -3.763676074434096e-07
PC.PC11 7.426948883582754e-07 5.88342576814745e-08 4.915072241900259e-07 -6.679092209551685e-07 1.0911123037539233e-07 2.713303739204545e-07 -1.4677895566775737e-08 7.507925594894525e-09 -1.2417493895090623e-08 -1.6049411366751514e-08 1.2976597444380716e-08 -1.9644006731688096e-08 -1.715711753919739e-08 3.2390663414986593e-09 1.1047461490103076e-07 -1.300315147654806e-07 1.9904604720696693e-06 -7.001068377120863e-08 -1.4346236025978617e-08 5.004043845781121e-08 -4.7035760757559806e-08 1.471022474140512e-07 7.623693579859484e-08 -7.534965839517097e-08 3.319130713931813e-08 -2.1766382833066126e-09 -1.9851548244898766e-07 -2.9363149560750726e-07 1.37079176235618e-07
