 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal maternal gpp gpm gmp gmm
intercept 0.005148001258306256 0.00015887243605699176 0.003176047910000534 0.007891161385044929 0.008589520081748368 0.00251350399157584 5.5522540550269366e-06 1.8541583482996488e-05 -3.833206781485458e-06 5.2386664775102965e-06 -5.200933869625295e-06 -7.3957693188287085e-06 3.800061686121268e-06 9.94433786026924e-07 -6.998380550998507e-06 -5.84023538863589e-07 -6.0616946026307656e-06 -3.7589267537359125e-06 -1.1667668951429725e-05 6.869684223038314e-06 3.631845242519025e-06 1.989308642106158e-06 -3.724872957230839e-06 2.661399582142349e-06 4.346497254328728e-06 7.246516298014495e-06 -0.0001550512389302857 -0.00029401601695951525 -0.00028962382022487855 0.00045838605056516693 0.00018449179835958345 0.0006114620137787287 0.00023505375049057327
AGE 0.00015887243605699228 8.523223363755238e-06 -1.3138389447197652e-06 -2.769793601399358e-05 -3.661994295409806e-05 -1.1393460596903746e-05 -1.5622377745769715e-08 1.1289658524528748e-06 -1.4923271305650844e-07 2.4362093612978336e-07 1.718636247888906e-08 -1.39841038137726e-07 -3.7048200112542475e-08 -9.069575954178958e-08 -3.8359676777661824e-07 3.180961361136493e-07 -2.370314251272553e-07 -5.265766077166704e-07 -5.557749465671374e-07 2.0410292470264332e-07 2.5030864463124334e-07 -1.456453201288073e-07 -5.4297862066207467e-08 -1.4525594968022777e-07 3.2729268840003236e-08 -4.834177895328297e-08 -5.337939997560271e-06 -7.522272698899024e-06 -6.6586668790717955e-06 5.491628912547845e-06 9.284372514388134e-06 1.1532279341643921e-05 8.788925345712926e-06
sex 0.003176047910000717 -1.3138389447219123e-06 0.029158481387699286 0.034507075710568304 0.024322091036175105 0.005276879041170653 -4.787130029084897e-06 1.1783723471873776e-05 -7.152338668341496e-07 -9.669481331213073e-06 7.854572385193362e-06 -3.080052990349385e-06 -2.0322570720078835e-06 1.883627468156217e-05 4.0583290813994045e-06 6.761442064099249e-06 -4.0997926790548744e-08 5.566590483858464e-06 3.98334793243661e-07 1.2862417823553037e-05 -4.010443795282711e-07 -1.2276094175378825e-05 3.737048367621302e-06 -5.8789492348169915e-06 1.6119558419093643e-05 1.1373151615759015e-05 -5.226079062953348e-05 -0.00020703127296013634 -0.00017922279541940066 0.00010960523504941964 -0.00010044456851584518 0.0005303452277197383 0.00022931267602109125
age_sex 0.007891161385044986 -2.76979360139973e-05 0.03450707571056696 0.07093786928137104 0.06856297346401126 0.018492985597554593 2.408070819089107e-06 5.617755662810563e-06 1.662039842952944e-05 -4.260126372984199e-06 6.677854415813619e-07 1.7214294541043041e-06 -7.67627559660905e-06 2.3646379652611043e-05 -8.186323915564827e-07 1.2093285372546837e-05 -3.4237644811231734e-06 1.7660248814816878e-05 -4.866624608943724e-07 9.279504022902535e-06 8.830243083312622e-06 1.444670863575214e-07 -2.817675993620108e-06 -1.2290714267837888e-05 4.456253177449499e-06 -3.1462767570405637e-06 -0.00034734003746185677 -0.00018767418513495097 -0.00041329022881025863 0.0003032638814869248 -0.00044726446751737947 0.0014665461139420563 0.0003363387009614468
age2_sex 0.00858952008174825 -3.661994295410136e-05 0.02432209103617303 0.06856297346400976 0.0764295175271904 0.0224613089857798 3.2320533627621564e-06 -1.5564374954076975e-06 2.4468784053214562e-05 -2.0707703718950774e-06 -2.3592902428463354e-06 2.8900387097079467e-06 -6.995954975641676e-06 1.6197612423999687e-05 -2.66147059806916e-06 3.2908953331506076e-06 3.976220183888008e-06 2.215467323110322e-05 -3.1975964833446303e-06 4.11453785193661e-06 1.2941591805655993e-05 1.3209909453363719e-05 -5.879035644740603e-06 -7.5419391494863724e-06 -3.2832803054097983e-06 -6.779389793001705e-06 -0.0002864231674033857 -0.00016564582127170328 -0.00033009318225441935 0.00034188296395551855 -0.0004660287066515848 0.0015316636426545923 -9.198692929305006e-07
age3_sex 0.0025135039915757757 -1.1393460596904515e-05 0.005276879041169927 0.01849298559755389 0.022461308985779527 0.006960896627186522 6.780863269939853e-07 -1.2909450585237804e-06 8.089423436758938e-06 -5.600258285904426e-07 -6.784986827104718e-07 4.5383951714758447e-07 -1.4470853369284526e-06 3.5961208222301385e-06 -9.999835424801453e-07 -1.2779483269818931e-06 2.5920356811374096e-06 6.4677810359909465e-06 -1.8808350140592455e-06 5.3471273617809e-07 4.079758166883299e-06 5.9813682468456085e-06 -2.2813544286683e-06 -1.1990079142415935e-06 -2.0748362254044553e-06 -1.6590348372478829e-06 -6.025099787887592e-05 -5.6366506692916596e-05 -6.340697411917293e-05 7.965444342307916e-05 -8.96630162940406e-05 0.00040883452874486675 -6.268036969966025e-05
PC.PC1 5.55225405502591e-06 -1.5622377745765533e-08 -4.787130029088005e-06 2.408070819080534e-06 3.232053362752999e-06 6.780863269913823e-07 2.299791713578887e-06 -1.9347289838469964e-08 -1.5835315212786697e-07 -1.6733208598180634e-07 7.23510639441745e-08 -1.0680953054828958e-07 -1.428004076598375e-07 1.6049045804533063e-07 5.696970737129987e-08 -8.194599854569029e-08 4.343607850150889e-08 2.9026600137621034e-07 -2.423130882168733e-07 -1.1297573234248188e-07 2.3436321295932931e-07 -1.714666127804263e-07 -3.8970200127693316e-08 1.9031609612920175e-07 4.806797183662768e-07 -2.935811532683768e-07 8.373681582084681e-07 -4.954995499538464e-07 -1.0100961772804747e-06 4.589174712913754e-06 3.470656366368328e-06 5.998194238296615e-06 2.691653460012676e-06
PC.PC2 1.8541583482996586e-05 1.1289658524528716e-06 1.178372347187368e-05 5.617755662811493e-06 -1.5564374954062705e-06 -1.2909450585233043e-06 -1.9347289838469428e-08 3.464677442911415e-06 8.167485236446093e-08 -1.9830234644968894e-09 2.389601177569335e-07 -1.0395138924774673e-06 -1.732015413193112e-07 -2.5349049547312576e-08 1.1511337292144529e-07 2.4469927808753444e-07 -8.32414485590365e-07 -5.584709221324979e-07 7.460508387976342e-08 -2.6319853788570213e-07 -1.347459962848817e-07 -2.8203642948388924e-08 -9.999675056916053e-08 -2.131188734241272e-07 -4.0004121319497775e-07 9.829368794481362e-08 -1.6788231772610338e-06 -4.015622936679629e-06 9.061459885293831e-06 1.5125098700728143e-06 9.605654947734908e-06 -3.3171494119672517e-06 -1.595082613042953e-07
PC.PC3 -3.833206781485585e-06 -1.4923271305651188e-07 -7.15233866834752e-07 1.6620398429528563e-05 2.4468784053214037e-05 8.08942343675887e-06 -1.58353152127863e-07 8.167485236445944e-08 4.337323488119703e-06 6.376291797172724e-08 3.378018980727792e-07 3.6397814745217065e-07 2.754964492908595e-08 -2.21181367830933e-07 -7.662992966556471e-08 5.535867460003527e-07 2.686371394650245e-07 -3.1321559694755665e-07 6.644995292696587e-08 1.381713830835114e-07 -1.6659744839019886e-08 -6.654438916066791e-08 2.5499410973738497e-07 -2.8609708122029938e-08 -4.10452835947326e-07 -1.258220999261404e-07 -7.066970387418281e-07 -2.556338842177635e-06 2.1286759291730894e-06 -5.937704572429131e-06 -2.365716266157539e-06 -1.1187409340202496e-05 -1.4448004831306608e-06
PC.PC4 5.238666477508817e-06 2.4362093612978325e-07 -9.669481331223063e-06 -4.2601263729986125e-06 -2.0707703719066598e-06 -5.600258285932143e-07 -1.6733208598180557e-07 -1.983023464501172e-09 6.376291797172611e-08 5.676151723059676e-06 8.304587153822904e-07 -4.079357965779036e-07 1.716721192393011e-07 -1.8221230783299252e-07 1.8657403353934246e-07 -5.276517371823134e-08 -1.6461211272900918e-07 -9.76111616524688e-08 1.7494683456882673e-08 -3.7852003193491466e-08 -9.278019692131607e-08 2.468742500667303e-07 -1.3307399946461537e-07 -7.962841567560542e-07 3.3373832541376107e-07 4.355338917720453e-07 -6.607664599716829e-07 2.741156815621545e-06 -8.159389525303427e-06 -1.011853349690237e-05 3.161845970732819e-06 3.694525529919384e-06 6.058031720456881e-06
