 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband
intercept 0.0003547789516823375 2.7895723066608713e-06 -1.937841655249743e-06 -5.33289305745235e-06 2.3739742992406184e-06 3.5467106940050156e-06 8.111262741839574e-08 2.6959072211771456e-06 -2.5494988134982516e-06 1.0377295344770615e-06 -8.018029450665245e-08 6.933110177505072e-07 3.455899308716253e-07 2.3353249685005257e-07 1.3585290237136473e-08 5.400377392294894e-07 9.275736991895767e-07 -3.791665085198131e-09 -1.3567245429074126e-06 -1.4488676383612534e-07 -7.506766552780586e-07 3.252556972201153e-07 1.927362969868859e-06 2.613423675245372e-07 2.113870552788054e-07 -1.1301609263747004e-06 -5.907345443580433e-08
AGE 2.7895723066608535e-06 6.448479050279125e-07 3.702372306066337e-07 5.467499073097124e-07 -5.124976322540065e-07 -4.236228792853215e-07 -2.0320000798641167e-08 5.995103038461946e-08 -4.6048929952356245e-08 2.435736120507041e-08 5.943769694348318e-08 2.3977111821894855e-08 -5.500793142295006e-08 9.894267752207147e-09 1.3752635822186497e-08 4.9434099655601985e-08 6.708046331003375e-08 -3.412768394858932e-09 -5.799244514214211e-08 1.3432933129837924e-08 2.1687851256856653e-09 -7.351065045492038e-09 1.485551691490076e-08 -6.704669807542048e-10 1.5671191609471886e-08 -3.680809124352914e-08 -1.7287634352779369e-07
sex -1.937841655249779e-06 3.7023723060663374e-07 0.0007629343776123164 5.903499176835909e-05 -0.0002031738191835254 -5.074388608551733e-05 1.8034513766530368e-07 2.56364245506357e-07 -1.5379848760524345e-07 1.223791897194818e-07 7.312537216971133e-07 -5.0652522664714e-07 -2.7420303310622375e-07 1.4423975783925146e-07 -4.1066003142863325e-07 -2.7793296797249564e-07 1.597027072452483e-07 -1.4423095779648418e-07 -9.994195409472682e-08 4.593796099013881e-07 -2.4640028624413413e-07 -5.163315798323871e-07 -2.0784318185388093e-07 -2.4846971205121083e-07 -4.309811015369816e-07 4.001651374993319e-07 -3.285695338963007e-06
age_sex -5.33289305745233e-06 5.467499073097114e-07 5.903499176835897e-05 0.0003754653996529851 -5.2592168705182264e-05 -0.00013140588469648252 3.548210856537082e-07 3.802509267381521e-08 1.4980775940705572e-07 2.7244910993309137e-07 -1.2036598955223636e-07 -3.2146089474970205e-08 -3.90417470955073e-07 7.823173636646959e-08 2.650783799318293e-07 1.14983655618628e-06 -6.565238557468562e-07 -2.387218219214613e-07 4.4061415855641363e-07 5.817109464946692e-09 -5.260046931819336e-07 -1.027068083363535e-07 -8.436764486714115e-07 -9.742311195186273e-10 1.3257535466963767e-07 2.495274629088052e-07 -3.865665273200184e-06
age2_sex 2.3739742992406244e-06 -5.124976322540065e-07 -0.00020317381918352515 -5.259216870518233e-05 0.00011985928241216056 4.382468332590298e-05 -6.352131926227403e-08 -9.283675902387027e-08 1.1749071475456732e-07 -1.0474708007476329e-07 -9.632170984690723e-08 8.874138817235412e-08 1.931926923290257e-07 -6.015575857554424e-08 1.916045861809837e-07 -6.043647522863319e-08 1.5862493602170806e-07 8.515766360010925e-08 3.833300295758731e-08 -2.601967360092973e-07 9.197135922115782e-08 -1.6805019515560556e-07 1.1790233070899851e-07 -2.4024189179979355e-08 -3.479915077412308e-08 -2.1909949169320724e-08 3.653768424306103e-06
age3_sex 3.546710694005073e-06 -4.236228792853208e-07 -5.07438860855172e-05 -0.00013140588469648254 4.3824683325902954e-05 6.675035915824902e-05 -9.698080490217523e-08 6.494424409569187e-08 1.680279494228319e-08 -4.413280658272848e-08 1.1938280393234057e-08 5.179057104227624e-08 1.513928997150426e-07 -3.795942476029583e-08 -7.411472687010187e-08 -4.0338447667635405e-07 2.9756325523970416e-07 7.44985984346877e-08 -2.1147013012111515e-07 -7.709069267749064e-08 1.4197627026069387e-07 -2.7673212033341404e-08 2.160326549796287e-07 -9.447319163823461e-08 -1.0335285698686275e-07 -1.494136633038015e-08 2.03773248845126e-06
PC.PC1 8.111262741839734e-08 -2.032000079864114e-08 1.80345137665304e-07 3.548210856537079e-07 -6.352131926227411e-08 -9.698080490217518e-08 6.52227301286067e-07 -3.241946098324877e-08 -5.503875593117567e-08 -1.8752957110142734e-08 -4.839045706179155e-08 1.2293733232466702e-08 8.532341565831549e-09 3.643593606763257e-08 6.323437678407498e-08 -6.64704908094279e-09 -2.8569015907308335e-08 1.4750502359684214e-08 1.255849114876836e-10 -3.939936272435089e-08 5.05189381555996e-08 1.2092231912073584e-08 1.1463244249076081e-08 -1.4239982019018738e-08 -1.067034785201498e-08 -2.8567975808267636e-09 3.412216129569374e-07
PC.PC2 2.6959072211771706e-06 5.995103038461959e-08 2.563642455063574e-07 3.802509267381332e-08 -9.283675902387014e-08 6.494424409569256e-08 -3.241946098324881e-08 1.3399885049729816e-06 -8.307691207721292e-08 8.158481288720713e-08 1.7526729247810836e-08 7.026172082343631e-09 -3.4650663216336983e-09 -5.6341253554907794e-08 2.974924863793789e-08 9.323821167197424e-09 -2.9512163344830655e-08 -2.613144833816868e-08 -5.216476259062809e-08 -3.1910667118230596e-08 -3.6122954456637424e-08 6.091412559182229e-08 1.647407478113384e-08 1.337264544455332e-08 9.159681633394947e-09 1.8926109767919493e-08 3.1930025741742656e-07
PC.PC3 -2.5494988134981525e-06 -4.604892995235548e-08 -1.5379848760524337e-07 1.4980775940705318e-07 1.1749071475456808e-07 1.6802794942284627e-08 -5.503875593117549e-08 -8.30769120772125e-08 1.3118216790993047e-06 3.6486019010052027e-10 8.608630958857707e-08 -1.815063963545773e-09 3.799406486398571e-08 -8.759031061195039e-08 9.642021582252734e-09 2.257055822390009e-08 -1.0421945386629306e-09 -2.5830600344846187e-08 1.09413803647283e-08 4.7851349452973644e-08 4.92765567122103e-08 -6.594579007253843e-08 4.420217845180478e-10 6.213802312794574e-08 2.4344694392513115e-08 -8.37171543734189e-09 -1.0062359010028197e-06
PC.PC4 1.0377295344770704e-06 2.4357361205070508e-08 1.2237918971948052e-07 2.7244910993309015e-07 -1.0474708007476255e-07 -4.413280658272795e-08 -1.8752957110142866e-08 8.158481288720714e-08 3.648601901006438e-10 1.8114627057510568e-06 1.3340684552604173e-07 -4.879995014549344e-08 1.1382446357053277e-07 7.907710394328794e-08 2.7093290613908403e-08 -1.7398334880862505e-08 -3.680814212235899e-08 6.710056388126532e-08 -2.8567386770873834e-08 6.29584838796825e-08 -5.088846338446052e-09 4.6813702548443976e-08 -4.497195427806816e-09 -8.817560039507973e-09 -1.0948885891201036e-08 -5.227578559465417e-08 -6.014453508807319e-07
