 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal maternal gpp gpm gmp gmm
intercept 0.0033477054766699725 9.99907214268853e-05 0.0021197294925803735 0.005265345089621086 0.005725994544635659 0.0016743588457112872 4.164245995165407e-06 1.2144975797842517e-05 -3.7592604559945386e-06 3.893751097232881e-06 -3.8061064266783574e-06 -4.316764986290209e-06 2.581725237467119e-06 7.40891868224484e-07 -4.3859539632782274e-06 -6.668479201120831e-07 -3.989850306288472e-06 -1.3145617734843e-06 -7.961264958173895e-06 4.28876394124975e-06 2.4346779530757626e-06 1.6923575291823716e-06 -2.2950762152518844e-06 2.2368576444852235e-06 3.1957030179880927e-06 4.580883610041922e-06 -0.00010259290456189176 -0.0002143526626602183 -0.00018715940997058483 0.00035053171122724383 8.652700524134349e-05 0.00043179042216488024 0.00012955137749608538
AGE 9.999072142688542e-05 5.324742278291065e-06 1.18551554253024e-06 -1.3906511308222487e-05 -1.9649977877614683e-05 -6.1867324794954865e-06 -5.5370699438872934e-09 7.244991928919588e-07 -1.0467310353215352e-07 1.5272720668027463e-07 3.4310621423445177e-09 -9.370547325592964e-08 -3.4857572195977506e-08 -5.766967165720095e-08 -2.2170581528875526e-07 1.9128197025145973e-07 -1.631918439522251e-07 -2.929000577507696e-07 -3.639203840324237e-07 1.1892775343155768e-07 1.7163586210341086e-07 -6.950438343950495e-08 -6.219030820263288e-08 -1.012959075089839e-07 5.531545132089819e-08 -1.5535410158048898e-08 -3.348784838593012e-06 -5.87550377484872e-06 -4.929257095516324e-06 6.126391188838756e-06 3.891005777210492e-06 9.396894866189992e-06 5.145343658047851e-06
sex 0.002119729492580586 1.185515542529618e-06 0.019226312950482143 0.02269479340941168 0.01594460430557454 0.0034464262841271453 -3.0584645796470023e-06 8.014921566289951e-06 -9.343320501961459e-07 -6.5703379888147785e-06 4.9936049928763405e-06 -2.5025682865178848e-06 -1.7023481860333977e-06 1.2084746251600145e-05 2.8622950645317978e-06 4.729633893714588e-06 -2.82613594528813e-07 5.999580713064803e-06 -3.325147065861681e-07 8.613921494490748e-06 -3.669896985399728e-07 -7.169578895698689e-06 2.8951925821384706e-06 -3.6809825570326075e-06 1.0151366953829112e-05 7.610546131901753e-06 -3.538013650556994e-05 -0.0001450125375751793 -0.00010584310428447859 8.557824703899982e-05 -7.328260551537513e-05 0.00034145366859212266 0.00012696757041372883
age_sex 0.005265345089621222 -1.3906511308223541e-05 0.022694793409410385 0.0466718546891591 0.04507643013808568 0.01214540132830061 1.8715693062178072e-06 3.859616447483921e-06 1.0943566606211721e-05 -3.5162461235717862e-06 -2.343431376154962e-07 2.1865315943409737e-06 -5.030592548597975e-06 1.58069771859255e-05 -1.4576194953188407e-06 8.256740567240934e-06 -3.407462470615296e-06 1.4129008375486868e-05 -1.4377196538302162e-06 6.131626367341186e-06 5.110844829475311e-06 7.819067649612589e-07 -1.1703923934525012e-06 -7.972652801984558e-06 9.677426552410523e-07 -3.5810425695221393e-06 -0.00023966578643663515 -0.00013379082729137137 -0.00023525287428753647 0.00024241768129644613 -0.00031768834895475094 0.0009254614278417686 0.0002019516871730706
age2_sex 0.005725994544635622 -1.964997787761505e-05 0.015944604305572492 0.045076430138084135 0.05025188582096591 0.014759391327355027 2.3904641898558025e-06 -1.0403617804035744e-06 1.6372384847435487e-05 -2.1628677632146624e-06 -2.1740447639076624e-06 3.98605153078226e-06 -4.293925516029688e-06 1.1342166353235062e-05 -3.008826314229876e-06 2.4267589353374613e-06 1.532270482208204e-06 1.6145291409423067e-05 -3.217051783945996e-06 2.7906855207737547e-06 7.818137867362043e-06 8.824039213540656e-06 -3.592189194590714e-06 -4.858375392393428e-06 -4.815960760716036e-06 -6.789266416729588e-06 -0.00020455888745209264 -0.0001192367108318686 -0.0001758644270199529 0.00028072353171051094 -0.00033462506453678305 0.0009719018858810873 -1.80366267187267e-05
age3_sex 0.0016743588457112405 -6.18673247949558e-06 0.00344642628412647 0.012145401328299898 0.014759391327354732 0.00457200787324604 5.079150270003035e-07 -8.64640050505634e-07 5.444336150157115e-06 -6.208674865612802e-07 -5.966821935184935e-07 1.049258096447959e-06 -8.4796884830263e-07 2.6054017961883914e-06 -1.0098982844947816e-06 -8.057005085215789e-07 1.4619405680925148e-06 4.625830576784354e-06 -1.5955417826636556e-06 4.068810740850289e-07 2.5386080927026433e-06 3.877380788573158e-06 -1.5093354543205236e-06 -8.021350791096883e-07 -2.239660850616373e-06 -1.884356073657667e-06 -4.544684021688011e-05 -4.0364031734963604e-05 -3.0402525469310196e-05 7.041531211210963e-05 -6.655749783081088e-05 0.00026177589257530957 -4.60083542806089e-05
PC.PC1 4.16424599516532e-06 -5.537069943888905e-09 -3.058464579647317e-06 1.8715693062173195e-06 2.390464189855391e-06 5.079150270002028e-07 1.556980273917972e-06 -3.25889135970711e-08 -1.384483974271141e-07 -8.520420321270352e-08 4.632591699714447e-08 -6.541928688274408e-08 -8.564039445387456e-08 1.0248926723713662e-07 4.937244615104361e-08 -5.885430733518902e-08 2.1945423495243864e-08 1.864347989058823e-07 -1.5491913402120417e-07 -7.711173681069754e-08 1.5387590140062713e-07 -1.1504211682079657e-07 -1.972640787895399e-08 1.3761717407042928e-07 3.104110963010532e-07 -1.801135231117123e-07 5.127214204933673e-07 -5.476300225904857e-07 -7.805941183472154e-07 3.2026493501203157e-06 2.5625905810233276e-06 4.178348110768762e-06 1.7050584357417875e-06
PC.PC2 1.2144975797842229e-05 7.244991928919635e-07 8.014921566287744e-06 3.859616447480263e-06 -1.0403617804068757e-06 -8.646400505064988e-07 -3.258891359707091e-08 2.4440328287832313e-06 5.4013072053915816e-08 -1.2322492931403205e-08 1.4122546364284997e-07 -6.314250740414318e-07 -1.11457317001876e-07 -2.235160235319826e-08 1.0209917779465566e-07 1.6338157384889754e-07 -5.386155895749366e-07 -3.57703976299516e-07 2.36545067959965e-08 -1.9073005709434016e-07 -8.918730934199949e-08 2.718699860872898e-09 -1.5998902911133097e-08 -1.6070691671874327e-07 -2.515182804161021e-07 3.7961883039237615e-08 -1.3851201441351656e-06 -2.596609128705496e-06 6.195541578980539e-06 1.1033686859477662e-06 6.641178998793378e-06 -2.205098499454197e-06 -3.876503486753757e-07
PC.PC3 -3.7592604559940867e-06 -1.0467310353215563e-07 -9.343320501945478e-07 1.0943566606215602e-05 1.6372384847439708e-05 5.444336150158354e-06 -1.3844839742711423e-07 5.401307205391775e-08 2.939266113626834e-06 4.8607225226996894e-09 2.3600618251293152e-07 2.3268256537750157e-07 1.4069040238399831e-08 -1.4653429729608434e-07 -4.9311489312764776e-08 3.6739369086219796e-07 1.7446742695468377e-07 -1.9881777687678263e-07 5.555251792141568e-08 9.459208204264324e-08 -4.047630208837717e-09 -4.1594308937273006e-08 1.5514746233191032e-07 -5.2921155034021635e-08 -2.640053344303542e-07 -7.999978870952247e-08 -5.586539191727398e-07 -1.1997320484241392e-06 1.1363731593308714e-06 -4.104129055548833e-06 -2.180780160853931e-06 -7.3844240098445725e-06 -5.001476301363085e-07
PC.PC4 3.8937510972329635e-06 1.527272066802739e-07 -6.5703379888143245e-06 -3.51624612357111e-06 -2.1628677632140627e-06 -6.208674865611215e-07 -8.52042032127034e-08 -1.2322492931403423e-08 4.860722522700267e-09 3.894879226972011e-06 5.775661010804867e-07 -2.5591146659639997e-07 9.784174621439112e-08 -1.5074831360880524e-07 1.2751223895904215e-07 -1.662196430936248e-08 -1.159646554322925e-07 -7.039872199419342e-08 1.4413313200046447e-08 -2.4032037298857528e-08 -6.363999304451549e-08 1.5967132178567018e-07 -8.548091144283764e-08 -4.987795825208777e-07 2.2345210681054012e-07 3.0775782236003383e-07 -4.6524564962662233e-07 1.6093645193947802e-06 -4.659936915704388e-06 -6.302212633940408e-06 1.977447528540112e-06 1.1412830218482759e-06 4.036846867756421e-06
PC.PC5 -3.8061064266783596e-06 3.431062142345602e-09 4.993604992876143e-06 -2.3434313761574977e-07 -2.174044763907865e-06 -5.966821935185444e-07 4.632591699714416e-08 1.412254636428504e-07 2.3600618251293144e-07 5.775661010804873e-07 4.261448470805686e-06 4.8343171034401214e-08 2.7532144720223045e-07 -4.249541060679118e-07 1.9477675901738934e-08 3.7069124988354687e-07 5.894471232444235e-09 3.528152257828309e-07 4.4366968339634674e-08 2.1583063070475376e-07 5.0490703793125606e-08 4.4049833760897343e-08 -3.4619210381633124e-08 1.6204482968189562e-07 3.3491290465688863e-07 1.1401107759161629e-08 1.8082246602952495e-07 -1.417352869380735e-06 2.9370425724355213e-06 2.8917422257368097e-07 1.513954355477649e-06 1.7512701241525488e-06 -8.604413724198573e-06
PC.PC6 -4.316764986289606e-06 -9.370547325593102e-08 -2.50256828651514e-06 2.18653159434635e-06 3.9860515307874696e-06 1.0492580964493788e-06 -6.541928688274377e-08 -6.314250740414303e-07 2.3268256537750276e-07 -2.5591146659639954e-07 4.83431710344015e-08 4.7063629478217955e-06 1.2356775124549668e-07 -4.9682332216545145e-08 -3.940711831484866e-07 1.682067869498479e-07 1.2197534841169278e-06 1.4316264843755032e-07 2.763616030915445e-07 3.137143710606466e-07 2.9032003889288994e-07 -2.4829763908298835e-07 -2.6323519370529395e-07 2.1253378489920996e-07 2.830238419513031e-07 -3.1897138792598045e-07 7.325397239808425e-07 4.922689836762565e-06 5.111569158478815e-07 -5.454504275418232e-06 -3.4617617581969983e-06 -5.511341675862951e-07 -7.047505137469448e-06
PC.PC7 2.5817252374671384e-06 -3.4857572195977784e-08 -1.7023481860330032e-06 -5.03059254859756e-06 -4.293925516029495e-06 -8.479688483026165e-07 -8.564039445387467e-08 -1.1145731700187635e-07 1.4069040238400071e-08 9.784174621439067e-08 2.7532144720222966e-07 1.2356775124549755e-07 4.124218452816063e-06 4.742632840093258e-07 4.544220038737023e-08 -7.48923443759464e-08 2.635152763606903e-07 -4.1370288392006056e-07 3.9999448053872186e-08 4.412509707812041e-07 2.1814148253048204e-07 7.251790348773514e-08 -5.972627479534725e-08 1.7082527810653795e-07 1.0862119359421875e-07 -7.237306179342528e-08 4.3109675804819663e-07 3.908210746254099e-06 5.366642728816629e-06 -7.565066245583254e-07 1.61826096948389e-06 2.7866264587567774e-07 -6.545151241216771e-06
