 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal maternal
intercept 0.000145166795468428 1.3057080894061649e-06 -7.272477816644769e-07 -8.320846119419258e-06 2.9569158370631927e-06 4.8235335501992175e-06 -3.0887372541067776e-08 6.674400052730493e-07 5.454618261610801e-09 7.529879419716545e-08 1.1424160734365207e-07 7.886622886148719e-08 -4.097425683083658e-07 2.3873799563304385e-07 1.1982354546580485e-07 -7.090086073101834e-08 1.3869889778371066e-07 6.007567933895886e-08 -1.6776548157968115e-07 -1.4738985728919495e-07 -1.653723403843501e-07 3.2835467297469205e-08 2.1955444693573954e-07 -4.132172779631005e-08 9.346701244735767e-08 -1.8290361266397621e-07 -2.8047545351081663e-06 8.671164149032202e-06 -1.75679231167329e-06
AGE 1.3057080894061829e-06 5.050735858782879e-07 3.730194974368697e-07 4.7149903588492565e-07 -5.058570517152752e-07 -4.0288260357495557e-07 -1.3013755008295744e-08 3.528083860909154e-08 -3.1022933262229484e-08 2.2055528150638898e-08 5.5036788296026544e-08 2.8906754422941487e-08 -3.020796343057366e-08 9.646692042843077e-09 1.9569591058881917e-08 2.8651693707143748e-08 4.5889293975991085e-08 2.8839990407305864e-09 -4.871302346283644e-08 1.3164346085832837e-08 4.391350625848023e-10 -5.623292804629868e-09 1.7345008541673374e-08 -6.500598113254636e-09 5.017568757124743e-09 -3.235880961076204e-08 -2.6396050100792236e-07 3.139677038347965e-08 5.133725721670547e-07
sex -7.27247781664453e-07 3.730194974368686e-07 0.0008298223414693726 5.7691349925786955e-05 -0.00021941059854255475 -4.69684231579912e-05 2.3956456599150124e-07 2.499758112990492e-07 -2.0607916299061772e-07 2.792806481950751e-07 1.0538430500122323e-06 -4.798839840900505e-07 -4.455758300422864e-08 6.255842762529336e-08 -3.630049544083224e-07 6.64178868623451e-08 4.5284104892494956e-07 -4.6191665045431816e-07 -2.1027443045877787e-07 2.6325727140557726e-07 -6.402390838072989e-08 -5.264149452550257e-07 3.9560171452776833e-07 -3.4138547284713e-07 -2.2065693804800345e-07 2.2234918159697685e-07 -5.438143498670086e-07 -1.2953278167179746e-06 7.881097931549695e-06
age_sex -8.320846119419268e-06 4.7149903588492714e-07 5.7691349925787254e-05 0.00043915328163017514 -4.472218174577697e-05 -0.00016109753878320167 2.7234674454449376e-07 8.772891826916376e-08 9.22017444928208e-08 3.345697572971061e-07 9.486959544631458e-08 -7.263451280266596e-08 -2.961988639728585e-07 4.850022390560318e-08 -5.915546456275296e-08 7.420509524231051e-07 -4.91206146179333e-07 5.726397500253609e-08 4.823616892409537e-07 8.793245286825807e-08 -4.651271621478474e-08 -2.6953975666771775e-07 -7.388010303199619e-07 -2.5153781405402455e-07 -4.067749897395079e-09 9.865221088960736e-08 -7.281220629996976e-06 6.372543309774838e-06 4.597139454012573e-06
age2_sex 2.9569158370632015e-06 -5.058570517152749e-07 -0.0002194105985425549 -4.4722181745776845e-05 0.00012668668219159966 3.989395825460554e-05 -9.899335180183007e-09 -5.869984159326469e-08 1.7125907894330918e-07 -1.481747621455089e-07 -3.6396565700907195e-07 8.287581879064031e-08 -2.964474981099982e-09 -1.6621644551242313e-08 1.7128938203384506e-07 -1.1757454069802947e-07 6.189696247618504e-08 1.6104119647726187e-07 1.1155179755707513e-07 -2.5570649194629677e-07 6.201351672817896e-08 -3.08719853234134e-08 6.655655167958965e-09 4.630046118982976e-09 8.749857531054413e-08 1.9000329372137077e-08 5.329239576418906e-06 -3.6725280573937213e-06 -5.1755993990290855e-06
age3_sex 4.82353355019921e-06 -4.0288260357495616e-07 -4.696842315799132e-05 -0.0001610975387832016 3.989395825460559e-05 8.299940035340127e-05 -4.621267173063801e-08 -1.368451565702307e-09 8.813344139657414e-08 -1.344295646924624e-07 -1.2773381309572217e-07 5.8899930059178144e-08 7.163075414572705e-08 -1.4397005284764661e-08 -5.7244030345988067e-08 -2.2296550956635964e-07 1.8087819448712764e-07 -5.535858738675853e-08 -2.1072193379968412e-07 -1.6457525376406471e-07 -1.4496016560917734e-08 3.948405863654761e-08 2.3170325837649286e-07 3.6870631733686953e-08 1.417815106355522e-08 4.981737829040576e-08 4.601276770960204e-06 -4.70799165414169e-06 -3.934994512486549e-06
PC.PC1 -3.088737254106625e-08 -1.3013755008295748e-08 2.3956456599150103e-07 2.723467445444939e-07 -9.899335180182978e-09 -4.621267173063809e-08 2.9430528338988125e-07 4.245386850505729e-09 1.0032092754164736e-08 -2.4470374833673206e-08 -2.3786053212619953e-08 -1.6977545422208908e-09 -1.4091642696216479e-08 1.6721833781404476e-08 1.4785250479247319e-08 -1.1004280484586673e-08 6.233555439621599e-10 1.5037245823492045e-08 -9.677429487362421e-09 -7.81976308519219e-09 1.9769717712266703e-08 -6.418307857726017e-09 3.229630018868807e-09 -9.310130121379215e-09 9.43634259785067e-10 -1.2308785699224603e-08 -2.0297018174973325e-08 4.800757786513517e-07 3.1050179136370024e-07
PC.PC2 6.674400052730776e-07 3.5280838609091755e-08 2.499758112990501e-07 8.772891826916199e-08 -5.869984159326427e-08 -1.3684515657011983e-09 4.2453868505057426e-09 4.987606158925323e-07 -3.006240308171085e-08 3.533254402789331e-08 2.0432838591769033e-08 -3.965161477847589e-08 -1.7838266168116208e-09 -7.9750238674663e-09 -5.133102574906621e-09 1.48354511012877e-08 -8.028626582935944e-09 -6.140881993652071e-09 2.6460141360880467e-08 4.784914058655333e-09 -6.430389960420391e-09 4.620760749674999e-09 -5.149606907826498e-08 -1.1506615316065444e-08 -3.925123413161465e-09 1.6899517086967553e-08 -6.966913206986136e-08 2.858266352947626e-07 4.850228578790775e-07
PC.PC3 5.454618261612243e-09 -3.1022933262229484e-08 -2.060791629906181e-07 9.220174449282122e-08 1.7125907894330923e-07 8.813344139657395e-08 1.0032092754164723e-08 -3.0062403081710775e-08 6.187760978075248e-07 3.954176412814566e-08 2.992112004547894e-08 1.2998126279475987e-08 1.5661232793245417e-08 -3.299020757440256e-08 2.865242287161624e-09 3.223090390623651e-08 -3.578804343132614e-09 -1.563294804406505e-08 -1.0578472687874769e-08 1.5375694445353655e-08 9.987132569571112e-09 -1.495146737108314e-08 1.2544370080918709e-08 4.396097149383254e-08 5.084145973886609e-09 -6.9939675505094606e-09 -1.509054076797149e-07 -7.509585803997536e-07 -6.829342796774354e-07
PC.PC4 7.529879419716635e-08 2.2055528150638904e-08 2.792806481950751e-07 3.3456975729710584e-07 -1.4817476214550888e-07 -1.3442956469246227e-07 -2.4470374833673206e-08 3.53325440278933e-08 3.954176412814567e-08 7.523093645910799e-07 5.7947197060962744e-08 -3.6674198574288555e-08 1.0658294555257152e-07 4.208447522741435e-08 1.6981350226428446e-09 -3.336495750408078e-08 -1.2415077053194167e-08 3.4566623216673255e-08 -3.4299188201226e-09 3.197419165749515e-08 9.156510315683766e-09 2.6770875411181482e-08 -1.574930660139989e-08 -1.503652657919274e-10 -5.174179453438155e-09 -1.784270991382377e-08 -2.978745055977826e-07 -1.765783670704194e-07 -2.695940991541851e-07
