 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband
intercept 0.00016609341887903882 1.2879853317417445e-06 -7.065980434967443e-07 -6.924035912479341e-06 2.794731420692754e-06 3.333344036589614e-06 -9.612397677594561e-08 6.318172074220767e-07 -2.9431371445393525e-07 1.3329963864372047e-07 1.3663750186397067e-07 1.0006365049790767e-07 -3.9788477583149166e-07 2.2350772573986629e-07 1.1288861171477684e-07 -4.061411596581511e-09 2.555300961528798e-07 1.8804417762258867e-08 -1.829655329150338e-07 -1.6255848056983478e-07 -2.131573694702029e-07 1.2366444389870633e-07 4.811100828282347e-07 -3.7106212376057876e-08 7.49574504164657e-08 -3.715429049923495e-07 1.3145045312127008e-07
AGE 1.2879853317417648e-06 5.252606138651935e-07 6.329935745521775e-07 2.8176358881834e-07 -7.437510388229712e-07 -3.3785329900294267e-07 -1.3186676506057626e-08 4.9269404822058544e-08 -3.579910899181453e-08 2.500345942298334e-08 5.651402020112309e-08 3.495991656905969e-08 -3.462154004304227e-08 1.2400992421843738e-08 2.5249812120730492e-08 3.163964311004158e-08 5.5368647397462357e-08 -2.170004327328963e-09 -5.4459698542375415e-08 1.353086964342464e-08 4.999944350438015e-10 -1.02029838389327e-08 2.096205119586621e-08 -2.2552101058357296e-09 3.1003181428456877e-09 -3.1475596288421594e-08 -6.894614061678429e-08
sex -7.06598043496694e-07 6.329935745521776e-07 0.001026300864468997 9.399612504754486e-05 -0.000261638497917947 -6.894697741108123e-05 2.658860764752587e-07 2.510504941305633e-07 -3.9921562310249125e-07 1.8108185285128203e-07 1.188374992971319e-06 -5.642029723497378e-07 -2.3149240991555867e-07 -7.036068198313053e-08 -4.0897264799365214e-07 1.3637007379747003e-07 6.048334783642313e-07 -5.154033391987684e-07 -2.0556823456862958e-07 2.4658029617424224e-07 -1.721813150249923e-07 -7.041893859113441e-07 3.5668187232990007e-07 -5.020512452725717e-07 -3.6626058145159603e-07 2.7441379464395477e-07 3.932210255025525e-06
age_sex -6.924035912479314e-06 2.817635888183423e-07 9.399612504754449e-05 0.0004649270790563437 -6.364258274062551e-05 -0.00015153331019042174 3.200998442731557e-07 1.7772610057661369e-07 1.4892986778219188e-07 2.567210064773983e-07 3.326442588896248e-08 2.1504962208517505e-07 -3.4446351108202395e-07 -4.260606450715405e-08 -2.0125573226469985e-07 9.60196255931036e-07 -5.463470172452743e-07 -2.7140805151636773e-08 4.805275301495362e-07 -3.5749396848189324e-08 -1.7611018793083918e-07 -3.25700420886221e-07 -8.026806186690786e-07 -2.3170943572140768e-07 1.442575280387524e-07 2.2667935753858456e-07 -3.974368295588662e-06
age2_sex 2.79473142069269e-06 -7.437510388229721e-07 -0.00026163849791794723 -6.364258274062572e-05 0.00014746360581920504 5.2423981510041146e-05 -6.307064348671113e-09 -5.276920932306362e-08 2.5940892545876695e-07 -8.346300146914556e-08 -3.681106692996492e-07 6.215563627874332e-08 9.89471684347282e-08 5.5447575697685046e-08 1.8789417434738732e-07 -1.462679901498508e-07 2.9550706336580953e-08 1.2859564459757846e-07 1.3075442660551282e-07 -2.4440254830923465e-07 1.000062598211027e-07 -3.952175165940669e-08 5.841336742787035e-08 8.108131795894236e-09 1.2094981484417505e-07 4.090022236581087e-08 1.0928414216778988e-06
age3_sex 3.333344036589584e-06 -3.378532990029434e-07 -6.894697741108111e-05 -0.0001515333101904218 5.2423981510041065e-05 7.34698535302105e-05 -7.543451842576667e-08 -4.867840931407234e-08 6.282814074813624e-08 -5.709834169505994e-08 -8.211612469905074e-08 -1.1163196907677752e-07 1.0732764416386906e-07 5.4292046437114796e-08 4.477469236187268e-08 -3.25466198236855e-07 2.1874669699820168e-07 -5.432376131381498e-08 -1.5618079732214385e-07 -1.0069821387047096e-07 3.634389508348116e-08 3.869506154701809e-08 2.571662786177409e-07 -5.510066520980213e-09 -3.378114141548936e-08 5.621163248696974e-10 1.3953014244144736e-06
PC.PC1 -9.61239767759527e-08 -1.3186676506057598e-08 2.65886076475276e-07 3.200998442732397e-07 -6.3070643486826575e-09 -7.543451842579406e-08 3.362193078416651e-07 9.127664292001821e-11 -2.9481979403577793e-09 -2.4381801755077782e-08 -2.479815051545553e-08 -5.438758902477446e-10 -1.509709597332863e-08 1.6061150586488146e-08 1.7159367157113163e-08 -9.049684780232862e-09 -6.78411997997763e-10 1.4464573102672416e-08 -8.431498427342898e-09 -1.0363171811716502e-08 2.428789621737875e-08 -6.517218999766706e-09 3.932566145840673e-09 -1.2230276549653197e-08 -1.7026567857951435e-11 -1.4321479516822106e-08 3.445918196696581e-07
PC.PC2 6.318172074220664e-07 4.9269404822058445e-08 2.5105049413056384e-07 1.7772610057661183e-07 -5.276920932306365e-08 -4.8678409314071805e-08 9.127664292004682e-11 5.714198692335382e-07 -2.7880127028848413e-08 3.279266420220522e-08 2.7814202151432317e-08 -3.727296539003578e-08 -1.8990882882382463e-09 -7.994251669688992e-09 -2.7207787891646704e-09 1.6562645705934675e-08 2.723524923430051e-09 -1.0151580059270944e-08 2.6087465078390216e-08 5.976825474996956e-09 -1.0311192281509326e-08 1.1477389898416046e-08 -3.49350524119776e-08 -5.954345663517604e-09 -2.896650989655023e-09 1.4300737052381536e-08 3.713991439903957e-07
PC.PC3 -2.9431371445393233e-07 -3.5799108991814486e-08 -3.99215623102491e-07 1.4892986778219431e-07 2.5940892545876653e-07 6.282814074813542e-08 -2.948197940357797e-09 -2.7880127028848254e-08 6.875087262646517e-07 3.832100567020019e-08 3.24643390041027e-08 1.0638190693521527e-08 2.5988626707764652e-08 -3.900344252230754e-08 4.914027081823518e-09 2.7961782199644996e-08 -1.1678100571853865e-08 -2.130340239784478e-08 -1.3487466662941166e-08 1.7794264596850694e-08 1.8457866864146714e-08 -2.31286218436646e-08 1.0797061412143597e-08 5.034044813787578e-08 9.482318721971129e-09 -8.059218363593395e-09 -9.998088065885762e-07
PC.PC4 1.3329963864371856e-07 2.5003459422983342e-08 1.810818528512818e-07 2.5672100647739585e-07 -8.346300146914529e-08 -5.709834169505918e-08 -2.4381801755077795e-08 3.2792664202205307e-08 3.8321005670200117e-08 8.8979783969333e-07 7.138857571349767e-08 -4.11948404379882e-08 1.1993261644563227e-07 4.206017227106506e-08 3.4655697897802245e-09 -3.11413920046767e-08 -1.1767581889629745e-08 4.5481111609470534e-08 -5.855394218156679e-09 3.938854668037795e-08 1.0695866664629387e-08 3.3095581139839564e-08 -1.2291535659417615e-08 4.520314539779622e-09 -5.270656728907066e-09 -2.4386891049171034e-08 -6.072482611104241e-07
