 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal maternal gpp gpm gmp gmm
intercept 0.004328196124292966 0.0001303682125827334 0.0024832413675626814 0.006914662422719742 0.007892530245928779 0.0023913145497490187 5.185946227698787e-06 1.1295982793059741e-05 -4.960324526942454e-06 4.06432769494632e-06 -2.0953616790601913e-06 -4.261401053046646e-06 1.9543716000556676e-06 -4.1891142035894286e-07 -5.196471859592669e-06 -2.5249037990622075e-06 -5.867955984988106e-06 -8.942124301064444e-07 -1.1058323834399385e-05 5.005529456183844e-06 2.5571567995150985e-06 3.699868667954102e-06 -1.5837450873099282e-06 3.5065258122791052e-06 3.963116771679944e-06 4.571324642746771e-06 -0.0001880148034193472 -0.00022506660807113118 -0.00017653230999788088 0.00046565815984769376 8.472962254205184e-05 0.000451223652610795 0.00020367431466319864
AGE 0.0001303682125827335 7.035093805878986e-06 -8.193614058956845e-06 -2.610860437581472e-05 -2.9535126327294373e-05 -8.948226952826486e-06 9.779682687402868e-08 5.526311275096541e-07 -1.9580833200088114e-07 1.1809356061002515e-07 1.2095480770209804e-07 -3.736879990906057e-08 -2.860302891956814e-08 -1.0817681998817231e-07 -2.950216568131815e-07 9.647827447702157e-08 -1.8694762317444437e-07 -2.9617499565805386e-07 -4.937897358598226e-07 2.1598679453379099e-07 2.1455738476943104e-07 1.0322900056303874e-08 -6.104903437742619e-08 -4.8388186773958544e-08 6.236920495125059e-08 -1.1100620760183563e-07 -5.153250179995625e-06 -5.5213708514934945e-06 1.526817061849052e-08 1.1155596325529515e-05 3.035937273561523e-06 2.287879241062287e-06 8.352417653746147e-06
sex 0.0024832413675628714 -8.1936140589579e-06 0.02416650943035911 0.02859898190264516 0.020232004152659775 0.004418216323780854 -6.30715253048627e-06 1.0242893990981442e-05 -2.436021207996212e-06 -7.295153557392862e-06 1.0930539336647509e-05 -4.112935785670203e-06 -5.296636737481767e-07 8.576622403217148e-06 4.2317646614647055e-06 4.0260934846846025e-06 -6.185853582787916e-07 1.4720400786035956e-05 -9.120836284911392e-07 1.1609969941475477e-05 -5.089635944639933e-07 -8.987359485598248e-06 2.8251237969587983e-06 -5.796327474525983e-06 1.3667498575351961e-05 9.218531398219667e-06 -0.0001243091272174928 -9.417492974374983e-05 -9.294794675283333e-05 4.1987571252671465e-05 -0.00010604915629412632 0.00045470217018249345 0.00011741832348206735
age_sex 0.006914662422719888 -2.6108604375816095e-05 0.02859898190264406 0.06097570665616656 0.06055429863176282 0.016771308687998338 -1.606048615705202e-06 8.460560689542189e-06 1.4603525473209735e-05 -4.6802644274250756e-06 7.749907087641909e-06 6.718441678343407e-06 -6.787987912969851e-06 1.2963265442650561e-05 2.271479231721007e-06 1.1398867361539473e-05 -3.3356513190620107e-06 2.134002602418066e-05 -1.9235946818497816e-07 6.565102673996204e-06 5.549332401958423e-06 3.6906875329856526e-06 3.0027409208156875e-06 -1.3222838604131612e-05 3.496441655354695e-06 -3.550368798929534e-06 -0.0004924578246713841 -7.400430796834644e-05 -0.00040122045007329903 0.00023973111848008967 -0.0004245664510129555 0.001507662425013986 0.00011586287029824658
age2_sex 0.00789253024592877 -2.9535126327295143e-05 0.020232004152657957 0.06055429863176141 0.06966811647430769 0.021066621295449214 -3.335379973969628e-07 3.968023973953363e-06 2.1278104913543583e-05 -2.9088917846638113e-06 4.936367189319549e-06 1.340605862821878e-05 -6.1622789332025865e-06 1.1889044518206576e-05 1.5485655934939643e-06 4.467720023737818e-06 3.3009332309933122e-06 1.905466711533997e-05 6.929155608844644e-07 5.220652518506874e-07 8.110628349527227e-06 1.6396675442874527e-05 3.3768890173415234e-06 -1.152176874952017e-05 -2.9198662988328766e-06 -7.389688272103862e-06 -0.0005047333567011138 -9.248613237287326e-05 -0.00044615222470648937 0.0003550212712708707 -0.0004797533218745185 0.0017985853732305666 -0.0001887141792892692
age3_sex 0.002391314549748985 -8.948226952826674e-06 0.004418216323780232 0.01677130868799768 0.02106662129544895 0.006722095866121845 -1.2936838638723323e-07 6.33749271269189e-07 6.852020479501616e-06 -5.104279079695397e-07 1.4537963781846095e-06 4.81927662101633e-06 -1.3427015875317294e-06 3.26051051836967e-06 1.2449469254194047e-07 -3.235677728531561e-07 2.1686594266667188e-06 4.927653207165302e-06 2.5891563144948907e-07 -9.161630436731935e-07 2.2568439637790108e-06 7.1223901717472235e-06 1.1104973993370645e-06 -2.8910528421835774e-06 -1.531864871949784e-06 -1.946541961556544e-06 -0.0001405118929641323 -4.296872434291756e-05 -0.00012739811223253363 0.00011836765017131975 -0.00012634420945177325 0.0005517590532001952 -0.00012063695248956129
PC.PC1 5.185946227698515e-06 9.779682687402902e-08 -6.307152530486963e-06 -1.606048615707415e-06 -3.335379973992389e-07 -1.29368386387855e-07 1.9163695744877647e-06 -2.144461374812115e-09 -1.2835105554808582e-07 -1.289969904204428e-07 7.760169886067795e-08 -5.582633948414596e-08 -1.0863816317630054e-07 1.167555974775494e-07 9.08775677830026e-08 -4.6583467214038596e-08 -1.7771361114076283e-08 2.2017112919989388e-07 -1.9341657334594578e-07 -1.1748495278187709e-07 1.707113965875423e-07 -1.4447955520258459e-07 -1.7346656045665795e-08 1.9578815929318748e-07 4.118421015883383e-07 -2.1729881579154118e-07 3.7637089006610057e-07 -4.443267171242583e-07 -7.155258513834421e-07 3.1737053939972756e-06 4.135923877821985e-06 2.5512353253476053e-06 4.453803572922848e-06
PC.PC2 1.1295982793059568e-05 5.526311275096516e-07 1.0242893990981152e-05 8.460560689541295e-06 3.968023973952501e-06 6.337492712689679e-07 -2.144461374812937e-09 3.0462487376312914e-06 -4.511290517509393e-08 4.352153162578459e-08 1.5427730787275554e-07 -9.228151568658433e-07 -1.696390083389634e-07 -3.1770936315321024e-08 1.0290136059764691e-07 9.546910623716673e-08 -7.385477140888152e-07 -4.1169953073024193e-07 5.20464397218688e-08 -2.7349317912561624e-07 -1.5196274634516534e-07 4.658986619212211e-08 -3.7603379635948903e-08 -1.972629638337279e-07 -3.1876993019982905e-07 9.222979122274822e-08 -1.392875483383454e-06 -4.39926620488788e-06 6.516062493644538e-06 3.861800983108821e-06 6.85837111387509e-06 5.216335550887752e-07 -2.3485807033794786e-06
PC.PC3 -4.960324526942123e-06 -1.958083320008794e-07 -2.43602120799545e-06 1.4603525473211619e-05 2.1278104913545684e-05 6.8520204795022466e-06 -1.2835105554808519e-07 -4.5112905175093755e-08 3.525618020080642e-06 4.6031781580639866e-09 2.7474960060205516e-07 3.5438197969898266e-07 3.842588782218596e-08 -8.282253663081603e-08 -4.92330316545852e-08 3.0813227001374816e-07 2.7578115211365694e-07 -2.207592238012451e-07 6.165678200936641e-08 1.4405533954796085e-07 5.262058377179351e-08 -3.075112001465888e-08 1.900373491772955e-07 -1.3813157548848057e-07 -3.386424908122484e-07 -1.6845123118924145e-07 -1.7456159587150414e-07 -5.509410866654458e-07 2.209554017535094e-06 -4.878676007729777e-06 -3.968750341792537e-06 -9.632282647798828e-06 -1.3854756516899814e-06
PC.PC4 4.064327694948084e-06 1.1809356061003906e-07 -7.295153557390527e-06 -4.680264427414831e-06 -2.9088917846523755e-06 -5.104279079662609e-07 -1.2899699042044012e-07 4.35215316257848e-08 4.603178158068261e-09 4.626900173505496e-06 6.156644172203327e-07 -3.8522663068057077e-07 1.4510687926601145e-07 -1.1127015276355699e-07 1.3416424781350318e-07 -1.6373792389950313e-08 -1.548136169279636e-07 -1.3095340653792295e-08 5.683305687449518e-09 -1.7279452836270296e-08 -9.792518103954884e-08 1.921447967421141e-07 -1.140560313590937e-07 -7.378016428887298e-07 2.4098708327645456e-07 3.7864245477468926e-07 -1.3794761447476732e-06 3.599259309967874e-06 -6.99003350055935e-06 -8.670309107616768e-06 1.068528702916696e-06 2.9800042864631372e-06 6.529185012723696e-06
