 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband
intercept 0.001698587177013877 7.407906310382033e-07 9.632844729472066e-06 -2.560046276190907e-05 3.830254373797009e-06 1.4960549899615126e-05 2.638597462786184e-05 -4.441179818345024e-06 0.00013933294386197682 1.733368298195015e-05 -1.3584063829065369e-05 6.486872259091236e-06 -1.637563794181483e-05 5.428743142676461e-06 -3.635155752345723e-06 -1.289388711221938e-06 1.8565865277914014e-06 2.8171604484675414e-06 6.31088299849493e-07 -1.2267318973156388e-07 -1.882936691590713e-05 2.7149882333123015e-07 1.6181934661829214e-07 -2.452145730807068e-06 -1.5785303804492755e-06 3.600172274842485e-06 -5.992676802984203e-06
AGE 7.407906310382099e-07 1.5339727760081685e-06 2.0953431232597663e-07 1.8141419576718125e-06 -1.199494998340246e-06 -1.0032966803235003e-06 -1.074020240545136e-07 2.536042471438333e-08 -4.132732611421901e-08 7.365099402897084e-08 1.1172645605951354e-07 6.027464927842996e-08 -6.21456808094147e-08 3.772923855875064e-08 7.599394754637047e-08 8.334829177856131e-08 7.850039641299151e-08 -3.0636088592504244e-08 -9.357078205817855e-08 -2.4386667649272196e-08 2.8722485802427633e-08 2.224836923477741e-08 1.01161828409196e-08 -1.565172877367102e-08 6.017778498096873e-08 -8.352924276695224e-08 -1.7372967316251993e-07
sex 9.632844729472193e-06 2.0953431232597433e-07 0.0016714112136540736 -0.0001882739670400246 -0.0007472300867363531 0.00028036367800681405 1.5767365727953385e-06 1.6335953370787383e-07 5.525291339204156e-07 3.499220416260667e-07 1.7956009404457331e-06 -7.300243528729184e-07 -1.2441084408235722e-06 3.3931983718570397e-07 -1.457958785536507e-06 8.828247492748991e-07 2.1410897895065086e-07 -7.137562975693695e-07 -1.092306009143696e-06 1.0782937905240174e-07 -4.859627674214209e-07 -1.649929285254094e-06 3.7169776084053875e-07 -1.3358868342360673e-06 3.3255900499380046e-07 6.156670470123855e-08 3.3747517735248963e-06
age_sex -2.560046276190927e-05 1.814141957671814e-06 -0.00018827396704002505 0.0009801321409628045 0.00025960041505963355 -0.0005371902921857784 2.2728310612501576e-07 3.5346865500929554e-07 1.3751402578521276e-07 7.978421487118905e-07 -3.905817308815327e-07 -6.696750060934247e-08 -3.14368387593937e-08 -1.5720921730132446e-07 -2.811857054563271e-07 6.069743627059872e-07 -7.510759399512598e-07 1.1114790423583e-07 1.111957614408728e-06 1.339650909903874e-06 -3.0818007571170104e-06 -8.940208674707119e-07 -1.015411613298201e-06 -2.1738123586562817e-08 1.1082307263808537e-07 1.2058002659559819e-06 7.864501714228426e-07
age2_sex 3.830254373796825e-06 -1.1994949983402446e-06 -0.0007472300867363532 0.0002596004150596331 0.0006529175645628455 -0.0003342230800118552 -4.4989212814722344e-07 3.580360969109423e-07 1.1369571463180275e-06 -2.156559062705064e-07 -1.0202533706731968e-06 1.3503860513959309e-07 1.326490842347362e-06 -2.0153451303315723e-07 3.440857693187563e-07 -1.1618129546991008e-06 8.449407192995795e-07 5.840440219231213e-07 7.290255432580805e-07 9.996349094789182e-07 -1.1786691831884862e-06 -1.0966407317839953e-07 -3.4944079300677563e-07 8.337210879636296e-07 -6.266669599191094e-07 7.257883339462347e-07 6.299160796975487e-06
age3_sex 1.4960549899615224e-05 -1.0032966803235016e-06 0.00028036367800681486 -0.0005371902921857783 -0.0003342230800118555 0.0004424812544540672 2.404864031734214e-07 -3.1548191472228e-07 -2.3703318735364983e-07 -1.6776621826964377e-07 3.2378500494447853e-07 1.5949542303116554e-08 -5.915026837706562e-07 5.360779920229238e-08 1.0679534362755623e-07 3.742245934862465e-07 -1.28727043761907e-07 -2.2179391324141364e-07 -7.89191147727432e-07 -1.4201311233986545e-06 1.876427590244171e-06 3.098796229528068e-07 3.931763067311302e-07 -5.890288409433617e-07 2.397905569622728e-07 -6.29460005260919e-07 -1.914068011114783e-06
PC.PC1 2.6385974627861803e-05 -1.074020240545138e-07 1.5767365727953285e-06 2.2728310612502574e-07 -4.498921281472144e-07 2.40486403173414e-07 5.844458544143779e-06 1.2938247574084689e-06 6.252123080609673e-06 -7.159414355721609e-07 1.8186329931909299e-06 5.4162587337921244e-08 -2.071015276548906e-06 9.469058015744312e-07 -1.0143056540080082e-06 4.1652934885102036e-07 1.026082805063118e-06 -4.282049244631228e-08 -2.4977236796518055e-07 -7.427175134482384e-07 3.3827754479017106e-07 8.286340871387094e-08 -4.0889290692725914e-08 -1.0423974689786251e-07 -4.2047782642286195e-07 3.4908626313114056e-07 9.856875624016557e-08
PC.PC2 -4.441179818344973e-06 2.5360424714383352e-08 1.6335953370787237e-07 3.5346865500929644e-07 3.580360969109436e-07 -3.154819147222814e-07 1.2938247574084722e-06 1.7281430901145591e-06 2.664394443262031e-07 -2.8076103907051755e-07 6.805200366117047e-07 -3.965987307792645e-08 -4.39651245075808e-07 1.8481411106192352e-07 -3.157005000617806e-07 1.8621409004213498e-07 3.468088386756698e-07 -6.771684606119452e-08 -1.6408262243098143e-07 -1.6799020604922237e-07 1.1201421486612133e-07 1.0329443035316975e-07 -3.110033054285592e-08 -5.4143733246261566e-09 -1.244281261242578e-07 1.4181427761318446e-07 2.856608219106985e-07
PC.PC3 0.00013933294386197693 -4.132732611421966e-08 5.52529133920392e-07 1.3751402578523581e-07 1.1369571463180518e-06 -2.370331873536645e-07 6.25212308060967e-06 2.664394443261951e-07 1.8313072766716574e-05 1.011704497750285e-06 5.10216192539917e-08 5.44785561985836e-07 -2.8230611216151153e-06 1.0410449638616502e-06 -1.1927892855863169e-06 2.233317886044163e-07 9.579198973760748e-07 2.3636672410000234e-07 5.626333699673817e-08 -3.315609910879198e-07 -1.559303216814932e-06 1.0911477613060156e-07 -1.3228072807500028e-07 -2.758854354218488e-07 -5.176164855678413e-07 9.495482663218732e-07 -2.6476620018689116e-06
PC.PC4 1.7333682981950138e-05 7.365099402897078e-08 3.499220416260668e-07 7.978421487118937e-07 -2.1565590627050512e-07 -1.6776621826964528e-07 -7.159414355721605e-07 -2.8076103907051734e-07 1.0117044977502839e-06 2.0901873356274937e-06 -8.1212214690541e-07 3.7309151597334614e-08 4.4124546367485684e-07 -1.1176383401458284e-07 8.761672719454462e-08 -1.656829331995656e-07 -1.5257586404763982e-07 2.3623343890944302e-07 1.0324126480980054e-07 4.5801019038017545e-07 -7.489869165477566e-07 7.429727361527526e-08 -9.93630068675122e-09 -1.0136414045154941e-07 -1.3560702112019413e-08 2.096863843399008e-07 -1.169402725873489e-06
