 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal maternal
intercept 0.00025214789589463266 1.906944584788735e-06 -1.925278475246167e-06 -8.900596728162263e-06 4.057407809318264e-06 5.348427269231255e-06 4.094117757356592e-07 1.6163038419283775e-06 -8.583319456488972e-07 6.56469503684097e-07 1.6823897375241607e-07 4.4549802614989735e-07 -1.0339004305108035e-07 2.3016784868396942e-07 -2.0875903355736364e-08 2.3003177189214023e-07 7.572473795021562e-07 1.0649129313376456e-07 -6.957781707108269e-07 -3.7777662786868495e-08 -6.652130854384988e-07 4.1235195022864663e-07 1.3708278677619183e-06 4.672945854052298e-09 1.0721590597390485e-07 -8.000130498112623e-07 -2.1951901353514963e-06 1.2380578763769691e-05 -5.20305178514202e-07
AGE 1.9069445847887366e-06 6.22342190538647e-07 5.070903485538237e-07 5.517482095095553e-07 -6.664541497476571e-07 -4.499809184819629e-07 -1.904512359554006e-08 6.170933820375093e-08 -2.9221448018480933e-08 2.939662572689746e-08 7.101232908762827e-08 3.1188812818485265e-08 -5.138405139496965e-08 1.534048072005247e-08 6.690103099454546e-09 4.443813521138156e-08 5.8612446259905415e-08 3.988551574361188e-09 -5.8462745578348134e-08 1.4248426593667401e-08 3.621303956211251e-09 -1.561935192918586e-08 -5.558722387339378e-10 -1.055243074536724e-08 1.477966132740385e-08 -3.559234390381457e-08 -3.642870463961705e-07 -6.144589608510574e-08 5.69663929147325e-07
sex -1.925278475246231e-06 5.070903485538221e-07 0.0009649540105684168 7.612794709538553e-05 -0.0002565137272518416 -6.161563062662697e-05 2.4746997180582906e-07 2.9006863448715017e-07 -2.5485786619854636e-07 1.0667101377687109e-07 1.4034770177995182e-06 -7.55635989250747e-07 -2.897296343669846e-07 3.3057575598785614e-08 -3.1866046017831917e-07 -2.477200565552072e-07 4.410706937219642e-07 -5.312826340382911e-07 -2.452900492819577e-07 3.312038911555781e-07 -1.7878805593284288e-07 -7.548291227425121e-07 -1.4458932663579126e-07 -5.644244977690674e-07 -2.8868373817468686e-07 5.427877354028533e-07 6.730485102548481e-07 -6.5762045401619745e-06 1.0577811101473753e-05
age_sex -8.900596728162283e-06 5.517482095095556e-07 7.612794709538584e-05 0.0004888263157568422 -5.814514563931621e-05 -0.00017507235645275644 3.608493758826196e-07 2.3403069170604752e-07 -7.121103484144027e-08 3.8178525451547373e-07 2.3645524455309914e-08 1.697879574017204e-07 -2.6636954362166655e-07 9.772980095022017e-08 4.839508979805881e-09 8.89565987667452e-07 -6.684779042357109e-07 -1.3712099207714374e-07 5.81520801458712e-07 8.497860188469766e-08 -2.214364261288244e-07 -7.671698033085724e-08 -6.06745728532217e-07 -4.0930161102756035e-07 1.3408120639753723e-07 1.5077125721669377e-07 -8.885783212615811e-06 4.066969745541019e-06 5.062704443230315e-06
age2_sex 4.057407809318276e-06 -6.664541497476562e-07 -0.00025651372725184153 -5.8145145639316016e-05 0.00015046716044831297 5.173193969945192e-05 -9.026239735031836e-09 -1.0780323117594568e-07 2.1354049452125562e-07 -8.299175696553353e-08 -4.5612331647024606e-07 1.6491659516889946e-07 1.2560713091161425e-07 -8.820490478134866e-08 1.0703395453006775e-07 5.028114087328347e-08 9.18564500278689e-08 1.5229718480611716e-07 1.7237072427115508e-07 -3.0393669030167265e-07 8.352885533680614e-09 -4.491548773220347e-08 2.2882368040900652e-07 1.4614283657566651e-07 7.524119139029686e-08 9.9363632317054e-09 6.243049377564333e-06 -3.700338991887112e-06 -6.702331432155347e-06
age3_sex 5.348427269231251e-06 -4.4998091848196286e-07 -6.161563062662705e-05 -0.00017507235645275638 5.1731939699451997e-05 9.012428718351947e-05 -7.701952360492598e-08 -6.197140621288513e-08 1.6256628615287437e-07 -1.1248078436002667e-07 -1.1091104145201111e-07 -3.75595897218401e-08 9.251695367960011e-08 -5.1260830387625205e-09 -5.29888220761951e-08 -2.823448852602545e-07 2.836016711647766e-07 -2.3098754821178654e-08 -2.5966763163207587e-07 -1.4225009115143602e-07 4.2856349542477095e-08 -5.277961473275409e-08 6.661839956250088e-08 8.198582421913096e-08 -9.172235764961186e-08 5.5398756742977776e-08 5.001700914533617e-06 -3.985918041010455e-06 -4.0050150524555705e-06
PC.PC1 4.09411775735657e-07 -1.9045123595540093e-08 2.4746997180582975e-07 3.608493758826203e-07 -9.026239735032172e-09 -7.701952360492633e-08 4.793594316479855e-07 -1.862842040283195e-08 -7.833944244125447e-10 -1.1145335466856895e-08 -4.2005580807332e-08 6.2794251517565555e-09 -3.5283116139466993e-09 2.3473933952717934e-08 4.125458633324995e-08 -1.2319187600423478e-08 -1.3007857621654279e-08 1.737384406154831e-08 -5.559499061092146e-09 -2.2523721327373537e-08 3.7065252404136104e-08 7.005358074100405e-09 1.070659901282416e-08 -2.0233902857507763e-08 -8.130993645657784e-09 -6.982035525768311e-09 6.168690939107489e-08 6.346330383335061e-07 3.980755302619327e-07
PC.PC2 1.6163038419283726e-06 6.170933820375097e-08 2.900686344871503e-07 2.3403069170604514e-07 -1.07803231175946e-07 -6.19714062128844e-08 -1.8628420402832023e-08 9.138675648783841e-07 -4.502095047923087e-08 4.6477302307651965e-08 1.571793715913586e-08 -1.3061738255196903e-08 -1.5774999933584808e-09 -2.293844817705333e-08 1.8519690727276643e-08 1.882087257723252e-08 2.550892165879933e-09 -1.3841025014541821e-08 -1.3339289904818608e-08 -8.805047973959511e-09 -2.3443043443573837e-08 4.842391235101588e-08 6.303814867500385e-09 8.59139107833429e-09 7.4406399493110905e-09 1.1934154720475474e-08 -1.5833413699570463e-07 5.746466930495861e-07 7.532568356633694e-07
PC.PC3 -8.583319456488979e-07 -2.9221448018480917e-08 -2.548578661985466e-07 -7.121103484144112e-08 2.135404945212558e-07 1.625662861528747e-07 -7.833944244125911e-10 -4.502095047923092e-08 1.0404909878432398e-06 1.657877686973358e-08 5.738830129985057e-08 6.746083143373719e-09 1.4912320638589105e-08 -5.4782426199269177e-08 5.380190852844366e-10 3.823292815149847e-08 -8.213300195931251e-09 -1.5212045315588282e-08 -3.755613680136015e-09 3.143664589610025e-08 1.981715894486545e-08 -4.6392146044448805e-08 -2.4795444156950123e-09 6.385820259622409e-08 1.8936042069914425e-08 5.873751182471657e-09 -1.311503995455566e-07 -1.1958526670019833e-06 -1.1015600905042925e-06
PC.PC4 6.564695036840993e-07 2.939662572689738e-08 1.0667101377686984e-07 3.8178525451547214e-07 -8.299175696553293e-08 -1.1248078436002594e-07 -1.1145335466856844e-08 4.647730230765206e-08 1.6578776869733527e-08 1.3153166502933563e-06 1.0113932942936418e-07 -4.258102149145876e-08 1.128968456973254e-07 4.745492172405472e-08 8.245362447792969e-09 -2.313110451361211e-08 -1.3675049294764032e-08 4.418413660964807e-08 -2.0596975452361596e-08 4.108330583088378e-08 2.1238178108852518e-09 3.741676364049163e-08 -8.012813440610277e-09 1.1536497950531479e-08 -1.3160969707025086e-09 -4.0082657067176954e-08 -3.433518591431305e-07 -3.1293199116565223e-07 -3.505984182244978e-07
