 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband
intercept 0.00025184659664815554 1.9114267663315557e-06 -1.7162882099388669e-06 -9.004926223190056e-06 4.14937295332805e-06 5.453510443289706e-06 3.9180776546848567e-07 1.601634672402743e-06 -8.259351847530942e-07 6.648167233958546e-07 1.8957328636572255e-07 4.261686094040795e-07 -1.380588146035473e-07 2.329252362361082e-07 -4.638644446184682e-08 2.3014135829495974e-07 7.612440066740711e-07 8.48830762615178e-08 -7.022851833263078e-07 -4.9018860850285096e-08 -6.792354176599205e-07 4.1174207835258564e-07 1.369901329764423e-06 -8.900188857791337e-09 9.16539375587499e-08 -7.901361137631595e-07 2.245116791616434e-06
AGE 1.9114267663315523e-06 6.217106789462108e-07 4.904268549314813e-07 5.450082996259104e-07 -6.571648444281399e-07 -4.4476335055572264e-07 -1.953211057829181e-08 6.072406156759529e-08 -2.7820006948818215e-08 2.9878917449692064e-08 7.193824548739486e-08 3.246994926422337e-08 -5.184661648651555e-08 1.4534626100099375e-08 6.697142894451008e-09 4.4933415210664326e-08 5.8596089246538795e-08 3.750192620198402e-09 -5.815754043926983e-08 1.3845582700444801e-08 2.7903745330940313e-09 -1.5543702909146063e-08 2.8779605133928773e-10 -9.36284514650984e-09 1.47510810619662e-08 -3.5760560657388726e-08 -1.7021435705774604e-07
sex -1.7162882099388698e-06 4.904268549314805e-07 0.0009643306546230355 7.602042816493789e-05 -0.0002563318234564903 -6.155059624780108e-05 2.464432825970525e-07 2.7849983875809444e-07 -2.4332380270744304e-07 1.1132759452609619e-07 1.4102790725597437e-06 -7.234593614527211e-07 -2.823159773165262e-07 1.7314061977502992e-08 -3.070764898005957e-07 -2.3937695748864663e-07 4.3849160708655063e-07 -5.256625535104901e-07 -2.3661278520514658e-07 3.28775832443114e-07 -1.876712238566186e-07 -7.528140675039572e-07 -1.2898497151296343e-07 -5.366581049140512e-07 -2.825061942376684e-07 5.356685825222769e-07 2.236976830148767e-06
age_sex -9.004926223190104e-06 5.450082996259108e-07 7.602042816493816e-05 0.0004886257789283224 -5.801358086301652e-05 -0.00017495206800586564 3.498954059343943e-07 2.190530067876019e-07 -4.611319269784723e-08 3.890659972939264e-07 3.9746198254551315e-08 1.7431044756359916e-07 -2.8341420787120635e-07 9.118576645162838e-08 -4.372045603907141e-09 8.942878684080177e-07 -6.672403485495812e-07 -1.4730101351774113e-07 5.819977627161833e-07 7.718930455282641e-08 -2.344284919018942e-07 -7.64067079188731e-08 -5.992202956427662e-07 -4.0324797841066316e-07 1.278455721071613e-07 1.5293005750048427e-07 -5.4328978878437886e-06
age2_sex 4.149372953328018e-06 -6.571648444281396e-07 -0.00025633182345649017 -5.8013580863016305e-05 0.00015029394688467702 5.162085826677814e-05 2.9610375458373467e-09 -9.031701490180288e-08 1.848674951644105e-07 -9.152965572287836e-08 -4.7448067835592427e-07 1.562339265120081e-07 1.4333127565472454e-07 -7.939543488357228e-08 1.1597908301241889e-07 4.4373544274941665e-08 9.07520963213191e-08 1.6293885721456267e-07 1.7070387319365326e-07 -2.950615661946186e-07 2.3369575787595723e-08 -4.557172556871739e-08 2.1901566511475386e-07 1.365133140835352e-07 8.125885075567797e-08 8.239926052786935e-09 2.3034902074774888e-06
age3_sex 5.453510443289719e-06 -4.4476335055572254e-07 -6.15505962478012e-05 -0.00017495206800586553 5.162085826677821e-05 9.003254762500918e-05 -6.726310688194074e-08 -4.9177242125764946e-08 1.4061974457381625e-07 -1.1881633065622345e-07 -1.2506757077826943e-07 -4.006206606623243e-08 1.0820123415622376e-07 -1.2217188169434205e-10 -4.392840865512137e-08 -2.8608293926416157e-07 2.823326930887119e-07 -1.360142664096218e-08 -2.5978351179811234e-07 -1.3532539061456218e-07 5.39901547510242e-08 -5.300463918262396e-08 6.06737588849401e-08 7.800213109079468e-08 -8.583577316029177e-08 5.30464674500305e-08 1.983068829115331e-06
PC.PC1 3.9180776546848445e-07 -1.9532110578291788e-08 2.4644328259705264e-07 3.4989540593439453e-07 2.9610375458371403e-09 -6.726310688194087e-08 4.78149798382522e-07 -2.0198807563889668e-08 2.0547186976819534e-09 -1.035717291428011e-08 -4.01709365155499e-08 6.173807136166375e-09 -5.7678567504971965e-09 2.302455277543086e-08 3.984864368257579e-08 -1.194740284269144e-08 -1.2796751944394943e-08 1.6012532041296584e-08 -5.676813980121739e-09 -2.3430984365634475e-08 3.567972357447286e-08 7.009426872461271e-09 1.1286481231191435e-08 -2.007751155739203e-08 -9.017767917110518e-09 -6.573418270804384e-09 4.511888615360702e-07
PC.PC2 1.6016346724027693e-06 6.072406156759546e-08 2.78499838758094e-07 2.1905300678760175e-07 -9.03170149018025e-08 -4.9177242125765005e-08 -2.0198807563889473e-08 9.118605398706705e-07 -4.1394921365171804e-08 4.757091677687505e-08 1.8084108637923746e-08 -1.2355348613159505e-08 -4.032328159014724e-09 -2.3907627310812693e-08 1.7163987167296227e-08 1.950942786884391e-08 2.692902812233756e-09 -1.531481495294894e-08 -1.3219092274347025e-08 -9.952609019637725e-09 -2.5328628655758427e-08 4.848767073833753e-08 7.360076131903745e-09 9.497601229720494e-09 6.557161709826413e-09 1.225295228961672e-08 3.440032155823095e-07
PC.PC3 -8.259351847530981e-07 -2.7820006948818285e-08 -2.4332380270744357e-07 -4.611319269784747e-08 1.8486749516441066e-07 1.4061974457381635e-07 2.054718697681895e-09 -4.1394921365171884e-08 1.0343979111353922e-06 1.4776123386159299e-08 5.329287031913621e-08 6.202418409234571e-09 1.9506921123262093e-08 -5.344066009982445e-08 3.2621674826268304e-09 3.724383124785875e-08 -8.57993882604214e-09 -1.2428764811038713e-08 -3.73786161154346e-09 3.3447558382390504e-08 2.2992334897113203e-08 -4.646092800895236e-08 -4.0738663015008665e-09 6.28757905854417e-08 2.067095128095805e-08 5.1358858747744825e-09 -9.989245940489659e-07
PC.PC4 6.648167233958564e-07 2.987891744969206e-08 1.1132759452609633e-07 3.890659972939268e-07 -9.152965572287848e-08 -1.1881633065622362e-07 -1.035717291428012e-08 4.7570916776875004e-08 1.4776123386159421e-08 1.3150063600892734e-06 9.99334675691204e-08 -4.2868060257917155e-08 1.1418947174105222e-07 4.791187099448423e-08 8.969095440494223e-09 -2.3465636234882613e-08 -1.3785258216299454e-08 4.493852516673719e-08 -2.061617311538128e-08 4.165176224281698e-08 3.058707607336856e-09 3.740102134496141e-08 -8.538821056347653e-09 1.1141172583212875e-08 -8.547985529370312e-10 -4.02664944198027e-08 -5.941291848521909e-07
