 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband
intercept 0.00024926362434345546 1.7206092424526448e-06 -1.4343349460397152e-06 -1.0114227594049804e-05 4.230459887373907e-06 6.364728718789812e-06 8.898380468827049e-08 1.6998042626425493e-06 -9.349819494228536e-07 5.856647414029216e-07 6.3445108003404745e-09 3.6772070901078674e-07 -2.1591126618247712e-07 2.681850562748874e-07 3.761155532160167e-08 2.596329963713477e-07 7.521816830421358e-07 1.4039009338393732e-07 -7.37442180669635e-07 -1.4784602085725164e-07 -5.161996970984759e-07 2.890464996594835e-07 1.369874772693396e-06 1.1706951757392696e-07 1.69491443870595e-07 -7.974944006067067e-07 3.0863658409610874e-07
AGE 1.720609242452623e-06 6.55594736948501e-07 4.063003969143209e-07 6.116735734502639e-07 -5.968962020369062e-07 -4.938197557009567e-07 -1.816466797513694e-08 4.152115272383903e-08 -4.032194725576016e-08 2.1876474598745027e-08 7.228641150715109e-08 3.708206824198621e-08 -4.561236510729831e-08 1.2231394960378023e-08 1.7664476038226433e-08 4.325013971519124e-08 5.862488205743899e-08 -1.1193182014061397e-09 -6.043297164977913e-08 1.6283162621358984e-08 3.7149403460288764e-09 -1.135065177920184e-08 4.76845693915653e-09 -6.493300631612118e-09 8.137303091860914e-09 -3.667346215471619e-08 -9.868485286064063e-08
sex -1.4343349460396936e-06 4.063003969143235e-07 0.0010625711942781734 7.269793310177922e-05 -0.0002802762303956413 -5.956399160046134e-05 2.826152925753676e-07 3.039693068744477e-07 -1.4307264989414664e-07 2.8407409164340934e-07 1.3630925373713717e-06 -7.345612199300089e-07 -1.7514797735144368e-07 1.6495344014098344e-07 -5.381929678176863e-07 2.5112492139034686e-08 4.83344188973304e-07 -5.765280719435936e-07 -1.8571612126025363e-07 4.129045571627374e-07 -1.700820063470142e-07 -8.068513982684056e-07 2.0948439170207862e-07 -3.644979035953842e-07 -3.1781278968498455e-07 3.538994912786431e-07 5.19472043665119e-07
age_sex -1.0114227594049853e-05 6.116735734502657e-07 7.269793310177952e-05 0.0005607549660700078 -5.7218601602240626e-05 -0.0002056615311780842 3.655670295384492e-07 1.210109279902735e-07 1.3613486208099548e-07 4.938382090466543e-07 6.188737815410127e-08 1.4272531204361527e-08 -4.560849287915963e-07 3.8569211811304823e-08 1.1602300643582441e-08 9.9828151017823e-07 -6.665047549710572e-07 -9.231196915801513e-08 5.011741458638188e-07 5.333478114996137e-08 -2.4358138666723396e-07 -3.249614997589512e-07 -9.288821480621037e-07 -2.5209322283522464e-07 2.2912511875383055e-08 2.160061499255496e-07 -4.491053299303058e-06
age2_sex 4.2304598873738925e-06 -5.968962020369069e-07 -0.0002802762303956414 -5.721860160224039e-05 0.0001618729232378502 5.083895216235564e-05 -7.026341429242477e-09 -5.1774780407506024e-08 1.6264044690323952e-07 -1.95282960785949e-07 -4.5008860156143767e-07 1.43647635049697e-07 7.620258443604272e-08 -7.482599127369145e-08 2.721374386386198e-07 -1.353374899517582e-07 1.0883657411861213e-07 2.1589174343170202e-07 1.3570831221980596e-07 -3.1742391288302576e-07 8.559245410396119e-08 -6.249843317626002e-08 4.642119034916866e-08 -1.1607499236793673e-08 9.979379569273483e-08 5.075595205498504e-08 2.8782048775750774e-06
age3_sex 6.36472871878985e-06 -4.938197557009573e-07 -5.9563991600461395e-05 -0.00020566153117808402 5.083895216235569e-05 0.00010592401603135521 -6.166853865174077e-08 1.0230074350984397e-08 7.976531627910577e-08 -1.7560611083681722e-07 -1.272336888069018e-07 4.970845416123568e-08 1.3659284631473024e-07 -1.226261643525124e-08 -8.346342465735076e-08 -2.9621170108598767e-07 2.6997763502768335e-07 9.014563826522213e-09 -2.017266572569184e-07 -1.75159414419119e-07 3.093809797003055e-08 5.274558898598686e-08 2.4751271911360023e-07 1.2628760007485994e-08 -2.5886836556286784e-09 5.286613275077336e-08 1.7185679149708116e-06
PC.PC1 8.898380468826978e-08 -1.8164667975136967e-08 2.8261529257536814e-07 3.6556702953845e-07 -7.026341429242793e-09 -6.166853865174123e-08 4.80718279050774e-07 -1.3347783935084451e-08 -6.871672771081035e-09 -2.1809973782590597e-08 -3.7460446282965526e-08 8.371947602516254e-09 -6.536590938163393e-09 2.4452342437232395e-08 4.4392656064080215e-08 -1.2184155107500538e-08 -1.439933734752332e-08 1.948203996408905e-08 -2.2037868191097363e-09 -2.429256089563503e-08 3.513331462192385e-08 3.274680393934827e-09 1.088357838704982e-08 -1.4921245840960942e-08 -8.853366944897813e-09 -4.799427034741687e-09 4.49706195834726e-07
PC.PC2 1.69980426264256e-06 4.1521152723839106e-08 3.039693068744464e-07 1.2101092799027672e-07 -5.1774780407505766e-08 1.0230074350983363e-08 -1.3347783935084411e-08 9.227699106426723e-07 -5.5212302585814606e-08 5.928019805031395e-08 1.731649061289658e-08 -1.6248902558490245e-08 -3.0036467177211343e-09 -2.560534585748794e-08 1.381000370318057e-08 1.8975224067900446e-08 7.597964249739679e-09 -1.4964684199777922e-08 -5.304897269637965e-09 -8.906492820772327e-09 -2.2728162375958464e-08 4.3162236580066256e-08 9.904075993394572e-09 -8.127759430426326e-10 6.0253235106090636e-09 1.2413793820852183e-08 3.47402541138318e-07
PC.PC3 -9.349819494228586e-07 -4.032194725576016e-08 -1.4307264989414558e-07 1.3613486208099736e-07 1.6264044690323907e-07 7.976531627910491e-08 -6.871672771081072e-09 -5.5212302585814434e-08 1.0054737175516402e-06 2.312227969224938e-08 5.591921623164915e-08 4.620191805967737e-09 2.7340455193943775e-08 -5.419390770972813e-08 6.195407371302633e-09 3.026355386414381e-08 -1.2781039961365016e-08 -2.1804825348002325e-08 -4.106205301472222e-09 3.264444274842904e-08 2.809090054568197e-08 -4.571178856572699e-08 -6.5588117150902375e-09 5.5039652391086596e-08 1.9351287718902142e-08 -1.326097403660632e-09 -1.0791017129885832e-06
PC.PC4 5.85664741402928e-07 2.1876474598745103e-08 2.8407409164341003e-07 4.938382090466539e-07 -1.9528296078594933e-07 -1.7560611083681714e-07 -2.1809973782590554e-08 5.9280198050313905e-08 2.312227969224943e-08 1.2970380838803559e-06 9.723687196304534e-08 -4.65709274487637e-08 1.2471217285418614e-07 5.7005028990905896e-08 9.780212353754513e-09 -3.1003037878328285e-08 -1.6144113354313275e-08 6.122382687188824e-08 -1.782884733951493e-08 5.39995392818469e-08 4.731243376909279e-09 4.3513518685081525e-08 -5.3463236590348514e-09 8.827475360824405e-10 -8.64017568936439e-09 -4.312550636629793e-08 -7.014294432314171e-07
PC.PC5 6.344510800336772e-09 7.228641150715108e-08 1.3630925373713723e-06 6.188737815409968e-08 -4.500886015614375e-07 -1.2723368880690118e-07 -3.746044628296557e-08 1.7316490612896532e-08 5.591921623164917e-08 9.723687196304509e-08 1.7268642666869517e-06 4.042907924830005e-08 8.538919072067554e-09 -2.369716502065338e-08 -8.470691551303569e-09 2.7318011712059846e-08 1.2634054331704202e-08 2.620002332981188e-08 -6.688128629371391e-09 -2.778235128786734e-08 -1.5595813321887167e-08 -3.46570079770978e-08 -6.325002573114346e-09 1.0124432270914064e-07 2.2386953292234307e-08 5.57560139841247e-08 -5.553753070633197e-07
PC.PC6 3.677207090107874e-07 3.708206824198614e-08 -7.345612199300085e-07 1.4272531204362626e-08 1.4364763504969668e-07 4.9708454161235226e-08 8.371947602516262e-09 -1.6248902558490116e-08 4.62019180596776e-09 -4.6570927448763806e-08 4.0429079248299966e-08 1.9129983822458276e-06 9.665342634685645e-08 -2.3766657765101757e-08 -9.085953980377185e-08 1.478027210903924e-08 -1.9115289244101884e-08 -5.239730805070088e-09 -2.589424070719338e-08 1.8822409634206e-08 3.5239741946709955e-08 -5.859879169258011e-08 -1.213133296849055e-07 7.398731348189521e-10 -2.1272555653419915e-08 -1.6106142044014758e-08 -3.924298944370038e-08
PC.PC7 -2.1591126618247363e-07 -4.561236510729828e-08 -1.7514797735144328e-07 -4.560849287915966e-07 7.620258443604279e-08 1.3659284631473048e-07 -6.536590938163425e-09 -3.003646717720993e-09 2.7340455193943756e-08 1.2471217285418646e-07 8.538919072067803e-09 9.665342634685653e-08 1.5154606028813138e-06 1.477394662728401e-07 2.195400378939555e-08 -3.571131382788599e-08 -1.6597314067002404e-08 -5.750090597015825e-08 7.268361835368385e-09 1.1185444489682257e-08 1.2705097174009452e-08 -2.157191630509555e-09 -2.3967539674991138e-08 -4.2002598609883376e-08 -8.775183731762897e-09 -3.011985466932509e-09 6.445953835801707e-07
PC.PC8 2.6818505627489124e-07 1.2231394960378023e-08 1.6495344014098227e-07 3.85692118113055e-08 -7.482599127369115e-08 -1.2262616435251467e-08 2.4452342437232385e-08 -2.5605345857487886e-08 -5.419390770972821e-08 5.700502899090591e-08 -2.3697165020653383e-08 -2.37666577651018e-08 1.477394662728401e-07 2.106088955837158e-06 -4.2847098066972405e-08 -9.105098974700762e-08 3.04282409839338e-09 -3.8511414813665354e-08 1.6151184311472083e-08 -2.775321202369777e-08 -7.739294469992985e-10 8.9458155624769e-08 -8.813909537335941e-08 -3.3415447341006335e-07 1.4310414645598659e-08 -6.343873086461669e-08 9.711243803466248e-08
PC.PC9 3.761155532160119e-08 1.766447603822647e-08 -5.381929678176853e-07 1.1602300643581046e-08 2.721374386386194e-07 -8.346342465735026e-08 4.439265606408013e-08 1.381000370318046e-08 6.195407371302708e-09 9.780212353754483e-09 -8.470691551303543e-09 -9.085953980377179e-08 2.1954003789395575e-08 -4.28470980669727e-08 2.08294637459306e-06 7.147001262471529e-08 1.1107275357698727e-07 -6.907536637062288e-10 -1.6541133901248056e-07 -9.202210379768776e-09 -3.4508762129742914e-08 -6.868568530219348e-09 5.455849204407374e-08 5.213596743853629e-10 1.7841013442995103e-08 -5.4165385449715443e-08 2.3553489340232422e-08
PC.PC10 2.596329963713493e-07 4.3250139715191245e-08 2.5112492139032803e-08 9.98281510178229e-07 -1.3533748995175795e-07 -2.962117010859874e-07 -1.218415510750059e-08 1.897522406790036e-08 3.026355386414392e-08 -3.10030378783284e-08 2.7318011712059882e-08 1.4780272109039277e-08 -3.571131382788606e-08 -9.105098974700863e-08 7.147001262471517e-08 2.515280531854273e-06 -1.3002351643012618e-07 4.299551558892515e-08 5.113825442013251e-08 5.363704181781568e-08 -4.4334308409326174e-08 -4.121513559891769e-08 2.3417687442622904e-08 2.346569553429761e-07 2.0700936742594556e-08 7.59695635871622e-08 1.2395266093396448e-07
PC.PC11 7.521816830421382e-07 5.8624882057439e-08 4.833441889733042e-07 -6.665047549710563e-07 1.0883657411861206e-07 2.69977635027683e-07 -1.4399337347523277e-08 7.5979642497396e-09 -1.2781039961365074e-08 -1.6144113354313245e-08 1.2634054331704228e-08 -1.9115289244101865e-08 -1.659731406700233e-08 3.042824098393431e-09 1.1107275357698734e-07 -1.300235164301263e-07 1.992200245933833e-06 -6.967595029093455e-08 -1.4178588149287803e-08 5.025848310530547e-08 -4.6798143934024464e-08 1.47208811475275e-07 7.655006829876361e-08 -7.48499619248043e-08 3.3616917214991864e-08 -2.479099754788688e-09 -2.591130626290278e-07
PC.PC12 1.403900933839364e-07 -1.1193182014061566e-09 -5.76528071943593e-07 -9.231196915801453e-08 2.1589174343170186e-07 9.014563826522056e-09 1.9482039964089054e-08 -1.496468419977796e-08 -2.180482534800226e-08 6.122382687188825e-08 2.6200023329811836e-08 -5.239730805070082e-09 -5.750090597015819e-08 -3.851141481366545e-08 -6.907536637062375e-10 4.299551558892511e-08 -6.96759502909346e-08 2.1801425076560984e-06 -2.6456764636638616e-08 7.108051898342751e-08 5.190336301804745e-08 1.2921388545369066e-07 4.488119245915513e-09 -1.1493853850886865e-09 1.2706161301973711e-07 2.185909594998972e-08 4.126972644035801e-07
PC.PC13 -7.374421806696337e-07 -6.043297164977914e-08 -1.8571612126025101e-07 5.01174145863819e-07 1.3570831221980506e-07 -2.0172665725691887e-07 -2.203786819109788e-09 -5.30489726963778e-09 -4.106205301472225e-09 -1.7828847339514887e-08 -6.688128629371323e-09 -2.5894240707193675e-08 7.268361835368362e-09 1.6151184311472013e-08 -1.6541133901248038e-07 5.113825442013267e-08 -1.4178588149287461e-08 -2.6456764636638527e-08 1.9796667480569566e-06 1.2168514663166358e-08 -2.3204032875798862e-08 -1.6421756574496505e-08 8.655873591828135e-09 1.3190665845732654e-08 -5.282230210617197e-08 -3.8759437281604164e-08 3.015639261933498e-07
PC.PC14 -1.478460208572499e-07 1.6283162621359014e-08 4.1290455716273675e-07 5.33347811499609e-08 -3.174239128830257e-07 -1.7515941441911895e-07 -2.4292560895635023e-08 -8.906492820772304e-09 3.2644442748429e-08 5.3999539281846947e-08 -2.7782351287867356e-08 1.8822409634206022e-08 1.11854444896822e-08 -2.7753212023697823e-08 -9.202210379768795e-09 5.3637041817815647e-08 5.025848310530546e-08 7.108051898342751e-08 1.2168514663166154e-08 1.5804388895096632e-06 -2.9983627242929535e-08 -1.7494354415207674e-07 -3.9113805927475676e-08 5.9625368561577e-08 -6.419642061493858e-09 -3.6097832248596285e-08 1.295090103732289e-07
PC.PC15 -5.161996970984753e-07 3.714940346028927e-09 -1.7008200634701555e-07 -2.435813866672347e-07 8.559245410396148e-08 3.093809797003083e-08 3.513331462192385e-08 -2.2728162375958355e-08 2.809090054568198e-08 4.731243376909242e-09 -1.559581332188726e-08 3.5239741946710074e-08 1.2705097174009512e-08 -7.739294469992019e-10 -3.450876212974303e-08 -4.433430840932613e-08 -4.679814393402451e-08 5.190336301804762e-08 -2.3204032875798928e-08 -2.998362724292957e-08 1.8637501780156463e-06 -6.650839018809817e-08 -9.203565245368869e-08 -8.07819767796235e-08 -2.62284350726406e-08 5.0939282889303294e-08 6.224865346576315e-07
PC.PC16 2.890464996594854e-07 -1.1350651779201862e-08 -8.06851398268403e-07 -3.249614997589506e-07 -6.249843317626081e-08 5.274558898598659e-08 3.2746803939348332e-09 4.316223658006624e-08 -4.5711788565726984e-08 4.3513518685081565e-08 -3.4657007977097784e-08 -5.859879169258015e-08 -2.1571916305095694e-09 8.945815562476908e-08 -6.86856853021925e-09 -4.1215135598917656e-08 1.4720881147527485e-07 1.2921388545369071e-07 -1.6421756574496342e-08 -1.7494354415207685e-07 -6.650839018809853e-08 1.9978416259790895e-06 1.1311802700063737e-07 -2.687407877791199e-07 3.9655436667936744e-08 7.464840400820065e-10 -5.899853517699921e-08
