 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal maternal gpp gpm gmp gmm
intercept 0.0024147748608548693 7.5491958986776e-05 0.0013872403905552597 0.0039116201712223785 0.0044927737571143515 0.0013668115927631382 2.3005436641539404e-06 5.902843297314137e-06 -1.0706512389592946e-06 1.644391415080943e-06 -8.54418124347253e-07 -2.906692038138461e-06 9.097309809196756e-07 -2.1683288700068092e-07 -3.104480835264155e-06 -1.0598534135717844e-06 -3.5724958626734824e-06 -2.091838456056699e-06 -5.306169898121108e-06 3.002725702826607e-06 1.5350955349927688e-06 1.612547323597958e-06 -1.3856106056447246e-06 1.1375572580596801e-06 1.0086745321937314e-06 2.972530760467282e-06 -0.00010890282283117466 -0.00010746798186837586 -0.00010109293601149867 0.00021434976444418112 8.37426001397054e-05 0.00023590395680759497 0.00013133945212955605
AGE 7.549195898677606e-05 4.1093038823676e-06 -6.7283835219148435e-06 -1.8995448142552103e-05 -2.0950265124060287e-05 -6.222728265983183e-06 5.563346196819996e-08 3.2923456582207335e-07 -1.080966509937617e-07 7.621354473937183e-08 7.599675365605016e-08 -6.836574731509547e-09 -7.938789256452484e-09 -7.381348423155133e-08 -1.7409328136510652e-07 5.096266671238333e-08 -9.509415157753015e-08 -2.0604717636430884e-07 -2.600271830957111e-07 1.3461213436933254e-07 1.1585762752333374e-07 -9.355502403143258e-09 -1.917439217411713e-09 -4.033871077407024e-08 -5.082032739840959e-08 -7.995062559196144e-08 -3.2056768844404297e-06 -3.024320580588316e-06 1.762679057566655e-07 4.849569304943152e-06 4.0553163759677594e-06 8.298485526115175e-07 4.771562808170133e-06
sex 0.0013872403905551092 -6.7283835219142176e-06 0.013964222702281962 0.01643443195586959 0.01157471050405931 0.002517360802273415 -4.061116058615216e-06 5.439354890964409e-06 -9.89097835506524e-07 -3.3124104916543485e-06 6.372103457748253e-06 -2.336432387403468e-06 3.0244777771351244e-07 5.03756014839188e-06 2.2552769984970178e-06 3.237446136511639e-06 -3.25223031993766e-07 3.815440139584372e-06 -3.6559565552962297e-07 6.317169520259847e-06 -3.441430229313338e-07 -6.6394123264936935e-06 9.180358367348392e-07 -4.0730170612835525e-06 8.550448210385581e-06 5.4045133423158755e-06 -7.120981576601194e-05 -4.092345762391565e-05 -5.981116882659035e-05 1.71040220762794e-05 -7.021015302536497e-05 0.00025186510176263737 9.762405109322333e-05
age_sex 0.00391162017122227 -1.8995448142551887e-05 0.01643443195587047 0.03512064427841347 0.03493316661520446 0.009686733992906364 -1.0854381289832043e-06 3.790862532036025e-06 9.136225374071541e-06 -2.3693215537781997e-06 4.37574037765173e-06 2.476183633840761e-06 -3.511446759926426e-06 7.269182388687319e-06 2.2602835668133393e-06 8.006515209327694e-06 -1.2380001236166308e-06 5.262977685327146e-06 -1.062855827466223e-07 3.2596579455687417e-06 3.1881476207149885e-06 1.1206950439754843e-06 1.7527301084472212e-06 -8.70179210518232e-06 3.6803687922888287e-06 -1.318532360276716e-06 -0.0002922268211249685 -1.1405982521972737e-05 -0.00022998061431469283 9.779020800040756e-05 -0.0002281468794955117 0.0008063343216271573 0.00013765468131952214
age2_sex 0.0044927737571143446 -2.0950265124061154e-05 0.0115747105040607 0.03493316661520548 0.040323446352913045 0.012218438161828512 -1.1731148201818825e-08 1.22944097223308e-06 1.2819119843378404e-05 -2.1310588000117757e-06 2.0210769181675337e-06 6.022154729749868e-06 -3.469090038967381e-06 6.410958239069052e-06 2.231338464593751e-06 4.0126412966176295e-06 2.671460310577463e-06 4.384299116491077e-06 7.428720589646832e-08 -4.911615833724903e-07 4.227468534323963e-06 9.281641042090724e-06 3.056082431284162e-06 -7.369978538020815e-06 4.031435783645576e-07 -2.945977494139046e-06 -0.0003047175531804236 -1.9030877393361038e-05 -0.00023951200748014643 0.00015801054099612603 -0.00024237689450262056 0.0009400522617948678 -3.495113276610479e-05
age3_sex 0.0013668115927631585 -6.222728265983557e-06 0.0025173608022738955 0.009686733992906853 0.012218438161828717 0.003908411012570801 3.627609366206778e-08 9.447187178872542e-08 4.05050316305287e-06 -6.156568411779783e-07 3.9634565971515257e-07 2.312707763754024e-06 -7.825767961277994e-07 1.7165619178062236e-06 4.1497003583859304e-07 2.583371604804131e-07 1.4160795448747064e-06 9.28217542789497e-07 -1.7955028801947908e-08 -8.481811832115774e-07 1.0319621295554757e-06 4.189942265077856e-06 1.1382689991711577e-06 -1.7965622759290725e-06 -2.844437016397581e-07 -6.815544011462341e-07 -8.587853894274222e-05 -1.422275427258616e-05 -6.216944942116571e-05 5.487884516593399e-05 -6.052135245383321e-05 0.00028157546720947033 -4.9495327192287654e-05
PC.PC1 2.300543664153735e-06 5.5633461968199e-08 -4.061116058615384e-06 -1.0854381289843673e-06 -1.173114820330413e-08 3.62760936616023e-08 9.89282666504788e-07 2.4788590289070682e-08 -2.8914149908128062e-08 -1.013733096176743e-07 5.394729391769091e-08 -3.972439505525732e-08 -7.205944000876013e-08 7.669650902836669e-08 2.890500649955089e-08 -1.016487287641749e-08 2.160566153661089e-09 1.1818706723813242e-07 -1.146381570334252e-07 -6.068966008196749e-08 9.430599374009649e-08 -8.09558158052258e-08 -1.9473947154252196e-08 1.0574187208083331e-07 2.4579837374539007e-07 -1.3684130674871998e-07 3.3077320229632676e-07 -6.541901010093867e-08 -2.827831096113385e-07 1.4027925291732689e-06 2.135047957998577e-06 1.3052413186009449e-06 2.2103126936078237e-06
PC.PC2 5.902843297313746e-06 3.292345658220719e-07 5.439354890963133e-06 3.7908625320333143e-06 1.2294409722302426e-06 9.447187178790167e-08 2.478859028907083e-08 1.4149567105645806e-06 -2.263171070856997e-08 2.9187858040691325e-08 1.1321077420964451e-07 -6.060082243062787e-07 -1.1849486410457469e-07 -1.8278934832165434e-08 -2.3229371566320542e-08 2.6036794201844084e-08 -4.5833937722000434e-07 -2.1021274707237834e-07 7.022133311824876e-08 -1.3795959428077208e-07 -7.54590259728459e-08 -1.6628389918578323e-08 -1.3517029028856364e-07 -1.081083838924032e-07 -1.9862069973947327e-07 9.664484042936879e-08 -7.840187050872205e-07 -2.0998923115736795e-06 3.193823891132329e-06 1.7879768904867158e-06 3.3275367633479586e-06 1.298464237914689e-07 -5.687665386388703e-07
PC.PC3 -1.0706512389589037e-06 -1.0809665099376156e-07 -9.890978355054109e-07 9.136225374074536e-06 1.2819119843381564e-05 4.050503163053761e-06 -2.8914149908127195e-08 -2.263171070856917e-08 1.8002187099052162e-06 5.032016069791281e-08 1.3149286877637428e-07 2.100429601186913e-07 1.690354057817204e-08 -5.848777382717472e-08 -1.730829277218425e-08 1.5732349545956e-07 1.6238548996873992e-07 -1.0892245154289843e-07 5.934357830533964e-09 6.370951021089873e-08 1.8048722617525207e-08 2.7420756475162487e-09 1.3553953100405525e-07 -5.8601025618703584e-08 -2.0640466854282195e-07 -1.0769928983665508e-07 -3.079483329086528e-07 -1.0623230480545986e-06 1.6836308919489685e-06 -2.2116367154444814e-06 -1.2183983397078968e-06 -5.616264808945518e-06 -9.502602240675825e-07
PC.PC4 1.6443914150808958e-06 7.621354473937336e-08 -3.3124104916545755e-06 -2.3693215537788066e-06 -2.131058800012388e-06 -6.156568411781444e-07 -1.0137330961767415e-07 2.9187858040691937e-08 5.03201606979128e-08 2.3297564615625883e-06 3.135096272263685e-07 -2.3204655155151488e-07 1.1135301860212818e-07 -1.623295040419097e-08 5.014934827819304e-08 -1.6984701110113125e-08 -8.052874809936222e-08 -8.282696461241524e-09 1.102792823941422e-08 -2.81022099060331e-09 -5.212128318596241e-08 1.0203509974629958e-07 -7.737534431253212e-08 -3.892515512433931e-07 1.416693080258619e-07 2.0597287621170105e-07 -5.114850126698763e-07 2.040556768278335e-06 -4.708911299725893e-06 -5.075133370805923e-06 9.041402071170239e-07 3.925112483120961e-06 2.664052279718985e-06
