 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal maternal
intercept 0.0001666878186339497 1.2851259055055563e-06 -8.411297218103679e-07 -6.838481442350478e-06 2.7281459727579866e-06 3.2620740267543825e-06 -8.120851008141992e-08 6.471607376607455e-07 -3.2355943153701764e-07 1.321577912887477e-07 1.2292284734510777e-07 1.1472791006818325e-07 -3.7372958424755393e-07 2.2100146482821756e-07 1.3507571401981462e-07 1.0374055103382905e-09 2.5609160185075994e-07 3.113604136987097e-08 -1.8273189032355798e-07 -1.523176501539555e-07 -2.027921395017214e-07 1.2463566870477654e-07 4.881842048464079e-07 -2.2978719300720178e-08 9.012236883582639e-08 -3.83059305225509e-07 -4.009675807733265e-06 9.766506803439275e-06 -6.247962798911842e-07
AGE 1.2851259055055495e-06 5.255242168631958e-07 6.433620583727652e-07 2.8783490321851804e-07 -7.520302155052364e-07 -3.4240856524512577e-07 -1.273566646117114e-08 4.995148796801328e-08 -3.697781821387192e-08 2.444477001375721e-08 5.5656322908982167e-08 3.4297895707101824e-08 -3.41321928492502e-08 1.2970439338977198e-08 2.5262553204779234e-08 3.12159970675585e-08 5.539588053452146e-08 -1.7591536999458484e-09 -5.4534589558864176e-08 1.3821987057810618e-08 1.4185917654134136e-09 -1.0124080977027291e-08 1.9960722712192376e-08 -3.0336794185170903e-09 3.3465392016115005e-09 -3.139565929301916e-08 -3.254476957626157e-07 8.232532060346387e-08 4.647565991957246e-07
sex -8.411297218104006e-07 6.433620583727656e-07 0.0010264559350503357 9.403952427545891e-05 -0.0002617128835957053 -6.897641158584295e-05 2.660410383471523e-07 2.6035335310207706e-07 -4.079482849989109e-07 1.7593299570951408e-07 1.1810423999595483e-06 -5.827264277991428e-07 -2.3527156168526433e-07 -5.895313552253961e-08 -4.206255838149931e-07 1.2712191923484382e-07 6.085815303576332e-07 -5.14327244422841e-07 -2.0902636971174693e-07 2.4684321283875745e-07 -1.6453819926762786e-07 -7.020246670270835e-07 3.4469020179512247e-07 -5.214461102160355e-07 -3.703681717187145e-07 2.7820513273844134e-07 1.72092527651501e-06 -3.9869547270594e-06 8.510240632195322e-06
age_sex -6.838481442350462e-06 2.8783490321851666e-07 9.403952427545909e-05 0.00046493283999539934 -6.373268942129377e-05 -0.00015157405739393704 3.2849790550241863e-07 1.8686476773198557e-07 1.3135288041859377e-07 2.51745201594953e-07 2.2498908774915754e-08 2.132096242242713e-07 -3.3323186418187773e-07 -3.7831695098262224e-08 -1.9325891770317376e-07 9.568573659636646e-07 -5.474816873637387e-07 -2.0744803890935245e-08 4.807974870359616e-07 -3.0429948832497185e-08 -1.6490412547218107e-07 -3.247928940575153e-07 -8.112796317716067e-07 -2.3398231203564614e-07 1.513497123743286e-07 2.2608813551859546e-07 -7.56331483414748e-06 3.965682065462641e-06 3.7968292976212513e-06
age2_sex 2.728145972758023e-06 -7.520302155052368e-07 -0.00026171288359570544 -6.373268942129369e-05 0.00014757119011801507 5.249599138809397e-05 -1.557522478301432e-08 -6.526162854729765e-08 2.8035332688670415e-07 -7.661898431845576e-08 -3.5449525964084354e-07 6.771635062810656e-08 8.731627933510112e-08 4.7996128320779784e-08 1.8130918678381188e-07 -1.4070199217176752e-07 2.9634476924021746e-08 1.196774216136899e-07 1.3118735976471516e-07 -2.5060732060315957e-07 8.518966798622043e-08 -4.081902483898916e-08 6.872105011436551e-08 1.4844461257726288e-08 1.1391614073469454e-07 4.288677628460087e-08 5.516802436740459e-06 -3.545376788761269e-06 -5.965199294375526e-06
age3_sex 3.262074026754361e-06 -3.424085652451257e-07 -6.8976411585843e-05 -0.00015157405739393696 5.2495991388094e-05 7.351163551590002e-05 -8.247875985157265e-08 -5.624700497963518e-08 7.724433805281455e-08 -5.2705253434169765e-08 -7.303021151827458e-08 -1.10192226278498e-07 9.775623727219996e-08 5.050039544609158e-08 3.782540544353831e-08 -3.2291690486076285e-07 2.198414885888819e-07 -6.035422330321954e-08 -1.5629390735708155e-07 -1.0527760463380873e-07 2.6558060085116648e-08 3.8313624252809875e-08 2.637772699425007e-07 -3.871995086967538e-09 -3.988244457468134e-08 2.009035921502688e-09 4.375704601687598e-06 -3.401463483141862e-06 -3.050436936660475e-06
PC.PC1 -8.120851008142392e-08 -1.2735666461171204e-08 2.660410383471498e-07 3.2849790550240397e-07 -1.5575224783012405e-08 -8.247875985156788e-08 3.3772034842363953e-07 9.006955354456937e-10 -5.046313308383632e-09 -2.4837873437084846e-08 -2.6013448766227946e-08 -2.560043416879019e-10 -1.3529489940702907e-08 1.6342717028950308e-08 1.8615086385730002e-08 -9.209936373963953e-09 -9.98027018754341e-10 1.537100184003365e-08 -8.188414850022039e-09 -9.767274487718542e-09 2.5634568977254375e-08 -6.428434399556939e-09 3.3053205823587022e-09 -1.2106190558201232e-08 8.03843855902708e-10 -1.4523009438040003e-08 -4.0242425168042897e-08 5.648112372582943e-07 2.730407185945572e-07
PC.PC2 6.471607376607145e-07 4.9951487968013057e-08 2.603533531020772e-07 1.8686476773197996e-07 -6.52616285472973e-08 -5.6247004979633436e-08 9.00695535445711e-10 5.74459258580327e-07 -3.013018455386607e-08 3.2189315971347634e-08 2.6320030023887755e-08 -3.729336443687995e-08 -6.091915863953643e-10 -7.481631256172276e-09 -1.5805822347754702e-09 1.6076483915892543e-08 3.03102492586209e-09 -9.2604210409645e-09 2.5770684922899605e-08 6.495831383392306e-09 -9.012631340106971e-09 1.199516951548364e-08 -3.48621928528953e-08 -6.36437252204074e-09 -1.999666591842424e-09 1.3967674013646541e-08 -6.457600447692072e-08 3.944536859342822e-07 5.4508573597906e-07
PC.PC3 -3.2355943153701547e-07 -3.697781821387193e-08 -4.0794828499891127e-07 1.313528804185952e-07 2.803533268867043e-07 7.72443380528141e-08 -5.04631330838365e-09 -3.013018455386601e-08 6.924067659632861e-07 3.926501924595337e-08 3.50671693623033e-08 1.0720492049213336e-08 2.3402650134535254e-08 -3.995446779042404e-08 2.886608613659294e-09 2.8460817282130128e-08 -1.1596280259679994e-08 -2.308466015028387e-08 -1.3549602906610806e-08 1.6560078611163695e-08 1.5950678458234255e-08 -2.3449929098292415e-08 1.2083748000061876e-08 5.06632176949109e-08 7.998219441967065e-09 -7.47202796023411e-09 -2.0752400378965008e-07 -9.233845978026548e-07 -7.93564258428372e-07
PC.PC4 1.3215779128874598e-07 2.4444770013757206e-08 1.7593299570951617e-07 2.5174520159496354e-07 -7.661898431845722e-08 -5.270525343417319e-08 -2.4837873437084747e-08 3.218931597134765e-08 3.9265019245953325e-08 8.92038023813259e-07 7.235271240705534e-08 -4.094039595889889e-08 1.1901142440859935e-07 4.167988920249224e-08 3.053587643331889e-09 -3.078210281050521e-08 -1.1692636339905511e-08 4.510470152708513e-08 -5.975756558821248e-09 3.909535757397381e-08 9.77438246327619e-09 3.310786852406623e-08 -1.1513036681665307e-08 4.847452124538833e-09 -5.728471952482592e-09 -2.4444095067476965e-08 -3.5951969568171666e-07 -2.3675296481626144e-07 -2.9858081301501387e-07
