 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal maternal
intercept 0.00031048713150468553 2.3194214448529038e-06 -1.6862390093429732e-06 -1.0429933917970937e-05 4.514873709290077e-06 6.258765474175168e-06 5.017060418147557e-07 2.041193923964978e-06 -1.1220305617184733e-06 8.516590701379269e-07 1.944884726363024e-07 5.644752144545021e-07 -7.709460864393738e-08 2.52259351656441e-07 -2.4695814777847894e-08 2.994955594851612e-07 9.433957552410025e-07 1.643512796918273e-07 -8.989695881036391e-07 -5.052798175551556e-08 -8.151203323820086e-07 5.097744496939283e-07 1.7035075039232527e-06 3.4391597002904552e-09 1.6407792738507578e-07 -1.0146263606196623e-06 -2.785218184309012e-06 1.5142433843991519e-05 -5.031986335407656e-07
AGE 2.319421444852947e-06 7.428492858557222e-07 5.84946631092756e-07 6.616854121803345e-07 -7.816185015164352e-07 -5.363953756556143e-07 -2.2783355893920258e-08 7.372862745702832e-08 -3.6709919847720546e-08 3.43312490208395e-08 8.419186589581619e-08 3.704184178175071e-08 -6.299099000385984e-08 1.7437428304952448e-08 6.312657661520786e-09 5.3601766837415514e-08 6.978067096894882e-08 6.568980598449449e-09 -6.971432139860768e-08 1.6806073999262346e-08 5.583244535903191e-09 -1.9292024676099226e-08 -6.087854061379976e-11 -1.2500890053104956e-08 1.890720083138443e-08 -4.151278416136477e-08 -4.085900544145405e-07 -9.815418537281743e-08 6.786438049280859e-07
sex -1.6862390093430896e-06 5.849466310927559e-07 0.0011451165002788494 9.07954627981517e-05 -0.0003036816761279285 -7.291621498738134e-05 2.9328810054127527e-07 3.3300902527139047e-07 -3.2565229585733294e-07 4.776347377071464e-08 1.6242804712378886e-06 -8.853650091356681e-07 -3.8281540012285135e-07 2.8368980827723985e-09 -3.8065582582822846e-07 -2.7301237963001e-07 5.081324735179832e-07 -5.782975576954496e-07 -2.843510535653334e-07 3.9946888760738213e-07 -2.7039382528989113e-07 -8.698080235971626e-07 -2.0625888733712582e-07 -6.578103784744203e-07 -4.012206986739888e-07 6.756172222954355e-07 8.132702800675034e-07 -7.96193324542064e-06 1.3054443147066225e-05
age_sex -1.0429933917970967e-05 6.616854121803351e-07 9.079546279815172e-05 0.000580600004461556 -6.904553863630307e-05 -0.00020793229424081276 4.4282840521319654e-07 2.7237882392554583e-07 -1.1054145595520352e-07 4.730217198879571e-07 4.8002778592912606e-08 2.2632826293680908e-07 -3.533570336159014e-07 1.187507146713459e-07 7.246293491873851e-09 1.065896727153316e-06 -8.106420960260722e-07 -8.421698353478865e-08 6.810678136583508e-07 7.220236582663875e-08 -2.875738335177563e-07 -7.122039559243327e-08 -7.405600061353098e-07 -4.782147660076657e-07 1.4334498081866192e-07 2.1650942355086404e-07 -1.004224939423095e-05 4.488920239062945e-06 6.1410967317939355e-06
age2_sex 4.5148737092901156e-06 -7.816185015164354e-07 -0.0003036816761279282 -6.904553863630315e-05 0.0001777239035867821 6.10097408321723e-05 -1.9188484907433234e-08 -1.1470732763188552e-07 2.6243281044242434e-07 -9.162334339983652e-08 -5.157590648047584e-07 1.8539043850033897e-07 1.6587253386780814e-07 -9.89478709886382e-08 1.2807521037118702e-07 2.6917369495484777e-08 1.176580149136048e-07 1.8659694132831205e-07 2.0129904506831618e-07 -3.539998203819613e-07 4.298413719317113e-08 -6.122123189464793e-08 2.7780920590450037e-07 1.6900458571362153e-07 1.0924317707467689e-07 1.7370308430441433e-08 7.555360594827409e-06 -4.2851654159661746e-06 -8.167215790603788e-06
age3_sex 6.258765474175206e-06 -5.36395375655614e-07 -7.291621498738125e-05 -0.00020793229424081268 6.100974083217223e-05 0.00010683200530410913 -9.826036562438117e-08 -6.69661344534823e-08 1.993488226465234e-07 -1.3587394165061674e-07 -1.2722028664303682e-07 -5.064222658884791e-08 1.3020503942266928e-07 8.299804570625445e-10 -6.12520394465054e-08 -3.5042532801128866e-07 3.4322541941207776e-07 -5.1462499200036914e-08 -3.037222962965279e-07 -1.558617802457631e-07 6.641020158786195e-08 -6.420127693657047e-08 8.863449951530056e-08 9.872654675704949e-08 -9.7304458183303e-08 6.28746680753533e-08 5.867858423396042e-06 -4.64979745227543e-06 -4.863165133076454e-06
PC.PC1 5.017060418147586e-07 -2.278335589392021e-08 2.9328810054127586e-07 4.428284052131974e-07 -1.9188484907433634e-08 -9.826036562438162e-08 5.887071549939368e-07 -2.3637373561197356e-08 -3.257163262037559e-09 -1.2484314902359135e-08 -5.018591915008591e-08 8.524807900084857e-09 -2.8182066893950293e-09 2.9314462087136928e-08 5.128889082688276e-08 -1.444783967440506e-08 -1.693347800655014e-08 2.1988163469244064e-08 -6.163003707437219e-09 -2.8468340329523715e-08 4.570559130012328e-08 9.845633372409217e-09 1.2847687761304281e-08 -2.5324462214888233e-08 -1.0599724044313915e-08 -6.547360713371804e-09 7.797386903892954e-08 7.733719074646878e-07 4.990389525976959e-07
PC.PC2 2.041193923965028e-06 7.372862745702873e-08 3.3300902527139116e-07 2.723788239255414e-07 -1.1470732763188519e-07 -6.696613445348072e-08 -2.3637373561197376e-08 1.1307599023832535e-06 -5.69594446592533e-08 5.707870855185542e-08 1.71755552501902e-08 -1.2382608151556629e-08 -1.9656791005808015e-09 -2.91320987682342e-08 2.353732973859181e-08 2.2776423453734233e-08 2.8998751695026055e-09 -1.9691280390094156e-08 -2.057259611776683e-08 -1.1886371580887124e-08 -3.011423918981794e-08 6.036550820765577e-08 1.1400145730938859e-08 1.3034604300721652e-08 7.606036768552804e-09 1.4308360828145989e-08 -1.8165573084156265e-07 6.956967934796762e-07 9.139074540411753e-07
PC.PC3 -1.1220305617184737e-06 -3.670991984772061e-08 -3.256522958573324e-07 -1.1054145595520397e-07 2.6243281044242424e-07 1.9934882264652358e-07 -3.2571632620373955e-09 -5.6959444659253264e-08 1.2760300368899467e-06 1.583889607549168e-08 7.009499743016138e-08 6.957741077748723e-09 1.8050458185392857e-08 -6.801443300872853e-08 4.940969520380169e-10 4.587874836132953e-08 -9.884903145198582e-09 -2.0338496375110932e-08 -2.4402273123250833e-09 3.865505495127216e-08 2.4436446051298106e-08 -5.8512477740157657e-08 -2.4062418677491857e-09 7.869879451597577e-08 2.2244620724665045e-08 7.676498795664105e-09 -1.3407908900496875e-07 -1.4534683221592308e-06 -1.3578212874830307e-06
PC.PC4 8.51659070137927e-07 3.4331249020839513e-08 4.776347377071318e-08 4.73021719887957e-07 -9.162334339983597e-08 -1.3587394165061674e-07 -1.2484314902359212e-08 5.707870855185541e-08 1.5838896075491802e-08 1.6148850846659207e-06 1.211118128924349e-07 -5.135372191007689e-08 1.3160965642940123e-07 5.637409680099948e-08 1.0245741072055481e-08 -2.5768207490888286e-08 -1.6495043406559688e-08 5.414761687985525e-08 -2.578089666525016e-08 4.9482485365289435e-08 1.8468177426995133e-09 4.618468311246056e-08 -7.113267782552325e-09 9.070275814301784e-09 -3.5266653901418934e-09 -5.045390215061584e-08 -4.2385952487975654e-07 -3.8537690303544263e-07 -4.08077661615929e-07
