 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband maternal gpm gmm
intercept 0.00047279973620025043 6.924831452582654e-07 -2.451782419162327e-06 -8.209875396778722e-07 1.487483103337695e-06 -3.554660957408223e-07 -2.83893149396712e-07 1.832294901743993e-06 6.42233196196402e-07 2.150971311168156e-07 -7.901912310376006e-07 -7.914349595491807e-09 -3.193054551614571e-07 5.863093019701909e-07 6.108271372737714e-07 -7.313693086634439e-07 -1.7421804373450237e-07 -2.4940486252199375e-07 8.053524416890465e-07 9.676195462716382e-07 4.983270438004884e-07 3.7962711894576845e-06 7.902645041687739e-06 -5.90867640280791e-05 1.5253403444654364e-05
PC1 6.924831452582657e-07 1.5889277115448643e-06 -9.198366800018875e-07 -2.133139278517138e-09 -5.819733245747968e-08 -1.9542891326158034e-07 1.6986710609605865e-08 1.2514591205239658e-07 1.3316619785161051e-07 -7.675919493571487e-08 1.123371104401181e-07 -9.171574319657829e-08 2.75328519791503e-07 -8.352615815974012e-08 -1.1966060912644694e-07 -2.6833908732784463e-07 -1.9184750844161384e-07 -5.865628886237317e-09 -2.3579735289577048e-08 7.360700900031249e-08 2.2020452582436223e-08 4.525970335808536e-07 6.467006461343327e-07 -4.837474799907269e-08 8.774026134320008e-07
PC2 -2.451782419162327e-06 -9.198366800018876e-07 2.398346401118579e-05 3.965271089886704e-07 7.466528640251708e-07 -2.26039112337638e-07 -5.145672426445196e-08 -6.76881459148667e-08 2.3532912042288436e-07 5.786670250176539e-08 -2.322776961294262e-09 -2.7393300481584866e-08 -7.409866315150305e-08 2.1881736818120354e-07 -3.194968276816373e-07 2.687509506189298e-07 -1.0316718194096343e-07 5.540159914294729e-07 9.700851167839632e-08 -1.7309039996357593e-07 1.0739265892320562e-07 -4.499923942792258e-07 -9.825501220470102e-08 2.3258234092424885e-06 -7.050167222508829e-07
PC3 -8.209875396778728e-07 -2.1331392785171973e-09 3.965271089886707e-07 3.156198606504188e-06 2.4813452029666188e-08 4.628094421572662e-07 -3.7680521853777334e-09 8.922165210211384e-08 -7.526252653008422e-08 -4.2564702221788165e-07 -5.381832286696803e-09 1.3620910038809304e-07 1.3404252111032494e-07 -3.43508484418061e-07 -5.225746195263655e-08 -1.486749908901825e-08 -6.636090312897914e-09 -9.13054610874233e-08 -2.6496172369967025e-07 1.515686112428986e-07 5.4596655350046995e-08 -1.5695542588902753e-06 -2.7820698510978206e-07 -2.4670601953719413e-06 -7.556205415749391e-07
PC4 1.4874831033376938e-06 -5.819733245747968e-08 7.466528640251706e-07 2.481345202966618e-08 5.22893845313542e-06 8.385310003908312e-07 -2.8964254113202565e-07 5.927887563914118e-08 -6.21881652661979e-07 1.2399782405647226e-07 1.5667317743109122e-07 -2.31011412228661e-08 -4.0671421390385007e-07 -1.5490809020450574e-07 -1.6018135654457492e-09 1.5487399473169821e-09 6.45061612116839e-09 6.844986760390262e-08 -8.704416675846635e-08 -1.1941914834210808e-07 1.626392297387373e-08 1.1245952497869697e-06 -1.1327205616509623e-07 -3.8038354411945597e-06 1.2552199474514064e-06
PC5 -3.5546609574082355e-07 -1.9542891326158045e-07 -2.2603911233763836e-07 4.628094421572663e-07 8.385310003908307e-07 8.376442946699787e-06 1.1243350950797186e-07 5.799495791195226e-07 -2.6965986441246294e-07 -1.30576818754225e-07 -1.276913768543797e-07 -4.4156810362697236e-07 2.7909203560792255e-07 -4.0608875862029424e-07 1.9935270271248632e-07 -3.7648140089970906e-08 -5.3624540211520265e-08 2.824955117661362e-07 -7.165305523432801e-08 1.7547690017418185e-07 5.061172326489842e-08 -3.4367981522203564e-07 6.255352404945281e-07 -6.311567738982497e-07 -1.2237913670547107e-06
PC6 -2.8389314939671267e-07 1.6986710609605882e-08 -5.145672426445188e-08 -3.768052185377774e-09 -2.8964254113202586e-07 1.1243350950797188e-07 7.9872623159177e-06 -1.671736703357108e-10 8.015846330412887e-08 -2.8832624385975765e-08 4.6937506706623076e-08 -1.595362199155965e-07 1.1023148038569597e-07 -1.747331575035964e-07 -6.783402525792313e-08 4.3775916006843914e-08 -3.2727448957779485e-09 2.2736568614425037e-07 -1.0119706152105049e-07 -9.134670346634928e-11 -2.080221330337854e-07 2.8896281565323706e-07 -2.7235957054064937e-06 3.896384513266358e-06 1.4811046935170008e-06
PC7 1.8322949017439925e-06 1.2514591205239664e-07 -6.768814591486661e-08 8.922165210211398e-08 5.927887563914104e-08 5.799495791195225e-07 -1.671736703356399e-10 6.581014317021345e-06 2.938451809177415e-07 -1.2297889656784e-07 -1.1641217565957907e-07 4.0599612700435263e-07 7.131180334416068e-08 1.8192754569450008e-07 4.632935443788534e-08 -2.595321600174178e-07 2.2358291336627013e-09 -1.7339528199930907e-08 6.6260629467455e-08 -1.892242541859457e-08 -1.3194316546268513e-07 2.53203537516e-07 4.995982019867397e-07 -1.280220775970374e-06 -1.3824233329479483e-06
PC8 6.422331961964016e-07 1.3316619785161054e-07 2.3532912042288434e-07 -7.526252653008429e-08 -6.218816526619791e-07 -2.696598644124633e-07 8.015846330412888e-08 2.938451809177414e-07 7.015560809096817e-06 8.429989789290124e-08 1.05178445387539e-07 -2.066655599124411e-07 2.6999402354485615e-07 -2.2250822471979478e-08 -6.250060414561348e-08 -1.828879414932867e-07 1.0264886111269222e-07 3.218605205735214e-08 -1.183842835095338e-07 -2.0479571969182055e-07 9.282705915904937e-08 -8.495972785934851e-07 -9.898288796131488e-08 1.3624114246599316e-07 2.3388083578120044e-06
PC9 2.1509713111681533e-07 -7.675919493571488e-08 5.786670250176537e-08 -4.256470222178815e-07 1.2399782405647226e-07 -1.3057681875422484e-07 -2.883262438597586e-08 -1.2297889656784014e-07 8.429989789290123e-08 6.418100977143046e-06 -4.454671362522546e-08 -1.247119281927256e-07 -1.0402253490232956e-07 1.1362420648271042e-08 -1.6815517193927764e-07 1.5267669460336712e-07 2.816296199994591e-07 2.2353864904253572e-07 -2.2610241568290194e-07 -1.4544718089985578e-07 -1.3859537485834678e-07 8.556152934838448e-07 -1.179504021451702e-06 4.100228247743989e-06 -3.4024637142399406e-06
