(Intercept) covarSEX covarYOB covarYOBsq covarSEX_YOB covarSEX_YOBsq covarPC1 covarPC2 covarPC3 covarPC4 covarPC5 covarPC6 covarPC7 covarPC8 covarPC9 covarPC10 covarPC11 covarPC12 covarPC13 covarPC14 covarPC15 covarPC16 covarPC17 covarPC18 covarPC19 covarPC20 proband maternal gmm gpm
(Intercept) 0.00485284111949304 0.877830253648054 -0.556326568124582 0.552569965824821 -1.64890924103126 0.772133144681175 -2.10310549910058e-05 -5.59110048749106e-05 -0.000186300997637567 0.000100670581691254 2.93073708338801e-05 3.24031142987154e-05 3.64680734632015e-05 2.67124695882621e-05 -3.67951810631468e-05 -5.96085154931594e-05 1.93716905685145e-05 -9.4698072313606e-06 8.03401194024863e-05 5.92048613652291e-05 6.95802800448203e-05 4.17393360546379e-05 1.94859396747175e-05 3.22761783870369e-05 7.22626957847547e-05 6.28154430188492e-05 4.03795046890308e-05 0.000140134575517128 -3.52321490879399e-05 -0.000249379597145725
covarSEX 0.877830253648054 767628.026501891 12452.1492047896 -12404.0314914976 -1529956.60562275 762466.18630116 0.172677145636333 0.0826960547493001 -0.47387781289536 -1.11496262843864 -0.0749119272162646 0.345575229566874 -0.16014467471274 0.621961237874605 -0.416839090305814 0.0503899496388358 0.00443663929462188 0.48802641214309 0.535282273434314 -1.09219368183812 0.299525868080618 -0.01989826727793 -0.664200203368979 -0.627198679242398 0.357811961550988 -0.249564947023371 -0.266329862915917 0.949440549795814 0.194033935671626 -0.215577620791576
covarYOB -0.556326568124582 12452.1492047896 416.491472735497 -414.889726040065 -24826.6774800266 12376.764784088 0.00909066777057549 -0.00357504178318384 -0.00746546228652148 -0.0548348298829149 0.0103067828545099 0.0206761663643721 -0.0176398923135304 0.0247728211897654 -0.00551335210927717 0.00326953450935909 -0.0058527209129017 0.0395316076817038 0.00913805903978802 0.00370698917868212 -0.0064951009707524 -0.0324330738047831 -0.0121626289718462 -0.0102723246848911 -0.0093748056154438 -0.0228955526089863 -0.0126425247511799 -0.00341165325586941 0.0399647613128224 -0.00746388621429933
covarYOBsq 0.552569965824821 -12404.0314914976 -414.889726040065 413.300305603425 24731.1090594521 -12329.3040258951 -0.00924221870650397 0.0036599998008074 0.00760603108424232 0.0545967059905207 -0.0103187743283755 -0.0206996685632302 0.0175688920898613 -0.0247127342085253 0.00554978006735357 -0.0031492142450543 0.0058587608320491 -0.0394465053082773 -0.00911399513657965 -0.00381103510845001 0.00650424406205222 0.0324074115030474 0.0119851302480537 0.010165994272728 0.00924219796779507 0.0227905937130902 0.0125770106079414 0.00332804903358723 -0.0397138668482036 0.00741557763956661
covarSEX_YOB -1.64890924103126 -1529956.60562275 -24826.6774800266 24731.1090594521 3049401.60813251 -1519719.02142731 -0.354923757298654 -0.167147544608481 0.949072248022505 2.21886394061291 0.152467955854356 -0.693078770719819 0.320023992308402 -1.23959317853883 0.831001998355239 -0.0963839058661363 -0.0125509989140175 -0.96615433447185 -1.06236270257885 2.17771069282665 -0.588594704235717 0.0442345518648446 1.31785825852786 1.24617216808157 -0.719079702802207 0.492089292069085 0.529445816690413 -1.89598700413428 -0.388248769287545 0.440902663040579
covarSEX_YOBsq 0.772133144681175 762466.18630116 12376.764784088 -12329.3040258951 -1519719.02142731 757389.274377934 0.182087612371749 0.0844060428456497 -0.475318354851782 -1.10415839643127 -0.0775715838240379 0.347614241076244 -0.160009326332228 0.617764342902443 -0.414265990129365 0.0460078023066285 0.00810973191621151 0.478304375106248 0.527226271112792 -1.08565396687574 0.289265758060451 -0.0242721735503158 -0.653759667220203 -0.61906263623744 0.361293225176514 -0.242585110773586 -0.263214556995154 0.946798269852006 0.194300198778966 -0.225416995844738
covarPC1 -2.10310549910058e-05 0.172677145636333 0.00909066777057549 -0.00924221870650397 -0.354923757298654 0.182087612371749 0.0023173305658832 -0.000403751601685848 0.000156714427830746 -9.67686763221705e-05 -0.000118232058088071 1.38034451670191e-05 0.000101904880333374 0.000101850701926601 -4.19902962683691e-05 7.95209971502124e-05 -6.79162140764292e-05 0.000245498357854152 -7.89982481318858e-05 -0.000120395451534128 -0.000272524132966451 -0.000230142717899331 8.0556580096664e-06 1.53940922784256e-05 7.48529006666369e-05 -3.04832812110761e-05 5.57659635409994e-05 6.29565146297541e-05 4.86936535877313e-05 -4.90138821010578e-05
covarPC2 -5.59110048749106e-05 0.0826960547493001 -0.00357504178318384 0.0036599998008074 -0.167147544608481 0.0844060428456497 -0.000403751601685848 0.0020513862206194 0.000121266396939594 0.000200169185552488 -1.05952159275046e-05 -1.12207731636093e-05 -1.93241889507477e-05 4.00540250776479e-05 -1.88607371155222e-06 -1.04116487519356e-05 -8.12792328935342e-06 -7.23800736758362e-05 3.32073622157095e-05 -8.4497572057089e-05 3.55328020647634e-05 9.27143750070566e-06 0.000108274942826263 9.73556402637406e-06 -3.67702056033952e-05 2.70169611334602e-05 -8.79354713543197e-06 -4.16116669438756e-07 -4.51681024624161e-05 6.56440414171878e-05
covarPC3 -0.000186300997637567 -0.47387781289536 -0.00746546228652148 0.00760603108424232 0.949072248022505 -0.475318354851782 0.000156714427830746 0.000121266396939594 0.00228096845736285 5.14765657851318e-05 0.00023875429925497 -1.58429406205401e-05 7.30038428414877e-05 -5.76074422696993e-05 -0.000271092588161539 1.03870192461505e-05 0.000126696067906992 4.99157544345757e-05 -0.000227381978666498 -1.5643845072553e-05 9.24476855214886e-06 9.18159235155977e-06 -8.01117127680063e-05 -0.000176580899516587 0.000145487979581488 3.50187591214029e-05 -0.000110009368142285 -4.37577892347989e-06 2.02631416822876e-05 -0.00018635907155964
covarPC4 0.000100670581691254 -1.11496262843864 -0.0548348298829149 0.0545967059905207 2.21886394061291 -1.10415839643127 -9.67686763221705e-05 0.000200169185552488 5.14765657851318e-05 0.00218646357276113 0.000425426367462372 -9.59563273499045e-05 4.73497856205333e-05 -0.000325222100671419 6.22337408111789e-05 7.46743303548988e-05 1.28833334475104e-05 -0.000176880506923387 -9.11466073532229e-05 -3.91601914504493e-05 -2.82114821007963e-05 4.25595559731506e-05 7.39181610076376e-05 -8.76788746160374e-05 -5.27059608556711e-05 1.9691238220661e-05 6.20877411669887e-05 -0.000100692819516394 0.000168012061883332 -9.4550018411534e-05
