 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband maternal gpm gmm
intercept 0.00040438663775026196 6.275849625855214e-07 -3.2316647696858764e-06 -6.450350859370434e-07 1.037470655194928e-06 -1.5514028531554974e-07 6.606432180002234e-08 1.906693386341811e-06 8.131958611085305e-07 3.1508067525251603e-07 -5.509380421878017e-07 5.984572614361703e-07 -3.8700039444264376e-07 7.437097012899414e-07 2.821688600595993e-07 -8.977637588930146e-07 -3.1000091744128467e-07 -5.369677777572712e-07 6.637906621319752e-07 1.2084131301298744e-06 3.279277654812072e-07 2.9843156103146495e-06 9.86338846849951e-06 -6.11700849511698e-05 2.0711365471956184e-05
PC1 6.275849625855213e-07 1.3993601070407625e-06 -1.0896996608135516e-06 -2.046681917736177e-08 -7.941823432115187e-08 -2.0844935965785176e-07 2.5108898488437725e-08 1.3578348964619526e-07 1.521334685941034e-07 -6.730751277308242e-08 1.377369709728361e-07 -9.6325821691399e-08 3.2494752091205327e-07 -9.572658511132079e-08 -1.491465372625527e-07 -3.280094045512621e-07 -2.4985809562527735e-07 -4.671974870034552e-09 -1.9907738800283225e-08 8.416057622688331e-08 1.4279495315294446e-08 5.919468544027146e-07 4.4793196782828753e-07 -1.411076338249749e-07 9.616457781270957e-07
PC2 -3.2316647696858768e-06 -1.0896996608135518e-06 2.8352652656945895e-05 4.6731853286464896e-07 9.72423766739399e-07 -1.5119966226592774e-07 -4.8262946314958385e-08 -2.3109702027142765e-07 2.7397715936096297e-07 1.4780365854340858e-08 -3.16105961065213e-08 -9.43780940819928e-08 -2.3494365880681367e-07 2.9287333465877884e-07 -3.673822555737184e-07 2.988938110024942e-07 -1.3327500188994783e-07 6.739290462133825e-07 7.739842500464487e-08 -2.9926474634750496e-07 1.0989998976290424e-07 -4.850784792975254e-07 3.546412584465281e-07 2.832074414863425e-06 -1.5701644881661895e-06
PC3 -6.450350859370426e-07 -2.04668191773618e-08 4.6731853286464885e-07 2.8774821908970896e-06 5.4434861076757665e-08 5.617040534239296e-07 4.883157722808487e-09 1.1545934776165747e-07 -1.0205899473055414e-07 -5.186885607748641e-07 1.6610655635625145e-08 1.8226272388055583e-07 1.350077491795916e-07 -4.279122733672448e-07 -6.80403705517454e-08 1.6450656149698898e-09 2.2220356195764452e-08 -1.3477113898744333e-07 -3.2435930961468467e-07 2.1397217678948313e-07 6.94012282005777e-08 -1.965960933173289e-06 2.098479441198306e-07 -2.942751317431357e-06 -3.147502295215404e-07
PC4 1.0374706551949283e-06 -7.94182343211519e-08 9.724237667393992e-07 5.443486107675773e-08 5.047610221396226e-06 1.072540001565866e-06 -3.318371414531655e-07 8.750717671384945e-08 -8.201079105470693e-07 1.7024853791245176e-07 1.6996398836690525e-07 -1.4704060667512433e-09 -4.380542950525429e-07 -2.1099521554885512e-07 -8.044939530380733e-08 -3.2487682157779505e-08 7.452914280179005e-08 1.2953865628005972e-07 -1.646233414171364e-07 -1.2539191148685681e-07 1.6498908144752486e-08 1.0908454943795723e-06 -6.672879680085052e-07 -3.2457711697025527e-06 1.9067905781890078e-06
PC5 -1.5514028531554995e-07 -2.0844935965785163e-07 -1.511996622659276e-07 5.617040534239294e-07 1.072540001565866e-06 9.360037982702433e-06 1.587293297514512e-07 7.905027047985945e-07 -4.960119604324531e-07 -1.8713245373479318e-07 -2.5517287352021775e-07 -6.619157088118814e-07 3.5927828054579503e-07 -5.717226005354855e-07 2.469239682557234e-07 -1.6287821572965606e-08 -8.957061580331725e-08 4.227437162118017e-07 -1.4300215292421061e-07 3.123249700870714e-07 1.1245529978944148e-07 -4.0615463819974446e-07 8.810710071622968e-07 -1.5905958239951454e-06 -7.796478751053715e-07
PC6 6.606432180002333e-08 2.5108898488437758e-08 -4.8262946314958365e-08 4.8831577228085785e-09 -3.318371414531654e-07 1.5872932975145128e-07 9.186728421288829e-06 -1.7092305350210074e-09 8.254458919999249e-08 2.307537211749895e-08 2.8043048788202956e-08 -1.7433958658272054e-07 1.1525951164504313e-07 -2.6553296305759826e-07 -4.074582182828566e-08 3.661542443486606e-08 -1.932857244658987e-08 2.846147605595306e-07 -1.0985215640115893e-07 -2.620377987658339e-08 -2.5095264561972363e-07 5.770707265251106e-07 -2.8696566228280236e-06 4.178168050917355e-06 1.7559834811036257e-06
PC7 1.9066933863418109e-06 1.3578348964619526e-07 -2.3109702027142773e-07 1.1545934776165743e-07 8.750717671384941e-08 7.905027047985949e-07 -1.7092305350210961e-09 7.5395581116638875e-06 4.285745995251951e-07 -1.533831395006892e-07 -8.85054984410909e-08 6.038783886341549e-07 1.0153736723711218e-07 3.033727040504138e-07 -4.289120343002884e-08 -3.6214017538300065e-07 -7.307981410753096e-09 -3.362277847222847e-08 5.5846439022016504e-08 1.0703588269149279e-08 -1.6792292118850982e-07 5.748190325714842e-07 5.647517246176021e-07 -1.686454779285986e-06 -2.305125574391284e-06
PC8 8.131958611085306e-07 1.521334685941034e-07 2.739771593609627e-07 -1.0205899473055421e-07 -8.201079105470695e-07 -4.960119604324535e-07 8.254458919999255e-08 4.28574599525195e-07 8.151490727283043e-06 1.441940698992548e-07 2.0940086789023925e-07 -2.4783884394991633e-07 2.537387752355029e-07 -9.681843306361361e-09 -6.318011941410221e-08 -2.127618582465654e-07 1.1082995727386203e-07 8.362270626183662e-08 -1.520779929943538e-07 -2.3809474207611386e-07 1.659264516720137e-07 -1.2831856355588157e-06 2.9453240515931924e-07 -6.223869463440257e-07 2.724228681171242e-06
PC9 3.150806752525179e-07 -6.730751277308239e-08 1.4780365854341005e-08 -5.186885607748638e-07 1.702485379124516e-07 -1.8713245373479329e-07 2.3075372117499066e-08 -1.5338313950068924e-07 1.441940698992549e-07 7.3447543046262434e-06 -5.5849208994396146e-08 -1.6980864795898121e-07 -1.4621855560631748e-07 4.83593356674715e-09 -2.6030895812859894e-07 1.543518016366644e-07 2.942855831568543e-07 2.9669572553918635e-07 -2.0128981409178185e-07 -1.6310121778746559e-07 -2.1443987619103346e-07 9.150505698517265e-07 -1.1428645742687667e-06 4.272941123668207e-06 -3.4617531015581423e-06
