 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal maternal gpp gmp gpm gmm
intercept 0.0015673564941778406 -1.0112569093194733e-06 -5.331316621689317e-06 -2.0877592072325615e-06 5.8539153049911535e-06 7.21514270237976e-06 1.0435278891903963e-05 1.9682299624496073e-06 8.069633863585975e-06 -2.4852656491827143e-06 5.125653795089591e-06 1.7958813522888092e-05 -4.7850932445748065e-06 5.454129006309465e-06 -9.599237340794239e-06 -3.5806360678509735e-06 1.8385794631937342e-06 2.3389388165465954e-06 8.284505774770334e-06 9.152993283279172e-06 -6.314262355635337e-06 -6.649137948777424e-05 0.00022461793319034011 0.00018083286210711187 -0.00017420986237558637 -0.00027287152474648877 -0.0005197994746394473 0.00023218718285461013
PC1 -1.0112569093194752e-06 5.9320596282164356e-06 -4.2189382620561494e-06 2.2584075378381832e-07 -5.108386834705513e-07 -3.4370155453338635e-07 -2.6182539003409287e-08 -1.4714025172294618e-07 4.1830534693468423e-07 1.0031056160116169e-07 5.52683991927844e-07 -3.973482722779598e-07 1.8935988641352892e-06 -5.002318711223137e-07 -9.930950214891364e-07 -1.7702207232363928e-06 -1.9294806327266877e-06 3.364941964503355e-07 -3.2063220294809073e-07 7.445482682937825e-07 6.05897754550178e-07 -1.5059934396125635e-06 2.4999621972744744e-06 8.351380155169383e-06 -1.1519036877053385e-05 1.3770505032212627e-05 -5.7205482031266324e-06 1.6977854635677039e-06
PC2 -5.331316621689328e-06 -4.21893826205615e-06 0.00012983115838339124 4.466847894101412e-06 4.085081351007616e-06 -8.091204388236277e-07 1.0586505392735319e-06 2.184736041818479e-06 2.089820135596583e-06 8.254772887016603e-07 1.2090612488232216e-06 -1.2532167710982436e-06 3.6785050236046426e-07 2.1625639123496287e-06 3.552876019822604e-06 -2.0976190409746273e-07 -2.442456709073793e-06 2.5350506919791837e-06 2.284183691803444e-06 -5.109097261021164e-06 -2.535526034183061e-06 -2.865713096368525e-06 2.1338504969403594e-05 5.5283373095443936e-05 -3.11568513118629e-05 -6.65254903356477e-06 -5.509931850696122e-05 -1.9677001092743912e-05
PC3 -2.0877592072325653e-06 2.2584075378381908e-07 4.466847894101409e-06 1.3614042167019214e-05 5.062543108546831e-07 3.977603951504925e-06 -4.023909338993596e-07 2.9538829130521242e-06 9.743425489633673e-07 -2.144441657793867e-06 3.776420343291232e-07 -6.125538342379939e-07 8.148025929920971e-07 -2.6286654119337957e-06 4.234482246263784e-07 -8.200880952587351e-07 6.167640829136791e-07 -1.328376560528292e-06 -1.2804230660997388e-06 1.3540672394810255e-06 1.2392091154862643e-06 -1.8413305870889294e-05 4.402801095636423e-06 5.388904889609621e-07 -1.1299938511918718e-06 -1.0526620845296125e-05 -1.8611265898123393e-05 1.6665594058903195e-05
PC4 5.85391530499115e-06 -5.108386834705514e-07 4.085081351007617e-06 5.062543108546834e-07 1.976275387750323e-05 4.988650760685752e-06 -1.339855038152579e-06 1.5177059986953425e-06 -2.1365331659977537e-06 4.89604714048514e-07 9.300425611919322e-07 1.256715889765759e-06 -2.9466513899829723e-06 -1.255254251530656e-06 5.78101849921239e-07 4.848416834785175e-07 -5.2151910454848315e-08 3.229218497266352e-07 -9.029213550439261e-07 -1.0746272707765858e-07 3.1544802377180627e-07 -2.2879153740423908e-07 2.358517127111009e-06 -6.732229787767687e-06 -1.2992531292551415e-05 2.305861699262189e-05 -1.0578235827785234e-05 1.769433651425537e-05
PC5 7.215142702379759e-06 -3.437015545333856e-07 -8.091204388236278e-07 3.977603951504926e-06 4.988650760685751e-06 4.3680333178261336e-05 7.62228553402883e-07 6.178407457414953e-06 -1.9472156626553227e-06 -1.6706931499959483e-06 -4.116232039483368e-09 -2.0356323677619017e-06 3.2269660324146676e-07 -3.768915325634786e-06 9.817841944606893e-07 -4.932602024798226e-07 -4.776954378083434e-07 2.654088917617699e-06 -3.3972354107728684e-07 1.3799264184945186e-06 2.889951005698133e-07 -1.4360460483799417e-05 3.499709914879366e-05 5.559188392781896e-06 -3.260984953808549e-05 -1.7972664606028228e-05 -2.0331985480075168e-05 1.768944154712613e-05
PC6 1.0435278891903972e-05 -2.618253900340991e-08 1.058650539273534e-06 -4.0239093389935935e-07 -1.339855038152578e-06 7.62228553402884e-07 4.027564867609474e-05 1.9979899946580827e-07 8.842932568997126e-07 8.426679478430971e-07 -1.4977712706292943e-06 -6.118354345728087e-07 3.921636649302684e-07 -3.0233786449784454e-07 2.755291865924822e-07 1.535868818960293e-06 -6.329678670919027e-07 5.203236683897202e-07 -1.3618226734548385e-06 -2.7126978120198472e-06 -9.406871756659582e-07 5.168236823986053e-06 5.262210044342088e-08 -2.442414558670487e-06 1.5505328350087874e-05 -5.810692270118254e-06 9.687124703536038e-06 -2.9523972467752616e-06
PC7 1.9682299624496077e-06 -1.4714025172294618e-07 2.1847360418184814e-06 2.9538829130521247e-06 1.5177059986953432e-06 6.178407457414953e-06 1.99798999465808e-07 3.353232368622184e-05 1.4345458847765954e-06 -1.5871985457755717e-06 -7.494723667126286e-07 2.9226402062009337e-06 1.1314375924078422e-06 2.16380806046078e-06 3.713915789933447e-07 -9.971978509261532e-08 -9.700488838989813e-07 3.349672984869158e-07 9.417201016787584e-07 -5.340054396944093e-07 -5.237586248279358e-07 1.6311326230736699e-06 1.6733111367509745e-05 1.8262292766247937e-05 6.482640260630908e-06 -3.549205126887107e-05 -1.90925429387656e-05 -4.7648938654196255e-05
PC8 8.069633863585977e-06 4.1830534693468444e-07 2.089820135596585e-06 9.743425489633673e-07 -2.136533165997754e-06 -1.9472156626553223e-06 8.842932568997131e-07 1.4345458847765969e-06 3.71662543349953e-05 4.0547542614628485e-07 1.7982206085964042e-06 -3.909750346908404e-06 -5.382429287642469e-07 -5.057395726087647e-07 -1.0782582536960714e-07 -1.6114300293454655e-06 -6.039703538181051e-07 -1.7371643518595549e-06 -3.5923980231418774e-06 1.596387685015231e-08 1.1777590436991712e-06 -9.31571057367265e-06 1.2951098321313607e-05 5.862921234016224e-07 -2.6267995622300506e-05 -9.837430779140897e-07 -6.225460176061667e-06 3.133662663260578e-05
PC9 -2.4852656491827088e-06 1.0031056160116132e-07 8.254772887016615e-07 -2.1444416577938676e-06 4.896047140485139e-07 -1.670693149995949e-06 8.426679478430978e-07 -1.5871985457755717e-06 4.0547542614628395e-07 3.106118308481335e-05 -2.1305696392739394e-06 1.3753887482032151e-06 -1.1122470518506909e-06 1.4526504183229297e-07 -1.970324062028985e-06 1.1677756747393006e-06 1.104779671647345e-06 2.212366754996369e-06 -8.782804726417562e-07 -1.453752545213193e-06 -2.1462221086489573e-06 2.6801160972787863e-06 3.015499018097087e-06 8.951996372284505e-06 -2.978190017248634e-05 1.8785135449370562e-05 -1.9535889759366162e-05 -7.046410075200405e-06
