 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband maternal gpm gmm
intercept 0.0003771830388977649 6.413876505926751e-07 -3.102956001926554e-06 -6.021378440114425e-07 1.0069548158262948e-06 -9.984451181212138e-08 1.0829471536566361e-07 1.7736377415545945e-06 7.403919955328214e-07 3.852491291964613e-07 -4.659826430965416e-07 7.356756174849972e-07 -3.5741111134025825e-07 7.492173196133177e-07 2.1909624987108333e-07 -8.093825299256167e-07 -3.8168132769450985e-07 -5.484850006223044e-07 5.712267056416459e-07 1.1738388170406773e-06 3.0213288455251964e-07 3.201360536444018e-06 9.285194054773708e-06 -5.9147278998293355e-05 2.182728151109477e-05
PC1 6.413876505926753e-07 1.3086460429326762e-06 -1.0454005197865858e-06 -2.42697723505377e-08 -7.48053713464255e-08 -1.9807473910573537e-07 2.3641634322380243e-08 1.3254178325735622e-07 1.5352103934274103e-07 -6.114281445758998e-08 1.3551997086312968e-07 -9.337550831076531e-08 3.136208764740859e-07 -9.401728141802549e-08 -1.481143397913516e-07 -3.240499662365022e-07 -2.476437042980457e-07 -1.2330438372884991e-09 -1.7598363719060218e-08 8.178324822414932e-08 1.2065716127213585e-08 5.581251953495666e-07 5.178505229623119e-07 -2.782327148339283e-07 8.919592210226849e-07
PC2 -3.1029560019265555e-06 -1.045400519786586e-06 2.7289332231818343e-05 4.4910901677768076e-07 9.4638135356971e-07 -1.244835176518141e-07 -4.127130294218197e-08 -2.1204751225847983e-07 2.695112495955848e-07 7.07179283000997e-09 -3.815104451426972e-08 -9.101008484719409e-08 -2.5601788753391313e-07 2.764023094978405e-07 -3.743252241928935e-07 2.6738657991751106e-07 -1.2846606971828706e-07 6.513531381780502e-07 8.381942882971328e-08 -3.0708328850220174e-07 1.0251062438558536e-07 -4.0378405744399273e-07 5.482111501232593e-07 2.5069656395780448e-06 -1.7787005451143704e-06
PC3 -6.021378440114418e-07 -2.4269772350537632e-08 4.4910901677768086e-07 2.6918487736380064e-06 5.1675119930661376e-08 5.472090601283408e-07 1.1542140286578488e-08 1.1152795722906528e-07 -9.693749177446495e-08 -5.012809971091872e-07 1.4968362916660437e-08 1.760787025916566e-07 1.2965168499062377e-07 -4.099801993350091e-07 -6.817743758056903e-08 5.4380319301313706e-09 2.429640048293693e-08 -1.3495515858522184e-07 -3.1866943044207637e-07 2.0992855617711584e-07 7.002524302850602e-08 -1.8697105185824134e-06 1.8975681349300542e-07 -2.830669949118631e-06 -2.0988298191786598e-07
PC4 1.0069548158262943e-06 -7.480537134642547e-08 9.463813535697109e-07 5.167511993066144e-08 4.746214368458068e-06 1.0264876622152897e-06 -3.2057647445800527e-07 9.741662413194786e-08 -7.99829343824602e-07 1.6613456298544517e-07 1.641117336873753e-07 8.282104825809036e-09 -4.2102052767325196e-07 -2.1152875116098204e-07 -8.772055408709846e-08 -3.6855702209231425e-08 7.479328292065208e-08 1.3722272244167065e-07 -1.6680082534148098e-07 -1.1943877216096216e-07 2.278977692546491e-08 1.0742709383948887e-06 -7.343411814662597e-07 -3.041170884907552e-06 1.967767641536758e-06
PC5 -9.984451181212142e-08 -1.9807473910573545e-07 -1.2448351765181378e-07 5.472090601283408e-07 1.02648766221529e-06 8.952075905101152e-06 1.4741745350633168e-07 7.710031958012248e-07 -4.963132170977067e-07 -1.7833292800190221e-07 -2.4464130539078317e-07 -6.440098917860998e-07 3.594642709260306e-07 -5.562361008195623e-07 2.3566571546276328e-07 -1.5077794042073614e-08 -9.583497471527891e-08 4.193847423485602e-07 -1.512110397624077e-07 3.1498792638546154e-07 1.1814049704257541e-07 -4.2860430710220857e-07 9.067962654177814e-07 -1.7466808209633005e-06 -5.696942399704474e-07
PC6 1.0829471536566384e-07 2.36416343223802e-08 -4.127130294218207e-08 1.154214028657845e-08 -3.2057647445800543e-07 1.4741745350633174e-07 8.809467810766312e-06 6.079780110344157e-09 8.406245124223063e-08 3.473248795025025e-08 3.743119501582562e-08 -1.6336944372401836e-07 1.1536993676342215e-07 -2.4380129441209633e-07 -4.2173482628140666e-08 2.557329152419894e-08 -2.822761063496545e-08 2.7748489370262816e-07 -1.0377181291886819e-07 -1.960551512177128e-08 -2.4004076435803907e-07 5.139968555892509e-07 -2.665658417207783e-06 4.019503909633509e-06 1.5765052649761467e-06
PC7 1.773637741554593e-06 1.3254178325735614e-07 -2.120475122584797e-07 1.1152795722906528e-07 9.741662413194792e-08 7.710031958012247e-07 6.079780110343932e-09 7.240426412951043e-06 4.1051627770862575e-07 -1.4045444943802017e-07 -8.551723880628792e-08 5.932402988749472e-07 9.505983424471021e-08 2.9497015461117655e-07 -5.5434114878767416e-08 -3.509940350750785e-07 -2.4840095679223548e-08 -3.927047852845621e-08 5.3247826107208304e-08 1.046811303832896e-08 -1.6782405328706737e-07 5.69842157460165e-07 4.943136514315063e-07 -1.5409238339535618e-06 -2.317484979764869e-06
PC8 7.4039199553282e-07 1.5352103934274095e-07 2.69511249595585e-07 -9.693749177446496e-08 -7.99829343824602e-07 -4.963132170977067e-07 8.406245124223059e-08 4.1051627770862585e-07 7.82367724364922e-06 1.4231269969121695e-07 2.0758506024064163e-07 -2.3705011416479133e-07 2.3759547954187492e-07 -7.589652118176427e-09 -6.182622856646729e-08 -1.9551553525240597e-07 1.0354257279827643e-07 7.896771776139228e-08 -1.496198059702682e-07 -2.2759643961153833e-07 1.6371535711448215e-07 -1.0969844820660964e-06 1.772522588388388e-07 -6.89494017380525e-07 2.7414202752804434e-06
PC9 3.852491291964613e-07 -6.114281445758997e-08 7.071792830009715e-09 -5.012809971091875e-07 1.661345629854452e-07 -1.7833292800190256e-07 3.473248795025037e-08 -1.404544494380203e-07 1.423126996912171e-07 7.037056764253756e-06 -6.313542997027363e-08 -1.651539949504129e-07 -1.4800844074585467e-07 -8.835962568550211e-09 -2.58181794128786e-07 1.4389512781752564e-07 2.8768051067726376e-07 2.93129708867614e-07 -1.8325552404168729e-07 -1.5875703755193853e-07 -2.1559130517317187e-07 8.376137091662186e-07 -1.0157580882496033e-06 3.960973671795742e-06 -3.245539195563423e-06
