(Intercept) covarSEX covarYOB covarYOBsq covarSEX_YOB covarSEX_YOBsq covarPC1 covarPC2 covarPC3 covarPC4 covarPC5 covarPC6 covarPC7 covarPC8 covarPC9 covarPC10 covarPC11 covarPC12 covarPC13 covarPC14 covarPC15 covarPC16 covarPC17 covarPC18 covarPC19 covarPC20 proband paternal gpp gmp
(Intercept) 0.00837490890358496 -5.30825022288892 -1.30670085533789 1.29700458036806 10.5642551131236 -5.25700337649639 0.00025987310347453 -4.44100684936385e-05 -0.000199081464864248 0.000101249963074405 -0.000274855499732708 0.00014582842997051 5.55690270078065e-05 -0.000202410519099371 -5.09077661837399e-06 8.87263907287589e-06 -0.000151192725626121 -0.000152377619244316 3.19809842666171e-06 -3.87166648916904e-05 -0.000168964640580709 -7.40420381377604e-05 6.88726982894914e-05 1.24224842149744e-06 0.000132232689337397 8.19664605290111e-05 3.08130649360221e-06 6.91895751182931e-06 -0.000222295293747838 0.000185803649989006
covarSEX -5.30825022288892 1170612.054221 20748.769870305 -20643.159294872 -2331247.24453377 1160858.36209228 -0.786850176584521 0.604518563211818 0.0194040656062079 0.160335068666008 -1.18180893349026 0.659828283261875 0.936231171291477 -0.719149621057288 0.178726499445237 0.311450069009735 0.824537498601936 -0.3657661019775 0.579879129872568 -0.321680247803459 0.277717404809099 -1.65012618352439 -0.427819939056733 -1.39409429577022 -0.369640616745639 0.194555108211533 -0.138732509930861 0.550503587779681 0.917959120739706 -1.67780840639024
covarYOB -1.30670085533789 20748.769870305 720.148724310569 -716.48351959398 -41317.9579599189 20573.152275645 -0.026559822325513 0.0162050900214396 0.0283296643983761 -0.0278966346578215 0.0293548925897805 0.00728340035889734 -0.00169719993896069 0.0254719094275346 0.00668518556038638 -0.00419565770535588 0.0517093890029263 0.0217399625132491 0.00846174294018947 0.0110309264654692 0.0047595288624211 -0.0446755971556959 -0.011477942227489 -0.0205702673883414 -0.0136998161842743 -0.0164120911556851 -0.0168149868511999 0.00977869204726207 0.110005502861415 -0.0597099470125794
covarYOBsq 1.29700458036806 -20643.159294872 -716.48351959398 712.84611810366 41108.1680840011 -20468.9503791846 0.0261398828247959 -0.0159110677794288 -0.0279033798125859 0.0278537965116589 -0.0290526899822336 -0.00739684651505195 0.0018558048112003 -0.0252793535005716 -0.00657192810273173 0.00425028594115281 -0.0513871721420585 -0.0216680949936251 -0.00823282727866285 -0.0110914783202047 -0.00450797186749454 0.0445676006316015 0.0112943117459032 0.0204478317179939 0.0135335461528358 0.0163902703274781 0.016806187443252 -0.00943446039257018 -0.110001383454459 0.059135578642763
covarSEX_YOB 10.5642551131236 -2331247.24453377 -41317.9579599189 41108.1680840011 4642686.70309974 -2311883.60588062 1.56323337749859 -1.20173816847168 -0.0265846405350175 -0.3170190845449 2.36057752628718 -1.31510764318547 -1.84749935391738 1.42748644688438 -0.354080722918536 -0.617801574214665 -1.6451538535798 0.731656106367025 -1.14510440549302 0.641064056222351 -0.548873868068429 3.2794157501171 0.847566564727924 2.77625230262808 0.735064983981104 -0.388666847422876 0.282020552123081 -1.093980328774 -1.84040564044168 3.34211259645066
covarSEX_YOBsq -5.25700337649639 1160858.36209228 20573.152275645 -20468.9503791846 -2311883.60588062 1151246.26498752 -0.776606311680167 0.597325793405413 0.00723676665154675 0.156748651501115 -1.1790219452662 0.655436532262851 0.911557502082489 -0.70847992865277 0.175378660377632 0.306410779743203 0.820819662136223 -0.365950008283675 0.56537750279082 -0.319447925429307 0.271244959132821 -1.62960201525187 -0.419793793683218 -1.38238100555045 -0.365483019757824 0.194093163135097 -0.143300879339478 0.543714304952924 0.922471764076957 -1.66477881004735
covarPC1 0.00025987310347453 -0.786850176584521 -0.026559822325513 0.0261398828247959 1.56323337749859 -0.776606311680167 0.00266441597093377 -0.000450244189864957 -0.000123874211109867 -0.000102185551918941 -0.000128429380973696 1.00171857387875e-05 2.17539468196592e-05 2.86555203320012e-05 1.18103915258358e-05 -1.92038921513744e-05 -8.2109216762723e-05 0.000341394117428217 -1.66290295047191e-05 -0.000203180079238423 -0.000356459735389835 -0.000310094259329063 8.96464996149677e-05 9.96941008500296e-06 9.91584589880264e-05 -3.56704050664431e-05 0.000101011553295562 0.000115530968625668 -0.000165070541645179 8.61135749798576e-05
covarPC2 -4.44100684936385e-05 0.604518563211818 0.0162050900214396 -0.0159110677794288 -1.20173816847168 0.597325793405413 -0.000450244189864957 0.00232769966510819 0.000135458293707655 0.000206133817138528 -9.7616565611818e-05 -4.2220354149661e-05 -3.23879701693503e-05 0.000128700046317672 -2.75395650471641e-05 2.08283656297467e-05 -5.18851262362476e-06 -7.06537208654328e-05 3.1047247333713e-05 -3.28811656873547e-05 1.15982480525736e-05 -1.81976470707204e-05 4.45564647186261e-05 -2.94051180138889e-05 -5.51115019285056e-05 -2.56185942576989e-05 -2.62525875853663e-05 5.28404960517894e-05 -0.000134229873376967 3.55387760678238e-05
covarPC3 -0.000199081464864248 0.0194040656062079 0.0283296643983761 -0.0279033798125859 -0.0265846405350175 0.00723676665154675 -0.000123874211109867 0.000135458293707655 0.00244526811649651 5.30615773163419e-05 0.000380431678861657 8.80499383108898e-06 0.000141261964518086 -5.37891697660384e-05 -0.000336473238328306 9.46477910202063e-05 0.000141393218239714 2.07559525203425e-05 -0.000158337227543919 4.8484114494835e-05 -5.28891919466212e-05 1.92085491439086e-05 -0.00011919468758986 -0.000130099243711527 0.000127846166699359 4.9459735112957e-05 -0.000122715326203504 -0.000106896265086529 -3.57452480124828e-05 -0.000116382809244893
covarPC4 0.000101249963074405 0.160335068666008 -0.0278966346578215 0.0278537965116589 -0.3170190845449 0.156748651501115 -0.000102185551918941 0.000206133817138528 5.30615773163419e-05 0.00273977081666913 0.00046775974660917 -4.78247557360647e-05 4.15595893302287e-05 -0.000230176653792082 0.000160003235474902 5.11224806425661e-05 9.19452101341033e-05 -0.000217882337311412 -4.95509635847934e-05 -5.5811065967363e-05 -2.96015244051306e-05 6.51234737428336e-05 -2.09117996327388e-05 -9.24374478951452e-05 -3.63411391614537e-05 -3.46021030857938e-06 -6.22227627828651e-05 3.19327603350075e-05 -4.5507535252864e-05 4.12471809475115e-05
covarPC5 -0.000274855499732708 -1.18180893349026 0.0293548925897805 -0.0290526899822336 2.36057752628718 -1.1790219452662 -0.000128429380973696 -9.7616565611818e-05 0.000380431678861657 0.00046775974660917 0.00316519127861054 8.26718278880764e-05 0.000241511332723255 -0.000113423893699643 -9.44552460167308e-05 -6.99827409367846e-05 -0.000227189855206586 0.000119580862648859 -0.000272194456681999 0.000129420918592384 -8.57815750030132e-06 -2.16979246785345e-05 0.000163328533473036 -6.68862952784566e-05 4.15282240402847e-05 -5.21938840959709e-06 -1.64372371711145e-05 0.000180570660141919 7.63032631566152e-06 -0.000269170899127943
covarPC6 0.00014582842997051 0.659828283261875 0.00728340035889734 -0.00739684651505195 -1.31510764318547 0.655436532262851 1.00171857387875e-05 -4.2220354149661e-05 8.80499383108898e-06 -4.78247557360647e-05 8.26718278880764e-05 0.00205677829316629 5.30033302284804e-06 1.63701867318371e-05 6.0651728490118e-05 2.27869381042596e-05 -7.7407810183966e-05 -2.1733527949911e-05 -7.04718338463176e-05 -2.00169906159023e-05 -1.15080687821212e-05 -3.72404029032546e-05 9.31201070247183e-05 -5.65454999279497e-05 -2.55074362235417e-05 -4.81649627473179e-05 4.37863607316336e-05 -5.71040913851229e-05 8.17199953700817e-05 9.8072093111155e-05
covarPC7 5.55690270078065e-05 0.936231171291477 -0.00169719993896069 0.0018558048112003 -1.84749935391738 0.911557502082489 2.17539468196592e-05 -3.23879701693503e-05 0.000141261964518086 4.15595893302287e-05 0.000241511332723255 5.30033302284804e-06 0.00224508933149906 8.81714059326051e-05 -7.58659443485107e-05 -2.34785897972573e-05 0.000202146157339032 1.64831206319003e-05 0.000173160533358952 -6.37607698411872e-05 -5.43434727406425e-05 -9.89481283728221e-05 -6.69567308306071e-05 4.29161436595179e-05 2.15343917196926e-05 -5.3130617852393e-05 1.08031880043479e-05 0.00012898082189011 -6.05444365662268e-05 -0.000259730748652985
covarPC8 -0.000202410519099371 -0.719149621057288 0.0254719094275346 -0.0252793535005716 1.42748644688438 -0.70847992865277 2.86555203320012e-05 0.000128700046317672 -5.37891697660384e-05 -0.000230176653792082 -0.000113423893699643 1.63701867318371e-05 8.81714059326051e-05 0.00241644084348211 7.88256401698064e-05 3.92497320658683e-05 -0.000160968224618378 -9.08139852584651e-06 4.50424947903555e-05 4.4134779859957e-06 -5.57192426291193e-05 3.77446674114879e-05 3.24280415393815e-05 -7.78730570120772e-05 -7.55014056573157e-05 9.82995239678358e-05 2.58903463065312e-05 5.62958239137433e-06 -6.19623512194468e-06 2.60357009784181e-05
covarPC9 -5.09077661837399e-06 0.178726499445237 0.00668518556038638 -0.00657192810273173 -0.354080722918536 0.175378660377632 1.18103915258358e-05 -2.75395650471641e-05 -0.000336473238328306 0.000160003235474902 -9.44552460167308e-05 6.0651728490118e-05 -7.58659443485107e-05 7.88256401698064e-05 0.00223125814166219 -0.000102699909059996 -4.19890578621541e-05 -4.63346440170392e-05 -6.77202234376062e-05 -9.03140546417334e-05 6.73540185249378e-06 4.82810522487266e-05 6.26055382236227e-05 -0.000120709411497067 -6.74621193667006e-05 -8.52092266050245e-05 -5.9149000044999e-05 5.37035491644515e-05 -0.00012903422232332 0.000212151178333744
covarPC10 8.87263907287589e-06 0.311450069009735 -0.00419565770535588 0.00425028594115281 -0.617801574214665 0.306410779743203 -1.92038921513744e-05 2.08283656297467e-05 9.46477910202063e-05 5.11224806425661e-05 -6.99827409367846e-05 2.27869381042596e-05 -2.34785897972573e-05 3.92497320658683e-05 -0.000102699909059996 0.00245854204198362 -8.47341439279999e-05 2.95587418791508e-05 -6.85311758205763e-05 -6.83842402842056e-05 8.22148022705031e-05 -2.33397080500964e-05 -3.49390199408995e-05 6.92171068467147e-05 9.35515099325084e-05 5.16094159120938e-06 2.60180811038311e-05 -9.08750471193893e-05 -6.92099005531886e-06 -5.53223022483438e-06
covarPC11 -0.000151192725626121 0.824537498601936 0.0517093890029263 -0.0513871721420585 -1.6451538535798 0.820819662136223 -8.2109216762723e-05 -5.18851262362476e-06 0.000141393218239714 9.19452101341033e-05 -0.000227189855206586 -7.7407810183966e-05 0.000202146157339032 -0.000160968224618378 -4.19890578621541e-05 -8.47341439279999e-05 0.00240713847286914 -5.16093638924823e-05 -1.2597817443053e-05 -6.08932786121812e-05 4.4777815325513e-05 -7.03765982218193e-06 5.07814676399184e-05 -1.36093378773733e-05 6.45578936543461e-05 8.85219418831107e-05 4.62629376733486e-05 -0.000111310640025746 0.000154400713241751 -0.000123850181562211
covarPC12 -0.000152377619244316 -0.3657661019775 0.0217399625132491 -0.0216680949936251 0.731656106367025 -0.365950008283675 0.000341394117428217 -7.06537208654328e-05 2.07559525203425e-05 -0.000217882337311412 0.000119580862648859 -2.1733527949911e-05 1.64831206319003e-05 -9.08139852584651e-06 -4.63346440170392e-05 2.95587418791508e-05 -5.16093638924823e-05 0.00222222832442123 5.12923698240621e-05 -2.09095972610068e-06 -0.000126389582823417 -6.74669072016691e-05 3.53071959931162e-05 -3.19276874008763e-05 4.42737854430681e-05 -2.99868546349023e-05 1.24423553863305e-05 -3.04957101868061e-05 8.00832665473406e-05 -2.82076837926184e-05
covarPC13 3.19809842666171e-06 0.579879129872568 0.00846174294018947 -0.00823282727866285 -1.14510440549302 0.56537750279082 -1.66290295047191e-05 3.1047247333713e-05 -0.000158337227543919 -4.95509635847934e-05 -0.000272194456681999 -7.04718338463176e-05 0.000173160533358952 4.50424947903555e-05 -6.77202234376062e-05 -6.85311758205763e-05 -1.2597817443053e-05 5.12923698240621e-05 0.00218870779714726 -0.000104963993909273 0.00015177375050928 3.97064702191887e-05 3.11238626137995e-05 -8.11195726171228e-05 2.44407096044234e-05 2.97814266646575e-05 -1.13458076581588e-05 6.6516611659122e-05 -0.000114064949308252 -4.08419935434338e-05
covarPC14 -3.87166648916904e-05 -0.321680247803459 0.0110309264654692 -0.0110914783202047 0.641064056222351 -0.319447925429307 -0.000203180079238423 -3.28811656873547e-05 4.8484114494835e-05 -5.5811065967363e-05 0.000129420918592384 -2.00169906159023e-05 -6.37607698411872e-05 4.4134779859957e-06 -9.03140546417334e-05 -6.83842402842056e-05 -6.08932786121812e-05 -2.09095972610068e-06 -0.000104963993909273 0.00222684621080265 9.28798968526413e-07 3.9803908606927e-05 -1.0444419460486e-05 3.57059993381055e-05 1.18656715891537e-05 -3.32345884972672e-05 2.27272618328119e-05 -2.13691492467439e-05 2.18767818189916e-05 0.000151699156128115
covarPC15 -0.000168964640580709 0.277717404809099 0.0047595288624211 -0.00450797186749454 -0.548873868068429 0.271244959132821 -0.000356459735389835 1.15982480525736e-05 -5.28891919466212e-05 -2.96015244051306e-05 -8.57815750030132e-06 -1.15080687821212e-05 -5.43434727406425e-05 -5.57192426291193e-05 6.73540185249378e-06 8.22148022705031e-05 4.4777815325513e-05 -0.000126389582823417 0.00015177375050928 9.28798968526413e-07 0.00235253468475237 8.53923010854481e-05 -0.000147075444547178 -4.30988965031475e-05 -4.15112152140457e-05 5.7117946963679e-05 -2.7614923938298e-05 8.04940353494412e-05 0.000179512371017651 -0.000193099541964861
covarPC16 -7.40420381377604e-05 -1.65012618352439 -0.0446755971556959 0.0445676006316015 3.2794157501171 -1.62960201525187 -0.000310094259329063 -1.81976470707204e-05 1.92085491439086e-05 6.51234737428336e-05 -2.16979246785345e-05 -3.72404029032546e-05 -9.89481283728221e-05 3.77446674114879e-05 4.82810522487266e-05 -2.33397080500964e-05 -7.03765982218193e-06 -6.74669072016691e-05 3.97064702191887e-05 3.9803908606927e-05 8.53923010854481e-05 0.00232060043984665 -9.84486420864996e-05 9.1668512986588e-06 -0.000131559959824443 3.31293477554144e-05 -7.09901519128252e-06 5.27574768389346e-05 -0.000232575101454012 8.28527794349398e-05
covarPC17 6.88726982894914e-05 -0.427819939056733 -0.011477942227489 0.0112943117459032 0.847566564727924 -0.419793793683218 8.96464996149677e-05 4.45564647186261e-05 -0.00011919468758986 -2.09117996327388e-05 0.000163328533473036 9.31201070247183e-05 -6.69567308306071e-05 3.24280415393815e-05 6.26055382236227e-05 -3.49390199408995e-05 5.07814676399184e-05 3.53071959931162e-05 3.11238626137995e-05 -1.0444419460486e-05 -0.000147075444547178 -9.84486420864996e-05 0.00230199794286735 4.5367161499365e-05 -5.13939887887607e-05 -8.71894649154252e-06 -3.22197991443772e-05 5.50461947201926e-05 0.000228051502440177 -9.33393438227264e-05
