 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal gpp gmp
intercept 0.001160540300777423 -1.4007686254866552e-06 -6.1212062335904624e-06 1.3545873363154265e-06 2.645723461818526e-06 -1.2124702907914964e-06 7.015568506936593e-06 4.843561718086316e-06 2.24254422587324e-06 -1.999529169306395e-06 -3.535188093673958e-07 9.279602970639187e-06 -7.037003861164272e-06 4.926069596676129e-06 -5.763746757020708e-06 -3.313387823396571e-06 3.2354215422009556e-06 3.2596664496510508e-06 4.307328660846923e-06 1.0878546621676688e-05 -2.8656785822339335e-06 -3.6668075493395073e-06 0.000143765410170939 -0.00014715157512752643 -0.00015758608459600444
PC1 -1.400768625486656e-06 4.337783155256135e-06 -3.4620281365288586e-06 -2.447817049783085e-07 -4.863964515544831e-07 -2.8973024772564316e-07 -1.0704052221224009e-07 -4.446120026555532e-07 3.7943632930892497e-07 1.8815194099298133e-07 2.1637181432852256e-07 -4.0201168873772617e-07 1.3337505128529417e-06 1.1743476929130791e-07 -9.330394886637524e-07 -1.3545403375597518e-06 -1.1997550396871635e-06 2.2880945221990174e-07 -1.1563933183058636e-07 3.697431341924426e-07 4.6608759849659814e-07 1.6918675134289253e-06 6.714697564438376e-07 -5.3602588877311705e-06 6.5379635887734e-06
PC2 -6.121206233590479e-06 -3.462028136528858e-06 9.865272395100066e-05 2.9142216477384758e-06 3.7937301256989984e-06 -8.863322719101724e-07 3.570525351870837e-07 8.437037251410547e-07 8.267917324685953e-07 2.1484184306170571e-07 2.4399943627276123e-06 3.2206328528733276e-07 6.240783909441199e-07 -4.888336672469476e-07 3.650466845958122e-06 -9.752495940558311e-08 -3.508810016330249e-06 2.094625219786269e-06 3.7994678624581214e-07 -3.1801739701083455e-06 -1.1042947705879938e-06 1.238508153607612e-07 1.5428957045071082e-06 -1.1975827154851248e-05 1.0935058749042214e-05
PC3 1.3545873363154212e-06 -2.4478170497830853e-07 2.9142216477384758e-06 9.436874111974018e-06 3.6382412953338483e-07 2.6202867297364453e-06 -2.1064678244585008e-07 1.9860973706896956e-06 3.473968414556727e-07 -1.5273174670126791e-06 3.5884105633690685e-07 -1.8536327847188917e-08 4.852240551312564e-07 -1.616076598980486e-06 5.014047418222588e-07 -1.0283490660042776e-06 2.1185001339561414e-08 -8.188994871224353e-07 -3.472355365744704e-07 1.1735242529994918e-06 8.119954512264636e-07 -1.059531290103396e-05 9.877323116159997e-07 -7.410616694878451e-09 -1.0701724235268997e-05
PC4 2.6457234618185237e-06 -4.86396451554483e-07 3.793730125699e-06 3.638241295333848e-07 1.538177465915268e-05 3.896118350130261e-06 -6.734691957457589e-07 6.983205630347292e-07 -1.5308196687483886e-06 1.065449092862072e-06 2.2586598178759e-07 1.1113120698971334e-06 -2.0222935566820953e-06 -5.162696126564574e-07 1.8683630495486385e-07 6.517089121494315e-07 4.813247195477107e-07 -8.968093394975569e-08 -3.6210067396709346e-07 4.1710487536869474e-08 -1.368342381543757e-07 -4.7676278420772976e-06 4.2152557205976063e-07 -7.142833440077194e-07 1.046964693123973e-05
PC5 -1.2124702907915002e-06 -2.897302477256434e-07 -8.863322719101738e-07 2.620286729736445e-06 3.896118350130261e-06 3.291883433839503e-05 1.4973112558701765e-06 4.9194705570677354e-06 -1.1250282996710528e-06 -2.029988008291491e-06 -2.591570130350164e-07 -1.8227298233620414e-06 4.5529346383009325e-07 -2.9299906916756927e-06 9.666322724450768e-07 -1.8399703917925315e-07 -7.569516027144964e-07 2.0634098635926985e-06 -6.133499146900834e-07 1.030662494991879e-06 -1.9670213575157826e-08 -7.32023754803796e-06 2.2255155805628845e-05 -2.9715763370617416e-06 -2.679004642632186e-05
PC6 7.015568506936596e-06 -1.070405222122399e-07 3.570525351870827e-07 -2.1064678244585064e-07 -6.734691957457593e-07 1.4973112558701768e-06 3.192395790196833e-05 3.103401767201314e-07 -2.0015960231095125e-07 3.796002560712621e-07 -5.293392025113484e-07 -1.4478645965222766e-08 2.4545528029239604e-07 -1.052019229870688e-06 3.168891568811019e-07 4.837544388186499e-07 -1.3405856047600878e-06 1.0052909274719186e-06 -9.343145082467489e-07 -1.1345439955029744e-06 -5.611064275819657e-07 9.081151865033171e-06 -6.60230902875091e-06 2.1853115378553905e-05 -7.121464366493842e-06
PC7 4.843561718086309e-06 -4.4461200265555307e-07 8.437037251410548e-07 1.9860973706896952e-06 6.98320563034729e-07 4.919470557067737e-06 3.1034017672013186e-07 2.53910397745556e-05 9.644817493038659e-07 -1.4697521426010102e-06 -6.21584631709342e-07 1.8080650535382893e-06 1.0979781111518792e-06 1.4895162927751553e-06 -4.3429901965795376e-07 -2.59386956303565e-07 -1.1439328705131374e-06 -4.267499180970312e-07 6.305518265733662e-07 -2.4529288829719897e-07 -3.568958578065061e-07 -3.536609868035665e-06 7.438981986988247e-06 1.5034934036228015e-05 -2.9502389200637037e-05
PC8 2.242544225873241e-06 3.794363293089247e-07 8.267917324685955e-07 3.473968414556729e-07 -1.5308196687483886e-06 -1.125028299671052e-06 -2.0015960231095117e-07 9.644817493038659e-07 2.7782990339459927e-05 4.551961987218239e-07 1.5390585636006316e-06 -2.01230821145383e-06 -3.6667036087990484e-07 5.297358478171292e-07 -5.034430699964627e-07 -9.09361211043883e-07 -2.0852112450874188e-07 -7.27100495227336e-07 -2.8763066304298243e-06 -4.90857178461407e-08 1.2479235605701636e-06 8.09567191045603e-07 1.923169074747132e-08 -1.1581843453273052e-05 2.682949714941652e-06
PC9 -1.999529169306394e-06 1.8815194099298138e-07 2.148418430617054e-07 -1.52731746701268e-06 1.0654490928620712e-06 -2.0299880082914913e-06 3.7960025607126206e-07 -1.4697521426010107e-06 4.5519619872182414e-07 2.386892070159595e-05 -2.4021925527871284e-06 6.248463160948646e-07 -8.785228798839436e-07 -6.624273909242009e-07 -5.392676584935112e-07 9.673732286810818e-08 7.637128612771056e-07 8.87356632362032e-07 -8.265781166462829e-07 -1.104541950978023e-06 -7.782259153937157e-07 -1.1462972064211649e-06 -4.5294176938620855e-06 -1.0169140739891631e-05 1.9030514651146632e-05
