 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal gpp gmp
intercept 0.00042916180684751405 1.0679329771683277e-06 5.280514908046037e-08 3.000666099595237e-07 8.322891157195313e-07 -1.848925898664828e-06 8.351509764455101e-07 1.1624852044078853e-06 -2.6490214261036684e-07 1.6112452472803428e-06 5.836647597352118e-08 1.1383974748820966e-06 -2.2377845271544834e-06 1.4893973644867056e-06 -1.877855502592144e-06 -1.6496895637085543e-06 -9.075572889373717e-07 -3.0962801372726125e-08 -3.952665277015451e-07 1.9780537993143343e-06 9.471481297889995e-07 -3.314447436407964e-07 3.926042550475755e-05 -5.330388372288355e-05 -1.1576156742757075e-05
PC1 1.067932977168329e-06 1.4763167763576216e-06 -1.2444806064044771e-06 -1.4677693257429309e-07 -9.979601315922267e-08 -1.604570686192571e-07 9.940145974039082e-09 4.3402753536535245e-08 5.269557912543641e-08 1.329570778673881e-08 5.770577713098318e-10 -1.0840754480960385e-07 4.6023394305117e-07 -7.2607629490693815e-09 -2.6362266435138876e-07 -4.4118417773814633e-07 -4.029504893943077e-07 1.0471776493362379e-07 2.2349837407004737e-08 1.1844924191724414e-07 -2.7444970404947697e-08 1.0040699694209873e-06 1.5583898102960489e-06 -1.8973507605346763e-06 4.7492456638122625e-07
PC2 5.2805149080456854e-08 -1.2444806064044765e-06 3.3068388387786825e-05 5.421057827963293e-07 1.0777812721010442e-06 -6.842692782501827e-07 -2.4629206103210946e-07 -2.128961055944547e-07 9.225439926507298e-07 -2.4886901420426194e-07 1.8221552267660643e-07 -3.6402546988647875e-08 -4.855954311894608e-07 1.7641147597503536e-07 -1.7880505172783494e-07 7.923935394647424e-08 -1.422559200428628e-07 3.630868019242713e-07 -1.7144482859209815e-07 -2.6647848150072256e-07 -1.746699987800595e-07 -1.2360683855963776e-06 1.9988019327124894e-06 -5.58915369212645e-06 2.45048535945527e-06
PC3 3.000666099595234e-07 -1.4677693257429309e-07 5.421057827963295e-07 3.0084940349632114e-06 7.086799184026856e-08 8.02909120963082e-07 3.843669040306967e-08 2.8439758050615723e-07 -1.3926443346332033e-07 -7.210615634833508e-07 1.7890713920895782e-07 2.694583871345298e-07 5.414210090593655e-08 -3.2548479946867404e-07 1.3235572247683264e-07 -1.32206106818439e-07 3.811614757565537e-09 -2.063104437532197e-07 -2.512824296000745e-07 2.6155501280660727e-07 1.0173490366048839e-07 -1.9522303287102914e-06 -1.9975417524857617e-06 -1.529674981250473e-07 -1.2160510258244326e-06
PC4 8.322891157195315e-07 -9.979601315922266e-08 1.0777812721010442e-06 7.086799184026864e-08 5.759937818049772e-06 1.2644105485738075e-06 -1.351894999949551e-07 1.0510166182169189e-07 -6.170204715768659e-07 4.4577975461941404e-07 1.3488738756081216e-07 2.3042541513563528e-07 -5.67454924378896e-07 -1.2755799144132662e-07 -1.3210433888647102e-07 -7.662874506330626e-08 1.7157359469379866e-07 -4.716372128557172e-08 -2.2188089922393593e-07 -9.747222699159274e-08 -1.1577984160971367e-08 -1.0413088789672419e-06 -2.1398919277853446e-07 8.589608444069298e-07 2.946497072647791e-07
PC5 -1.848925898664827e-06 -1.604570686192571e-07 -6.842692782501828e-07 8.029091209630819e-07 1.264410548573807e-06 1.1177724451737782e-05 3.3312034042336255e-07 8.685296934497798e-07 -4.2709632075341373e-07 -3.4257655844100913e-07 -2.539657287217868e-07 -7.660098982661872e-07 4.2580428613301154e-07 -9.215480799384847e-07 4.339319320964227e-07 -5.01392161995795e-08 -6.667351735140143e-08 5.232009239782306e-07 -2.453837262734324e-07 1.4050099617120638e-07 -4.0658825699991145e-08 -1.898263189090744e-07 4.1420021299541e-06 6.13151480089701e-07 -6.658329716663177e-06
PC6 8.351509764455097e-07 9.940145974039062e-09 -2.4629206103211e-07 3.843669040306959e-08 -1.3518949999495515e-07 3.331203404233626e-07 1.0600348302232718e-05 3.325714261509476e-08 6.83430939411392e-08 2.8317445864866713e-07 9.837780359438056e-08 -3.1362341280249004e-07 -8.848340292549272e-08 -2.740442276613707e-07 -9.988779682210416e-08 -4.113687953957769e-08 -1.3720570575104035e-07 3.807759678612618e-07 -2.762318995396992e-07 -7.767046091008134e-08 -2.342791008346616e-07 1.4553942199962587e-06 -1.7025373880770608e-06 1.4987499221917297e-06 3.431075586638502e-06
PC7 1.1624852044078853e-06 4.3402753536535265e-08 -2.1289610559445512e-07 2.8439758050615707e-07 1.051016618216919e-07 8.685296934497793e-07 3.3257142615094796e-08 8.628595649903592e-06 3.5437478763527314e-07 -2.753250911421671e-07 -1.23737066535316e-07 6.959124111011841e-07 9.338443307531561e-08 5.568835516961771e-07 -2.0619044260582272e-07 -2.2194948266516293e-07 -3.249695128348752e-07 -1.9817948094923802e-07 1.492800914229938e-07 5.7991428489852445e-08 -1.6368715841216564e-07 7.571575879122605e-08 3.5494940902404485e-06 -1.1082798338693678e-06 -7.400748434254774e-06
PC8 -2.649021426103679e-07 5.2695579125436334e-08 9.225439926507294e-07 -1.3926443346332028e-07 -6.170204715768657e-07 -4.2709632075341373e-07 6.834309394113925e-08 3.5437478763527303e-07 9.253215259890568e-06 2.9684123726407654e-07 1.2032686601872486e-07 -5.783786340138853e-07 -6.441994144240291e-09 1.3436405673082706e-07 -5.025081770310868e-09 -2.0069426755076504e-07 1.4360132477636944e-07 8.967429051744235e-08 -2.502012264663665e-07 -2.4919821620922785e-07 3.069996086312204e-07 6.740707245134263e-07 1.9778297790107086e-07 -6.214106439770273e-07 8.152154541512659e-07
PC9 1.6112452472803434e-06 1.3295707786738741e-08 -2.4886901420426205e-07 -7.210615634833504e-07 4.457797546194138e-07 -3.425765584410095e-07 2.831744586486669e-07 -2.753250911421672e-07 2.9684123726407643e-07 8.31642869392061e-06 -3.2688129827042837e-07 -1.3850583909825022e-07 -1.5950353015533963e-07 -2.1585023502915627e-07 -3.259256958327721e-07 3.2213676233785496e-08 1.912936102955242e-07 2.0979832182919693e-07 -4.055186707737422e-07 -2.0501810622765536e-07 -2.9314955198263394e-07 -1.2157102290119004e-06 1.2485059738294612e-06 -3.2154040075809223e-06 5.693211918485688e-06
