(Intercept) covarSEX covarYOB covarYOBsq covarSEX_YOB covarSEX_YOBsq covarPC1 covarPC2 covarPC3 covarPC4 covarPC5 covarPC6 covarPC7 covarPC8 covarPC9 covarPC10 covarPC11 covarPC12 covarPC13 covarPC14 covarPC15 covarPC16 covarPC17 covarPC18 covarPC19 covarPC20 proband paternal maternal
(Intercept) 0.00165734267703707 0.684613980339447 -0.0471135913105537 0.0468988503613356 -1.39139714762086 0.707079066459137 2.52616579677559e-05 2.21929832131405e-05 -0.000123545423180902 -3.2091506532016e-05 -5.94830303143023e-06 2.64772594109185e-06 -2.88840596371145e-05 2.7262455184955e-05 -4.4455373181442e-05 -4.28879142270354e-06 1.13542405804789e-05 -3.15986920652775e-06 7.9632736950613e-06 3.909308181128e-05 -2.01694077439565e-05 -3.16104214329335e-05 4.61062741238715e-05 -5.8747484382335e-06 3.03938669835703e-05 2.45218548912526e-05 -5.64879087393618e-06 5.19241131082091e-06 -2.06800810137928e-05
covarSEX 0.684613980339447 323888.926586777 4707.27327732036 -4707.01407308338 -648587.128237454 324746.330829035 0.4558826427093 -0.0889842512357206 -0.267402398353312 0.157154168834384 -0.102848086690708 0.199865989617306 -0.355360690455203 0.34625105172412 -0.43788522264724 0.420340102503237 -0.171284694673521 0.170250771164847 -0.149522528888036 -0.191979837637184 -0.364591729502429 -0.445863520832814 0.109660242480752 -0.0537510596563879 0.185657382848246 0.23554865026753 -0.323987710650424 0.058571708024723 0.0563282643711283
covarYOB -0.0471135913105537 4707.27327732036 163.073805057969 -163.055938052803 -9421.5595885056 4714.98134055161 0.00681045705985503 -0.0093169880089529 0.00298674006231177 -0.00275618109079069 0.000648346570184047 0.00782400175780963 0.00353606615066749 0.00814838700933069 -7.19688052508337e-05 0.00324534134688836 -0.00139352360596591 0.0041020146529751 -0.00305533062338293 0.00239138079428135 -0.015359333077013 -0.0144576048807637 0.011084901522808 0.00297698149230252 0.00183945353863599 -0.00622806606751493 -0.00522440410594541 0.00702090920207946 0.0014001346754263
covarYOBsq 0.0468988503613356 -4707.01407308338 -163.055938052803 163.041222535411 9421.21837348972 -4714.89920909756 -0.00692581051359954 0.00937637563266201 -0.00285764350777932 0.00279288563152115 -0.000650866721028926 -0.00785552154550324 -0.00351645855064573 -0.0081390017375999 8.97094104089673e-05 -0.00321220449507744 0.00140542823475337 -0.0041332888497081 0.00308552129168652 -0.00246312816325547 0.0153580719872609 0.0144770993593778 -0.0111307062405246 -0.00297353867921937 -0.00187658127624652 0.00624602271533107 0.00525418563234142 -0.00701971045972563 -0.0014661594844583
covarSEX_YOB -1.39139714762086 -648587.128237454 -9421.5595885056 9421.21837348972 1298818.75434213 -650328.007571924 -0.914893261436409 0.180044343073499 0.53640697989982 -0.312578157665975 0.207742071228827 -0.402546410419115 0.713144070857614 -0.695246461778524 0.87888283052831 -0.838655478348919 0.341289730746124 -0.337677882834641 0.301911494142373 0.381248841926034 0.730985978197214 0.890861748009664 -0.219942468851835 0.106308420218634 -0.373730619726843 -0.471117808732775 0.652950937310874 -0.119908054100168 -0.115860220511662
covarSEX_YOBsq 0.707079066459137 324746.330829035 4714.98134055161 -4714.89920909756 -650328.007571924 325629.937486493 0.459020504298362 -0.0910753569014455 -0.269060053587379 0.155470987794902 -0.104917098625525 0.202726192986517 -0.357848697954447 0.34904903885355 -0.441100106942946 0.418384300743476 -0.169997062065433 0.167478668446085 -0.152406497785685 -0.189307399499581 -0.366425953935114 -0.445049498597881 0.110337273045856 -0.0525311840568927 0.188102654116144 0.235576405280183 -0.3290586046875 0.0613556867763766 0.0595872892923619
covarPC1 2.52616579677559e-05 0.4558826427093 0.00681045705985503 -0.00692581051359954 -0.914893261436409 0.459020504298362 0.00178276378611857 -0.000298575390257006 0.000262153538733871 -7.59147924622228e-05 -4.21575322009287e-05 -1.06438325491643e-05 3.22169485970908e-05 8.40280421574497e-05 -2.01027904717919e-05 2.94145925662676e-05 -4.52858897039216e-05 0.000219640959790582 -2.56810479582663e-07 -9.19320265219158e-05 -0.000159253357256233 -0.000163900476531276 3.26261874913339e-05 5.48192340783367e-05 1.18260292193842e-05 1.74380230998052e-05 7.8396408727572e-07 1.13559994004945e-05 7.23886387932901e-05
covarPC2 2.21929832131405e-05 -0.0889842512357206 -0.0093169880089529 0.00937637563266201 0.180044343073499 -0.0910753569014455 -0.000298575390257006 0.00159807241616124 5.01614776311718e-05 0.000141878369064634 -3.82575614854411e-05 -3.97631542896846e-06 9.5748693844216e-06 1.8047268474816e-05 8.82801237985048e-06 3.10638877760505e-06 1.57018270209889e-05 -3.83006708029748e-05 7.96657334892512e-06 -5.82809664653088e-05 2.89825236474377e-06 -1.77644974195262e-05 1.64417587430478e-05 1.85203917337097e-06 1.13604525177665e-05 -8.65341034768377e-06 -3.06679226930031e-05 3.11042826049455e-05 6.76078760957168e-06
covarPC3 -0.000123545423180902 -0.267402398353312 0.00298674006231177 -0.00285764350777932 0.53640697989982 -0.269060053587379 0.000262153538733871 5.01614776311718e-05 0.00186911544045455 2.22092119430215e-05 0.000148055593342402 1.30006326789242e-06 4.73206998807592e-05 -3.76475900030446e-05 -0.000212617885986654 1.36826327783629e-05 9.81798816835975e-05 3.85412299497866e-05 -0.000109753690823064 -3.36762692041941e-06 3.09053143804575e-05 7.03577401534178e-06 -9.26196803216563e-05 -0.000112345138182448 7.49730415987467e-05 5.7723595332594e-06 -6.2357862863815e-05 -0.00010131103916254 -4.85105546596144e-05
covarPC4 -3.2091506532016e-05 0.157154168834384 -0.00275618109079069 0.00279288563152115 -0.312578157665975 0.155470987794902 -7.59147924622228e-05 0.000141878369064634 2.22092119430215e-05 0.00177201395960224 0.000203766172159014 -8.70940939678283e-05 -1.49781695498275e-05 -0.000180196401092469 0.000109588251017233 4.88217882896875e-05 4.84407445580911e-05 -9.16462396844823e-05 1.23801686469089e-05 -6.5905237004822e-05 -1.73550985819943e-05 4.00389781646369e-05 -1.17486597865248e-06 -6.42551467839806e-05 -2.67571278579495e-05 -1.24289195862075e-05 -2.21820875226628e-06 -8.22442329647651e-06 -3.93535475265427e-05
covarPC5 -5.94830303143023e-06 -0.102848086690708 0.000648346570184047 -0.000650866721028926 0.207742071228827 -0.104917098625525 -4.21575322009287e-05 -3.82575614854411e-05 0.000148055593342402 0.000203766172159014 0.00180492306051939 1.18091136495669e-05 0.000182701771639105 1.1913731222654e-05 -1.70748328493393e-05 -2.80312504219692e-05 -0.000111026178785724 6.06771082647305e-05 -0.000105170772085858 -9.63752562191032e-06 2.15812648594175e-05 -1.81609689382738e-05 0.000104883562552976 -5.2939955510129e-05 3.79727836434824e-05 2.73022513154509e-05 -1.54411078298546e-05 1.94834990843715e-05 -3.76623856212531e-05
covarPC6 2.64772594109185e-06 0.199865989617306 0.00782400175780963 -0.00785552154550324 -0.402546410419115 0.202726192986517 -1.06438325491643e-05 -3.97631542896846e-06 1.30006326789242e-06 -8.70940939678283e-05 1.18091136495669e-05 0.00151631702823199 1.41628233587287e-06 2.17805230711559e-05 3.69947758007359e-05 -8.31806752629597e-06 -4.36401369142716e-05 1.86602052130888e-05 -5.77420249112242e-05 -1.60805415423346e-05 -2.0271063330903e-05 -1.12719261483694e-05 7.67407227817967e-05 -1.07469811045799e-05 -1.96556681013095e-06 -2.74832710145066e-05 3.67960888035621e-05 6.02526599859283e-06 8.79790814695848e-06
covarPC7 -2.88840596371145e-05 -0.355360690455203 0.00353606615066749 -0.00351645855064573 0.713144070857614 -0.357848697954447 3.22169485970908e-05 9.5748693844216e-06 4.73206998807592e-05 -1.49781695498275e-05 0.000182701771639105 1.41628233587287e-06 0.00167813523562057 8.30747565234685e-05 -7.23095763315276e-06 -1.69971150717143e-05 0.000138448376083233 1.82352760478017e-05 0.000117461336136074 -1.87193028031687e-05 -6.38602390176425e-05 -4.41401904767866e-05 -1.97109980196715e-05 1.69388486380656e-05 -1.32855638169928e-05 -6.30540196710643e-05 -1.13963785518729e-05 2.67332346258048e-05 -4.4778909848175e-05
covarPC8 2.7262455184955e-05 0.34625105172412 0.00814838700933069 -0.0081390017375999 -0.695246461778524 0.34904903885355 8.40280421574497e-05 1.8047268474816e-05 -3.76475900030446e-05 -0.000180196401092469 1.1913731222654e-05 2.17805230711559e-05 8.30747565234685e-05 0.00168790717105809 -5.23551236271151e-06 6.19297399285072e-05 -8.59599074007139e-05 2.09681395572003e-05 -2.1649134077865e-05 3.35828822620618e-05 -5.70220308309009e-05 8.33566161727441e-06 4.75263277646073e-05 -6.36318548842333e-07 -1.52681282007358e-05 3.84909673964902e-05 -3.49796673405453e-05 4.3688771174035e-05 5.39045287079703e-05
covarPC9 -4.4455373181442e-05 -0.43788522264724 -7.19688052508337e-05 8.97094104089673e-05 0.87888283052831 -0.441100106942946 -2.01027904717919e-05 8.82801237985048e-06 -0.000212617885986654 0.000109588251017233 -1.70748328493393e-05 3.69947758007359e-05 -7.23095763315276e-06 -5.23551236271151e-06 0.00168367019017234 -1.16553011185702e-05 -6.33250161939168e-05 -2.52042899104232e-05 -6.50784965244104e-05 -2.89457043191306e-05 1.98891000254749e-05 3.69297142998338e-05 6.062399802082e-05 -5.79405986679001e-05 -3.80295442392881e-05 -2.9029227125109e-05 1.09158674404006e-05 3.74778507116654e-05 -5.01444107373859e-05
covarPC10 -4.28879142270354e-06 0.420340102503237 0.00324534134688836 -0.00321220449507744 -0.838655478348919 0.418384300743476 2.94145925662676e-05 3.10638877760505e-06 1.36826327783629e-05 4.88217882896875e-05 -2.80312504219692e-05 -8.31806752629597e-06 -1.69971150717143e-05 6.19297399285072e-05 -1.16553011185702e-05 0.00160166481457959 -9.29329235557532e-05 4.57171085912626e-05 -9.02207143252493e-05 -5.16069755159477e-05 -1.66531668501833e-05 -5.77876434295318e-05 2.74832456354513e-05 6.75392487096779e-05 6.67124388975382e-05 2.9802035726584e-05 3.1017439474496e-06 -2.81197074317725e-05 -1.02236006021106e-05
covarPC11 1.13542405804789e-05 -0.171284694673521 -0.00139352360596591 0.00140542823475337 0.341289730746124 -0.169997062065433 -4.52858897039216e-05 1.57018270209889e-05 9.81798816835975e-05 4.84407445580911e-05 -0.000111026178785724 -4.36401369142716e-05 0.000138448376083233 -8.59599074007139e-05 -6.33250161939168e-05 -9.29329235557532e-05 0.00167332143418987 -2.30091128476248e-05 -2.9095546552156e-05 -3.92994780535967e-05 3.12154281893093e-05 2.19536203861481e-06 8.3113585636641e-05 3.96624243084021e-06 2.09857860438774e-05 6.20503524002931e-05 8.25988050778803e-06 -8.85428829726586e-05 -3.26709615744677e-05
covarPC12 -3.15986920652775e-06 0.170250771164847 0.0041020146529751 -0.0041332888497081 -0.337677882834641 0.167478668446085 0.000219640959790582 -3.83006708029748e-05 3.85412299497866e-05 -9.16462396844823e-05 6.06771082647305e-05 1.86602052130888e-05 1.82352760478017e-05 2.09681395572003e-05 -2.52042899104232e-05 4.57171085912626e-05 -2.30091128476248e-05 0.00159643287087052 1.3133222711655e-05 -1.17250095377796e-06 -3.08685813931177e-05 -5.63666035398456e-05 -1.40718676254641e-05 1.98282960340559e-05 -4.22199849864169e-05 -5.0678714900966e-05 -4.97549021746343e-05 3.88952617407488e-05 3.06112085949605e-05
covarPC13 7.9632736950613e-06 -0.149522528888036 -0.00305533062338293 0.00308552129168652 0.301911494142373 -0.152406497785685 -2.56810479582663e-07 7.96657334892512e-06 -0.000109753690823064 1.23801686469089e-05 -0.000105170772085858 -5.77420249112242e-05 0.000117461336136074 -2.1649134077865e-05 -6.50784965244104e-05 -9.02207143252493e-05 -2.9095546552156e-05 1.3133222711655e-05 0.00158679273249653 -3.40557481645839e-05 7.26467394893729e-05 4.12192804813856e-05 5.81178899232523e-06 -7.53128101016489e-05 3.16532849454229e-05 2.85251119532441e-07 1.62090873509416e-05 -2.40131429030513e-05 -2.02268051086968e-05
covarPC14 3.909308181128e-05 -0.191979837637184 0.00239138079428135 -0.00246312816325547 0.381248841926034 -0.189307399499581 -9.19320265219158e-05 -5.82809664653088e-05 -3.36762692041941e-06 -6.5905237004822e-05 -9.63752562191032e-06 -1.60805415423346e-05 -1.87193028031687e-05 3.35828822620618e-05 -2.89457043191306e-05 -5.16069755159477e-05 -3.92994780535967e-05 -1.17250095377796e-06 -3.40557481645839e-05 0.00161665120606471 -3.06707590661767e-05 -3.55334314572432e-05 5.62964665630335e-06 3.83312064174878e-05 4.29324070701198e-05 -1.58460243824917e-05 2.99850478688196e-05 8.24369942709539e-06 -7.27166624592135e-06
