(Intercept) covarSEX covarYOB covarYOBsq covarSEX_YOB covarSEX_YOBsq covarPC1 covarPC2 covarPC3 covarPC4 covarPC5 covarPC6 covarPC7 covarPC8 covarPC9 covarPC10 covarPC11 covarPC12 covarPC13 covarPC14 covarPC15 covarPC16 covarPC17 covarPC18 covarPC19 covarPC20 proband
(Intercept) 0.00124995088729778 -1.36592482919428 -0.0624931791237549 0.0619995404776512 2.7213126811969 -1.35564464006677 4.95870842320663e-05 -6.09195352202364e-06 -5.68580032731369e-05 -4.76327993542553e-06 -9.70861382486238e-06 6.15273634914571e-06 2.21204435847896e-06 -2.88531140479185e-06 1.95939793888493e-05 3.11372315817266e-06 -1.20789061932436e-06 2.90571128844867e-06 -1.54463371903617e-06 1.5058137013432e-05 -1.31805057077187e-05 -1.08534771108211e-05 1.59599236920957e-05 -5.70025139939396e-06 2.08560008292591e-05 1.43523692923616e-07 9.79146735642064e-06
covarSEX -1.36592482919428 224068.328575094 4200.1951507563 -4194.54599140379 -448006.399722025 223971.29039072 0.195770817871989 0.0832514797587702 -0.220929445433735 -0.0119724400371208 -0.114577568215582 0.125927631009182 -0.174295854412412 0.0843181764977225 -0.236440162473397 0.163923337648964 -0.00999591357364164 0.0951734064013439 0.00505780155910786 -0.218250633344381 -0.258925864952602 -0.325878744268301 0.0780080830122071 -0.0248250866846334 0.136227124571031 0.27442331349322 -0.0570021081555461
covarYOB -0.0624931791237549 4200.1951507563 144.780038888564 -144.585977098255 -8395.6844771705 4196.12593596091 0.00155952125134972 -0.00391421099267291 0.00275175941688101 -0.00397871663404337 0.00101329455730853 0.00599285669335588 0.00143487169896961 0.00477264107143167 -0.00155662296435543 0.00158191024082739 0.000233366175544855 0.0010414063437463 -0.0002034315394167 -0.000240762113234062 -0.0115691723695529 -0.0129475289697115 0.00642292831181562 0.00468963517253336 0.00260063357371931 -0.00170083524165802 -0.0018738086303464
covarYOBsq 0.0619995404776512 -4194.54599140379 -144.585977098255 144.395040326617 8384.5563245161 -4190.64577965461 -0.00166770485310353 0.00396729827586669 -0.00265409812521229 0.00400329258443242 -0.000993662522023103 -0.00602024729676102 -0.00141207339951605 -0.00475632825386919 0.00157161217644681 -0.00156742130003693 -0.000215741475704244 -0.00105669273883732 0.000240818815475684 0.00019500261592982 0.0115792666191072 0.0129554325904998 -0.00645947763486036 -0.00468126217859293 -0.00263303530525254 0.00173531040732461 0.00185262824690732
covarSEX_YOB 2.7213126811969 -448006.399722025 -8395.6844771705 8384.5563245161 895770.038731269 -447830.025738877 -0.394575445518333 -0.16532912289463 0.442727572616815 0.024955473270756 0.231487604876761 -0.253825471727897 0.349395045987282 -0.169337051743898 0.473330653936854 -0.326197129894565 0.0191828140809697 -0.188054830694626 -0.00773891139718233 0.435420497908637 0.519119048630114 0.650192732659571 -0.156443385470187 0.0494008279662152 -0.274084548713063 -0.548327313937203 0.113615902067514
covarSEX_YOBsq -1.35564464006677 223971.29039072 4196.12593596091 -4190.64577965461 -447830.025738877 223891.908727403 0.198787779732213 0.0820921987894686 -0.221837238357334 -0.0129686349166235 -0.116930704193763 0.127929310577374 -0.175126853785341 0.0850311247964343 -0.23694179704159 0.162304767069454 -0.00916465075518986 0.0929116067684358 0.0026899172176217 -0.217213807637908 -0.260208242683763 -0.324353960397584 0.0784700439362215 -0.0245558102208135 0.137877805293368 0.273924716662834 -0.0566356568983121
covarPC1 4.95870842320663e-05 0.195770817871989 0.00155952125134972 -0.00166770485310353 -0.394575445518333 0.198787779732213 0.00128580445026849 -0.000215426939342307 6.19190858362246e-05 -5.779261601709e-05 -2.45060888709705e-05 1.95653882222584e-06 2.25689016318087e-05 5.81385641709562e-05 -1.12200242557619e-05 2.57007789592878e-05 -3.21868918480077e-05 0.000158640549648342 -2.13202608290857e-06 -7.34680060239584e-05 -0.00013340571005862 -0.000119266063325203 2.23443274771992e-05 3.31768893472971e-05 2.09143881708306e-05 8.80595311399479e-06 3.28320337598322e-05
covarPC2 -6.09195352202364e-06 0.0832514797587702 -0.00391421099267291 0.00396729827586669 -0.16532912289463 0.0820921987894686 -0.000215426939342307 0.00116760930133411 5.23409205936364e-05 0.000107647211741813 -2.54661238340548e-05 -1.25884109634581e-05 -1.44708530115458e-06 1.2919251871709e-05 2.16778258249597e-07 -5.42921060035385e-06 8.25132968540004e-06 -2.89377441096856e-05 7.06991063686554e-06 -2.30961352169302e-05 1.52150502321416e-05 -2.12407636471603e-05 2.64202627193958e-05 -1.03872496835914e-06 -5.70493275119707e-06 1.59049577447426e-06 -1.0573959544329e-05
covarPC3 -5.68580032731369e-05 -0.220929445433735 0.00275175941688101 -0.00265409812521229 0.442727572616815 -0.221837238357334 6.19190858362246e-05 5.23409205936364e-05 0.00123816293379384 1.70812179448769e-05 0.000120250836195753 4.74061727753072e-06 3.11904875938105e-05 -2.10003891230921e-05 -0.000142150635483658 1.67744876457564e-05 6.48667403000715e-05 2.61617237647058e-05 -8.6059348654245e-05 -1.26311692686385e-05 3.2454151087253e-06 7.69626750724874e-06 -6.0222074332086e-05 -7.1310368393734e-05 5.69663370396659e-05 1.78820556788696e-05 -9.72533111456255e-05
covarPC4 -4.76327993542553e-06 -0.0119724400371208 -0.00397871663404337 0.00400329258443242 0.024955473270756 -0.0129686349166235 -5.779261601709e-05 0.000107647211741813 1.70812179448769e-05 0.00128611001437874 0.00015011594184157 -6.15965045077139e-05 -2.17003960361889e-06 -0.000129704302783652 7.90461087432022e-05 3.10314786197828e-05 3.44592654889826e-05 -7.78142534714878e-05 1.80106674880165e-06 -4.13657826780141e-05 -1.00936033807664e-05 2.68828822211975e-05 6.46585987587219e-06 -3.67396704748174e-05 -2.25541544779226e-05 -5.46585516697297e-06 -1.4265116162041e-05
