 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband
intercept 1.0076233842193945e-05 3.082574046720563e-08 -2.4193727746123292e-06 -6.893494197668094e-06 4.532942484762464e-07 4.7396821523990956e-08 -2.77919379307386e-10 -9.74410435681607e-09 6.488972697153687e-11 3.686856889578899e-06 -3.3763291561258764e-06 2.8931129021917063e-06 -3.724430009663647e-05 4.926150417716809e-05 -6.841261368386843e-05 4.612596890155686e-05 -4.099839298670043e-05 -3.2949423115365414e-06 -7.59078889175002e-05 -6.941760618624071e-06 -1.7013243938928384e-05 -5.0731609261025656e-05 9.780411684019106e-07 -3.515796158839173e-05 -2.7029642917037607e-06 3.320741480997833e-06 -4.200773800635467e-05 -4.735944833679021e-05 6.517913119850392e-05 1.2728391473069855e-08
yob 3.0825740467225495e-08 9.780649952949895e-08 1.6634345361848165e-07 4.6372607299022395e-07 -4.841688676497201e-08 -9.00958005256877e-10 9.755627098686564e-13 6.976396565959703e-10 -1.780063800096662e-12 8.451811725405355e-07 7.064186668071016e-06 5.179991789242211e-07 -6.993795548599879e-06 -1.553175347228087e-06 -3.1227302712876587e-06 2.196096700653951e-07 -2.4498526550464178e-06 4.613174532628845e-06 -1.8595782624677457e-06 -4.342962361597451e-06 5.907899843703501e-06 -5.485988152493768e-06 -2.653309687618262e-06 8.383183531508919e-06 2.8475360786845297e-06 -1.0122294757781497e-07 -2.203013051491441e-06 2.98455484842174e-06 -1.141367009178015e-05 -2.2072277947149862e-08
age -2.4193727746317093e-06 1.6634345361898203e-07 3.460610644216615e-05 0.0005072379060209556 -3.4263342502863765e-05 -6.98931357834408e-07 4.391087304395528e-09 6.95689141275587e-07 -4.374210712058307e-09 2.668411427782204e-06 -5.840081561401794e-06 -1.017454023307605e-05 -2.813710378277211e-05 -1.6992884552048269e-06 9.082078779135146e-06 1.4691076446648828e-05 -2.8485170230386825e-07 -1.0162655232261734e-05 7.691204807777467e-06 1.8218557983440364e-06 1.513526154169952e-06 -4.461497582052349e-06 -3.01179273281189e-05 2.0623273794458214e-06 -5.736517178685533e-06 -4.786036331452745e-06 -2.928028073179028e-05 -6.328507864056866e-06 1.2737213143285467e-06 -4.1177521005164574e-08
sex -6.893494197737311e-06 4.6372607298724816e-07 0.000507237906021059 0.014155775122316668 -0.000920925554539378 -9.99932822911575e-06 6.155455789383999e-08 1.8250624473527735e-05 -1.1272253394941558e-07 3.695653696362448e-05 6.3597488748583e-05 -0.00011355233383882003 -2.5292783323891365e-05 -0.00014435003454915074 0.00017940132981211676 0.000290106617758704 -5.321677859737938e-05 7.13633156432737e-06 0.00013840146359319342 -0.0001723541200470267 0.00018441338422683286 -2.9340077259134915e-05 -0.00010259955115162403 -9.772707591347305e-05 0.0001447198476643636 0.0002365159736365181 -0.00027928616820690816 0.0002005292436180089 -9.556960449889306e-05 -1.0029196926669781e-06
age_sex 4.5329424848410565e-07 -4.8416886765425246e-08 -3.4263342502870893e-05 -0.0009209255545393486 6.214491193564034e-05 6.949374982383427e-07 -4.371528485895314e-09 -1.264059668370367e-06 7.963304994403264e-09 -3.3210060924702034e-06 2.1562833083575576e-06 1.4295528164165133e-05 2.392943886996654e-06 8.550361336604671e-06 -1.765669303962323e-05 -1.8127827401644314e-05 -2.1588508725343276e-07 3.5250039657900924e-06 -1.2154003075012544e-05 8.35437011607957e-06 -1.1733848672803084e-05 1.659775435714573e-06 8.301218108034082e-06 1.0457766261393594e-05 -6.9717493459651e-06 -1.666742348483319e-05 2.209014324768099e-05 -1.1212745715872997e-05 2.6636343791849823e-06 5.480939560140821e-08
age2 4.739682152422517e-08 -9.009580052636786e-10 -6.989313578344423e-07 -9.99932822911401e-06 6.949374982382334e-07 1.451450207734648e-08 -9.308627167819467e-11 -1.4451071872645557e-08 9.269505069914719e-11 2.8524977736331268e-08 4.504079244378247e-07 3.2526864677572147e-07 4.1825622561134074e-07 6.515316283351448e-08 -3.1313458564518903e-07 -3.1106493883140244e-07 -1.4910910219725805e-07 3.877227635311537e-07 -3.0350185453184324e-07 -2.4614014491902455e-07 9.624258926436265e-08 -8.391862784393409e-08 6.363750447877707e-07 2.289853743779278e-07 2.8577175204928043e-07 1.239931636339634e-07 5.344995354492948e-07 1.7024857318252476e-07 -4.6893571636336526e-07 3.388087004742894e-10
age3 -2.7791937931037496e-10 9.75562709958458e-13 4.3910873043959595e-09 6.15545578938318e-08 -4.371528485894819e-09 -9.308627167819838e-11 6.074641960535445e-13 9.26828617068533e-11 -6.048036113618956e-13 -7.157250068185347e-10 -3.664169745458998e-09 -2.574255556269902e-09 -2.7192736100217172e-09 -3.9110207109118693e-10 2.0797416744200552e-09 2.040746399389795e-09 1.4314308519794965e-09 -3.0048063356549306e-09 2.2648788693092002e-09 2.2309109258342034e-09 -7.783649425812691e-10 8.896876134532679e-10 -4.540710443138678e-09 -2.19338035843672e-09 -2.50956236150534e-09 -9.833525216095282e-10 -3.305916365046856e-09 -9.531646465490615e-10 4.479305298550023e-09 -5.666689391718588e-13
age2_sex -9.744104356937665e-09 6.976396566018998e-10 6.956891412757272e-07 1.8250624473526786e-05 -1.2640596683703424e-06 -1.4451071872647718e-08 9.268286170686286e-11 2.6277667774859257e-08 -1.6858653746895738e-10 7.035021910733136e-08 -1.3124814883036037e-07 -3.906350757652386e-07 -5.760583392754907e-08 -1.7222180829706746e-07 4.5280835831416596e-07 3.497027163033904e-07 4.349585750367445e-08 -1.3031529263204927e-07 3.224450940036522e-07 -5.900470528712121e-08 2.2804370220831638e-07 -6.525178695860105e-09 -2.2092873098946334e-07 -3.0080177128024425e-07 1.1995506951764995e-07 3.110735986789962e-07 -4.7193272536519e-07 2.1894691699974906e-07 2.3695782963808465e-08 -1.003539887033787e-09
age3_sex 6.48897269742426e-11 -1.7800638001813539e-12 -4.374210712059206e-09 -1.1272253394940777e-07 7.963304994403003e-09 9.26950506991606e-11 -6.048036113619545e-13 -1.6858653746895533e-10 1.0994310567088949e-12 -3.218073856909195e-10 1.241364110361071e-09 2.9911957738331654e-09 4.125493461470736e-10 1.128782858498323e-09 -3.3440186618707223e-09 -2.030526576144934e-09 -4.1019372370215357e-10 1.0820339396784668e-09 -2.515334251985097e-09 -2.597324848812848e-10 -1.4087582079311498e-09 -9.495765139362051e-11 1.711635841598845e-09 2.309809895090193e-09 -7.313369902128919e-10 -1.7419177442083182e-09 3.0140614311742683e-09 -1.5981840817144103e-09 -5.144799567940049e-10 5.5851077215934006e-12
PC_3 3.6868568895803578e-06 8.451811725404727e-07 2.6684114277732934e-06 3.695653696350691e-05 -3.3210060924620206e-06 2.852497773651639e-08 -7.157250068197322e-10 7.035021910716002e-08 -3.21807385689808e-10 0.025375375035535743 0.0007728907262074477 0.0017182208365735625 -0.0002634454784662962 -0.004382276782170339 0.0019313215843965513 0.003711227084570523 -0.004015487146558078 -0.0002393961801603042 -0.0012984826776308639 0.0005790853568990855 0.004995861820572492 0.002594004976385259 -0.0017152111829356438 -0.00940592067333572 0.001026316723564204 -0.0010422415337011898 0.0030218568762529247 -0.0006489045466148101 0.004705392271081603 -3.1005814780890013e-05
