 intercept yob age age2 age3 PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband
intercept 2.031156848797607e-05 -1.2399330767721326e-07 -5.628081936219083e-07 9.425955797843057e-09 -3.551091745361331e-11 1.68112524472423e-05 -3.585177602763303e-05 -1.2974641271692086e-05 -7.642310027921918e-05 0.00010445011490828085 -0.00012589850222792845 9.804868761099509e-05 -7.291109136768812e-05 -2.214766078552572e-05 -0.00014227297943894107 5.324372417939152e-05 -6.493538324482002e-05 -8.259385295076099e-05 -4.4022491327307296e-05 -8.762095289860646e-05 -2.8220151584010536e-05 -1.572750464308867e-05 -6.937924939074829e-05 -0.0001476314243821003 0.0001447277613604601 -4.352461807911524e-07
yob -1.2399330767721355e-07 2.237359044857617e-07 3.9928551298103504e-08 3.631663481979471e-09 -2.5217697082332485e-11 -1.0374350765409769e-07 2.3023611322408872e-05 8.84201153424849e-06 -1.5906791829567755e-05 -5.85606417063435e-06 -6.968984983291116e-06 -1.210866529598358e-07 -9.83893584303612e-06 1.2979998550784562e-05 -5.273343554653796e-06 -1.3981216801563327e-05 1.624258102456557e-05 -1.205949208347648e-05 -6.703172635968946e-06 2.1776760253080778e-05 7.850341787126197e-06 -2.3468061070960014e-06 -2.057240338342791e-06 1.2852231028590086e-05 -2.809359860943446e-05 -6.133900614370295e-08
age -5.628081936218367e-07 3.992855129815073e-08 1.045872695588728e-05 -2.2673617813281443e-07 1.4991853300950302e-09 -1.0669912877443042e-05 1.8143891753427058e-05 1.0182104564857564e-05 -2.0600756170717946e-05 3.4852676619001114e-05 -2.492104965324498e-05 -7.971745308222615e-06 -2.49027204277301e-05 1.3138176349797343e-05 4.082639484628377e-06 1.7239489279989956e-05 -6.128119251824474e-06 1.873885437171533e-05 -2.1531967899931682e-05 1.0080127752493553e-05 -1.223718432938873e-06 -2.014081829134548e-05 -1.049033156834729e-05 -3.9574374875824145e-06 3.4096929434312533e-05 -2.536579592848164e-08
age2 9.425955797859017e-09 3.6316634819783836e-09 -2.2673617813282145e-07 5.2073699028694676e-09 -3.550861931535189e-11 2.9624199510260316e-07 2.79878290236421e-07 -2.6189653666099408e-08 1.252726885637126e-07 -6.368764512220167e-07 3.77290215288733e-07 6.429797417766303e-08 2.0270984140523446e-07 1.4786254433319903e-08 -2.2775350518668063e-07 -5.894928276311645e-07 3.616843364848771e-07 -5.739932083679881e-07 3.875811346503133e-07 2.0846514263618103e-07 3.451526474557986e-07 3.857247320199224e-07 1.443033023591722e-07 2.165072166065969e-07 -1.3340906717762153e-06 -5.373908097068259e-10
age3 -3.551091745344883e-11 -2.521769708232632e-11 1.4991853300951083e-09 -3.550861931535261e-11 2.4821701371690407e-13 -2.385107739218676e-09 -2.6492983505450746e-09 1.7604992064534034e-10 -1.0696177152604148e-09 3.809339879260691e-09 -2.8015705899935734e-09 2.2045765920797449e-10 -6.624858132291149e-10 -4.721340503763729e-10 1.1148320428520319e-09 3.5783545460840562e-09 -2.1801017986093474e-09 3.3812079619851886e-09 -3.023949342721799e-09 -1.7753437269327852e-09 -3.3346068220960395e-09 -2.539697164453825e-09 -9.350082590124824e-10 -1.142766347001372e-09 9.631838809005558e-09 4.786378905295937e-12
PC_3 1.681125244724065e-05 -1.0374350765410637e-07 -1.0669912877445488e-05 2.962419951026504e-07 -2.3851077392189547e-09 0.051817324099754106 0.001715959220373946 0.0023999698219032144 0.0010478453719465757 -0.007278986598132535 0.0035774522477639618 0.008377302469744996 -0.006353388812205909 -0.0021598332644331445 -0.0018064175558193092 0.0037605134988432623 0.008307285444646527 0.006303596622118354 -0.004280455136591582 -0.0175920873682887 -0.0005174696386576074 -0.0018293770181934059 0.004819502412945708 -0.0032806935563068312 0.011161466232025869 -5.513314790269307e-05
PC_4 -3.585177602763272e-05 2.3023611322409035e-05 1.8143891753415562e-05 2.7987829023667337e-07 -2.6492983505467364e-09 0.0017159592203739602 0.17843132496207842 -0.008277558207718656 0.009199556333476178 -0.010173507024361622 -0.00037409615052458073 -0.005383767491601732 -0.0013393505520575323 -0.014356830619878356 0.004195579223079367 0.009910908460214186 -0.01958468805449119 -0.011626944516472462 0.013201036206316812 0.010973994947110408 -0.005026773611828725 0.005638106160645149 -0.006013232732417094 -0.0005004361440671608 0.007660784068931726 -2.6525927314263013e-05
PC_5 -1.2974641271692087e-05 8.84201153424853e-06 1.0182104564855415e-05 -2.618965366605085e-08 1.760499206450147e-10 0.002399969821903218 -0.008277558207718649 0.233373729638365 -0.0038565027154366296 -0.007228182653442385 0.0006299133730270003 0.005385358852605232 -0.015755193356244535 -0.0016739899102896122 -0.01833589884953923 -0.013296686962732495 0.00045598978516118023 -0.017111763064251048 0.014005609536783328 -0.026598248496466102 0.00696367023365138 0.0045820316180472985 0.000449236542982457 -0.004701979233632587 0.017604217767507615 -6.028660828230298e-06
PC_6 -7.642310027921914e-05 -1.590679182956784e-05 -2.0600756170715093e-05 1.2527268856364592e-07 -1.0696177152599605e-09 0.0010478453719465705 0.009199556333476175 -0.0038565027154366296 0.290388429361927 0.0035947757638811334 0.01446926952296462 -0.01430344063235687 -0.009367443094084636 0.007397081186437402 -0.014674952036039024 -0.000920468026403982 -0.00040334981377913414 -0.025096580128691367 0.014324784338041945 0.02994025821763476 -0.007940988066320157 -0.00024054559018070495 -0.009190814620233722 -0.002738675126066039 -0.013864148230455446 -1.4121225817922929e-06
PC_7 0.00010445011490827946 -5.856064170634113e-06 3.485267661899795e-05 -6.368764512219207e-07 3.809339879259922e-09 -0.00727898659813253 -0.010173507024361575 -0.007228182653442381 0.0035947757638811286 0.36291973211640677 0.015048259608663498 -0.001056234299960498 -0.016753347431863744 0.01994136848971132 0.005013049031799373 0.033028016507534855 0.01119596654714606 -0.038082869213172325 -0.0258174241700903 0.02911725594087847 -0.01005125832576677 -0.011818316554308069 0.0005496043979447319 0.010201651145601124 -0.016987385255123673 1.1591511771969393e-05
