 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal gpp gmp gpm gmm
intercept 0.011344435083669044 -9.598179247813004e-06 0.0012836936055588026 -0.0011027674660280928 -6.944144079021096e-06 -4.870664859135244e-05 5.394623920698953e-07 3.5105033600392803e-06 -5.851959843862118e-08 -0.0033338690363314293 0.0005758215769909022 0.0004040842385111181 0.0014012403361385 -0.0012100329092073414 -0.003219341663238624 0.004472827277954469 0.0005816470023796143 0.0010572561822495296 8.642276912731835e-05 0.0012386799377529219 -0.0052699111818453525 -0.0069475491033058005 -0.0076474574247076075 0.0006414975818819131 -0.012770429026292504 -0.00532635993535287 -0.0006088738410594203 0.010363539192429164 0.0065434096568601045 1.5764204597624518e-05 3.3701778207294097e-06 5.622330875050236e-05 0.00011404012598764616 -0.00013881271492030103 -1.876137104397582e-05 -4.890639962974196e-05
yob -9.59817924781104e-06 2.8345876269304523e-06 2.7033316513636323e-06 1.080754385415666e-05 -1.266829789221544e-06 1.7362711727814857e-09 -2.2646232383944826e-10 1.8393004888773228e-08 3.411160250565432e-11 5.4105789249753644e-05 0.00046790575439281174 3.0074689873210458e-05 -0.0002775017535848055 0.0001539352438271171 -0.0004143641704641306 -0.00010852211062374624 -0.00018095522286101808 0.0002982792167561314 -0.00010180643164957704 -0.00024360625370159958 0.00020955508309071134 -0.00017820394667566339 -2.260689518858942e-05 0.00012084693192515338 0.00010696020093528491 -0.00010506292881572281 -0.00011819931801338807 9.255591697183273e-05 -0.00037719868713374625 -6.940648440386032e-07 1.0816718198488633e-06 9.958800729859008e-07 -3.1102286818769616e-07 -1.945265271479346e-06 -1.1615773142942905e-06 8.625394522034885e-09
age 0.001283693605554894 2.7033316513997544e-06 0.0006598072836819142 0.00616378210065256 -0.0006561150730829275 -2.064742329447572e-05 1.9651125176221254e-07 2.059865712550099e-05 -1.961090301318288e-07 -0.00021406056614281524 2.039633351250956e-05 -0.0004518864812690971 -0.0010000717890643195 -0.001007141019321156 -0.001105498148833825 -2.5599576600032782e-05 -0.002335253637209442 -0.0007108034453179688 0.0018218367217843869 -2.4440247377840885e-05 -0.0005518593509689146 0.0005982835659093527 0.00031641656016980814 0.0005057942616390928 -0.0018043897231635622 -0.002822212975289212 -0.0006917034103018435 0.0022513772604413943 0.0014141798223238984 7.1580683152191084e-06 2.375201023641864e-05 1.699851836881826e-05 4.203377765781153e-05 -8.87522618886232e-05 -8.94379170241785e-06 -2.233582637657528e-05
sex -0.001102767466096994 1.0807543854348033e-05 0.006163782100638437 0.13387217757413303 -0.012730275946413336 -0.00018177526318251375 1.6572435878180556e-06 0.0003703637868007263 -3.344763145149489e-06 0.007146709856562914 0.0006543497249031604 -0.01784154733847351 -0.017030344858012064 -0.00547851213626925 -0.01127108764910263 0.008696326841574143 -0.024342532677798928 -0.02504867577558668 0.003799471928417717 -0.007306247899536837 0.007028068753969695 0.01114103241095698 -0.015083022161302305 -0.025035051466422174 -0.0031945254320718264 -0.02529975333689322 0.013370177786873464 0.03670573892240838 0.014272789759501487 -3.2807761424289634e-06 0.000279097888848499 0.00011787176213216934 0.0005847971283288873 -0.001019592482484904 -0.00016886689255502535 -0.0003066939452260037
age_sex -6.944144071765863e-06 -1.2668297892079259e-06 -0.0006561150730815566 -0.012730275946416812 0.0013062876913616237 2.0578885547592983e-05 -1.9602202497311644e-07 -4.013158058777697e-05 3.771642384188365e-07 -0.0005238665239439779 2.5616930492479173e-05 0.0011873452393644577 0.0020075831945299367 0.000683336474023961 0.001098679220968485 -0.0008026157120528486 0.0024011227437891105 0.002407254523995887 -0.0009723979021496303 0.0008516294869128934 -0.0009549918713370606 -0.0010671528746785115 0.0011984307003904053 0.0025896377622744854 0.00041357364786828255 0.003026973531377791 -0.0007767807397041005 -0.003351156748689141 -0.0015882012714664357 -3.727164082442476e-06 -3.0408658129897426e-05 -8.867026574302963e-06 -5.49731291919938e-05 0.00010166402722787251 7.844539886514158e-06 2.9657171103153375e-05
age2 -4.87066485912366e-05 1.736271172744776e-09 -2.0647423294478344e-05 -0.00018177526318302072 2.0578885547642226e-05 6.794602127747854e-07 -6.698728527720845e-09 -6.772829082155825e-07 6.67906927288693e-09 9.00620460098593e-06 1.0858938602780473e-05 5.989264092619953e-06 2.620248362298116e-05 3.9734431538077675e-05 2.3487471059696435e-05 -1.0038648651749002e-05 5.214501636558501e-05 2.328082927986335e-05 -6.956339975959545e-05 -1.934966886021297e-06 2.014600215116439e-05 -1.6181960729897035e-05 -1.9868461827249287e-06 -8.689028504707962e-06 7.433515242753843e-05 9.264683116783449e-05 1.0588634507568588e-05 -8.184726363396818e-05 -4.694084011975175e-05 -2.744278701372771e-07 -6.368347223909052e-07 -4.814048700743424e-07 -1.3790815342118724e-06 2.6616796099978704e-06 1.1174870392642541e-07 7.005205452769636e-07
age3 5.394623920687364e-07 -2.264623238421406e-10 1.965112517622532e-07 1.6572435878233813e-06 -1.9602202497363678e-07 -6.698728527721434e-09 6.785892896817063e-11 6.677332731711119e-09 -6.765762819940496e-11 -1.0108297442385823e-07 -8.77725492778915e-08 -1.658702665658401e-09 -2.5894936150232917e-07 -3.9453648069774527e-07 -2.2005470876014494e-07 1.8831505399906182e-07 -3.6426192332962747e-07 -1.7030295915001663e-07 6.850359052546989e-07 -8.35990619529459e-09 -1.924509629008457e-07 9.925828783967159e-08 -1.1054911256985857e-07 2.104453930006974e-08 -8.248226931505712e-07 -9.293492188982847e-07 -4.288071035906451e-08 9.100848074775409e-07 4.403787304313939e-07 2.8312414727907576e-09 5.5446421630108275e-09 4.2902680797527884e-09 1.3236335095855998e-08 -2.4502579478556436e-08 -1.4798292541422048e-10 -6.199684793747543e-09
age2_sex 3.5105033598112654e-06 1.8393004888659153e-08 2.059865712546184e-05 0.0003703637868009166 -4.0131580587785706e-05 -6.772829082141515e-07 6.677332731695906e-09 1.2862821147461668e-06 -1.2486641064825955e-08 1.0821445004812942e-05 -3.358770695835416e-06 -2.149917576677109e-05 -6.543033734272297e-05 -2.548794497396543e-05 -3.066747575535027e-05 2.8677764931484948e-05 -6.601852029856419e-05 -6.740148160063577e-05 4.132441195376746e-05 -2.9147774628366436e-05 2.955371787259753e-05 3.471646444648377e-05 -3.335889015724544e-05 -8.076309230386198e-05 -1.9600043555295623e-05 -0.0001056378953526108 1.3904046199948973e-05 0.0001021232683256746 5.401380114275134e-05 2.0406296723017644e-07 9.644410461690327e-07 1.855447619366302e-07 1.5167877136880114e-06 -2.989707930492275e-06 -4.031655435581162e-08 -7.957430367008895e-07
age3_sex -5.8519598436325076e-08 3.411160250093631e-11 -1.9610903013147572e-07 -3.3447631451519227e-06 3.771642384189851e-07 6.6790692728737926e-09 -6.765762819926439e-11 -1.2486641064827984e-08 1.2443964155911718e-10 -7.020468478872594e-08 5.97798715582961e-08 1.029601219964098e-07 6.211450284766305e-07 2.847365375542475e-07 2.5804696367053125e-07 -3.359341294540738e-07 5.267077720311367e-07 5.72577238747933e-07 -4.4509416433088203e-07 3.114948808536897e-07 -2.559418080625882e-07 -3.527227914912005e-07 3.3080105658335354e-07 7.889344063136779e-07 2.6348383470054375e-07 1.0563207855072182e-06 -9.180638727743943e-08 -1.0185383064364063e-06 -5.737332834153987e-07 -2.604509233521424e-09 -9.36955409744921e-09 -9.550274350129698e-10 -1.2756115130419007e-08 2.7028767794246528e-08 -1.1116808656263437e-09 6.198974750606083e-09
PC_3 -0.0033338690363336524 5.4105789249757296e-05 -0.0002140605661451982 0.007146709856527719 -0.0005238665239400687 9.006204601065365e-06 -1.0108297442465097e-07 1.082144500468522e-05 -7.020468478746602e-08 0.6266235943633343 -0.08815847319156371 0.023171492817050332 0.12828052323659428 0.04071195275577579 0.036345261951862974 -0.007456698368958594 -0.10327863828101908 -0.08842414098566546 -0.007060964322664117 0.1010213226540942 -0.009487365573274146 0.19453372124807353 0.07728688329778499 -0.4071848652084016 -0.0970129987118561 -0.040033037445420375 0.10655089552257362 -0.12490897843681568 0.24959958215109057 0.0003551138419496145 0.0002481556472576646 0.00025964453898254854 -0.0008352952303703676 -0.0015276640680917 -0.0009183699891964567 -0.0010442688251731914
