 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband maternal gpm gmm
intercept 0.00048074755711384666 -1.7281371992280594e-06 0.0001251836977272978 -9.797867228999859e-05 3.0352038017339827e-06 -3.822994052102707e-06 3.566244651077014e-08 4.753051727352208e-08 -1.369142144431293e-09 -0.00015865439403097692 0.00010313277763418312 -0.0002628821472291851 1.1370340352139716e-05 0.0004209253707677794 -0.000601499689255981 -2.1101926288030203e-05 -0.00010711691634600421 -6.122143827341133e-05 -0.0001681989860695896 0.00012071151149615305 -0.00021149186633320527 -9.120457057168265e-05 -5.1860489934075014e-05 -0.00030434108323617015 -0.0004278884008916243 1.0176344223344517e-05 -0.0006740590448085024 -0.00012381235552527786 0.0009397611390539924 1.4219009142026971e-06 3.5860736152203543e-06 -5.650557206746299e-06 -2.7891482325209136e-06
yob -1.7281371992276922e-06 5.682220316607198e-07 -1.8485050590460274e-08 -4.45229334056323e-06 1.5330684200279901e-07 1.189550850046782e-08 -9.39007918986134e-11 -2.617026643804738e-09 2.05927995780686e-11 1.3697990261781887e-06 9.837926313940026e-05 2.3880146729693837e-05 -5.913608230858544e-05 1.2062979632292074e-05 -5.124263321102912e-05 -6.058404410543498e-06 -2.3487241665875026e-05 4.682261459997645e-05 -1.3179501312871911e-06 -4.690552727669295e-05 3.7268207883564844e-05 -3.536671865145013e-05 -1.5833867429838122e-05 5.3020238101139334e-05 3.221432174290089e-05 -1.2202600734506464e-05 -3.0128355285975626e-06 3.351839763483425e-05 -8.977808462559835e-05 -8.223385633083908e-08 1.1017447938651336e-07 -9.445719478203618e-08 -1.8077326886055857e-07
age 0.00012518369772748035 -1.84850505899612e-08 0.0002637330218165612 0.00316487973609452 -0.00026297258684286173 -6.699301882308057e-06 5.291748615212709e-08 6.67920452997236e-06 -5.2756227444934247e-08 1.0556105003374493e-06 -0.00015190517094367326 -0.00024067273354901403 4.92909797251907e-05 -8.550780168024047e-05 0.0001324492860402505 3.2723300118090276e-05 -9.080729024551257e-05 -7.966064580505342e-05 0.00012382862774402636 -0.00021929631374422492 -0.00013576851055125465 0.0001387736140390605 -0.00011563178958844028 -0.0002122902429722141 8.412963599550646e-05 -0.00010008250391775898 -8.433417555058403e-05 -2.766461855122395e-05 0.00020900793464418652 1.2572714942414215e-06 -1.6911762462658513e-06 -3.1238672523317714e-06 7.002255465579569e-06
sex -9.797867228884763e-05 -4.452293340491892e-06 0.0031648797360940284 0.0717611603714523 -0.0057337598937359955 -7.81707014826356e-05 6.033654582652698e-07 0.00014169296438363923 -1.0973753509775463e-06 -0.0004108299737628519 -0.0014986213617724884 -0.0029281982132529157 0.0019373444099434992 -0.0005201145840971059 0.0008179154956748018 0.0007205179946062684 0.0003670281952280369 9.64553460598627e-05 0.002392509418978088 -0.0034839877157358317 -0.0015650310352896932 0.0027412960301218267 -0.002768091658332103 -0.0026848815145502614 -0.0002078601207754737 -0.0025591181745714424 2.689995501999815e-05 -0.0015764054674037718 0.003099020885722797 9.00866601837078e-06 -1.874643930953568e-05 -1.3070993376128561e-05 5.822626637065862e-05
age_sex 3.035203801594799e-06 1.533068420030783e-07 -0.0002629725868427928 -0.005733759893735313 0.00047349353263465314 6.682884966473701e-06 -5.278806989935318e-08 -1.2011914490548687e-05 9.500682008464544e-08 2.9784655366327858e-05 0.00012514518280912858 0.00023649996658437185 -0.0001277976898656946 4.887282803011596e-05 -4.77732440372506e-05 -5.3775267203890917e-05 -1.8067118304751048e-05 3.982545295520363e-05 -0.0002077188123223965 0.00027715142360893125 0.00013973615874971558 -0.00018673498356678995 0.000232210854870036 0.00023392582089084492 6.803506516381824e-05 0.00025424632418393254 3.5801305716389234e-05 9.584614810940971e-05 -0.00020904723740341598 -9.441043462880582e-07 1.428735878817294e-06 1.281358597319355e-06 -4.357635273607053e-06
age2 -3.822994052107351e-06 1.1895508500499162e-08 -6.699301882307114e-06 -7.817070148263127e-05 6.682884966473943e-06 1.748488945562809e-07 -1.4115823438194913e-09 -1.741276410177764e-07 1.4056356118679854e-09 8.268266861279151e-10 5.7960739087052185e-06 6.612550958108316e-06 -2.2453996890201104e-06 3.7545834296791997e-06 -4.371739716279426e-06 -6.941867497699251e-07 1.4667902571320213e-06 2.7818442424728904e-06 -3.881790082257444e-06 4.900954869709066e-06 3.7470389517278565e-06 -4.3281538265535914e-06 2.297754433796515e-06 6.512703907430436e-06 -4.0403207360681965e-07 3.0113542623088426e-06 1.5122730667010286e-06 -4.019997141558728e-07 -6.417169586312231e-06 -3.4142200196122816e-08 3.689043324166663e-08 7.49212686028809e-08 -1.5630535089158185e-07
age3 3.5662446510801136e-08 -9.39007918985458e-11 5.291748615211263e-08 6.033654582651048e-07 -5.278806989934404e-08 -1.4115823438193105e-09 1.16220538471011e-11 1.4057065644622526e-09 -1.1572199915150774e-11 -1.142114576385137e-09 -4.071671152282718e-08 -5.201646063904974e-08 1.4344624401510865e-08 -3.427015026516439e-08 2.8728449472968357e-08 9.154474071148717e-10 -1.0170838036402924e-08 -1.8217529123921407e-08 3.561453495755448e-08 -4.16418416747731e-08 -2.8806333013411285e-08 3.3477170566376115e-08 -1.879423045947217e-08 -5.048792257515978e-08 -4.773840695757941e-09 -2.858921080902252e-08 -1.4010191751764355e-08 1.357207417471641e-08 4.781691353827038e-08 2.685241480345268e-10 -2.3377594401490805e-10 -5.745402379319773e-10 1.0880599932926563e-09
age2_sex 4.7530517277824006e-08 -2.6170266438799865e-09 6.679204529969902e-06 0.0001416929643836037 -1.2011914490547179e-05 -1.7412764101775376e-07 1.40570656446236e-09 3.119860173649729e-07 -2.5179477938934947e-09 -8.09860235639611e-07 -2.9172764371838332e-06 -5.703806561400305e-06 2.6319605227172214e-06 -1.6030190018859746e-06 6.997413267395612e-07 1.090688154266401e-06 9.444148788810221e-08 -1.5331733929524236e-06 5.64497821991009e-06 -6.714320220705828e-06 -4.09086202547159e-06 4.271825695169488e-06 -6.2794685949451846e-06 -6.133071719722337e-06 -2.692187189392943e-06 -7.824535208423998e-06 -1.694359253106821e-06 -1.619694135050798e-06 4.487574536610298e-06 2.5155776336546527e-08 -3.138072167678914e-08 -3.5186707831229495e-08 9.817761535829893e-08
age3_sex -1.3691421444701298e-09 2.059279957772002e-11 -5.2756227444910305e-08 -1.0973753509771171e-06 9.500682008462164e-08 1.4056356118676731e-09 -1.1572199915150613e-11 -2.517947793893195e-09 2.0699495053579622e-11 7.541238551857706e-09 2.1749821662467292e-08 4.2613212212638166e-08 -1.7029592913993797e-08 1.5311045037483575e-08 -7.083431776281584e-10 -3.802475361370163e-09 1.901407869175643e-09 1.380371942059111e-08 -4.807737883147776e-08 5.3325677357546626e-08 3.936050192339655e-08 -3.171669255355419e-08 5.3892801809446586e-08 4.8877409055171964e-08 2.631202240075417e-08 7.035961862084182e-08 2.1108884506201044e-08 7.95422792765243e-09 -3.1267195311161494e-08 -1.972851585264554e-10 2.1845627911530664e-10 2.7533786649905285e-10 -7.038381000855544e-10
PC_3 -0.00015865439403096006 1.3697990261782346e-06 1.0556105003674205e-06 -0.00041082997376255684 2.9784655366308126e-05 8.268266854451172e-10 -1.1421145763802802e-09 -8.098602356392415e-07 7.54123855185583e-09 0.12204331338544631 -0.004032370255353971 -0.0020586978214397946 0.00584665849856381 -0.005277653801012389 0.01751910692690455 0.011388067665720692 -0.027303011887575394 -0.01168436638269567 -0.007431666377843167 0.02560567175031951 0.010876351452058527 0.026163915083834047 -0.014787484427247694 -0.053909177734708616 -0.011742510011639784 -0.012875006307267973 0.01987769497686759 -0.014685369588484374 0.03866294057180564 -6.930900540956219e-05 8.091258809339102e-05 -0.00016540065569085947 -0.00017517791095462374
