(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband paternal maternal gpp gpm gmp gmm
(Intercept) 0.0051602849765419 0.00376450089313575 0.000846522137326348 -0.00287776479936639 -0.000110341805653403 9.93331218923218e-06 -2.2152518470703e-05 0.00010724743614631 -4.34438030405628e-05 -0.000124064374179337 -3.40788959040894e-05 -4.12681087476173e-05 0.000115693418422067
covarage 0.00376450089313575 0.00518654990831404 0.00359768498208483 -0.00828727321740359 -8.89629144867406e-05 4.95702678056881e-05 -2.0080554363491e-05 7.17768904700653e-06 8.47749484835693e-06 -8.9282181909208e-05 0.000124324583898943 -0.000112736323353463 0.000101007780776091
covarsex 0.000846522137326348 0.00359768498208483 0.00520327125090513 -0.00916316211833896 -1.42231067504698e-05 -1.80539726995376e-05 -4.77556764053854e-05 -2.85545667483247e-05 0.000129704045792672 -1.29859186622795e-05 8.21413810680062e-05 -0.000107553796752783 -9.43687298466086e-05
covarage_sex -0.00287776479936639 -0.00828727321740359 -0.00916316211833896 0.0203238479060781 -2.52926064909996e-05 7.60227811880547e-05 9.05249904012357e-05 -1.06638014732787e-05 -0.000196493344924029 1.31148024522445e-05 -5.43031768082808e-05 0.000129542426031971 0.000118983380265055
covarPC_3 -0.000110341805653403 -8.89629144867406e-05 -1.42231067504698e-05 -2.52926064909996e-05 0.00109449422053028 -8.96768350579787e-05 9.17162699114462e-06 5.59350022574048e-05 3.84255207200983e-05 -0.000163221986451504 -9.97344273387352e-05 -4.30408547874663e-05 -0.000101838371640888
covarPC_4 9.93331218923218e-06 4.95702678056881e-05 -1.80539726995376e-05 7.60227811880547e-05 -8.96768350579787e-05 0.000981603668773789 -1.04572623079488e-05 6.94436900099405e-05 3.03285685068939e-05 -3.09819654025594e-05 -0.000118003805709047 -4.99603677495941e-05 -3.14680624048405e-05
proband -2.2152518470703e-05 -2.0080554363491e-05 -4.77556764053854e-05 9.05249904012357e-05 9.17162699114462e-06 -1.04572623079488e-05 0.00188708177610953 -0.000930128490355164 -0.000948667558630926 4.25965681320134e-05 -4.7501408809346e-05 7.65562573327244e-06 -1.6678018792649e-05
paternal 0.00010724743614631 7.17768904700653e-06 -2.85545667483247e-05 -1.06638014732787e-05 5.59350022574048e-05 6.94436900099405e-05 -0.000930128490355164 0.00607876533335334 0.000558850023076331 -0.00493533132336048 -0.00432867107305462 -0.000105514179528911 -0.000110996623426432
maternal -4.34438030405628e-05 8.47749484835693e-06 0.000129704045792672 -0.000196493344924029 3.84255207200983e-05 3.03285685068939e-05 -0.000948667558630926 0.000558850023076331 0.00533790695119316 -2.57415618685757e-05 -0.000186752587933498 -0.00378762243970766 -0.00395374946598767
gpp -0.000124064374179337 -8.9282181909208e-05 -1.29859186622795e-05 1.31148024522445e-05 -0.000163221986451504 -3.09819654025594e-05 4.25965681320134e-05 -0.00493533132336048 -2.57415618685757e-05 0.0139964806692793 -0.00433417428048053 0.000191598945635452 -0.000150989728555419
gpm -3.40788959040894e-05 0.000124324583898943 8.21413810680062e-05 -5.43031768082808e-05 -9.97344273387352e-05 -0.000118003805709047 -4.7501408809346e-05 -0.00432867107305462 -0.000186752587933498 -0.00433417428048053 0.0131987622193282 1.79808825141073e-05 0.000398452117312793
gmp -4.12681087476173e-05 -0.000112736323353463 -0.000107553796752783 0.000129542426031971 -4.30408547874663e-05 -4.99603677495941e-05 7.65562573327244e-06 -0.000105514179528911 -0.00378762243970766 0.000191598945635452 1.79808825141073e-05 0.00868853981847253 -0.00119043560680857
gmm 0.000115693418422067 0.000101007780776091 -9.43687298466086e-05 0.000118983380265055 -0.000101838371640888 -3.14680624048405e-05 -1.6678018792649e-05 -0.000110996623426432 -0.00395374946598767 -0.000150989728555419 0.000398452117312793 -0.00119043560680857 0.00908476488855763
