(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband paternal gpp gmp
(Intercept) 0.00392554990123234 0.00208932435725971 -0.00102437889928678 0.0022451754423634 0.000129109213362659 0.000111292693746098 -0.000111604235007328 0.000141986540608237 -3.1592703894429e-05 -0.000184052567055665
covarage 0.00208932435725971 0.00459618817921015 0.00458877698553808 -0.00736104031037075 -1.67962698811904e-05 0.000169314917888492 -3.61672287000108e-05 -3.80418457232851e-05 0.000257565488800671 -0.000191117084745344
covarsex -0.00102437889928678 0.00458877698553808 0.0121150663619858 -0.0180166373520154 1.20140461532808e-05 8.05733783666244e-05 -6.18208321952568e-05 -7.37597011145093e-05 -0.000206864458252865 0.00024099444369257
covarage_sex 0.0022451754423634 -0.00736104031037075 -0.0180166373520154 0.0295242268073843 9.47837544245785e-06 -5.49372537346928e-05 7.11822088730034e-05 0.000143486988636587 0.000177350805457433 -0.000298329116742111
covarPC_3 0.000129109213362659 -1.67962698811904e-05 1.20140461532808e-05 9.47837544245785e-06 0.00127161897586438 -7.75065994121828e-06 -2.83458296344453e-05 2.61713838709742e-05 -0.00011193971260189 -7.514154163589e-05
covarPC_4 0.000111292693746098 0.000169314917888492 8.05733783666244e-05 -5.49372537346928e-05 -7.75065994121828e-06 0.00131977772415243 -1.08318880039675e-05 1.52126007536895e-05 1.42463483030375e-05 -4.15703099162642e-05
proband -0.000111604235007328 -3.61672287000108e-05 -6.18208321952568e-05 7.11822088730034e-05 -2.83458296344453e-05 -1.08318880039675e-05 0.00153506937416831 -0.000723514190830965 1.76471741097828e-05 -7.42239868351823e-05
paternal 0.000141986540608237 -3.80418457232851e-05 -7.37597011145093e-05 0.000143486988636587 2.61713838709742e-05 1.52126007536895e-05 -0.000723514190830965 0.00794614125857065 -0.00656054756313587 -0.00628576811567786
gpp -3.1592703894429e-05 0.000257565488800671 -0.000206864458252865 0.000177350805457433 -0.00011193971260189 1.42463483030375e-05 1.76471741097828e-05 -0.00656054756313587 0.0228550788902633 -0.00990966927815069
gmp -0.000184052567055665 -0.000191117084745344 0.00024099444369257 -0.000298329116742111 -7.514154163589e-05 -4.15703099162642e-05 -7.42239868351823e-05 -0.00628576811567786 -0.00990966927815069 0.022561794318442
