 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal
intercept 1.0278233721798717e-05 7.341409170529803e-08 5.401649370984944e-08 -8.907729545585627e-07 1.3990681379159127e-07 1.5919689087451547e-09 -7.420836696279965e-12 -4.937337746560129e-09 4.222226664024726e-11 1.7923652150185014e-06 -3.5899701217473484e-07 4.220268889005684e-06 -4.2857282687691865e-05 4.696375844134133e-05 -6.853459072826831e-05 4.893814625278985e-05 -4.238225494870645e-05 -7.83755599454795e-06 -8.0564992747663e-05 -1.2777310971699534e-05 -1.7019926330619074e-05 -5.4043793039920575e-05 -8.294157883764741e-07 -3.336602411043135e-05 -6.885248266921523e-06 3.3369854046954212e-06 -4.373219600207172e-05 -5.0179544725838196e-05 5.8964825936267106e-05 2.096821073188342e-07 -9.102577343788196e-08 -3.0622016440651796e-07
yob 7.341409170529479e-08 1.0008910833708375e-07 3.658762637790417e-08 2.0345976196818767e-07 -3.556678477903192e-08 1.6063809818150853e-09 -1.4141984707768518e-11 4.712392202137823e-10 -4.365105725808871e-13 5.600241026453808e-07 7.421393938276441e-06 6.103914960957681e-07 -6.512281985244583e-06 -1.1902849065303476e-06 -3.3582604756506416e-06 -3.229754493204297e-08 -2.663515747133829e-06 4.63579976932328e-06 -1.528774647368837e-06 -4.0819952412660675e-06 5.9212945727601e-06 -4.971624295460574e-06 -2.727322788558942e-06 8.743090488943738e-06 2.822910525137013e-06 2.0853001240531463e-07 -2.206984914309667e-06 3.0020183226067483e-06 -1.1491483148025687e-05 1.834084545728623e-09 -2.4317391502114316e-08 -2.611059052012579e-08
age 5.401649371471197e-08 3.658762637783103e-08 1.372884760483024e-05 0.0001712764572264537 -1.3542565089227925e-05 -3.04006540155613e-07 2.0274773499732842e-09 3.0100959858665236e-07 -2.0091281196216132e-09 -4.309848192207173e-06 -3.641386815694695e-06 -1.4661881865519144e-05 -8.858985938045231e-06 1.66721375998953e-05 5.324638200202691e-06 1.744027665632459e-06 3.959210933955065e-06 -4.695350222342845e-06 1.4160412966237488e-05 1.535575401672725e-05 -1.608754706157688e-05 2.935523294927388e-06 -1.5234273398059575e-05 -2.347813381144985e-06 4.734972456797563e-06 -1.1849087821202475e-05 -1.9508365820892804e-05 -1.3927786052564575e-05 3.311662259370048e-05 -1.3873715445167166e-08 3.286387851026938e-08 -1.7144561369230378e-08
sex -8.907729544684354e-07 2.034597619672079e-07 0.0001712764572264146 0.004507735660115848 -0.0003193803961403939 -3.5973842684286785e-06 2.3138442454984344e-08 6.6841372349693964e-06 -4.289392595457263e-08 1.437383895895927e-05 -3.379472455221245e-05 -8.90865260923399e-05 3.38523503928357e-05 -2.7768085370922556e-05 0.00011846307606083526 9.3958299584626e-05 0.0001172268457523817 -2.289610885122369e-05 6.90521817190377e-05 -7.112892599219144e-05 -0.00015896345026702506 -0.00024056493816331973 1.5191960348319615e-06 -9.68202701004135e-05 0.0001666682181723573 -2.2215640882243593e-05 -0.00011299021204008627 -2.455729444782566e-05 7.125028759107263e-05 -7.891297168632911e-07 -2.735200911511785e-07 1.4273611064370148e-06
age_sex 1.3990681377454198e-07 -3.556678477870438e-08 -1.3542565089226702e-05 -0.0003193803961404618 2.468938200908209e-05 3.0032258077956526e-07 -2.00440267711094e-09 -5.444455799768432e-07 3.6209586764484816e-09 -2.4370040060803255e-06 8.337430946452194e-06 1.3290768422970145e-05 -3.3743659235591034e-07 1.9393672494264583e-06 -1.4559442548059368e-05 -4.932410594639077e-06 -1.2071429488065723e-05 6.29721706070213e-06 -8.046585683192465e-06 3.45706538398054e-06 9.984707948309638e-06 1.5147226950685547e-05 2.538889646408746e-06 1.087148205632491e-05 -9.78128251408252e-06 -1.1774452651347116e-06 1.1681257648680223e-05 2.759222038064263e-06 -8.849822320027865e-06 4.8330055195467256e-08 1.6725670853366589e-09 -9.058817562100381e-08
age2 1.5919689086711943e-09 1.6063809818146965e-09 -3.0400654015561364e-07 -3.5973842684299177e-06 3.003225807796185e-07 7.051063356941805e-09 -4.8452212034171945e-11 -6.940218713306226e-09 4.771741432450222e-11 1.4460623511093405e-07 4.3016846189099874e-07 4.264814284368585e-07 8.108169624899672e-08 -2.546562562052491e-07 -2.7028037230094327e-07 -6.534167383023771e-08 -2.5174071588513863e-07 2.9295078040848954e-07 -4.361124179357522e-07 -4.863503991580771e-07 4.376760408421543e-07 -2.1420879042114464e-07 3.558362917017409e-07 3.262000250976632e-07 7.45732553548167e-08 2.694238630285416e-07 3.512426863091843e-07 3.1128199161983006e-07 -1.088401977439201e-06 9.527986397809184e-11 -1.1000414317503295e-09 1.8172995024308123e-10
age3 -7.420836695668937e-12 -1.4141984707785772e-11 2.0274773499732396e-09 2.31384424549942e-08 -2.004402677111407e-09 -4.8452212034171176e-11 3.4074557677733685e-13 4.7658372756907914e-11 -3.3537431911546023e-13 -1.3446294284921218e-09 -3.622294290826045e-09 -3.24018598028698e-09 -8.0986961960083e-10 1.4023955437900312e-09 1.9420668013344887e-09 5.653628002325626e-10 2.1235308388534665e-09 -2.4485543270375104e-09 3.144068153232525e-09 3.5966050534023214e-09 -2.8652479183222114e-09 1.6391443778133814e-09 -2.888874553824194e-09 -2.8308893998197496e-09 -1.190466208172545e-09 -1.891410846494172e-09 -2.2154887950401235e-09 -1.7307216767567847e-09 8.238389463335132e-09 4.0127544808337444e-13 7.51896571126171e-12 -1.0038526857627514e-12
age2_sex -4.937337746189884e-09 4.712392202084599e-10 3.0100959858664765e-07 6.684137234971766e-06 -5.444455799769115e-07 -6.940218713305512e-09 4.7658372756900767e-11 1.246347012191594e-08 -8.528750813892639e-11 6.35872345107597e-08 -2.5298709059082837e-07 -3.7416850139109934e-07 -1.8888975111587336e-08 -5.773753538182079e-08 4.050490353396648e-07 8.644613252549186e-08 2.9018956718442533e-07 -1.9080006028073946e-07 2.529627891565029e-07 2.1613077585989527e-08 -1.9490826958465103e-07 -2.7108409802322115e-07 -1.2827989342195496e-07 -3.2027806974499855e-07 2.0130336983287395e-07 2.2912636256081556e-08 -2.7975938291621187e-07 -4.3998262766480775e-08 2.5886451556446344e-07 -8.376844007436397e-10 1.267568136840845e-10 1.5774096918905162e-09
age3_sex 4.2222266642111035e-11 -4.3651057260911987e-13 -2.0091281196216666e-09 -4.2893925954592353e-08 3.6209586764492426e-09 4.771741432449896e-11 -3.3537431911542267e-13 -8.528750813893303e-11 5.9751596283961e-13 -3.3149041781121937e-10 1.995744439925709e-09 2.889873243500025e-09 2.36445970363455e-10 5.138188468296901e-10 -3.1115041024289633e-09 -3.973771263760957e-10 -1.981558740473553e-09 1.4502477640115613e-09 -2.1608700845075675e-09 -6.919338028946958e-10 1.1706533579699997e-09 1.5379640453595316e-09 1.2576115087987862e-09 2.5127625752522904e-09 -1.3693438565877002e-09 -5.694697486196434e-11 1.908535001394614e-09 -6.810647114798197e-11 -1.9743257522327317e-09 3.45409599958074e-12 -7.138284562492749e-13 -7.689383653042683e-12
PC_3 1.7923652150187187e-06 5.600241026453595e-07 -4.309848192198887e-06 1.4373838959077337e-05 -2.4370040060885654e-06 1.446062351107629e-07 -1.344629428491055e-09 6.358723451092539e-08 -3.3149041781223184e-10 0.026708526034750688 0.00065597484756766 0.0017466187402158748 -0.0001437272689672509 -0.004185845318700073 0.0017190648276534646 0.003766972243334169 -0.00419195336367806 -0.0003666540366083566 -0.0014093098142431868 0.0007699226168959276 0.004869987909395693 0.0027876038171082505 -0.0015235584181339647 -0.009573536303295231 0.0009240605295731375 -0.0010649276157020677 0.0029260285747878295 -0.0005974319194172388 0.004741943367024721 1.4530733585015348e-06 -3.800159610476757e-05 -3.239042831952272e-05
