 intercept yob age age2 age3 PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband
intercept 0.0016664586065873298 -1.0036251452390306e-06 -0.00151402562505698 2.3349852313917587e-05 -1.1778676334192853e-07 -0.0002291438031149008 -0.0002848144997063662 -0.00019496470464951368 -0.00014418710746696685 0.0007419573948648064 -0.0003943813660338033 0.00032874016312524 -0.0003981679996999161 0.0001399796462535554 -0.0003730842528863272 7.288486502964259e-05 -0.00022068722825713835 -5.757063636931922e-05 -0.0003352385220931434 -0.00047235475740569976 -0.0004820693448308502 0.00026552395576500136 -0.00023955511744641326 -0.0007009593796515639 0.00028707322368967225 -4.8190248440017254e-08
yob -1.0036251452432578e-06 3.36317940353218e-07 1.53428917688856e-06 -1.9932152051296823e-08 1.0290763960249968e-10 6.984674414338334e-06 2.4822329740220873e-05 6.581859622341424e-06 -3.437270359755588e-05 -1.5390354377376084e-05 -1.510571755235212e-06 1.635558485982748e-06 -1.346256341971542e-05 1.870120485254898e-05 -9.445078202242064e-06 -2.5040968712104277e-05 3.249956279384629e-05 -2.916403089915074e-05 -7.346541829733749e-06 3.5103711391016034e-05 1.5073414062745738e-05 -5.648332400579901e-07 -8.857540476947028e-06 2.2137841383389943e-05 -4.660122491818972e-05 -1.1228873263588911e-07
age -0.0015140256250564458 1.5342891768851623e-06 0.0014654263732545273 -2.2928052010926874e-05 1.173054879967483e-07 0.00023706779957257575 0.0003574308132218417 0.0002583141483417559 3.937880453861111e-06 -0.0005538811955918943 0.00021163056061449456 -0.000199128436931961 0.00023970621841685116 -0.00017838247868688287 0.0002343256440989942 -1.6226380189511082e-05 8.791401538626207e-05 -0.00010133464519701272 0.00025906170507714374 0.00042802978529138543 0.00041612912687225424 -0.0002945633160979913 0.00012076379261074345 0.0005961924788028651 -0.00017363400576419027 -2.6486589634549013e-07
age2 2.3349852313906883e-05 -1.993215205121528e-08 -2.292805201092449e-05 3.604610721152567e-07 -1.8527054293158284e-09 -3.399856740086068e-06 -5.264305814105056e-06 -4.21622880794819e-06 -4.4144918766885897e-07 8.359772246372942e-06 -3.22339241427139e-06 3.0937612155650213e-06 -4.0018146065260864e-06 3.306137059523357e-06 -4.094260113662004e-06 -1.721412325495352e-07 -5.693402955778016e-07 1.1431586380251704e-06 -3.949365696128576e-06 -6.304191240266226e-06 -5.865553937956825e-06 4.801481792023007e-06 -1.997822970081272e-06 -9.309203293615711e-06 1.978190779745477e-06 2.9553553192949392e-09
age3 -1.1778676334185942e-07 1.0290763960218945e-10 1.1730548799672442e-07 -1.8527054293156445e-09 9.566992622503867e-12 1.5897985990256332e-08 2.6939735765438895e-08 2.295103082367047e-08 1.5268956503981357e-09 -4.1400666022139225e-08 1.5250158813627128e-08 -1.5365142331627667e-08 2.1030188670657253e-08 -1.8553295515400135e-08 2.1829601189220446e-08 1.4641808080651612e-09 7.307259754690267e-10 -5.421070336883163e-09 1.8784326953092533e-08 3.202456352299561e-08 2.697318105072392e-08 -2.5655522431728274e-08 1.0020741544257221e-08 4.841533817359618e-08 -8.140309903606502e-09 -1.3984381433628604e-11
PC_3 -0.0002291438031151345 6.984674414338072e-06 0.00023706779957287952 -3.3998567400911963e-06 1.5897985990284446e-08 0.06374040378527657 0.002148363245038861 0.0021191976742688592 -0.004724776154735063 -0.013525985918586149 0.005690372994510004 0.007741437469841061 -0.010167278892854948 -0.00103649842188279 -0.0004731001495382564 0.003156103603183484 0.01486462625067318 0.006024109359485477 -0.006380223504700323 -0.022483837297505475 0.0025972470797351517 -0.0017963606511448703 0.0073010568167877375 -0.002302138729517559 0.01321651797497462 -8.034363036757534e-05
PC_4 -0.00028481449970653097 2.482232974022048e-05 0.00035743081322213535 -5.264305814110244e-06 2.693973576546838e-08 0.0021483632450388372 0.22679539307625662 -0.010020413639468978 0.00694306146060431 0.0004962522035217312 -0.004874732874614188 -0.011182653019057685 -0.0007310584603105463 -0.02102397528435162 0.00495348288994268 0.01871752125407795 -0.02892265292134257 -0.010977718026088252 0.01697919171075259 0.014661641786988361 -0.010032547303941665 0.00538132704522231 -0.007558690182366575 -0.0005281876985458523 0.00865976750715583 -5.157926085403711e-05
PC_5 -0.00019496470464910152 6.581859622340359e-06 0.00025831414834144334 -4.216228807943718e-06 2.2951030823649654e-08 0.002119197674268757 -0.010020413639469108 0.29828281434599885 -0.003515005421426434 -0.0014508736762807112 -0.0012506519544557835 0.004755991868969734 -0.025792799285091324 0.009380875906530443 -0.0270294862645169 -0.022157850931699835 0.0013205567913243215 -0.021135921607753346 0.020062647690634542 -0.034572504165577146 0.013558058489103162 0.007611824562635378 0.001095789198725641 -0.0029836729623005337 0.024656366646594114 -1.3026256833358622e-05
PC_6 -0.00014418710746662007 -3.437270359755625e-05 3.937880453523803e-06 -4.41449187663568e-07 1.526895650370994e-09 -0.004724776154735113 0.006943061460604237 -0.003515005421426495 0.3699594807730914 0.011450014132172254 -0.00481775583295576 -0.017077763164363092 -0.017485584884420233 0.011501922052122466 -0.01431615153154731 -0.0005534235339521162 -0.008678338452421313 -0.035350418723750644 0.02294384421553101 0.037283337210199455 -0.009893903687312149 -0.00033071885602995496 -0.009134215604768415 -0.0034825293733000374 -0.01731845107726513 -9.714785756910608e-06
PC_7 0.0007419573948653538 -1.539035437737564e-05 -0.0005538811955926191 8.359772246385194e-06 -4.140066602220643e-08 -0.013525985918586158 0.000496252203521671 -0.0014508736762809586 0.01145001413217212 0.45479646047187944 0.015069637339087063 -0.014046422270745422 -0.029250398722979496 0.018154473883599528 0.012575057534266583 0.04635903458695749 0.014756416391027621 -0.04227420764415535 -0.029120264107172996 0.04334687344391949 -0.019209111728949416 -0.018995107443555533 0.0037368783218884563 0.008106183001039696 -0.016968726799399286 1.180373157420721e-05
