 intercept yob age age2 age3 PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal gp gm
PC_8 -0.040022444694873066 -0.0012016635014328765 0.09891607353056045 -0.0019484622707002283 1.2258462211430536e-05 0.47252935413785063 -0.8572053599458416 -2.763742888553809 -3.460300881875207 -0.6215049347455429 29.738770981914282 -0.8710613892327342 2.637114745389612 3.321665649507201 -0.5429048557491569 2.061307616568727 0.2509290958990327 1.3372755418596662 -3.2912923805401904 1.4739078435128359 3.8452933336125077 -0.9089886977475258 5.545268531068333 -0.01359544470792012 -5.461128108714731 -0.0009467526574498406 0.013216789889666286 -0.028655127007454092 -0.013167060175850186 0.026027901753597253
PC_9 0.028980204748177554 0.0007106653214525415 -0.1229078796451827 0.0023982900421242346 -1.5657033027255165e-05 -0.702561999492083 -1.980039961260104 -0.556753560403896 2.017037513028366 3.8725054134645034 -0.8710613892327405 36.7234770880966 3.8251041638887227 -1.9757559157023739 -1.1269630023277977 0.3796163012015143 -0.6853062681928851 -0.9056052842855034 -2.74328988807329 -1.0618500949056626 2.72072086571756 4.252497813425831 -5.242928377984064 -1.2855966285816602 2.0510386189024743 -0.02764715273497576 0.011306797870288422 0.007793404387612378 0.0074475814264328205 -0.005688244056609024
PC_10 0.06482038957436424 -0.0006929154023623215 -0.04607230247074489 0.000645648975356087 -2.634333530592434e-06 -0.7614954724960022 2.7929224791446363 -1.4300240594538867 -1.6793535255184087 -2.0287868350169194 2.637114745389673 3.82510416388868 51.97094580341976 4.493907287320459 -8.460968503932154 -1.1510927964871223 0.02266296607923095 -1.4630422819117912 2.9416669668235245 0.2575528541022059 2.5394744978881083 1.4912871353853965 -0.6761639302049925 -6.861849801153251 -5.233603290705687 -0.004581531281943857 0.009260442836395594 0.016325992379155607 -0.009361058795598249 -0.00479228145877008
PC_11 0.04933256204613761 0.0017176613189982706 0.06061594992443814 -0.0014354154028310634 1.1225031183669039e-05 -0.6839866935479242 -2.6349993069893833 -0.7113674462859872 2.409307022786873 -0.6678813221279704 3.321665649507206 -1.9757559157023767 4.493907287320433 47.120832167245354 -0.9475941309114976 8.023541399250725 -1.6769719286749194 5.951082561228597 -1.018235539112505 7.671252599318623 -1.186458705570697 -2.7194882519309433 2.1462137326023654 -9.8263397800147 2.744190525777705 0.018212004963773707 -0.021141255458150533 0.000971070888508929 0.00817746235103021 -0.005484889539900861
PC_12 -0.060456928196992964 -0.0006242727050671233 0.16482519016600752 -0.003223345406381327 2.060428257885191e-05 -0.7779553580208872 1.765167987372704 -2.953338291557238 2.1968774992191396 4.668736515133742 -0.542904855749151 -1.1269630023277841 -8.460968503932174 -0.9475941309115117 52.62403198894501 6.18721659851808 7.020228070817593 4.643627002115854 2.0852984763260327 -0.4479199488915445 7.825164967550044 0.7985556548907448 -4.522068057270217 1.2192807565840191 -1.8802865419376704 -0.011505899785053618 -0.0029363223264451937 0.028807226298533488 0.003509039385735993 -0.009741589350602922
PC_13 0.00915674507030361 -0.001171734060418312 -0.20155896549471042 0.004050080432342223 -2.6684071602991037e-05 0.460387911062228 1.7644912658768668 -2.3087556654281176 0.6552326343165461 -2.08365202006783 2.0613076165687416 0.37961630120151046 -1.151092796487089 8.02354139925073 6.187216598518062 50.180115829463354 1.9982203719653593 -5.943413260558216 -0.5235700767058955 3.925396438944537 11.825362471307232 6.211420313941651 -1.990065112651112 -3.171756631709655 -5.678148928042682 0.007767085232159383 -0.048887292852676865 0.013510760096863753 0.029274368255332302 -0.03396716949690355
PC_14 -0.002818758696360457 0.005242166765157724 -0.26091551867728735 0.005260750170937897 -3.481611860148187e-05 0.47129292773063436 1.6185355945832485 1.889266394360121 -1.287941715605528 4.869690440865391 0.25092909589900525 -0.6853062681928914 0.02266296607932556 -1.6769719286749407 7.020228070817523 1.9982203719653535 56.99378989346155 1.512895143302673 -1.8337901014206206 4.945617842280012 -4.698227966485033 -9.641540438718813 -8.39695901346325 -8.683683809941549 3.3424717043058836 0.02182046423446261 -2.9889704342361767e-06 0.02125450258000679 0.0038832327307102648 -0.02807990186364761
PC_15 -0.08708691411795531 -0.0023994814150049204 0.3143726432524845 -0.006083633820890415 3.867305809284472e-05 -0.5052898948498021 -1.6400431496902594 0.4387869402699647 -2.128165366912959 -2.3785312055026866 1.337275541859659 -0.9056052842854655 -1.463042281911843 5.9510825612285645 4.643627002115803 -5.943413260558159 1.5128951433028155 59.22055833456097 -3.450674005572422 -1.1349470502286134 10.57340053180691 -2.1724975905659005 2.7422053947297615 -0.8059474173854118 -4.946229670185377 0.004447408682577041 -0.003644200333825503 0.041529890415609685 -0.0027601386167400562 -0.03506010360438479
PC_16 -0.10856999547075823 0.0015638355445512808 0.11316330131334221 -0.001923792241311689 1.0642873854351174e-05 -0.3542362265821819 3.369170000731874 1.2250516461143734 0.027244265937997263 -1.5875982412036493 -3.2912923805401983 -2.7432898880732566 2.94166696682355 -1.0182355391125386 2.0852984763259546 -0.5235700767058035 -1.8337901014205316 -3.45067400557252 50.16206190284726 -5.1707234196572465 -4.025852168339015 -0.11514448798270853 0.13830292390113694 -2.798557172534167 -4.110510957260343 -0.013585724703053826 0.04671317573469413 0.041899855070691105 -0.040576521296568704 -0.036078164983091576
PC_17 0.03140368462543613 0.00045372812736061796 0.07010625453965338 -0.0016114206594094332 1.1988286550524572e-05 -2.021154942500028 -1.9605701629234888 -3.2615037313528554 3.6169310543347977 6.069609854709859 1.4739078435128536 -1.0618500949056993 0.25755285410216705 7.671252599318629 -0.4479199488915246 3.925396438944467 4.945617842280007 -1.1349470502285226 -5.1707234196571825 76.55568465795551 6.43596373908804 3.787761600080048 -5.937035445474755 -6.808594541191012 7.203213058538598 -0.012784334997386244 -0.03434616352556873 0.04771183307997571 0.036657293983279715 -0.03026770497342893
PC_18 0.0033783898751444034 0.0026883149587992672 -0.04808014914415872 0.0009081569901564976 -5.488391164754689e-06 -0.856072540786569 -2.4649996670285352 -5.943556295631707 0.5723252249927987 -1.568323724608956 3.84529333361252 2.720720865717552 2.5394744978881296 -1.1864587055706932 7.825164967550081 11.825362471307217 -4.698227966485069 10.573400531806936 -4.025852168339027 6.435963739088028 70.9841210860104 8.747046002407377 6.572293461606291 -3.406381442176538 3.624482124872381 -0.023665259783656276 0.05811249340792719 0.011399718753815642 -0.02432667269922837 -0.00177461957350844
PC_19 -0.01724599415526705 -0.0014828877978322703 0.09979369101994078 -0.0020073849003607847 1.2958193461368665e-05 0.03831543526638518 -0.2759562200952029 -3.3511331724946216 2.4439122482385787 -2.8517661457284484 -0.90898869774752 4.2524978134258395 1.4912871353853612 -2.7194882519309203 0.7985556548907521 6.21142031394168 -9.641540438718803 -2.1724975905658894 -0.11514448798270165 3.7877616000800405 8.747046002407354 64.26093634289275 0.35714023553814755 4.499779268034969 5.505077440251067 -0.03137882392958293 -0.0018897188561520224 0.0024306814685820847 -0.004766908666818335 0.0024169367634959606
PC_20 -0.13240890241501024 0.0010106474597492692 0.11007863469984079 -0.0017791478991440216 9.332840625659051e-06 1.451589512125428 -2.241319077403896 -1.1939286436394416 -3.9615248135637144 -4.635497324741756 5.545268531068286 -5.24292837798401 -0.6761639302050196 2.146213732602345 -4.522068057270277 -1.990065112651002 -8.39695901346316 2.7422053947296496 0.13830292390113091 -5.937035445474813 6.572293461606294 0.35714023553810265 84.94798444393987 -1.6821023546807932 -5.4610544202588 -0.008062392979900907 0.06914408568032931 -0.05480812066913461 -0.05269424297015617 0.051870446265011076
PC_21 -0.07889222886945775 -7.744596874593764e-05 0.13179477766460287 -0.002337245676426267 1.3706786407065006e-05 -0.47892907701001197 2.225875597199589 -1.5957447752921272 2.071218931522089 2.717568329709113 -0.013595444707959915 -1.285596628581605 -6.861849801153236 -9.826339780014699 1.2192807565839918 -3.171756631709556 -8.683683809941432 -0.8059474173854321 -2.7985571725341196 -6.808594541191076 -3.4063814421765657 4.499779268034953 -1.6821023546807594 79.3447019777291 7.310423089339623 -0.036818244456308824 0.02780623429117497 0.021592380461884633 0.005868721647127385 -0.005088092313780353
PC_22 -0.017259788095008718 -0.0015953335811704041 -0.05281536543954456 0.001174101304048948 -8.367041734034324e-06 1.8318558137055292 1.0275541911191874 0.9206890166753166 -0.4208531513237055 -2.438615045892634 -5.461128108714734 2.0510386189024796 -5.233603290705627 2.7441905257777255 -1.8802865419377037 -5.6781489280426625 3.342471704305895 -4.946229670185401 -4.110510957260359 7.203213058538617 3.624482124872396 5.505077440251045 -5.461054420258827 7.310423089339571 62.086105841364045 -0.004823199405618373 0.004104047552592684 0.03260573483958094 0.007685093600149615 -0.0072606027771959
proband 0.0011985933171931205 -6.404313288650154e-06 -0.0008413677299447613 1.2458531752746475e-05 -5.537221123171236e-08 0.0027611385333980803 -0.0033985398912985848 -0.0098502491110287 -0.0038692896613635812 -0.017903985352949386 -0.000946752657450825 -0.027647152734976588 -0.004581531281944992 0.01821200496377369 -0.011505899785051924 0.007767085232157486 0.021820464234460574 0.004447408682578452 -0.013585724703053416 -0.012784334997386062 -0.023665259783656564 -0.03137882392958325 -0.00806239297990112 -0.036818244456307665 -0.004823199405619012 0.002077294916145412 -0.0009415061725702129 -0.0012194158990054091 -5.137186550075702e-05 9.485673061169735e-05
paternal -0.0015136939212543785 3.7804803986232616e-05 0.00035323780349795443 -1.2974255478352963e-06 -2.3826215017795147e-08 -0.008679464416315069 -0.017695474091606784 0.00669908305782804 -0.0032292093054927455 0.005407632018274332 0.013216789889669294 0.011306797870289688 0.00926044283640089 -0.021141255458150814 -0.002936322326448073 -0.04888729285267612 -2.9889704367883916e-06 -0.0036442003338278328 0.046713175734696084 -0.03434616352557122 0.05811249340792693 -0.0018897188561509005 0.06914408568033097 0.02780623429116921 0.004104047552589683 -0.0009415061725702095 0.00911675921988816 0.0005672291499909524 -0.007595986050232352 1.5068250749669727e-07
maternal -0.0004562478956250712 7.815814362274666e-07 -0.0014016937188217854 3.083494392604053e-05 -2.1796060734894206e-07 0.003232126141479076 -0.010941550624123013 -0.0052509893774281636 -0.021142600828570626 0.019294992832519973 -0.028655127007455487 0.007793404387610025 0.016325992379153786 0.0009710708885079818 0.028807226298535105 0.013510760096866307 0.021254502580011013 0.041529890415608055 0.04189985507069016 0.04771183307997632 0.011399718753815897 0.0024306814685820777 -0.05480812066913661 0.02159238046187884 0.03260573483958062 -0.001219415899005393 0.000567229149990946 0.007713772033523159 -0.00017745784648697454 -0.005739329203934222
gp 0.00029054538672475727 -2.370036760336883e-05 0.0008550701935176194 -1.8519443204047766e-05 1.2777327982099076e-07 0.004231496587792913 0.014183819475492385 0.0036015670082842057 -0.0013605223697772371 -0.004897481781643958 -0.013167060175854641 0.007447581426433509 -0.009361058795599434 0.0081774623510309 0.003509039385735078 0.029274368255328864 0.003883232730717273 -0.002760138616737935 -0.04057652129657025 0.03665729398328434 -0.02432667269922944 -0.00476690866682403 -0.05269424297015753 0.005868721647127794 0.007685093600153019 -5.1371865500762686e-05 -0.007595986050232339 -0.0001774578464869612 0.0076055463736160464 7.985501478369342e-05
gm -0.00017984736909068495 8.24077454800548e-06 0.0011396800637918053 -2.3257740948895966e-05 1.5425873584682915e-07 -0.006101527199924823 0.014922160635814252 0.010185998000702417 0.014445179566435025 -0.0067489387784199105 0.026027901753596823 -0.005688244056607364 -0.004792281458771037 -0.005484889539900044 -0.009741589350601976 -0.033967169496903454 -0.02807990186364993 -0.03506010360438433 -0.03607816498309157 -0.03026770497342945 -0.0017746195735085172 0.00241693676349642 0.05187044626501222 -0.005088092313776675 -0.0072606027771944985 9.485673061168617e-05 1.5068250750180358e-07 -0.005739329203934215 7.985501478369967e-05 0.005469957802807401
