(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband maternal gmm gpm
(Intercept) 0.00256666147433659 0.00128988422140635 -0.000674021488931687 0.00154698665299156 0.000121954090597721 5.36756399620567e-05 -5.43339922392806e-05 0.00015142873652656 -0.000122150836682901 -0.000165988227924422
covarage 0.00128988422140635 0.00305474179353609 0.00316449074681771 -0.00490704581653516 -7.1647639584899e-06 9.14160812937935e-05 -9.39508798582548e-06 -3.13283669422818e-05 0.000113133481326001 1.69654663650854e-05
covarsex -0.000674021488931687 0.00316449074681771 0.00825391697045114 -0.0119997325622076 -1.71344698919722e-05 7.23900139090777e-05 -4.27144671535381e-05 3.50052501767073e-05 2.31033432282006e-06 4.19161209300047e-06
covarage_sex 0.00154698665299156 -0.00490704581653516 -0.0119997325622076 0.0193681078562545 3.14880649767105e-05 -3.6213295332312e-05 4.01110343309515e-05 -1.82385499115699e-05 -4.65711268579948e-05 -3.34662578531069e-05
covarPC_3 0.000121954090597721 -7.1647639584899e-06 -1.71344698919722e-05 3.14880649767105e-05 0.000916688935261576 3.70779961529304e-06 -2.89117115734911e-05 4.14671247301582e-05 -9.3164374373973e-05 -7.28355999388465e-05
covarPC_4 5.36756399620567e-05 9.14160812937935e-05 7.23900139090777e-05 -3.6213295332312e-05 3.70779961529304e-06 0.00099169989350704 -1.09923827587149e-05 3.30854922219101e-05 -1.50628618111822e-05 -5.82095703879272e-05
proband -5.43339922392806e-05 -9.39508798582548e-06 -4.27144671535381e-05 4.01110343309515e-05 -2.89117115734911e-05 -1.09923827587149e-05 0.00109857188485071 -0.000566539970163323 2.75305702607068e-05 -1.69934954145819e-06
maternal 0.00015142873652656 -3.13283669422818e-05 3.50052501767073e-05 -1.82385499115699e-05 4.14671247301582e-05 3.30854922219101e-05 -0.000566539970163323 0.00543964437327439 -0.00431312056066922 -0.00432136141861365
gmm -0.000122150836682901 0.000113133481326001 2.31033432282006e-06 -4.65711268579948e-05 -9.3164374373973e-05 -1.50628618111822e-05 2.75305702607068e-05 -0.00431312056066922 0.0120559189532735 -0.00352942874294481
gpm -0.000165988227924422 1.69654663650854e-05 4.19161209300047e-06 -3.34662578531069e-05 -7.28355999388465e-05 -5.82095703879272e-05 -1.69934954145819e-06 -0.00432136141861365 -0.00352942874294481 0.0121781724546777
