 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal
intercept 1.2835504099609176e-05 4.5693113125342536e-08 -3.683642260920123e-06 -2.8437622312331985e-05 1.8226581865188753e-06 7.455225709630268e-08 -4.467221223906139e-10 -3.742891130606077e-08 2.3714652290550247e-10 9.058176683428092e-07 5.975045678456183e-06 3.851328373363193e-06 -3.547154299202985e-05 5.592107487887459e-05 -8.143923908812026e-05 4.326210230281368e-05 -4.613215095925462e-05 -1.563064010266245e-05 -9.167879350206887e-05 -1.1804510971143483e-05 -2.8847051737319185e-05 -6.168838221640956e-05 8.765414037389053e-06 -5.267520722258651e-05 -1.568137070581571e-05 1.3694630324201979e-05 -5.108468963832516e-05 -5.1966194960091206e-05 7.663958111940673e-05 3.6233891088450104e-07 -2.2743717209810078e-07 -3.9183126468358356e-07
yob 4.5693113125357704e-08 1.1850298645976157e-07 1.685207723385693e-07 8.823671627697443e-07 -7.060516580232103e-08 -2.6984509189187435e-10 -4.5791580575465155e-12 9.205521296551344e-10 -1.8917856913070756e-12 9.86352390682706e-07 8.95227488674052e-06 6.629605317018771e-07 -7.529024903014536e-06 -1.8872579176886152e-06 -4.1777493321045845e-06 2.908414746173829e-08 -3.2626115332948858e-06 5.904110359764286e-06 -2.3652747167973437e-06 -6.003357750436936e-06 7.317825384848589e-06 -6.239981205484241e-06 -2.74620586114322e-06 9.930092752726794e-06 3.3101835621133025e-06 7.672916079731841e-08 -2.531470708883703e-06 4.136357187908743e-06 -1.4481153964394088e-05 4.297444008665291e-09 -2.7322826862381088e-08 -3.0190816662544046e-08
age -3.6836422609178904e-06 1.6852077233928616e-07 4.815402804408916e-05 0.0007067520986117269 -4.780407479120547e-05 -9.759853383531679e-07 6.144698191062559e-09 9.7267688269857e-07 -6.127148463489849e-09 -3.5799869991631826e-06 -5.786268131400105e-06 -1.4581045954851728e-05 -3.4783435475732754e-05 3.6165613476019184e-06 1.1563063215495214e-05 2.375939673721053e-05 1.1288062700664533e-05 4.343684204514768e-06 1.550592808010058e-05 -4.0040613281242816e-06 -1.694991054248797e-05 6.559614762215477e-06 -3.567250021511439e-05 1.5232727281691716e-05 1.6302904259978132e-05 -2.622681350655454e-05 -5.813677919634658e-06 -2.351153752636582e-05 -6.084481268105266e-06 -1.953410053862515e-07 3.016868193446465e-07 6.776414431501833e-08
sex -2.8437622312381194e-05 8.823671627789904e-07 0.0007067520986104946 0.01696260812957054 -0.0011140370988627388 -1.4009494118239252e-05 8.660629543366443e-08 2.22419819637568e-05 -1.3817816883532127e-07 4.005858737247066e-06 3.7799620173074396e-05 -0.00013920169717873945 -0.00018564284054134423 -0.00012312004183815753 0.00025115876251862015 0.00042144645380897154 0.0002174590391581967 0.0003371562505809118 8.679377510122664e-05 -0.00037797959315223124 -0.00011767528765486549 9.755989093391888e-05 -0.0001558441515503551 2.4158102253485913e-05 0.0005581458638865842 2.301674952300047e-05 -9.799884707196535e-05 -0.0002420375850263808 -0.0006240737543444803 -2.6066326986590323e-06 5.826008909974838e-07 1.3748186428037784e-06
age_sex 1.8226581865164276e-06 -7.060516580275777e-08 -4.780407479112502e-05 -0.0011140370988628383 7.575347643991645e-05 9.715414056332064e-07 -6.121840623439271e-09 -1.5508005375467604e-06 9.820715645141523e-09 -6.653460090026667e-07 5.6714759774138055e-06 1.8122259823303152e-05 1.3470830562141739e-05 7.021999090325343e-06 -2.27519913534371e-05 -2.8217071911159137e-05 -1.9195594212037263e-05 -1.4978771428748012e-05 -8.648139002840187e-06 2.0755949215543284e-05 8.933539921143365e-06 -6.623739403544002e-06 1.2658645283778007e-05 4.068025884001711e-06 -3.158278185990617e-05 -3.6491118487604574e-06 1.0688679472971042e-05 1.9241438265525624e-05 3.480937395777917e-05 1.5642567410839508e-07 -6.521330146376618e-08 -8.014307875232533e-08
age2 7.455225709613292e-08 -2.698450918954039e-10 -9.75985338353287e-07 -1.4009494118267123e-05 9.71541405635027e-07 2.0287644076841196e-08 -1.3017021353544367e-10 -2.0201565656300445e-08 1.2961921862623997e-10 1.7505509683598875e-07 5.572150961849676e-07 4.385283275299601e-07 5.694876040154933e-07 -1.791589952502362e-08 -3.820120829563231e-07 -5.363027903071734e-07 -4.080459044441775e-07 1.6769560870614612e-07 -4.855717982755069e-07 -2.1235285406861708e-07 4.907133421918318e-07 -3.605698345792378e-07 7.973501469505e-07 3.161715937767531e-08 -1.0307877203345143e-07 5.502101902850575e-07 4.532363723584258e-08 5.763669863977066e-07 -4.4259154340299925e-07 3.5529455478570253e-09 -6.450598840538296e-09 -1.1633189180303672e-09
age3 -4.467221223899899e-10 -4.5791580575812304e-12 6.144698191063903e-09 8.66062954338552e-08 -6.1218406234517415e-09 -1.3017021353545693e-10 8.488850050044842e-13 1.2957804404587985e-10 -8.448898854948731e-13 -1.7747059300737796e-09 -4.687645677724424e-09 -3.3387469935506144e-09 -3.8651328770668315e-09 -2.6768828774412658e-11 2.449735920324927e-09 3.6680464738663945e-09 3.0741613112289806e-09 -1.8902370306530054e-09 3.439080774274999e-09 2.2456656791651013e-09 -3.2184921446542245e-09 2.864577101040281e-09 -5.879934414000775e-09 -1.1577165171095369e-09 -4.0931689324252364e-10 -3.526083358160833e-09 -2.6128646959291234e-10 -3.6278757499328755e-09 4.7562445111743365e-09 -2.005290075569298e-11 4.037270215157188e-11 5.33908872985668e-12
age2_sex -3.7428911305825665e-08 9.205521296665512e-10 9.726768826969957e-07 2.224198196376065e-05 -1.5508005375468847e-06 -2.020156565626456e-08 1.2957804404563322e-10 3.243456355677175e-08 -2.0913966052060747e-10 1.0529090311034642e-08 -2.347955959081889e-07 -4.827490398400827e-07 -2.968272676615361e-07 -1.5253959734581114e-07 5.557522303505136e-07 5.846099241513559e-07 4.2813195825485455e-07 2.1021701114185274e-07 2.5349759528167826e-07 -2.7707242814890934e-07 -1.714617417362232e-07 1.6921678568406274e-07 -3.467741175473816e-07 -1.74650799198523e-07 5.511135836348989e-07 9.045787373262667e-08 -2.6897108681179683e-07 -4.110762358048956e-07 -5.571097041330926e-07 -2.991667926892778e-09 1.6237690444051875e-09 1.2538832715468864e-09
age3_sex 2.371465229033186e-10 -1.8917856913096824e-12 -6.127148463480214e-09 -1.3817816883535592e-07 9.820715645143009e-09 1.2961921862602062e-10 -8.448898854933611e-13 -2.0913966052062197e-10 1.3708098708787946e-12 1.0282525696314218e-10 2.0620067340589832e-09 3.579569402910865e-09 2.0305042483662187e-09 1.1680402878955329e-09 -3.9605370142467e-09 -3.6810665274288923e-09 -2.8198020000107417e-09 -9.443851592458105e-10 -2.1159307785480068e-09 9.716333127816857e-10 8.376254004122945e-10 -1.2837809100350427e-09 2.7217639943182787e-09 1.4295587782215482e-09 -3.01651653964138e-09 -6.525856870954934e-10 1.9618610788159455e-09 2.346813230931655e-09 2.7455048130559313e-09 1.7373730619875876e-11 -1.0827668047983987e-11 -5.146927895006707e-12
PC_3 9.05817668345841e-07 9.863523906826824e-07 -3.579986999214842e-06 4.0058587362114485e-06 -6.653460089313231e-07 1.7505509683704993e-07 -1.7747059300805172e-09 1.0529090309557113e-08 1.0282525697259277e-10 0.03200433054830345 0.0006921943722769718 0.0017584334227467606 -8.009697396590794e-05 -0.0048404603627893944 0.0022113644269833206 0.003792300124584874 -0.004671335557309605 -0.0007237245523945159 -0.0013690647964224728 0.0007224562128367069 0.005471176415303114 0.0036475982581045804 -0.0018241487553804748 -0.01125731625817348 0.0004528253441598072 -0.0009058206214564788 0.0037965649002552064 -0.0007611580749465965 0.006247255755197048 3.487239706747941e-07 -4.3880255365851654e-05 -3.903006238243079e-05
