 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal gpp gmp
intercept 0.00038218297912864937 -7.445339226147463e-07 0.0001231753088586729 3.408098148325561e-05 -5.217420020966584e-06 -3.537977321831625e-06 3.1755493780865814e-08 1.94433348900033e-07 -2.0456868574391856e-09 -0.00016441991342347074 3.400545850601695e-05 -0.00011371156758511317 0.00013367615388219906 0.00021083325883377194 -7.73895665199339e-05 -0.00012618589281974103 -1.53859523212269e-05 -9.31953037329027e-05 -0.00046482495966609065 -5.984589025055617e-05 -0.00021451607969243862 -6.182875102315212e-05 0.00017867621785210087 -0.00012448522560956282 -0.0001396619644877871 -4.183211419169558e-05 -0.0002804256150873797 0.00016565182148696185 0.00024332953766108474 8.697785606487596e-07 -2.3564804295772185e-06 2.316045800487855e-06 1.8316234643960654e-06
yob -7.445339226161152e-07 2.521574622950684e-07 1.05493224278877e-07 -6.833455240573197e-07 -3.481750519976006e-08 2.118005421021463e-09 -1.7310931954220488e-11 1.1461635831524731e-09 -6.3128155734935616e-12 2.6018899309714288e-06 3.5173161228367005e-05 7.7503121542235e-06 -2.5949080752086887e-05 7.926187813703898e-06 -2.0171545877054202e-05 -2.147829968497182e-06 -1.305543930289503e-05 2.2663132623181015e-05 -5.866324098729143e-07 -1.8763671453472314e-05 1.6561927169663713e-05 -2.38955679997755e-05 -4.686381849280791e-06 2.3169844514722223e-05 1.5343966771810676e-05 3.0673004524564654e-06 -4.110285801554656e-06 1.3248114383753782e-05 -3.314163767918919e-05 -5.1122833909941355e-09 6.03825168125117e-08 -1.8496104445323718e-07 -2.685806476267643e-09
age 0.00012317530885900575 1.0549322429344196e-07 0.00022794206927823164 0.0027898636093104784 -0.00022755285799178025 -5.7530591263646775e-06 4.559497460532997e-08 5.7457432997563915e-06 -4.553901112679073e-08 4.5725923614051255e-05 -1.2801125181494216e-05 -8.877692034886921e-05 -6.612717682232544e-05 -5.641224262263894e-05 6.58124385939642e-05 -0.000145261951691295 -3.8280606493823946e-05 8.810978938273043e-05 -1.9344193390911954e-05 -0.0001022966552294609 -9.767695490757717e-05 8.845320543536905e-05 6.774668345086564e-05 -8.876198697953482e-05 8.679042799179348e-05 0.00010412390024770805 -5.873995394799557e-05 -0.00019286962272791066 0.00013977949470250878 1.7316847892552973e-07 -7.598942949927287e-07 4.257505973152631e-06 -2.294668553769965e-06
sex 3.408098149286373e-05 -6.833455239586995e-07 0.0027898636093155174 0.06114214587998866 -0.004881147476636476 -6.918375585457433e-05 5.400718745614373e-07 0.00012138865210388198 -9.513936846135209e-07 0.0004242652059836469 0.00047591502831622554 -0.0010191977148833508 0.0009820978569263976 -0.0014793284972575828 0.0006633153368618136 -0.0014926624947167076 -0.0006507181006434598 -0.0001664141347014885 0.0007777010489615876 -0.002190492429738675 -0.00036187499278038637 -0.0001940340962972504 -0.0005392249060450264 -0.00339910730157444 0.00010180097107724636 0.0028953651124857794 0.0005505366723349578 -0.0026275438883134206 0.0007585753735591668 -5.214249135199349e-06 -1.695780406769248e-05 9.589638939356167e-05 -5.318491565851155e-05
age_sex -5.217420021933087e-06 -3.481750520097407e-08 -0.00022755285799221485 -0.004881147476636736 0.000397848093657615 5.745323429673784e-06 -4.553971459386741e-08 -1.006702105415834e-05 8.005543699553092e-08 -3.4825385810689744e-05 -3.4497335851958276e-05 7.753433102297993e-05 -7.437684584698561e-05 0.00012752051178847399 -5.532457065438668e-05 0.00011727337994364225 5.1285598962356256e-05 1.8882403006348867e-05 -5.822729607372099e-05 0.00018942774646953125 1.9256966597449124e-06 1.9854535596588337e-05 6.591484888900106e-05 0.00028812796122605367 1.7463279373809845e-05 -0.0001661566743164082 -2.315200032241474e-05 0.00021734256944175114 -6.534216122532863e-05 2.1520792687377613e-07 9.9634366655098e-07 -7.51481986607392e-06 4.563739313596214e-06
age2 -3.537977321845261e-06 2.118005420958967e-09 -5.753059126364854e-06 -6.918375585444729e-05 5.7453234296628304e-06 1.4780955660179833e-07 -1.1896024722196949e-09 -1.475747149707413e-07 1.1877946931317816e-09 -1.0685259884965496e-06 1.2499716205135538e-06 2.3370740757836026e-06 7.828428866570823e-07 2.0430889554503397e-06 -2.1732352560710324e-06 3.5634582166588755e-06 5.110274069952524e-07 -1.3195011125282024e-06 6.099512353601984e-07 2.3591225413390795e-06 2.3956687693701537e-06 -2.642107625352438e-06 -1.7982840073163858e-06 2.894096310624837e-06 -1.1169810655979598e-06 -1.696308208559656e-06 1.4175665802763984e-06 4.373294909631958e-06 -3.8558690550278105e-06 -8.55890399882973e-09 2.1667362480739625e-08 -1.0919396442632154e-07 5.6722928725009084e-08
age3 3.175549378097997e-08 -1.7310931954202116e-11 4.559497460533136e-08 5.400718745604139e-07 -4.553971459377898e-08 -1.1896024722196998e-09 9.715293398546912e-12 1.187841033872802e-09 -9.701439278457194e-12 7.551636833718542e-09 -9.08671203592107e-09 -1.8395750711832296e-08 -2.927093540727395e-09 -1.7960126158387373e-08 1.6632685723253676e-08 -2.819786892559143e-08 -2.277626483417416e-09 6.799320303425038e-09 -8.039608285642471e-09 -2.1105889419167576e-08 -1.6185423790690157e-08 1.9920247852381072e-08 1.3136161450688413e-08 -2.307243943117429e-08 1.8656758484520126e-09 6.041894572881533e-09 -1.244218203831631e-08 -2.8844730752543138e-08 2.5778685316350495e-08 9.315186351441657e-11 -1.866274741882751e-10 8.484507214534954e-10 -4.2379330811527006e-10
age2_sex 1.9443334892087336e-07 1.14616358342717e-09 5.7457432997681085e-06 0.00012138865210389806 -1.0067021054159095e-05 -1.4757471497103668e-07 1.1878410338751879e-09 2.589285663345329e-07 -2.0895240981173242e-09 8.727378603874455e-07 7.9776122977478e-07 -1.7227845913445996e-06 1.8757765680295551e-06 -3.4787497282052007e-06 1.3614727903265873e-06 -2.7080983711629387e-06 -1.1642699587879425e-06 -8.199954563431132e-07 1.342772087099898e-06 -5.040343016202842e-06 5.596831727761472e-07 -3.7645959153920717e-07 -2.340901145728245e-06 -7.309827558530486e-06 -1.310451960305591e-06 2.4589023669618082e-06 2.5249712765087295e-07 -5.709823064462169e-06 1.3908250020207503e-06 -1.7023083155804334e-09 -1.550710307223013e-08 1.782169985969675e-07 -1.1794852909416523e-07
age3_sex -2.045686857621884e-09 -6.3128155743260615e-12 -4.5539011126888985e-08 -9.513936846137288e-07 8.005543699554325e-08 1.1877946931342776e-09 -9.701439278477371e-12 -2.089524098117485e-09 1.7100741523094485e-11 -6.825751915722626e-09 -5.69643895936943e-09 1.2512178375375032e-08 -1.6257176598483442e-08 3.0286394480983587e-08 -9.862982985961226e-09 1.9263399881352466e-08 7.014190833727144e-09 9.789137506263048e-09 -8.990499578874424e-09 4.290126932250217e-08 -8.703162029129937e-09 1.0945069434701947e-09 2.4438796418470314e-08 5.602135632590788e-08 1.9089962938327093e-08 -6.180733138484975e-09 3.0826545925629913e-10 4.743030748553352e-08 -6.823278029492988e-09 -6.476163932216581e-12 5.260364485364353e-11 -1.3165272949164178e-09 9.486716367485714e-10
PC_3 -0.00016441991342339892 2.601889930971793e-06 4.5725923614176446e-05 0.00042426520598564966 -3.482538581085468e-05 -1.068525988499754e-06 7.55163683374448e-09 8.727378603916345e-07 -6.825751915756133e-09 0.056147110205592876 -0.004605996570935126 0.00044911726080272915 0.004332024434440159 0.0007644415098279623 0.004921125104764727 0.004804249990044061 -0.013161521132374131 -0.006632088519652158 -0.006540221527448164 0.008492213162446256 0.003685962499945589 0.01369618860135665 -0.004438678366004871 -0.029569159099733563 -0.006217432274033218 -0.003947328340120601 0.010577944800432816 -0.005905196222489663 0.018165519818694867 -2.422228687181532e-05 4.856530397427126e-06 -1.3476744541849114e-05 -0.00011206247862270278
