 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal
intercept 9.70058923800978e-06 3.4586144977667744e-08 -1.3589190031278863e-06 -6.564379472416913e-06 4.338748017820572e-07 2.6990166902650383e-08 -1.5455850680544601e-10 -9.490277110463595e-09 6.385294972290676e-11 4.52340279173015e-06 -1.3524580280100517e-06 2.652863873542279e-06 -3.751447652337195e-05 4.708986322894237e-05 -6.548410783106318e-05 4.5699228289908066e-05 -3.8065782196423906e-05 -3.886132526349654e-06 -7.2657974638263e-05 -6.049958951075014e-06 -1.7361750315090565e-05 -4.910997095317451e-05 1.7715972020954912e-07 -3.3053916178111184e-05 -1.7569597697080657e-06 2.801280992585534e-06 -4.1569941892114435e-05 -4.5268023464342036e-05 6.001217536527664e-05 2.198436855983993e-07 -1.3003759142190424e-07 -3.3699618921314854e-07
yob 3.4586144977689066e-08 9.585555490790183e-08 1.3786345338717852e-07 6.358206036249577e-07 -5.882571710184418e-08 -3.9827728291021384e-10 -1.9540807497211126e-12 9.030809222941183e-10 -3.0720826549388356e-12 8.757219800050831e-07 6.96625303471798e-06 5.290569837107383e-07 -6.696680405924496e-06 -1.5364615870962345e-06 -2.9687875766828336e-06 6.131291975341902e-08 -2.481300768448644e-06 4.538476289278388e-06 -1.5753853170679155e-06 -4.1244185860907775e-06 5.817741315720418e-06 -5.323869540713625e-06 -2.5238904431919472e-06 8.224515756205093e-06 2.5098189200289343e-06 -6.162112608059533e-08 -2.1227194813780175e-06 2.9818162753091686e-06 -1.1001327186185705e-05 4.745277004057215e-10 -2.1021863069354165e-08 -2.459049928450878e-08
age -1.358919003120726e-06 1.3786345338721838e-07 2.4471064902826203e-05 0.00034962780265880875 -2.4296635441631337e-05 -5.02922911037554e-07 3.200896968707952e-09 5.023772358658456e-07 -3.1998491991734253e-09 4.3449819188492087e-07 -7.821989603674636e-06 -9.281702651953114e-06 -2.0269586088747557e-05 -9.934638371300485e-08 9.519883994877624e-06 6.368434269213893e-06 -4.613819592764314e-06 -2.9060707291291025e-08 3.983591829672307e-06 9.163342150065626e-07 -1.907505155505224e-06 -7.96064784972191e-07 -2.1836895767684277e-05 -2.992547171857079e-08 -1.3319835078869833e-05 -2.303598714366181e-06 -1.4480879657263994e-05 -1.1754453640742886e-05 9.78588236137512e-06 -1.0337789046128586e-07 2.2594150944388398e-07 2.0867745100690033e-08
sex -6.5643794721120305e-06 6.35820603627849e-07 0.00034962780265919365 0.009478057629208319 -0.0006244134835757233 -6.9424133933589205e-06 4.298758161298571e-08 1.2482850850994285e-05 -7.760351244309176e-08 3.980376067773924e-05 3.10511945949258e-05 -0.0001462669938398147 3.7065741291904195e-05 -0.00017227038292175076 0.00019970020729153783 0.0001581971592225028 1.4443021633887131e-05 0.00014250341568232324 -6.18560948502906e-05 -0.00019143820869643312 -8.094699612712934e-05 -5.149036464892796e-06 1.4593371141343301e-05 -0.00015889596146577827 -3.074205929369264e-05 0.00021841170234527643 -5.379257214162793e-05 -4.198186664217708e-05 -0.00015890310238159388 -1.8040302434869725e-06 1.7368372645431587e-06 8.162992784552012e-07
age_sex 4.338748017757141e-07 -5.8825717102612985e-08 -2.42966354416495e-05 -0.0006244134835755076 4.329916637245136e-05 5.013088743766776e-07 -3.1940175756780753e-09 -8.967749670544389e-07 5.723788108000386e-09 -3.5699672975195425e-06 4.094718084229917e-06 1.649366654817611e-05 -1.6673197197647733e-06 1.0175458568388023e-05 -1.8795313215456052e-05 -1.0022185483840542e-05 -4.082778612319092e-06 -4.9549826771808675e-06 4.3003691641759925e-07 1.0380923465327806e-05 4.535377710169895e-06 1.8220025314236315e-07 1.0845458876241234e-06 1.416560780443043e-05 3.8037728334969863e-06 -1.5093335760096537e-05 8.209945961685556e-06 5.118998354949397e-06 6.411173119455386e-06 1.0855573582426354e-07 -1.3460010067196079e-07 -3.634002496863146e-08
age2 2.699016690258217e-08 -3.9827728291523483e-10 -5.029229110374467e-07 -6.94241339334843e-06 5.013088743761345e-07 1.0717021768929812e-08 -6.999728279332744e-11 -1.0690452059328875e-08 6.982409106723922e-11 6.92349204515854e-08 4.809179146084885e-07 3.0613166934729316e-07 2.7393997728470815e-07 3.1879267515987345e-08 -3.1787421452469997e-07 -1.5702144923196109e-07 -6.092301911168115e-08 1.8794556185184682e-07 -2.2642357955571574e-07 -2.1421043815507224e-07 1.6308962439150437e-07 -1.5486976350330605e-07 4.77710517459681e-07 2.642886346378863e-07 4.177543811991118e-07 8.31936240425761e-08 2.488719938580196e-07 2.811476468762299e-07 -6.142966255134239e-07 1.7260851845407571e-09 -4.878792504308966e-09 -2.406125916236167e-10
age3 -1.5455850680434527e-10 -1.9540807497241358e-12 3.2008969687066236e-09 4.298758161290461e-08 -3.1940175756736176e-09 -6.999728279331465e-11 4.669285165165645e-13 6.978906946242771e-11 -4.654391474551415e-13 -9.474252737611833e-10 -3.8205447428612415e-09 -2.4467674142639705e-09 -1.8514385431374213e-09 -1.845750576780978e-10 2.1026075498813902e-09 1.13316162399806e-09 8.705111042576548e-10 -1.7732759644913346e-09 1.7996341221339923e-09 1.9750609270445807e-09 -1.196139848473594e-09 1.3278360241279527e-09 -3.575189126392872e-09 -2.383634053748121e-09 -3.266464225194505e-09 -7.606973050477758e-10 -1.5689336897609526e-09 -1.6412769561767338e-09 5.286157038753023e-09 -9.158289859990825e-12 3.0819665117354974e-11 3.2192968861543275e-13
age2_sex -9.490277110421849e-09 9.030809223081728e-10 5.023772358660617e-07 1.2482850850986054e-05 -8.967749670541793e-07 -1.0690452059336873e-08 6.978906946249936e-11 1.910849239171695e-08 -1.2481576094635234e-10 7.59494693352936e-08 -1.674232921575799e-07 -4.3249706031203785e-07 2.38855506604571e-08 -2.0076278210620444e-07 4.7111415589707547e-07 2.002273132561708e-07 1.161578048611544e-07 3.655793486417807e-08 7.899088268278892e-08 -1.1257390512743364e-07 -7.885554661444606e-08 1.9424556127551754e-08 -8.64014179169126e-08 -3.64869843718951e-07 -8.536388905837804e-08 2.777146947115362e-07 -2.1125612675362822e-07 -1.1253148810834503e-07 -4.684637625445748e-08 -2.0009261558214482e-09 2.872108297914899e-09 3.4600747976674657e-10
age3_sex 6.385294972172676e-11 -3.072082654981138e-12 -3.1998491991738923e-09 -7.76035124430189e-08 5.7237881079973045e-09 6.98240910672721e-11 -4.654391474554829e-13 -1.2481576094632272e-10 8.318762572062042e-13 -3.599993503095734e-10 1.4559601727978922e-09 3.228023151858048e-09 -9.864182495694284e-11 1.2906863700495287e-09 -3.4233250687085756e-09 -1.1705071919443017e-09 -8.484116475196162e-10 4.147837252011611e-11 -1.0386517650315154e-09 1.3910023401327202e-10 4.1134146335108686e-10 -2.313577043239893e-10 9.285153761307793e-10 2.647330870853798e-09 5.121521135778609e-10 -1.5315215457684846e-09 1.4906256495159768e-09 4.892597041595565e-10 -9.44859442201753e-11 1.07747474034643e-11 -1.7880866925784328e-11 4.267495800430843e-13
PC_3 4.523402791731653e-06 8.757219800051362e-07 4.344981918987653e-07 3.980376067798877e-05 -3.5699672975378142e-06 6.923492045129029e-08 -9.474252737592473e-10 7.59494693356874e-08 -3.5999935031216514e-10 0.025038993370117942 0.0007957530720198917 0.0016923414475584007 -0.0003134627912566646 -0.004276200112803637 0.0018264476346033648 0.0035934190207625085 -0.003944750811850632 -0.00021324464140839755 -0.001177968522930609 0.0005287185068908647 0.004873070034895001 0.0024946714906497595 -0.0015378041341843037 -0.009016597544523658 0.0009731223286773431 -0.0009456799959946848 0.002903821564346258 -0.0006237570218317397 0.0045124959689602975 2.822216701304465e-06 -3.6019139708022795e-05 -3.2425226592250634e-05
