(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband paternal gpp gmp
(Intercept) 0.000970922823340996 0.0007578244377351 8.90699821868792e-05 -9.90505479469424e-05 -4.95587835537288e-05 3.08134934749981e-06 -1.59321811324012e-05 1.64012977162446e-05 6.57589451402265e-07 2.4761433279478e-08
covarage 0.0007578244377351 0.00217009344755493 0.00240970533397257 -0.00346032495623375 -3.11050481856846e-05 8.6447288630713e-05 -9.49374345314806e-06 -2.90123541909429e-05 5.69076052681914e-06 4.52486404649096e-05
covarsex 8.90699821868792e-05 0.00240970533397257 0.00604245174726647 -0.00792714848451614 7.96208932799615e-07 2.88036541157554e-05 -2.38364912587365e-05 1.16681958900624e-06 -0.000101789247542345 7.83833356996154e-05
covarage_sex -9.90505479469424e-05 -0.00346032495623375 -0.00792714848451614 0.0112753895534284 5.47513670816221e-06 -2.22462876700614e-05 2.66063699967139e-05 1.20606750732336e-05 9.36466897617834e-05 -8.43243606283192e-05
covarPC_3 -4.95587835537288e-05 -3.11050481856846e-05 7.96208932799615e-07 5.47513670816221e-06 0.000512023072465969 -3.76252465931959e-05 -1.07576149445424e-05 -4.19945443377581e-07 -5.85089328813289e-06 -4.38680220636781e-05
covarPC_4 3.08134934749981e-06 8.6447288630713e-05 2.88036541157554e-05 -2.22462876700614e-05 -3.76252465931959e-05 0.000508359438404437 -2.61922104950207e-06 -3.63789791272214e-06 1.92048981288999e-05 -1.02356837046262e-05
proband -1.59321811324012e-05 -9.49374345314806e-06 -2.38364912587365e-05 2.66063699967139e-05 -1.07576149445424e-05 -2.61922104950207e-06 0.000650021006523969 -0.000305723970422639 -6.92095991043439e-06 -2.88497283741499e-05
paternal 1.64012977162446e-05 -2.90123541909429e-05 1.16681958900624e-06 1.20606750732336e-05 -4.19945443377581e-07 -3.63789791272214e-06 -0.000305723970422639 0.00356446029881019 -0.00293786249346582 -0.00287878310214485
gpp 6.57589451402265e-07 5.69076052681914e-06 -0.000101789247542345 9.36466897617834e-05 -5.85089328813289e-06 1.92048981288999e-05 -6.92095991043439e-06 -0.00293786249346582 0.0143508443243427 -0.00852694256793131
gmp 2.4761433279478e-08 4.52486404649096e-05 7.83833356996154e-05 -8.43243606283192e-05 -4.38680220636781e-05 -1.02356837046262e-05 -2.88497283741499e-05 -0.00287878310214485 -0.00852694256793131 0.0142702571411393
