 intercept yob age age2 age3 PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal gpp gmp
intercept 0.0012139148855849612 -2.7870461020913062e-06 0.00015587707148762714 -5.676641150982331e-06 5.99103361007398e-08 -0.000757125798488708 6.662111999801288e-05 -0.0005503244264897126 0.00012938653395237716 0.0011929754150301964 -0.0005773062097183665 -0.0004239940733066868 -0.0001703710638744261 -0.00030317254083104004 -0.0007720755134975371 0.00039305745179010727 -0.0007185800339280419 -0.0006117258415901068 0.0004486201147430627 -0.0009792034021851486 0.00016804814905356535 0.0005775811253955397 0.0001504083396699203 0.0010114566389357023 0.0016361750323668509 -1.1036862519582714e-06 -1.059288757606287e-05 8.807654885743884e-06 1.1588440364951833e-05
yob -2.787046102090859e-06 1.0730963983768911e-06 -8.622495344158159e-08 1.7995065833535974e-08 -1.038887977047616e-10 1.6755551561247035e-05 0.00012836426216831384 4.4065824005503905e-05 -0.00010116909485735397 1.3728230333080903e-05 -8.401359471904727e-05 -3.1172953168265974e-07 -4.707165834171239e-05 9.460973399437464e-05 7.061514848146233e-06 -9.508280091021931e-05 8.751683474820186e-05 -8.192103158850288e-05 -1.0255156074716345e-05 9.253618775946027e-05 4.9684050368818546e-05 -2.279736167811626e-05 -1.7193767425694598e-07 4.478122518910709e-05 -0.00015914408625166782 -7.82307777544449e-08 3.249206237962093e-07 -6.56773034360024e-07 -1.805298676274161e-07
age 0.00015587707148763733 -8.62249534417465e-08 5.826394733166824e-05 -1.7392853118591953e-06 1.555672520067674e-08 -5.9554883050601546e-05 -6.978914980151224e-05 -0.00015877739406988423 -2.3042586073224752e-05 0.00020605788643291085 -0.00011204043760134063 -7.058791113966692e-05 -0.00010251272849398787 0.00023609295741600377 1.2990155272126177e-07 0.00019054134716735394 -8.260583707870991e-05 0.0001912263620751758 1.1719493509493316e-05 0.00025895733333669866 0.00013576325217549458 0.00011949518689405395 -2.7549799910358142e-05 5.258880093713291e-05 0.00024956788013839415 -1.7442844729422122e-07 -3.001616426044667e-06 5.918368334501008e-07 4.935421074735382e-06
age2 -5.67664115098253e-06 1.7995065833539938e-08 -1.739285311859178e-06 5.454220018054358e-08 -5.035486035827197e-10 1.732241102348063e-06 5.027322374144414e-06 5.771735158966236e-06 -1.5444145757137782e-06 -3.5491759599765654e-06 9.763108244298732e-07 1.7469482590788914e-06 7.539635661228223e-07 -4.190867363993203e-06 -2.0705085098690766e-07 -6.089270782350263e-06 3.6164252159061494e-06 -4.822845670840645e-06 -2.1958965512597946e-06 -4.891942229333019e-06 -2.421387844556901e-06 -4.6367837945173505e-06 -6.586706697204733e-07 -3.885118463124627e-06 -8.137280278106383e-06 4.394124253987207e-10 1.1216274024190878e-07 -4.963561090047786e-08 -1.4785399708139265e-07
age3 5.99103361007412e-08 -1.0388879770478886e-10 1.5556725200676445e-08 -5.03548603582716e-10 4.780564975983451e-12 -1.6053383340784527e-08 -3.612819479556451e-08 -5.129385925220366e-08 1.0401446179882114e-08 2.7352890806215086e-08 -8.862402109475469e-09 -1.8166132208041103e-08 -7.85415347300833e-10 3.34634418230663e-08 2.060776966510397e-09 4.34657547021801e-08 -2.7815088603720615e-08 2.3530931188579166e-08 2.921035082541921e-08 3.485098037910512e-08 2.2133879631377376e-08 4.430476175420909e-08 1.4974077804141492e-08 5.789774874709437e-08 5.808699955506587e-08 2.094599519692873e-11 -1.1112634643970238e-09 5.770867564846961e-10 1.3189340220566165e-09
PC_3 -0.0007571257984887074 1.6755551561247177e-05 -5.955488305059798e-05 1.7322411023479784e-06 -1.6053383340784064e-08 0.21214574425274751 -0.012637887690033758 0.0075265342469094465 0.017206223251987042 0.0032386753662537043 0.021845648439536694 0.0289133886925914 -0.0452053969380759 -0.020939367097035214 -0.020797967754710735 0.034721254072307986 0.010713606080925892 0.04360393530519708 -0.012981782351889813 -0.09049411415710323 -0.02072455331682738 -0.01646885637032504 0.025604056246984017 -0.032296677897843754 0.06087839348507615 -7.798028884465984e-05 -2.821281598292025e-05 -6.10424401523006e-05 -0.00024859297143133924
PC_4 6.662111999808029e-05 0.00012836426216831397 -6.97891498014845e-05 5.027322374143591e-06 -3.6128194795557187e-08 -0.012637887690033841 0.6799789633642245 -0.0021797234171701024 0.11343159180152097 -0.040395269058072836 -0.020967401985890297 -0.0019414632173183762 0.0036307458185974506 -0.0361153823479065 0.03278214714753623 0.05323172950043533 -0.056566079030944315 -0.0687918768161567 0.06815078037447676 0.04576227401656408 -0.02425109084124589 0.02547917199162305 -0.04215106967136108 0.006086945649823725 0.092775454988599 -4.356302325917437e-05 0.0001728664540303509 -0.0003168292928901014 -0.00012564653321000372
PC_5 -0.0005503244264897216 4.406582400550445e-05 -0.00015877739406987637 5.771735158966059e-06 -5.129385925220241e-08 0.0075265342469094535 -0.002179723417170032 0.8826545050167971 -0.007449106063811566 -0.05551178404906628 -0.052833350523405966 0.05351710098849946 -0.07816160428416344 -0.0863414296878307 -0.0872371491090864 -0.009999250677147244 -0.03618913152439562 -0.04530664198765582 0.0412696414148256 -0.15174480468158807 -0.017523882964044897 0.0003815861330876218 -0.016794088445162357 -0.04611268763665138 0.09376417341384351 -1.2057502313939157e-05 -6.671631773087274e-05 -0.0001089902330324579 0.00019666300513097995
PC_6 0.0001293865339523099 -0.00010116909485735384 -2.3042586073249106e-05 -1.5444145757130408e-06 1.040144617987547e-08 0.017206223251987056 0.11343159180152097 -0.0074491060638115 1.1632044679937696 0.04710054149092045 0.0892981231964357 -0.00863749485433294 0.023636121080638155 0.031204454862912328 -0.06050738882407593 0.018252854097038754 0.10877147355809284 -0.1582707480131143 0.03450037651838443 0.14441479338844362 -0.028768239449191983 0.019677364121712636 -0.08416516298780986 0.024942006497998055 -0.056314472173005815 -1.970573332609468e-06 -0.00014758520455004134 -0.0002946416707900858 0.0005034225923534171
PC_7 0.0011929754150302354 1.3728230333080454e-05 0.0002060578864329175 -3.5491759599768077e-06 2.7352890806217498e-08 0.0032386753662537178 -0.0403952690580729 -0.055511784049066315 0.04710054149092048 1.5554206863041178 -0.008062172533260118 0.10358974565039127 -0.08199324834531671 0.1270255906446094 0.11733679715323024 0.10594007877894612 0.03153121297187966 -0.19298819600824693 -0.07536447122554132 0.16748350956057195 0.008685771547894442 -0.010074611697878568 -0.06362000408137823 0.04910480668529272 -0.1523542162202726 6.587761964685812e-05 0.00026299439528304133 -0.00031930279636362374 -0.0002996501225740729
