(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband paternal maternal
(Intercept) 9.50139395088998e-05 3.25801305067369e-05 -9.27982599037143e-07 -2.29662706471084e-05 5.0265560820888e-06 1.25727605197072e-06 -4.06223984813657e-07 -3.15054731094462e-06 -2.06771249904451e-06
covarage 3.25801305067369e-05 0.000241113280741789 0.000326412474155205 -0.000385944127387299 -2.02729770828825e-06 7.43355393965573e-06 -8.13204365962796e-07 2.05872095679173e-06 8.40132801519789e-07
covarsex -9.27982599037143e-07 0.000326412474155205 0.000734631685710063 -0.000774357954356138 -4.04585884197904e-06 4.05971954950708e-06 7.81427589138073e-07 -1.49232402487005e-06 -1.37808730373964e-06
covarage_sex -2.29662706471084e-05 -0.000385944127387299 -0.000774357954356138 0.00093249942410716 5.59440982259317e-06 -2.93710624830624e-06 -1.19170154023642e-06 1.68233548475341e-06 1.18524792432306e-06
covarPC_3 5.0265560820888e-06 -2.02729770828825e-06 -4.04585884197904e-06 5.59440982259317e-06 8.28510078988289e-05 2.88830975782415e-06 3.3581092566858e-07 -6.540779614214e-06 -5.05947845587269e-06
covarPC_4 1.25727605197072e-06 7.43355393965573e-06 4.05971954950708e-06 -2.93710624830624e-06 2.88830975782415e-06 8.78362969810965e-05 1.98373510069359e-07 -1.01599670483925e-06 -1.73289047947429e-06
proband -4.06223984813657e-07 -8.13204365962796e-07 7.81427589138073e-07 -1.19170154023642e-06 3.3581092566858e-07 1.98373510069359e-07 0.000215650088992476 -0.00014200396329687 -0.000131030965904348
paternal -3.15054731094462e-06 2.05872095679173e-06 -1.49232402487005e-06 1.68233548475341e-06 -6.540779614214e-06 -1.01599670483925e-06 -0.00014200396329687 0.000274114378490214 1.61481288547187e-05
maternal -2.06771249904451e-06 8.40132801519789e-07 -1.37808730373964e-06 1.18524792432306e-06 -5.05947845587269e-06 -1.73289047947429e-06 -0.000131030965904348 1.61481288547187e-05 0.000250414706338983
