 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal gpp gmp gpm gmm
intercept 0.008111763422129204 -5.062520210869078e-06 0.0006963154074901458 0.0007633583099653775 -0.00014425710225706348 -2.9288943703863855e-05 3.491974679892147e-07 6.983220778875351e-06 -8.98355040108291e-08 -0.0017629373065198369 0.0026332230384824213 -0.0013458239647258928 0.00027437565930710277 2.1777448685844136e-05 -0.002365924068224796 0.0011780088508134964 -0.00020405413104962212 0.00022048956386749784 -0.003412332655088742 -0.0009698104071407177 -0.0042353219896751025 -0.0032554899185173423 -0.006172399711346187 -0.0017125861593238348 -0.003677903298833341 -0.004237434788105096 -2.001646967698674e-05 0.00742542316143146 0.00420716790481793 -1.2506204998897222e-05 2.4849131825642025e-05 4.58010721182344e-05 2.4437241216077747e-06 -5.2755960714070525e-05 -1.2261733792684329e-05 -4.529798860592057e-05
yob -5.062520210889096e-06 2.3144358265878938e-06 1.312984346637243e-06 6.3374577368328755e-06 -8.288192074330686e-07 1.346110732199522e-08 -1.8769310544484437e-10 1.2959853984996101e-08 7.089141969268409e-12 2.3925458688943136e-05 0.0002954436549473064 3.247019990517895e-05 -0.00023817020000160496 0.0001009473304881998 -0.00024037082263757563 -3.707877053644787e-05 -9.877071759804997e-05 0.00025636573005514296 -8.524642639434797e-05 -0.00021159365613010613 0.00018285583841176192 -0.0001323772749480821 -6.1028007178264486e-05 0.0001323080206435 0.00016173198430206986 -4.434925219151741e-05 -9.124593701789359e-05 6.098054902326291e-05 -0.0003099501862816913 -5.53668376545961e-07 1.3558581910294576e-06 5.828923672539088e-07 -1.0618506996567048e-06 -1.5706189525165077e-06 1.386106159409094e-07 -7.495343418003609e-07
age 0.0006963154074876878 1.3129843466481769e-06 0.0002414541554454507 0.0018248418249420823 -0.00023855279286049018 -8.490038725722842e-06 8.713850852639704e-08 8.422128514917073e-06 -8.646493384371744e-08 -0.00013192369285829308 0.0004540162588884782 -0.0001959770460360267 7.707276154512706e-05 -0.0004462300847557308 -0.0001392057589752757 -0.0004314815264663733 -0.0001997515253670507 -0.00035891491201538254 0.00014398535795362685 -7.65542014159571e-05 -0.0005286498068425478 -4.103763972362812e-05 -0.0006098350664016801 -0.00031394724981491823 0.0002095920814675581 -0.0009676249212751236 -0.00047839987142838053 0.0014648512769444735 0.0006374343020458933 -2.2141207649149714e-06 8.969998890706246e-06 1.1312720618706625e-05 -8.816088863379511e-07 -1.3704285508241321e-05 -4.920986284337563e-06 -3.883150674462741e-06
sex 0.0007633583099334465 6.337457736891853e-06 0.0018248418249372032 0.029076182549660576 -0.0033633539005313603 -6.087480757166089e-05 6.031052720837193e-07 0.00011037941866490844 -1.0794271207661221e-06 9.36757164593355e-05 0.0017169941936050431 0.001643250157977683 -0.001987066234861636 -0.006573227688683217 0.0008499132053216872 -0.0007048227757698521 -0.002339561404854824 -0.011101510381951602 -0.0005542068811027075 -0.0026300458595189054 -0.003216979153802201 -0.004259072021290597 -0.006459486430638497 -0.014861147862038324 0.0037150979576020204 -0.00867882413559941 -0.001770631208384852 0.009751361666736548 0.0001373073213503405 1.1740006735137046e-06 7.808514563835127e-05 0.0001283144509191125 -2.1332257751766204e-05 -0.00010029701480225489 -0.00010776818909439375 -5.4767602482904894e-05
age_sex -0.0001442571022530121 -8.288192074447747e-07 -0.00023855279285992228 -0.0033633539005319944 0.0004287121350258913 8.413946473753339e-06 -8.645739551811942e-08 -1.4897222080050459e-05 1.5128346375717432e-07 -5.4970767650215696e-05 -0.000310395988921713 -0.0002986818708205383 0.00027126545358374584 0.0006936904626009256 -0.0002315378413621391 5.587031256381984e-05 0.00043487170700982994 0.0012944809632083531 -7.391734353980667e-05 0.00031827697598262034 0.00026375877563070935 0.0003045237185365053 0.0006576550821901954 0.001684226974059059 -0.00028668548538489976 0.0011681557403684219 0.0003357882045423865 -0.0010910420946200648 -0.00019188103412134087 -9.629728887912868e-07 -1.2293628861959823e-05 -1.2700433878989444e-05 3.7915719798849457e-06 1.570966355109124e-05 9.905629633607951e-06 4.43396110850069e-06
age2 -2.9288943703779128e-05 1.3461107321383681e-08 -8.490038725724747e-06 -6.08748075718491e-05 8.41394647377556e-06 3.140013686926362e-07 -3.33417255160009e-09 -3.1112615338070894e-07 3.3061358023811827e-09 3.0557554722953696e-06 -1.215410279264588e-05 4.797813762786899e-06 -6.811605764688888e-06 2.218993054249059e-05 -2.3134060533823934e-06 1.0874821855513369e-05 1.6793477930146007e-06 1.564879054496137e-05 -8.79621788039371e-06 -2.643183733582151e-07 2.0952552029574547e-05 8.646452154042101e-07 2.1059648531224216e-05 1.2768921021321813e-05 4.418543740712849e-06 3.77799050881907e-05 9.649411175720025e-06 -5.485181631577003e-05 -2.3076111555638164e-05 7.422630685175132e-08 -3.0350759740468525e-07 -3.9321953590080856e-07 8.531124660553142e-09 5.018518767162995e-07 1.1398396721874562e-07 1.845476492552702e-07
age3 3.4919746798843493e-07 -1.8769310544286356e-10 8.713850852642953e-08 6.03105272085774e-07 -8.645739551836338e-08 -3.3341725516005956e-09 3.63960989260513e-11 3.30563799084237e-09 -3.6108040398129413e-11 -2.2959300984352688e-08 1.639481725647606e-07 -3.961092950528269e-08 5.4589198199711096e-08 -2.3620502301890773e-07 2.423912221298577e-08 -8.18696886785925e-08 1.3923654654922717e-09 -1.1979825976032045e-07 8.155493475105049e-08 -1.4991803417705744e-08 -2.0341517747023373e-07 -2.80254466082595e-08 -2.529252486693392e-07 -1.3589527927466665e-07 -9.665663585458617e-08 -4.2360147774157525e-07 -6.602037668676637e-08 5.918259522805988e-07 2.2435384312097762e-07 -9.096737740282057e-10 3.2873363504748236e-09 4.055549329711385e-09 -2.3744246668755653e-10 -5.379110183037965e-09 -8.852975598161721e-10 -2.111299738654768e-09
age2_sex 6.9832207787379505e-06 1.2959853985416792e-08 8.422128514899176e-06 0.00011037941866495059 -1.4897222080052957e-05 -3.111261533800011e-07 3.3056379908345513e-09 5.413120121003748e-07 -5.6841581334260275e-09 2.5701282751660074e-06 1.3457285459327063e-05 1.1726451015894598e-05 -8.069159103036066e-06 -2.3014593924837117e-05 1.1277213429979701e-05 5.399279475398123e-08 -1.541802988608329e-05 -3.926353316968418e-05 4.866906048722334e-06 -9.537140324683417e-06 -6.848071324904557e-06 -3.893458324810958e-06 -2.0228800563443272e-05 -5.248481624034364e-05 4.903815871700107e-06 -4.478193530326294e-05 -1.2347298832319674e-05 3.481706889881244e-05 1.248796865112883e-05 2.2926570741125383e-08 4.630677918246492e-07 3.8443008671707247e-07 -1.6818312877194113e-07 -5.623112696307464e-07 -2.785524063105095e-07 -1.0564660894700373e-07
age3_sex -8.983550400941924e-08 7.089141962237624e-12 -8.646493384355043e-08 -1.0794271207667034e-06 1.5128346375721982e-07 3.306135802374478e-09 -3.610804039805491e-11 -5.684158133426735e-09 6.137635424910642e-11 -3.5100758751213834e-08 -1.5412332822445657e-07 -1.1756856315365482e-07 5.7562108485722214e-08 2.3928167469117067e-07 -1.3815386341229192e-07 -1.0538502258244126e-08 1.4294529314378222e-07 3.388032452102598e-07 -6.023626193533512e-08 8.872059485196116e-08 5.319762542471689e-08 -9.295628396523628e-09 1.950208967140141e-07 4.965232124549377e-07 -1.2253632464041255e-08 4.7388090174206036e-07 1.172857623019149e-07 -3.496627990136475e-07 -1.9779732073954746e-07 2.866127641866232e-11 -4.970332342912876e-09 -3.5693112685928632e-09 1.9917923811380426e-09 5.696728379684912e-09 2.3588850002757485e-09 6.73107666955605e-10
PC_3 -0.0017629373065197523 2.3925458688940538e-05 -0.0001319236928586302 9.36757164550053e-05 -5.4970767649660056e-05 3.0557554723063255e-06 -2.2959300984459487e-08 2.5701282751469762e-06 -3.510075875102655e-08 0.44767731387323506 -0.06798145091864945 0.041028068701594866 0.06819650564907204 0.017070568630795233 0.01391373137978174 0.04073152459079289 -0.07396388343773115 -0.05050715798243212 -0.017546127345389805 0.08360226528275216 0.007603466953128714 0.1290584797980029 0.03726317721604799 -0.21272203677180127 -0.06203103866776889 -0.03041067318204734 0.04281718662233932 -0.07535498562867475 0.17028103706545913 4.838459656211414e-05 0.00025978996285670416 0.000452340486308477 -0.001093762445131943 -0.00047807081704814977 -0.0005409561413266583 -0.0008766227622514391
