(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband paternal gpp gmp
(Intercept) 0.0010786635975721 0.000985256532691293 0.000280826239927429 -0.000443863098744969 -7.67198051548634e-05 4.29794289981157e-05 -6.57652216843489e-06 1.48141114038412e-05 1.57508306756471e-05 -2.67285595247862e-05
covarage 0.000985256532691293 0.00257551680070715 0.00278143173956033 -0.00412083018511471 -3.14947184361196e-05 9.13953004175079e-05 -3.44222588132581e-06 -2.80782441508297e-05 3.45349612182191e-05 3.10038683436386e-05
covarsex 0.000280826239927429 0.00278143173956033 0.00528253797863455 -0.00731631276500928 6.21485443845637e-07 4.55140600787052e-05 -1.72871043781578e-05 -9.40025633560094e-06 -9.21349951270673e-05 9.49936415339944e-05
covarage_sex -0.000443863098744969 -0.00412083018511471 -0.00731631276500928 0.0109843693945289 1.08232009009205e-05 -3.82873336831666e-05 1.850532065434e-05 1.94204035328402e-05 9.30087208649812e-05 -0.000118437317961476
covarPC_3 -7.67198051548634e-05 -3.14947184361196e-05 6.21485443845637e-07 1.08232009009205e-05 0.000419074252551067 -1.90049401690629e-05 -1.09009478140726e-05 3.19156693546657e-06 -1.34175427053053e-05 -3.53110839682379e-05
covarPC_4 4.29794289981157e-05 9.13953004175079e-05 4.55140600787052e-05 -3.82873336831666e-05 -1.90049401690629e-05 0.000441336941809623 -3.67054042875672e-06 3.0309525855548e-06 1.24945678614219e-05 -1.27403722070752e-05
proband -6.57652216843489e-06 -3.44222588132581e-06 -1.72871043781578e-05 1.850532065434e-05 -1.09009478140726e-05 -3.67054042875672e-06 0.000531363312531846 -0.000260961363473891 4.77551679523233e-06 -1.78487726923875e-05
paternal 1.48141114038412e-05 -2.80782441508297e-05 -9.40025633560094e-06 1.94204035328402e-05 3.19156693546657e-06 3.0309525855548e-06 -0.000260961363473891 0.00297112844324116 -0.00241266029077137 -0.00247315165367211
gpp 1.57508306756471e-05 3.45349612182191e-05 -9.21349951270673e-05 9.30087208649812e-05 -1.34175427053053e-05 1.24945678614219e-05 4.77551679523233e-06 -0.00241266029077137 0.00927181915865394 -0.00442510415093831
gmp -2.67285595247862e-05 3.10038683436386e-05 9.49936415339944e-05 -0.000118437317961476 -3.53110839682379e-05 -1.27403722070752e-05 -1.78487726923875e-05 -0.00247315165367211 -0.00442510415093831 0.0093390786138124
