(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband maternal gmm gpm
(Intercept) 0.000606859984368492 0.00047750149842674 0.000125592818485873 -0.000169285258540424 -1.73831974812402e-05 -8.62824398258687e-07 -4.49933370158196e-06 2.62199720564242e-05 -2.5873387315086e-05 -3.61348724185479e-05
covarage 0.00047750149842674 0.00151297294375477 0.00173892467564497 -0.0024157021922332 -1.9105719293765e-05 6.00239475810996e-05 -3.3210262236771e-06 -5.23926622224718e-06 1.23106356986983e-05 1.92990786435091e-05
covarsex 0.000125592818485873 0.00173892467564497 0.00436170515466972 -0.00550721473675597 -9.7483537581187e-06 2.42131334717616e-05 -1.91975208382745e-05 1.42140334691516e-06 1.89663866698022e-05 5.93035691997156e-06
covarage_sex -0.000169285258540424 -0.0024157021922332 -0.00550721473675597 0.00755875806917731 1.36349935856586e-05 -1.12339443892247e-05 1.90359495076348e-05 5.33853280832251e-06 -3.64562328125445e-05 -1.47912624221329e-05
covarPC_3 -1.73831974812402e-05 -1.9105719293765e-05 -9.7483537581187e-06 1.36349935856586e-05 0.000368521464096662 -2.20664774694471e-05 -1.22223977098363e-05 1.18577935144696e-05 -3.27058558568203e-05 -2.41906802644355e-05
covarPC_4 -8.62824398258687e-07 6.00239475810996e-05 2.42131334717616e-05 -1.12339443892247e-05 -2.20664774694471e-05 0.00039621200479564 -9.23072659202323e-07 3.9596400308781e-06 -7.93146425866228e-06 -5.30091480566452e-06
proband -4.49933370158196e-06 -3.3210262236771e-06 -1.91975208382745e-05 1.90359495076348e-05 -1.22223977098363e-05 -9.23072659202323e-07 0.000474204500856921 -0.000252833611071314 8.27558138223255e-06 1.28850889218455e-05
maternal 2.62199720564242e-05 -5.23926622224718e-06 1.42140334691516e-06 5.33853280832251e-06 1.18577935144696e-05 3.9596400308781e-06 -0.000252833611071314 0.00249445661074258 -0.00197609754525556 -0.00201525615737162
gmm -2.5873387315086e-05 1.23106356986983e-05 1.89663866698022e-05 -3.64562328125445e-05 -3.27058558568203e-05 -7.93146425866228e-06 8.27558138223255e-06 -0.00197609754525556 0.00756512266084514 -0.00365748931510517
gpm -3.61348724185479e-05 1.92990786435091e-05 5.93035691997156e-06 -1.47912624221329e-05 -2.41906802644355e-05 -5.30091480566452e-06 1.28850889218455e-05 -0.00201525615737162 -0.00365748931510517 0.00766224091005273
