(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband paternal maternal gpp gpm gmp gmm
(Intercept) 0.0311938287847154 0.012609032130598 -0.00888623765068256 0.0211038557420264 -0.000176527418176333 -2.22006791693851e-05 -0.000128061632675309 0.000211433139819564 0.000457495658709653 0.000391193632331515 -0.000441650603172428 -0.00072824756624858 0.000214591922704728
covarage 0.012609032130598 0.0189574167912255 0.0144515442622413 -0.0304514987460513 -5.69464869486922e-05 0.000150775639018403 3.02761402917611e-05 3.26509942306168e-05 -7.23757322815831e-05 0.000747633989512974 -0.000710207416692077 0.000144540083401158 0.000424983582595115
covarsex -0.00888623765068256 0.0144515442622413 0.0340975686172078 -0.0652556700262038 0.000291861782329392 -9.52929382351708e-06 -0.000260307304004062 -0.000301956763617733 0.000409922645194288 2.66737012348499e-05 0.00022797490045524 0.000102428708631144 -6.21499775198714e-05
covarage_sex 0.0211038557420264 -0.0304514987460513 -0.0652556700262038 0.138244867924395 -0.000517753790855543 0.000289060900717253 0.000283203095570263 0.000458455938589744 -0.000450052985509696 -0.000199492305224754 -0.000180723702675309 -0.000479324278309332 -3.34930877346246e-05
covarPC_3 -0.000176527418176333 -5.69464869486922e-05 0.000291861782329392 -0.000517753790855543 0.00362022702253436 -0.000303528120856462 6.3611318306066e-05 6.8421770658471e-05 0.000259131116732165 -0.000699845362351477 2.22818763582172e-05 -0.000365813114027711 -0.000423423255780806
covarPC_4 -2.22006791693851e-05 0.000150775639018403 -9.52929382351708e-06 0.000289060900717253 -0.000303528120856462 0.00330299614344117 -9.16468344637842e-05 0.000235923805189191 0.000271438428133813 -6.80385484312031e-05 -0.000326111756095795 -0.000253349769442321 -0.000287143894489817
proband -0.000128061632675309 3.02761402917611e-05 -0.000260307304004062 0.000283203095570263 6.3611318306066e-05 -9.16468344637842e-05 0.00671436680283992 -0.00322907451988034 -0.00340761548404196 0.000385073869426028 -0.000411976562930086 -2.73220297628795e-06 6.59953840084896e-05
paternal 0.000211433139819564 3.26509942306168e-05 -0.000301956763617733 0.000458455938589744 6.8421770658471e-05 0.000235923805189191 -0.00322907451988034 0.0194933428046859 0.00165593511854849 -0.0157855597750873 -0.0135735271882257 -0.000362727504203367 -4.41196919994596e-06
maternal 0.000457495658709653 -7.23757322815831e-05 0.000409922645194288 -0.000450052985509696 0.000259131116732165 0.000271438428133813 -0.00340761548404196 0.00165593511854849 0.0188623548159194 3.70215467950432e-05 -7.79546741516933e-05 -0.0138827317553344 -0.0138039663475788
gpp 0.000391193632331515 0.000747633989512974 2.66737012348499e-05 -0.000199492305224754 -0.000699845362351477 -6.80385484312031e-05 0.000385073869426028 -0.0157855597750873 3.70215467950432e-05 0.0455139195379994 -0.0152794384275219 0.000686074519422053 -0.000425803099562168
gpm -0.000441650603172428 -0.000710207416692077 0.00022797490045524 -0.000180723702675309 2.22818763582172e-05 -0.000326111756095795 -0.000411976562930086 -0.0135735271882257 -7.79546741516933e-05 -0.0152794384275219 0.0440236556616288 -0.000203049624331481 0.000570849754177542
gmp -0.00072824756624858 0.000144540083401158 0.000102428708631144 -0.000479324278309332 -0.000365813114027711 -0.000253349769442321 -2.73220297628795e-06 -0.000362727504203367 -0.0138827317553344 0.000686074519422053 -0.000203049624331481 0.0305769604691882 -0.0031053745465302
gmm 0.000214591922704728 0.000424983582595115 -6.21499775198714e-05 -3.34930877346246e-05 -0.000423423255780806 -0.000287143894489817 6.59953840084896e-05 -4.41196919994596e-06 -0.0138039663475788 -0.000425803099562168 0.000570849754177542 -0.0031053745465302 0.0304037877374715
