(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband paternal maternal
(Intercept) 7.18539072398983e-05 1.35017618062517e-05 3.31205421282556e-06 -8.3164510390314e-07 3.111511532604e-07 1.5498564278798e-06 2.16585607559694e-06 -1.34380520091994e-06 -2.99115178864633e-06
covarage 1.35017618062517e-05 0.000209143096059764 0.000297957727112512 -0.000331504648422597 -4.39249381364102e-06 9.27734114128443e-06 -4.78487684288732e-07 4.02731041714507e-07 2.72095798983644e-06
covarsex 3.31205421282556e-06 0.000297957727112512 0.000768586338062288 -0.000802797456221423 -5.73754813450897e-06 5.46809816002758e-06 4.26600154093797e-07 -2.97358111252395e-06 -4.20500445738348e-07
covarage_sex -8.3164510390314e-07 -0.000331504648422597 -0.000802797456221423 0.000918439645948896 9.02972384838474e-06 -4.25539907041919e-06 -1.70144894371406e-06 2.44011552530994e-06 6.07012508855658e-07
covarPC_3 3.111511532604e-07 -4.39249381364102e-06 -5.73754813450897e-06 9.02972384838474e-06 6.44657496765307e-05 2.92564766523184e-06 5.46535443136691e-07 -5.23675141647305e-06 -5.00154337697831e-06
covarPC_4 1.5498564278798e-06 9.27734114128443e-06 5.46809816002758e-06 -4.25539907041919e-06 2.92564766523184e-06 7.35698280341479e-05 1.20106796728268e-07 -7.15584865440203e-07 -1.39683156941879e-06
proband 2.16585607559694e-06 -4.78487684288732e-07 4.26600154093797e-07 -1.70144894371406e-06 5.46535443136691e-07 1.20106796728268e-07 0.000179755246016091 -0.000120780916877702 -0.000110866089129863
paternal -1.34380520091994e-06 4.02731041714507e-07 -2.97358111252395e-06 2.44011552530994e-06 -5.23675141647305e-06 -7.15584865440203e-07 -0.000120780916877702 0.00026272576593687 -1.18849760247961e-05
maternal -2.99115178864633e-06 2.72095798983644e-06 -4.20500445738348e-07 6.07012508855658e-07 -5.00154337697831e-06 -1.39683156941879e-06 -0.000110866089129863 -1.18849760247961e-05 0.000241979139277836
