 intercept yob age age2 age3 PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal
intercept 0.018966413343562635 2.3296601398391785e-05 -0.013042648926173335 0.00018893585369182716 -9.006229311498504e-07 -0.0001687248703263817 0.0018929243438371133 0.0010482739214787637 -0.0024309280440861355 -0.00019851550083760673 -0.001508763987914611 0.0014069793602775184 -0.0007606656617902396 0.0013689307153822246 -0.002132892924293638 -0.0024675607101172074 0.00336788790440171 -0.002663586959570876 -0.0011810309637048629 0.0004770332870624207 0.003852031212579472 0.0002634121449210518 0.00010181849838752799 0.0009093796516481376 -0.002783949167445906 -3.89872431408149e-06 -9.392157125318155e-07 -1.667336491823714e-05
yob 2.3296601398408624e-05 4.2926317989138763e-07 -1.1401637837538227e-05 1.5731433053870987e-07 -6.983738001516737e-10 2.1985684405672334e-05 1.0279245022108977e-05 -1.8604300602577376e-05 -4.808983071526816e-05 -2.204993517670773e-05 1.6822378541881976e-06 1.5172300366443885e-05 3.341227627162807e-06 2.299806946869953e-05 -1.1439770630976464e-05 -3.28648445870547e-05 3.766263853965406e-05 -2.054847171692892e-05 -2.216325638339563e-06 2.932573494234986e-05 1.1519061661054286e-05 2.842697861748128e-06 -1.4230317219083435e-05 6.0999237894701275e-06 -5.413263422604517e-05 5.7430201256748206e-08 -7.250378080247413e-08 -1.5499701781267258e-07
age -0.01304264892616995 -1.1401637837516584e-05 0.00932643778888533 -0.0001364710195790166 6.571969498874279e-07 0.00017767597034096464 -0.0008553545456743614 -0.0004322401850461671 0.0011520131424417833 2.583053692418933e-05 0.0007985728786688036 -0.0007543801333553349 0.000453167600202288 -0.0006066941512023063 0.0011838589259287541 0.0012781198278807074 -0.002009984696863458 0.0012626112072526862 0.0008436046786902252 0.00012901905944947612 -0.002469046191623084 -0.00011977912462342015 -0.00041271129026910976 -0.00033502312766438557 0.0013877011448886953 4.181886016532044e-06 -6.858348380082747e-07 1.0161739659443896e-05
age2 0.0001889358536917669 1.573143305385631e-07 -0.000136471019579006 2.002936943328112e-06 -9.674838737184772e-09 -2.17670352680837e-06 1.0986925149344871e-05 4.779349711630404e-06 -1.5801349191475594e-05 4.2515767674980735e-07 -1.1352174885338743e-05 1.0424884011630357e-05 -6.724910688327327e-06 8.091600350238441e-06 -1.747682878077453e-05 -1.7732821246216904e-05 2.8365253781546234e-05 -1.711548918633048e-05 -1.1785582847284728e-05 -3.3382373113615632e-06 3.526391102982145e-05 1.896851001731738e-06 6.732272258984419e-06 3.180308607462818e-06 -1.8631073789237228e-05 -6.115984433297804e-08 1.1438434627357474e-08 -1.4627791372522065e-07
age3 -9.006229311494794e-07 -6.983738001507156e-10 6.571969498873256e-07 -9.674838737184019e-09 4.687952091912258e-11 8.37697555251442e-09 -4.569430265017612e-08 -1.727740255768485e-08 6.843529280892158e-08 -5.698674433630204e-09 5.2578913805636514e-08 -4.621024696793807e-08 3.334944518315303e-08 -3.534685942816017e-08 8.45787084505433e-08 8.031409958744889e-08 -1.3071587822102478e-07 7.554390013807831e-08 5.284030510851611e-08 2.3756799688774967e-08 -1.6686901302750867e-07 -1.0324398249912679e-08 -3.6847644985672824e-08 -6.8190768228477875e-09 8.221945717710509e-08 2.958690469585292e-10 -5.938077244655176e-11 6.897386615780503e-10
PC_3 -0.00016872487032810408 2.19856844056711e-05 0.0001776759703422522 -2.1767035268274344e-06 8.376975552607296e-09 0.09695282116259893 -0.0008115659971730288 0.0018572545492345478 -0.010817198429301095 -0.01719663754388497 0.013146048434627106 0.003024751148412326 -0.02449503408525446 -0.0035180137144243586 -0.003510082158883651 -1.3595727997769907e-05 0.020893867602309487 0.01613149612568197 -0.005368253142150405 -0.040004508221711185 0.009776795078226262 -0.007627440278718721 0.011794394590501328 -0.006820497376971912 0.011495071123809819 9.610574356758298e-06 -8.583258295944687e-05 -0.00020092424204016255
PC_4 0.0018929243438402697 1.0279245022111281e-05 -0.0008553545456768198 1.098692514938178e-05 -4.5694302650358404e-08 -0.0008115659971729774 0.3345689020261248 0.012572290469293083 0.033578144202947614 0.01564008954016512 0.0010139431719190916 -0.018764690945756776 -0.003872243798508332 -0.03270505620143826 -0.007678645685802163 0.02092231199151273 -0.040134431160652795 -0.01885562630137053 0.02733256324024763 0.019484282125595595 -0.025750315841767103 0.00923294889324719 -0.01800243045705709 -0.01122994854261753 0.019947594169749068 5.322207882574654e-05 -3.51284912206841e-05 -9.99742210414305e-05
PC_5 0.0010482739214828448 -1.860430060257457e-05 -0.0004322401850491927 4.779349711675162e-06 -1.7277402557902796e-08 0.001857254549234538 0.012572290469293246 0.41587139141262974 0.003909216416524991 -0.003617467879818896 -0.013316451071549808 0.016940811494811376 -0.04674330760389627 -0.007325431431671848 -0.04703907243061951 -0.021372366707034622 -0.016214348552241756 -0.024942538404659362 0.01818337086079528 -0.057157792142528877 0.018955279680545823 0.01374754626699691 -0.007355358646657138 -0.007932296220873655 0.026151182575098485 3.6572267620860045e-05 -5.172678795885697e-05 3.860549437983658e-05
PC_6 -0.0024309280440876187 -4.808983071526892e-05 0.001152013142443106 -1.5801349191496187e-05 6.843529280902687e-08 -0.010817198429301211 0.033578144202947774 0.0039092164165252866 0.5537034478768774 0.018826437712897204 -0.021349297391829662 0.005398720126352443 -0.030129313990283912 -0.002278687109200821 -0.03214783663253476 0.00599709845598511 -0.007823945473604071 -0.06830317629656889 0.03654665904328014 0.04547858787273509 -0.0047763465731856785 -0.006911692017808884 -0.03137355176969722 -0.015453226669697874 -0.024661557698467576 8.754058104810467e-05 -9.584124937623659e-05 6.435880866316616e-05
PC_7 -0.00019851550084189963 -2.2049935176711262e-05 2.5830536927284228e-05 4.2515767670439696e-07 -5.6986744334108985e-09 -0.017196637543884914 0.015640089540164846 -0.003617467879819006 0.018826437712897548 0.7037805954021527 -0.008289673176890456 -0.0165220043452824 -0.04145494911360846 0.03075280239147842 0.060286842719158434 0.07747658536736299 0.01847603241311518 -0.0698247705863672 -0.02666836945575563 0.08128517339364935 -0.04027287767307071 -0.021498931526873457 -0.0005760623480589582 0.01978256860033819 -0.02068046202742942 -9.894086271195283e-06 -9.61614012824965e-06 8.524374690247654e-05
