 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal gpp gpm gmp gmm
intercept 0.01682052471684491 -1.5384474635389646e-05 0.0028267083787768556 0.001451893527387677 -0.0002485854640070436 -9.448258287367208e-05 9.580442908615872e-07 9.847762974243335e-06 -1.0865341418554042e-07 -0.006951380437556187 -0.0021607420241191266 -0.0011349292768855809 -0.003805130312817331 0.010057154473804824 0.00019267923407196495 0.005205289194905068 -0.007902719539447389 -0.0010522026275562378 -0.0031485247182084556 0.009395656504137678 -0.003165597911002034 -0.005075650838267679 -0.014359495723797418 -0.00821349085495287 0.0016945342617520809 0.002424153586554165 -0.002538840414254031 -0.00616031243359084 0.01993439706712184 1.3988456541342961e-05 9.948362973941141e-05 0.00010156153388197274 4.40638661121999e-05 -0.00028124541801514215 -2.8246466670595332e-05 -9.847877408281505e-05
yob -1.5384474635407885e-05 4.378963614292706e-06 8.770328905217598e-06 1.5097283290786469e-05 -2.010584520950428e-06 -1.0365562117337519e-07 5.40642100876469e-10 4.168375701318054e-08 -1.7362163159736203e-10 1.7102968385183867e-05 0.0012539311772020792 0.00023155235116058574 -0.0005370316063950742 6.44238837747635e-05 -0.0009856957386956456 -0.00013856951823244405 -0.00027942023971083143 0.0005479128432820238 -5.987465164667401e-05 -0.0007044628617776232 0.00031311341290757495 -0.00043848768391535506 0.00034639613473686436 0.0005221817272933942 0.00017323107588250447 -7.193827859337221e-06 2.1106888058730263e-05 0.00026946830487046007 -0.0005607334286364546 -1.1000463201164668e-06 1.4132602969308685e-06 2.1982761776735115e-06 -2.418939977249298e-06 -1.1544097582784442e-06 -1.1063769493358389e-06 -3.0057250834129048e-06
age 0.0028267083787818083 8.770328905344545e-06 0.001875654879104245 0.01884436174616165 -0.0018237647780810602 -5.4645603410175324e-05 4.940616007901303e-07 5.336972060311754e-05 -4.829513729450652e-07 -0.00070867564540353 0.0036762541324930308 0.0018972398734125597 -0.0015495243154546512 0.00020903183968813113 -0.005519059961016153 0.0007494582276016047 -0.0032630046957599673 -0.0011191244628963638 0.006941205357359217 0.0014308490466770536 0.004196798400774704 -6.44886140178226e-05 0.001486052078287374 2.7220262060478302e-05 -0.0017676732686392818 -0.0009876517635141614 0.00023114678251169837 -0.00011166304383719408 0.0032327483481435063 1.419193961759916e-05 -2.3701485087714692e-05 1.9228594220500157e-05 0.00010780769639356424 -6.796170660539958e-05 -1.0460370982028746e-05 -1.78657588673783e-05
sex 0.0014518935274957184 1.5097283291294468e-05 0.018844361746195925 0.37056250097623694 -0.03402811786574192 -0.0005330760887433269 4.705674431763463e-06 0.0009615927683133337 -8.489959846989555e-06 -0.00027628593606403626 0.008516041895006946 0.0048666344495199385 -0.013032333066566787 -0.0202019799119516 -0.037522387994659935 0.02090329737431925 -0.04613467589956265 -0.027624444282635302 0.07871435822701535 0.007109321640465002 0.03696749527114503 0.007237939230177887 0.013804905162845216 -0.049378482576142115 -0.06677426330114508 -0.015725201281831948 0.017813304362908542 0.027745034353117384 0.025514293956770757 0.00026870119792211597 -0.0008172224177541839 -0.00021494572244196128 0.0012652950199455544 0.00040141511249784076 0.0001537747956613747 8.064377999887459e-05
age_sex -0.0002485854640178961 -2.010584521018714e-06 -0.0018237647780847183 -0.034028117865745555 0.003259423440234857 5.326773636741479e-05 -4.816563058474941e-07 -9.49795371206492e-05 8.582742694569285e-07 0.0001641492911210428 -0.001222700794956793 -0.0007159465562435025 0.0014117359137043176 0.002035264734558867 0.0033647249380943755 -0.0023242333257052117 0.0031245145498039165 0.0020548215595507413 -0.007753638650808277 -0.000964697273486278 -0.0030016440306413063 -0.000671130862761605 -0.0011533013450606409 0.00436209768588115 0.005923625977594776 0.0025851461962534414 -0.0007303013738872922 -0.002174062185310165 -0.003607636879069854 -2.3240377069232057e-05 6.238006545892303e-05 1.6384718935362836e-05 -0.00010155236773002115 -3.323999296058889e-05 -1.654848835917488e-05 -2.5699145840292295e-06
age2 -9.448258287382746e-05 -1.0365562117581715e-07 -5.464560341018427e-05 -0.0005330760887424054 5.326773636731583e-05 1.640037541804044e-06 -1.51577563095962e-08 -1.600152661676061e-06 1.4790623436754969e-08 2.5043479723336258e-05 -6.476086186000395e-05 -4.416393761516086e-05 3.0623847472518914e-05 8.442941686823232e-06 0.00010257347089600833 -3.275829302985295e-05 6.38816107397153e-05 3.305915755729145e-05 -0.00020160971990615457 -7.483451661129832e-05 -9.055201328454581e-05 -1.996901489409642e-05 -1.66727667084051e-05 9.500382973281201e-06 5.836508184332664e-05 4.729470213327801e-05 7.135374053956954e-06 9.121766987962397e-06 -0.0001206292831189648 -3.98853393061586e-07 3.732039868635587e-07 -5.973924118891063e-07 -2.6346314069188253e-06 2.0963095195627217e-06 3.290981841549602e-08 7.058399978036814e-07
age3 9.580442908631104e-07 5.406421008877018e-10 4.940616007902698e-07 4.7056744317557285e-06 -4.816563058466557e-07 -1.5157756309598226e-08 1.4268597734571078e-10 1.4773775216319708e-08 -1.3904068486931706e-10 -2.654952999610548e-07 5.36474867056007e-07 3.8241412248502305e-07 -2.891514700042469e-07 -1.2216689305227336e-07 -6.890166183632544e-07 3.6197617655172525e-07 -4.520580653626059e-07 -2.483090303478757e-07 1.7728949707447867e-06 7.486996928807593e-07 6.133582375984802e-07 2.0740859633586565e-07 -5.0520321822356884e-08 -1.352261046535183e-07 -5.272503866308815e-07 -5.216608667516578e-07 -1.3471713036123715e-07 -5.569751704010417e-08 1.222494070087867e-06 3.2934428238533538e-09 -9.764990236073564e-10 5.4300556980994e-09 1.990019311795626e-08 -1.9903998491170954e-08 1.6974786896400288e-09 -7.205618348664575e-09
age2_sex 9.847762974587785e-06 4.168375701578207e-08 5.3369720603237695e-05 0.0009615927683135499 -9.497953712066003e-05 -1.6001526616793353e-06 1.477377521634774e-08 2.8379008187406754e-06 -2.6171731275668158e-08 -9.268859897290509e-06 4.3362370329040595e-05 2.806959222051964e-05 -4.1396784812962835e-05 -6.193433542730116e-05 -8.405954675459222e-05 7.39716651680513e-05 -6.714907315043499e-05 -5.587380251413521e-05 0.0002242480595085602 3.599979544952144e-05 7.063408232748844e-05 2.1948067066508455e-05 1.9889221777060904e-05 -0.00011552430266892948 -0.00016336164686889368 -9.856940747796943e-05 -1.474568822311947e-06 5.383651395063047e-05 0.00012134278374043936 6.153654795393338e-07 -1.5061642363966077e-06 -5.096700167461649e-07 2.5727621941069e-06 8.149389906456572e-07 6.692980292891432e-07 5.983500788596088e-08
age3_sex -1.0865341418879628e-07 -1.736216316101928e-10 -4.829513729462371e-07 -8.489959846992555e-06 8.582742694571236e-07 1.4790623436787307e-08 -1.3904068486959525e-10 -2.617173127567096e-08 2.456783409712129e-10 1.1081729171863113e-07 -4.288225203040427e-07 -3.2567319406616447e-07 3.6631996928447856e-07 6.047975443516143e-07 6.215785991564096e-07 -6.9884079203044e-07 4.657701038981706e-07 4.907299043430289e-07 -2.019354815575069e-06 -3.328411305972341e-07 -4.683161696173049e-07 -2.3047448138951257e-07 -6.190208064929227e-08 1.0072986838828312e-06 1.4044799921365444e-06 1.0509602771765975e-06 1.5650566541291447e-07 -4.748380198540634e-07 -1.2354675639163304e-06 -4.909402285371785e-09 1.1348010434505975e-08 5.4485359552418715e-09 -2.0451760747888174e-08 -6.1880724034296145e-09 -8.24351793938506e-09 -1.1716132145044708e-09
PC_3 -0.006951380437558062 1.7102968385174827e-05 -0.0007086756454034251 -0.00027628593604672193 0.00016414929111924662 2.5043479723329736e-05 -2.6549529996096807e-07 -9.268859897234042e-06 1.1081729171808267e-07 0.9972288407926727 -0.1379759201448656 -0.053243042455263144 0.2626332803081076 0.09421832878115176 -0.005984267346109294 0.14645255298475737 -0.2900187408050634 -0.2057942027638722 -0.28162349010065624 0.2372307993694919 0.1942641198591881 0.3449748324234542 -0.19374746533586618 -0.7474604210983982 -0.23027708316147028 -0.06763702279995601 0.17861893349533928 -0.34284587234151487 0.49456827549182203 7.765743664854055e-05 0.00017471720629353246 0.0008549031174573263 -0.0012675263802141418 -0.0009525956439722097 -0.0008245578755519882 -0.0019011067246425392
