 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband maternal gpm gmm
intercept 0.0008872758743624217 -2.509210479098769e-06 0.00020991538067235255 -0.000693954562466003 5.176117414610726e-05 -6.412558778935124e-06 5.991204432995735e-08 -1.2115097030618068e-06 8.99042210097147e-09 -0.00018107318603499366 0.0001526677323821842 -0.0016377930955764283 0.00016075131741595327 0.0023125149097675793 -0.0015146121073032267 -0.0006859847348500964 -0.00019939204868993986 0.0005057472429479895 -0.000533012170364112 -0.00026053658236863055 -0.0001272036631760253 -0.00023060855060014134 7.316599262851235e-05 -0.0010951723057752586 8.924474472732529e-05 0.0003174491734971275 -0.0009485755607321209 -0.000503675633131701 0.001439796476402514 8.97246124378018e-07 1.4703202614832924e-05 -1.832951315494429e-05 -1.4538942337189766e-05
yob -2.509210479096471e-06 1.0890519436779577e-06 1.7999058747149477e-06 -5.4777171572823495e-06 3.2829110981130704e-07 -1.2764151655051968e-08 4.6123671421216166e-11 -1.1742524444458162e-08 1.2380281955024849e-10 -1.7020892770198253e-05 0.00023733558878955642 5.79881132642359e-05 -3.93179687236003e-05 4.41196652788973e-05 -0.00012598990778233586 -1.8083180151964282e-05 -6.717632746972906e-05 8.079816811089557e-05 -1.6934757759878043e-05 -9.098895569199039e-05 5.068720066342078e-05 -5.922411870488292e-05 1.4678969408225324e-06 0.00010141760901108257 5.703395220199421e-05 -1.8687619503442447e-05 2.092955756874036e-05 6.961064333657996e-05 -0.00019603466927752287 -5.750634193719587e-08 2.0188391399408693e-07 -6.712701097667097e-08 -4.812165308846129e-07
age 0.00020991538067764522 1.799905874785896e-06 0.0005026776694727146 0.006159339156297253 -0.0004972872301757321 -1.2466058517757584e-05 9.703145918146281e-08 1.2378985048159427e-05 -9.63908655598574e-08 -6.33277652357396e-05 0.00010176505647083636 0.00010269768663362285 2.4181701152589227e-05 0.00029585466428462597 -0.000500740151607756 -0.00017002186549633396 -0.0004900977720382399 0.00012076326139607686 0.0006035171465072024 -0.00043303919834281794 0.00039991189464141095 0.00040589171713766665 -5.3180707468577376e-05 -0.0001291585719756881 0.0002668379065421587 -0.00012393042756521683 -0.00013250138456627467 -2.147508963935293e-05 -8.871303753571399e-05 -2.2308065682997644e-07 6.364199628572163e-06 -1.9213718325302984e-05 1.137519201276072e-05
sex -0.0006939545623695318 -5.477717155129283e-06 0.006159339156413682 0.14572007415482047 -0.011464030552191149 -0.00014907904456731066 1.134208606464342e-06 0.00028042064514454963 -2.1570013024345653e-06 -0.0030188844868152187 -0.0040005054752828085 0.002953539295012295 -0.0006801090350160703 -6.478450048627071e-05 0.0037880816759010678 0.000391168409580326 -0.007137910559100481 0.002074220309997963 0.0033416592192549973 -0.00792035248390933 -0.0003598427155273654 0.006889394318580837 -0.0021776144489893943 0.001742386476697312 0.0007698729680871754 -0.0011925121997530784 0.0030544070955741613 -0.00692345164828309 0.0012436757071516607 8.279070956989873e-06 4.175107216239187e-05 -0.0003623675881426655 0.00031442417340030583
age_sex 5.1761174136036524e-05 3.282911097326841e-07 -0.0004972872301858653 -0.011464030552204057 0.000930723594602599 1.2397628754267914e-05 -9.661668179393832e-08 -2.335331752336746e-05 1.8338631662351096e-07 0.00023269093752966243 0.00038503941343686693 -0.00017321807462173148 8.303326363838181e-05 0.00016696719842824336 -0.00030783690125840344 -9.328807588070137e-06 0.0005034176314778923 -0.0001941716613961584 -0.0003325844807741864 0.0005812314561919362 8.212389907905631e-05 -0.000591931311704765 0.00015591010089185343 -0.00014178887294677452 4.134436048128986e-05 0.00014064187877024814 -7.001334519712137e-05 0.0006118877500481915 -0.00010856599700849458 -1.00873878206884e-06 -3.1453786064857536e-06 2.7773162141372736e-05 -2.4093739889933766e-05
age2 -6.412558779077453e-06 -1.2764151656424878e-08 -1.2466058517769907e-05 -0.0001490790445646445 1.2397628754034726e-05 3.1840200846495774e-07 -2.5365574365858885e-09 -3.169577459373161e-07 2.5251668422270716e-09 1.084042541816243e-06 4.998088882749365e-06 2.658981105254013e-07 -4.7529305818852057e-07 -1.0304423979026316e-06 7.450172343124072e-06 4.704945819084697e-06 8.532914203296956e-06 -3.17751472510859e-06 -1.7057780322675775e-05 8.282227023917157e-06 -8.73749052232249e-06 -1.228719524837327e-05 2.5367234288839414e-07 4.169172043920956e-06 -3.87699701575061e-06 2.9092238270633794e-06 4.984447263486717e-06 7.744911571026519e-07 -2.2284444355782724e-06 2.25017511727303e-09 -1.601614736277191e-07 4.669338423103326e-07 -2.6117896748134926e-07
age3 5.99120443308782e-08 4.612367144123707e-11 9.703145918163411e-08 1.134208606444977e-06 -9.661668179223609e-08 -2.5365574365877682e-09 2.062531979093515e-11 2.5263709346690127e-09 -2.0540046335329622e-11 -1.05778173902772e-08 -4.3726455252047405e-08 -1.215346914734283e-08 -1.8987029549346657e-09 -1.3038238378246474e-08 -5.5738772731778776e-08 -4.782672668897471e-08 -5.5236083704370446e-08 4.1301570178733776e-08 1.4274664742679207e-07 -6.382974253380805e-08 6.094306962502138e-08 9.98829095918434e-08 -1.3246987513794728e-09 -2.4725393939453782e-08 1.9626861990156733e-08 -2.3386264897890503e-08 -5.033324396738006e-08 5.182805933040837e-10 1.62974023297884e-08 9.462334539746417e-12 1.2921749439206893e-09 -3.581637099040472e-09 1.8066777024314882e-09
age2_sex -1.2115097028667614e-06 -1.1742524439708212e-08 1.2378985048430583e-05 0.00028042064514519955 -2.335331752339398e-05 -3.169577459435899e-07 2.526370934715017e-09 5.995889712850545e-07 -4.8026984792383844e-09 -6.0733761939755716e-06 -1.0214038087897053e-05 3.2937740717794852e-06 -2.402411730076109e-06 -7.981927195482022e-06 7.697367488797643e-06 -5.578021388209346e-07 -1.1728634289539012e-05 5.946330918688399e-06 9.027723629229932e-06 -1.282505589404992e-05 -3.7769696586150944e-06 1.5595968609357732e-05 -5.066781611382983e-06 4.291440564721374e-06 -2.765156128053284e-06 -5.086166965661523e-06 -2.1258059996494645e-06 -1.6277695669551428e-05 1.4103325685357605e-06 2.8012593349011605e-08 7.040520656420057e-08 -6.514298180362658e-07 5.725332233971061e-07
age3_sex 8.990422099143614e-09 1.2380281952625888e-10 -9.639086556211141e-08 -2.1570013024420573e-06 1.833863166239133e-07 2.525166842279437e-09 -2.0540046335715043e-11 -4.802698479243257e-09 3.917411980044192e-11 5.161410435786631e-08 8.36500277668222e-08 -2.1319681948622114e-08 2.0168059263458102e-08 8.628270689762385e-08 -5.7277084019363356e-08 1.3111530338617208e-08 8.816889414906614e-08 -5.647965091531789e-08 -7.489997296562125e-08 9.052392583688616e-08 4.6095801673972215e-08 -1.2940785824939213e-07 5.7392605724015156e-08 -3.992152168568768e-08 3.372206054117198e-08 4.9299464079350774e-08 4.35274123958609e-08 1.2921041913965084e-07 8.857669081592573e-10 -2.530297345551323e-10 -4.957247840374517e-10 4.809825320169841e-09 -4.248906988611615e-09
PC_3 -0.00018107318603719852 -1.7020892770233618e-05 -6.332776523874521e-05 -0.003018884486827836 0.00023269093753041614 1.0840425418863761e-06 -1.057781739079492e-08 -6.073376193987836e-06 5.16141043579145e-08 0.21799098198200192 0.0029102101247915537 -0.044241300928553655 0.03793730977462745 -0.019696364481485328 0.033061598034465976 0.011169269054314713 -0.06129635126371827 -0.016350806435158606 -0.058776601404031376 0.052502142693065995 0.06761028644135968 0.04960717394626149 -0.04442598794167381 -0.14011635639973208 -0.022144334300463288 -0.022251691884945073 0.023128810203339328 -0.04836300143883443 0.07632563609553479 -0.00011828400135795287 0.00011837826887360477 -0.00047524698723982453 -8.783690112616525e-05
